ID                                   ** (proposta/lei/ano emissão alvará aprovação) **,PROPOSTA,PROCESSO Nº,PROCESSO MODIFICATIVO,COORDENADA E,COORDENADA N,SETOR,QUADRA,LOTE (CADASTRADO NO ALVARÁ DE APROVAÇÃO),LOTE ATUALIZADO / CONDOMÍNIO,COD LOG,"ENDEREÇO - TIPO (RUA, AVENIDA, ESTRADA, etc)","ENDEREÇO - TÍTULO (DR, DEPUTADO, CORONEL, etc)",ENDEREÇO - NOME,ENDEREÇO - NÚMERO,"ENDEREÇO 2- TIPO (RUA, AVENIDA, ESTRADA, etc)","ENDEREÇO 2 - TÍTULO (DR, DEPUTADO, CORONEL, etc)",ENDEREÇO - NOME,ENDEREÇO - NÚMERO,PROPRIETÁRIO OU INTERESSADO,DISTRITO,SUBPREFEITURA,MACROZONA,MACROÁREA,SUBSETOR,ZONA DE USO 1 - 18.081/24,ZONA DE USO 2 - 17.975/23,ZONA DE USO 3 - 16.402/16,ZONA DE USO 4 - 16.050/14,ZONA DE USO 5 - 13.885/04,Tipologia de Uso Incidente de OODC,R,,,nR,,,,,Fp - USO R,Fp - USO nR,Fs - USO R,Fs - USO nR,USO R - ÁREA OBJETO DE OUTORGA (m²),USO NR - ÁREA OBJETO DE OUTORGA (m²),ÁREA TOTAL OBJETO DE OUTORGA (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL - INCENTIVO nR  (m²),ÁREA CONSTRUÍDA NÃO COMPUTÁVEL - FACHADA ATIVA (m²),% FACHADA ATIVA EM RELAÇÃO ÁREA NÃO COMPUTÁVEL,ÁREA COMPUTÁVEL TOTAL (m²),ÁREA CONSTRUÍDA TOTAL (m²),USO R - VALOR DA CONTRAPARTIDA (R$),USO nR - VALOR DA CONTRAPARTIDA (R$),VALOR TOTAL DA CONTRAPARTIDA (R$),REAPROVEITAMENTO DE OODC,C. A.       BÁSICO,C. A. UTILIZADO,ÁREA TERRENO (menor área),VALOR M² (Q 14),ÁREA AVERBADA PARA FRUIÇÃO PÚBLICA (m²),ÁREA DE DOAÇÃO PARA MELHORAMENTO PÚBLICO (m²),ÁREA DE DOAÇÃO DE CALÇADA (m²),"COTA PARTE MÁXIMA DE TERRENO POR UNIDADE
Art. 79 §§ 9º 10º (m²)",ÁREA DE TRANSFERÊNCIA (m²),ÁREA À DESTINAR PARA HABITAÇÃO SOCIAL (m²),INCIDÊNCIA DE COTA DE SOLIDARIEDADE,COTA DE SOLIDARIEDADE OPCIONAL OU OBRIGATÓRIA,SITUAÇÃO DO PGTO OODC,ORIGEM,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,N° ALVARÁ,TIPO DE ALVARÁ,DATA DE EXPEDIÇÃO DO ALVARÁ,DATA INFORMAÇÃO DMUS,DATA
,,,,Coordenada plana x ,Coordenada plana y,,,,,,ENDEREÇO 1,,,,ENDEREÇO 2,,,,,,,,,,,,,,,,SUBCATEGORIA DE USO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALVARÁ DE APROVAÇÃO / APROVAÇÃO E EXECUÇÃO                                                         (APOSTILAMENTOS E/OU MODIFICATIVOS),,,ALVARÁ DE EXECUÇÃO                                                                                                     (APOSTILAMENTOS E/OU MODIFICATIVOS),,,CERTIFICADO DE CONCLUSÃO,,,,
2309/17975/2024,2309,1020.2023/0022671-4,,332643.62775616,7388033.8573632,045,101,0013-2/0047-7/0048-5/0049-3/0087-6/0088-4,-,150576,RUA,-,LUIS AUGUSTO DE CAMPOS,38,RUA,-,ORIÇANGA l COMENDADOR JOÃO GABRIEL ,"335,343,351,361 l 57",PG13 EMPREENDIMENTOS IMOBILIÁRIO LTDA,SAÚDE,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,HIS - 2,nR1-3,-,-,-,-,"0,7",-,"0,0/0,4/0,8/1,0",-,-,-,6755.68,3688.83,-,185.24,5.0216464298978268E-2,8530.44,12219.27,-,-,1341402.71,NÃO,1,"6,6059",1291.3399999999999,2886.71,-,-,161.13999999999999,-,-,1125.78,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,34570-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45497,51674-25-SP-ALV,EXECUÇÃO DE EDIFICAÇÃO NOVA,45810,,,,45960,2025
2310/17975/2024,2310,1020.2023/0022876-8,,325237.7222221,7392283.460928,082,412,0041-2,-,174203,RUA,-,SANTA ROSA JUNIOR,51,-,-,-,-,ME7 SANTA ROSA INCORPORADORA SPE LTDA,BUTANTÃ,BUTANTÂ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R,R2v-2,HMP,-,-,-,-,-,-,"0,7",-,"0,4/0,8",-,3353.73,-,3353.73,3167.63,-,-,-%,4193.7299999999996,7361.36,967244.72,-,967244.72,NÃO,1,"4,9925",840,2855.23,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,34439-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45503,,,,,,,45744,2025
2311/16050/2311,2311,1020.2023/0018602-0,,331838.57775616,7388978.0973632,042,203,0001-5/0002-3/0003-1/0004-1/0005-8/0006-6/0007-4,-,150258,RUA,DOUTOR,BACELAR ,"765,771,779,787",RUA,-,ONZE DE JUNHO ,"1144,1160,1164",HT1 EMPREENDIMENTOS E INCORPORAÇÕES LTDA,SAÚDE,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,ZEU,-,R,R2v-2,HMP,HIS - 2,nR1-3,nR1-12,-,-,-,"0,7",-,"0,0/0,4/0,8/1,0",-,-,-,4184.71,6843.15,1362.4,127.56,1.8640538348567548E-2,6855.83,13698.98,-,-,1617750.33,NÃO,1,"6,0114",1140.48,4578.04,-,-,-,-,1530.64,269.44,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,32793-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45518,,,,,,,45819,2025
2312/17975/2025,2312,1020.2024/0006653-0,,323308.75402904,7389484.8054061,101,330,0028-0/0027-2/0047-7,-,105570,RUA,-,JOAQUIM GALVÃO ,"346,370",-,-,-,-,MERITO DESENVOLVIMENTO IMOBILIARIO I FII - FUNDO DE INVESTIMENTO IMOBILIARIO,VILA SÔNIA,BUTANTÂ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,ZEU,ZEU,-,-,-,R,R2v-1,E-HMP,HIS - 1,-,-,-,-,-,"0,6",-,"0,4/0,8",-,-,-,4890.28,3877.03,-,-,-%,6177.08,9994.11,-,-,479896.57,NÃO,1,"4,9862",1226.8,1699.19,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,39160-24-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45671,,,,,,,45744,2025
2313/17975/2025,2313,1020.2024/0018516-5,,341221.48077358,7395281.045807,056,215,0047-4/0050-4/0051-2/0053-9/0054-7/0055-5/0151-9/0152-7/0153-5/0161-6/0193-4/0194-2/0213-2/0214-0/0377-5/0378-3,-,064602,RUA,-,EMILIO MALLET,"1886, COMPLEMENTO 1888 E 1884, 1914,1940, COMPLEMENTO 1940A E 1944, S/N",RUA,-,EUCLIDES PACHECO,S/N,HCI - ANDALUZIA EMPREENDIMENTOS IMOBILIÁRIOS LTDA,CARRÃO,ARICANDUVA/FORMOSA/CARRÃO,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZC,ZC,-,R,R2v-3,-,-,-,-,-,-,-,"0,6",-,"0,8/1,0",-,-,-,7596.1,18707.689999999999,-,-,-%,13028.4,31736.09,-,-,5016374.33,NÃO,1,"2,3983",5432.3,3009.29,-,-,332.93,-,-,-,SIM,OBRIGATÓRIO,ARRECADADO AD,APROVA DIGITAL,44824-24-SP-ALV,APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45678,,,,,,,45744,2025
2314/17975/2024,2314,1020.2023/0007426-4,,327507.10364362,7394523.4241782,081,097,0061-6/0062-4/0104-3/0105-1/0106-1/0174-4/0175-2,-,003140,RUA,-,RODÉSIA ,"16,20,22,26,30,34,74,76",-,-,-,-,MTR - 14 ADMINISTRAÇÃO DE BENS SPE LTDA,PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,-,-,nR1-2,nR1-12,-,-,-,"0,7",-,"1,0",-,-,-,4085.33,6544.2,1139.31,212.08,3.2407322514593079E-2,5697.09,12241.29,-,-,2072928.65,NÃO,1,"4,8000",1186.9000000000001,3479.35,-,-,141.62,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,26619-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45503,51838-25-SP-ALV,EXECUÇÃO DE EDIFICAÇÃO NOVA,45786,,,,45747,2025
2315/17975/2024,2315,1020.2023/0020490-7,,341550.29826111,7393519.8033527,055,188,0020-7/0041-1/0042-8/0055-1/0056-8/0059-2/0060-6/0061-4,-,001414,RUA,SÃO,CONSTANCIO,284/290,RUA,-,ACURUI,"565-565A,567A,567,571,573,577,579,581",LIVING CANTAGALO EMPREENDIMENTOS IMOBILIÁRIOS LTDA,VILA FORMOSA,ARICANDUVA/FORMOSA/CARRÃO,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,ZEUP,ZEUP,-,-,R,R2v-3,-,-,nR1-3,-,-,-,-,"0,6",-,"0,8/1,0/1,525",-,-,-,8383.07,8228.82,-,655.93,7.971130733203545E-2,11025.19,19254.009999999998,-,-,3716211.84,NÃO,1,"4,7997",2297.06,2382.92,-,-,155.02000000000001,25.25,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,33083-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45497,48213-24-SP-ALV,EXECUÇÃO DE EDIFICAÇÃO NOVA,45818,,,,45748,2025
2316/17975/2024,2316,1020.2023/0021715-4,,333555.48202223,7390551.2316225,039,070,0002-1/0003-1/0004-8/0008-0/0009-9/0010-2/0011-0/0028-5/0029-3/0030-7/0031-5/0032-3/0035-8/0037-4/0038-2/0042-0/0043-9/0044-7/0045-5/0046-3/0047-1/0050-1/0052-8/0053-6/0054-4/0055-2/0060-9/0061-7/0062-5,-,029157,RUA,-,BATOVI,"2,2A,2B,4,4A,6",RUA,DONA,ANA,"49,53,59,73,79,85,93,107",CBR MAGIK LZ 20 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-3,HMP,-,nR1-3,nR1-12,nR1-15,nR2-15,-,"0,7",-,"0,4/1,0/1,175",-,-,-,27100.32,26512.799999999999,3369.3,451.08,1.7013668869376303E-2,35178.15,61690.95,-,-,12155615.42,NÃO,1,"5,8138",6050.82,3595.18,-,-,675.67,21.75,-,3517.81,SIM,OBRIGATÓRIO,ARRECADADO AD,APROVA DIGITAL,33998-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45638,,,,,,,45747,2025
2317/17975/2024,2317,1020.2023/007861-8,,330485.09202223,7389079.9116225,041,089,0024-3/0026-1/0027-8/0028-6/0029-4/0030-8/0034-0,-,020591,AVENIDA,-,AGAMI,"150,220,228,236,242,252,264",-,-,-,-,SERRA BRANCA INCORPORADORA LTDA,MOEMA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,-,-,nR1-3,nR1-12,-,-,-,"0,7",-,"3,0",-,-,-,5991.54,11712.18,1623.33,102.55,8.7558422087092233E-3,8148.67,19860.849999999999,-,-,15940155.880000001,NÃO,1,"4,7995",1697.8,6080.44,-,-,153.11000000000001,53.61,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,27553-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45628,,,,,,,45750,2025
2318/16050/2024,2318,1020.2023/0012667-1,,328681.45447032,7387593.9616089,085,107,0009-5/0029-1,-,083771,RUA,-,GUARARAPES,"96,104",-,-,-,-,GOLDFARB 35 EMPREENDIMENTO IMOBILIÁRIO LTD,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,ZEU,-,R,R2v-2,-,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,8/1,0",-,-,-,2387.92,4162.28,557.14,252.74,6.0721527624282852E-2,3189.42,7351.7,-,-,1627909.15,NÃO,1,"3,9793",801.5,4039.38,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,30210-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45415,,,,,,,45751,2025
2319/16050/2024,2319,1020.2023/0022429-0,,326046.82154528,7391943.0317285,084,266,0052-2,-,045454,AVENIDA,PROFESSOR,FRANCISCO MORATO,S/N,-,-,-,-,GARDENA PARTICIPAÇÕES SOCIEDADE UNIPESSOAL LIMITADA,MORUMBI,BUTANTÂ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-4,-,-,nR1-3,nR1-12,nR2-2,nR2-3,-,"0,7",-,"3,0",-,-,-,21268.36,48413.16,5750.34,2929.61,6.0512678784033103E-2,29040.240000000002,77453.399999999994,-,-,38046464.090000004,NÃO,1,"4,8000",6050.05,4088.86,604.9,-,190.84,57.17,-,2904.02,SIM,OBRIGATÓRIO,ARRECADADO AD,APROVA DIGITAL,34382-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45630,,,,,,,45751,2025
2320/16050/2025,2320,1020.2022/0012099-0,,335413.67633547,7402038.4598364,069,018,0062-2,-,111910,RUA,-,PAULO MALDI,206,-,-,-,-,PAULO MALDI RESIDENCE SPE LTDA ,TUCURUVI,SANTANA/TUCURUVI,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZM,ZM,-,R,-,E-HMP,-,-,-,-,-,-,"0,6",-,"0,4/0,6",-,-,-,486.71,584.22,-,-,-%,862.46,1446.68,-,-,122716.24,NÃO,1,"2,2953",375.75,2070.29,-,-,-,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,15775-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45729,,,,,,,45755,2025
2321/17975/2024,2321,1020.2023/0022197-6,,335746.98127077,7389151.8645583,043,069,0018-5/0019-3/0020-7/0021-5/0022-3/0048-7/0049-5/0050-9,-,144495,RUA,MARQUÊS,DE OLINDA ,"563,567,575",AVENIDA,-,NAZARÉ ,"1780,1780A,1782,1790,1792,1798",AR 16 EMPREENDIMENTOS IMOBILIÁRIOS SPE LIMITADA ,IPIRANGA,IPIRANGA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,HMP,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,4/0,8/1,0",-,-,-,5898.86,7616.21,1331.49,596.62,7.8335550096439041E-2,7586.38,15202.59,-,-,1545767.69,NÃO,1,"5,7194",1326.44,2897.96,-,-,120.36,-,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,34303-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45520,,,,,,,45755,2025
2322/17975/2025,2322,1010.2024/0009626-5,,326637.77108142,7394205.2441265,081,153,0027-6/0015-2/0021-7/0022-5/0023-3,-,152358,RUA,-,OURANIA ,193,-,-,-,-,OURANIA SPE LTDA,ALTO DE PINHEIROS,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZM,ZM,-,-,-,R,R2v-2,-,-,-,-,-,-,-,"0,7",-,"1,0",-,-,-,1809.77,3804.17,-,-,-%,3108.04,6912.21,-,-,2135478.48,NÃO,1,"2,3940",1298.27,4035.48,-,-,-,-,-,-,SIM,OPCIONAL,QUITADO,SEI,2025/01406-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45744,,,,,,,45398,2024
2323/17975/2024,2323,1020.2023/0025216-2,,333525.74107704,7390592.3338171,039,069,0005-3/0006-1/0010-1/0011-8/0012-6/0028-2/0030-4/0031-2/0043-6/0045-2/0046-0/0051-7/0053-3/0058-4/0068-1/0069-1/0071-1/0072-1/0073-8/0075-4/0076-2/0078-9/0079-7/0080-0/0081-9/0082-7/0083-5/0084-3,-,029157,RUA,-,BARTOLOMEU DE GUSMÃO ,"435,441,447",RUA,-,BATOVI l DONA ANA,"5,7,9,21,31 l 162",CBR 125 EMPREENDIMENTOS IMOBILIÁRIOS LTDA,VILA MARIANA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-4,-,-,nR1-3,-,-,-,-,"0,7",-,"0,8/1,05",-,-,-,16152.74,18470.560000000001,-,450.19,2.4373381207716493E-2,20403.560000000001,38874.120000000003,-,-,8040603.0499999998,NÃO,1,"4,7999",4250.83,3592.93,-,-,460.94,20.399999999999999,-,2040.38,SIM,OBRIGATÓRIO,ARRECADADO AD,APROVA DIGITAL,35362-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45645,,,,,,,45758,2025
2324/17975/2024,2324,2018-0.048.694-0,,329633.92483873,7387683.3459873,041,252,0001-7/0008-4/0009-2/0010-6/0011-4/0020-3/0021-1/0022-1/0027-0/0028-9/0029-7/0035-1/0036-1/0037-8/0038-6,-,153699,ALAMEDA,-,DOS PAMARIS,282,-,-,-,-,JUQUEI INCORPORADORA LTDA,MOEMA,VILA MARIANA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,ZEU,ZEU,-,-,-,R,R2v-4,HMP,HIS - 2,nR1-3,nR1-6,-,-,-,"0,7",-,"0,4/1,0",-,-,-,16646.48,9931.0300000000007,-,394.52,3.9725990154092776E-2,20114.509999999998,30045.54,-,-,8563876.8000000007,NÃO,1,"5,8000",3468.02,4755.72,-,-,412.96,-,-,2011.45,SIM,OBRIGATÓRIO,QUITADO,SISACOE,2024/07831-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45653,50879-25-SP-ALV,EXECUÇÃO DE EDIFICAÇÃO NOVA,45834,,,,45877,2025
2325/17975/2024,2325,1020.2022/0016259-5,,329536.71769647,7391245.3000261,016,082,0016-7/0017-5/0115-5,-,080098,AVENIDA,SÃO,GABRIEL ,S/N,-,-,-,-,TLR3 EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,JARDIM PAULISTA,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,ZEU,-,R/nR,R2v-1,-,-,nR1-3,nR1-12,-,-,-,"0,7","1,3","0,8/1,0","1,0",608.58000000000004,2.98,611.55999999999995,1193.5999999999999,325.01,183.13,0.15342660857908849,1625.9,2819.5,1454247.22,15815.02,1470062.24,NÃO,1,"2,0000",812.95,8170.98,-,-,67.13,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,18789-22-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45587,,,,,,,45771,2025
2326/17975/2024,2326,1020.2023/0018484-1,,332481.08463115,7392545.673515,038,007,0001-8/0005-0/0006-9/0007-7/0010-7/0011-5/0012-3/0013-1/0014-1/0015-8/0019-0/0103-0/0145-6/0272-1/0273-8,-,042447,RUA,-,FRANCISCO G. DE ANDRADE MACHADO,S/N,RUA,MAESTRO,CARDIM,"879,887,889,915,917,921,939,987,1003,S/N",LAVVI MÔNACO EMPREENIMENTOS IMOBILIÁRIOS LTDA,BELA VISTA,SÉ,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R/nR,R2v-4,-,-,nR1-2,nR1-3,nR1-12,-,-,"0,7",-,"0,8/1,0",-,32865.39,-,32865.39,48288.74,8734.15,641.57000000000005,1.328612011827188E-2,43721.599999999999,92010.34,35108991.710000001,-,35108991.710000001,NÃO,1,"4,7905",9126.7099999999991,7759.39,-,-,576.5,-,-,-,SIM,OBRIGATÓRIO,ARRECADADO AD,APROVA DIGITAL,32591-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45497,50245-25-SP-ALV,EXECUÇÃO DE EDIFICAÇÃO NOVA,45786,,,,45973,2025
2327/16050/2024,2327,1020.2023/000888-7,,334877.04802713,7389194.6443575,046,005,0007-5/0008-3/0019-9/0020-2/0021-0/0022-9/0023-7/0024-5/0025-3/0026-1/0027-1/0032-6/0033-4/0034-2/0061-1,-,101362,RUA,VISCONDE,DE GUARATIBA,105,-,-,-,-,TARJAB VISCONDE EMPREENDIMENTOS IMOBILIÁRIOS SPE LTDA,CURSINO,IPIRANGA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,-,-,ZEU,EETU,-,R,R2v-3,-,-,-,-,-,-,-,"0,6",-,"1,0",-,7811.33,-,7811.33,11348.01,-,-,-%,12012.86,23360.87,2822092,-,2822092,NÃO,1,"3,9985",3004.32,2407.66,-,-,399.07,-,-,-,NÃO,-,QUITADO,SEI,2024/05225-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45534,,,,,,,45775,2025
2328/16050/2024,2328,1010.2022/0010181-8,,329351.03910958,7396438.2462137,021,040,0010-6/0014-9/0290-7,-,095486,RUA,-,ITAPICURU,837,-,-,,-,EXTO BLUE EMPREENDIMENTOS IMOBILIÁRIOS LTDA,PERDIZES,LAPA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-2,-,-,-,-,-,-,-,"0,7",-,"0,8/1,0",-,4368.34,-,4368.34,6700.44,-,-,-%,6079.86,12780.3,4648003.24,-,4648003.24,NÃO,1,"3,9999",1520,6532.51,-,-,63.84,-,-,-,NÃO,-,QUITADO,SEI,2024/02512-00,APROVAÇÃO DE EDIFICAÇÃO NOVA,45418,,,,,,,45784,2025
2329/16050/2024,2329,1020.2023/0026100-5,,341609.39045843,7393652.9246373,055,310,0007-3/0008-1/0011-1,-,165948,RUA,SÃO,CONSTANCIO,227,RUA,-,PRETORIA,"308,318",SÃO CONSTANCIO EMPREENDIMENTOS SPE LTDA,VILA FORMOSA,ARICANDUVA/FORMOSA/CARRÃO,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,QUALIFICAÇÃO DA URBANIZAÇÃO,NA,ZEU,ZEU,-,-,-,R,R2v-2,-,-,-,-,-,-,-,"0,6",-,"0,8",-,5401,-,5401,6373.44,-,-,-%,7892.94,14266.35,1276233.75,-,1276233.75,NÃO,1,"3,9976",1974.41,1967.96,-,-,172.51,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,35624-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45603,,,,,,,45782,2025
2330/16050/2024,2330,1020.2023/0010648-4,,328805.91045843,7387426.6746373,086,036,0014-7/0015-5,-,100765,RUA,DOUTOR,JESUÍNO MACIEL,"100,108",-,-,-,-,CAMPO BELO EMPREENDIMENTO IMOBILIÁRIO LTDA,CAMPO BELO,SANTO AMARO,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,-,ZEU,EETU,-,R/nR,R2v-2,-,-,nR1-3,nR1-12,-,-,-,"0,7",-,"0,8/1,0",-,4172.76,-,4172.76,6597.58,1125.33,91.4,1.3853564488797409E-2,5859.76,12457.34,2834386.2,-,2834386.2,NÃO,1,"3,9998",1465,4038.25,-,-,74,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,28866-23-SP-ALV,APROVAÇÃO DE EDIFICAÇÃO NOVA,45454,,,,,,,45782,2025
2331/17975/2025,2331,1020.2025/0000614-9,,352168.96042737,7400571.0689717,112,398,0227-6,-,346160,AVENIDA,-,AFONSO LOPES DE BAIÃO,S/N,-,-,-,-,JACUI EMPREENDIMENTO IMOBILIÁRIO SPE LTDA,SÃO MIGUEL,SÃO MIGUEL PAULISTA,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,REDUÇÃO DA VULNERABILIDADE URBANA,NA,-,ZM,ZM,-,-,R,-,E-HMP,-,-,-,-,-,-,"0,3",-,"0,4",-,5291.86,-,5291.86,5890.03,-,-,-%,8949.86,14839.89,213504.68,-,213504.68,NÃO,1,"2,4467",3658,822.6,-,-,132.93,-,-,-,NÃO,-,ARRECADADO AD,APROVA DIGITAL,50030-25-SP-ALV,PROJ. MODIFICATIVO - APROVAÇÃO E EXECUÇÃO DE EDIFICAÇÃO NOVA,45735,,,,,,,45783,2025
2332/16050/2025,2332,1020.2024/0009047-4,,328167.02549765,7387284.6851714,085,121,0046-1/0047-8/0048-6/0049-4/0050-8/0063-1/0064-8/0065-6/0066-4/0067-2/0068-0/0071-0/0073-7/0076-1,-,148008,RUA,-,MICHIGAN ,"364,368,372,376,388,392,396",RUA,-,NOVA YORK,"264,290,300",BAHIA DE HUDSON EMPREENDIMENTOS IMOBILIÁRIOS LTDA,ITAIM BIBI,PINHEIROS,ESTRUTURAÇÃO E QUALIFICAÇÃO URBANA,URBANIZAÇÃO CONSOLIDADA,NA,-,ZEU,ZEU,-,-,R,R2v-3,-,-,nR1-2,-,-,-,-,"0,7",-,"2,0",-,-,-,11863.42,14251.26,-,245.84,1.7250404525634925E-2,14999.99,29497.09,-,-,12717286.810000001,NÃO,1,"4,7823",3136.57,3661.78,-,-,251.92,30,-,-,SIM,OPCIONAL,ARRECADADO AD,APROVA DIGITAL,40359-24-SP-ALV,APOSTILAMENTO DE  ALV. DE APROVAÇÃO DE EDIFICAÇÃO NOVA,45736,53903-25-SP-ALV,EXECUÇÃO DE EDIFICAÇÃO NOVA,45946,,,,45783,2025
