drive_id,titulo,destino,destino_folderId
18DmJzF6M0arVRZGHGLqYjlRil2POkSn1,Enquadramento de Atividade CNAE - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,1WdUk6QDru841pU-vgtPmz_0aIIEQn9Sv
1H0bFBm-FV7VyfELOQh6x5K9c2wFuS5bZ,fila_tdc_5porcento_fundurb_dez_2025-pdf.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,1WdUk6QDru841pU-vgtPmz_0aIIEQn9Sv
1lWxc0h3l1XZIB-PabPRtsrCd1EK_6bVU,Declaração de Potencial Construtivo Passível de Transferência - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,1WdUk6QDru841pU-vgtPmz_0aIIEQn9Sv
1NQu0kG4h_ERIEyhIXJ9jpn1FGv6Tizcl,Certidão de Transferência de Potencial Construtivo - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,1WdUk6QDru841pU-vgtPmz_0aIIEQn9Sv
19ZbY8tv-CkZ_h9r91UuTLsQ_5gI6rGCE,Auditoria TDC São Paulo_ Memorial de Fundamentação Estratégica.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,1WdUk6QDru841pU-vgtPmz_0aIIEQn9Sv
1FqcbmhH1qDV1BDqgpnTAmFx2i48FCS0c,LEI Nº 11.152 DE 30 DE DEZEMBRO DE 1991 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1thIZNvUvcKJ6ru0tkX4y62Ia-CcFQeH7,Anexo III da Lei 15.889_2013.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1Z3MjJAnPPqHh6UKZ9mNC9PpfaDbDXEKI,LEI Nº 18.330 de 11 de Novembro de 2025.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1F8Bcj4DfmKt3-uFsXdMO7CqMqO70hgcj,LEI Nº 18.270 de 12 de Junho de 2025.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1t7VUYckCUxQePNlYzAJc9Axb_mwRu5yw,LEI Nº 17.557 de 26 de Maio de 2021.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1XBSkcnTB-SlLMen0RJQUO8SJrk5F4287,LEI Nº 16.757 de 14 de Novembro de 2017.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1B2aLXzlZY837l2BwTcGhXGDRNcK5QZ98,LEI Nº 18.095 de 19 de Março de 2024.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1mJx4aciny0rw1paZcTNW2Cyx0ubEooXm,LEI Nº 15.889 de 5 de Novembro de 2013.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1O8HI8LAGDkgER7zSDp7mRebH6rh6M4Ft,LEI Nº 15.406 de 8 de Julho de 2011.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1jYt-nEpD0Jy9njAxS7v_8vNX_sxd63PJ,LEI Nº 15.360 de 14 de Março de 2011.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1TsB_KCsjokGYNtN1ZH2hA4L117113UBn,LEI Nº 15.044 de 3 de Dezembro de 2009.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1Sr46ue7GTXpZdiq8dmhR5WJkejPcQ5yn,LEI Nº 14.865 de 29 de Dezembro de 2008.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1ZVIHAySIsC1mrKjm6X00RuQFX5QcgO5O,LEI Nº 14.256 de 29 de Dezembro de 2006.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1HH2S3W3Jh5gu3MAfg6MM8ns6DTBVALbI,LEI Nº 13.879 de 28 de Julho de 2004.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1g9F7BcvKwkrw5QnCihwWMYsFz6gF-ILn,LEI Nº 13.250 de 27 de Dezembro de 2001.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1LDTStMOKDl_PKY8Fvniq-mDQLh8il4-F,LEI Nº 13.402 de 5 de Agosto de 2002.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1RJPQk_iHUwxHO6jTdFLeebP83gO6oIc5,LEI Nº 11.152 de 30 de Dezembro de 1991.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1Uzwubn73LpnZXbOA6dmAM_MzRbLMMFPy,LEI Nº 14.107 de 12 de Dezembro de 2005.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1AmYokvl-LAaqeTGX1UUPOCCsxWqgzx2b,LEI Nº 10.819 de 28 de Dezembro de 1989.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1Z96DTndx0o9ZLLZBtTjlYeUM9pCPdPJV,LEI Nº 10.235 de 16 de Dezembro de 1986.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1XU4Ol06BrfVp3xhUepIr26nhZaKNo0UW,LEI Nº 6.989 de 29 de Dezembro de 1966.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1UhFjf145eTexdyQ2SwNNuaOodQN8SPp4,Anexos I e II - LEI Nº 18.330 de 11 de Novembro de 2025.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1V-kE2mjo0lJsqJEiA2pjqXfGOimKSZZG,LEI Nº 17.092 de 23 de Maio de 2019.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
13WMCiE8Xm1T_BkU0-xWPtBoZjx9F5s9r,Anexo II da Lei nº 17.719_2021.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1a1g4lIu7L7etDZOVOKdW6Xau6A3JOGP_,LEI Nº 11.614 de 13 de Julho de 1994.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1ETHmpdahgwNn9qIAAiXZL9NRGMegVYl4,LEI Nº 13.698 de 24 de Dezembro de 2003.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
10KxO2Ed8rv_zqUY-y-pN2LO1QUptwg5M,LEI Nº 13.776 de 10 de Fevereiro de 2004.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1ecFHFCR5hgAJ9A4oH3qcy_hjP67F7Acc,Tabela - Faixa de consumo mensal em kWh X Valor em R$ LEI Nº 17.719 de 26 de Novembro de 2021.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1yFINMGdItkYpLH_GuaolvmYDODhWpjIu,LEI Nº 11.308 de 17 de Dezembro de 1992.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1XTpOF--3AUoxiyY-87_VHs2kDGiM0ib0,"Anexo I integrante da Lei nº 15.889, de 5 de novembro de 2013.pdf",02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1tEP858hvJdReey1dhKcQVZ8a0yKOdjvP,Anexo III da Lei nº 17.719_2021.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1muwGBNhaHZEEFrJn2ZS18t3gDqC4YIaw,Anexo I da Lei nº 17.719_2021.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1hRLLr-LmiBRIWvsj6rKOxTEYSz-OUcxl,LEI Nº 14.089 de 22 de Novembro de 2005.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1ISllik23zsVeefYTWwC2MCYB4E2no8Kx,LEI Nº 17.719 de 26 de Novembro de 2021.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1F__Xn0_m3May46FpP3e6YFNloTdqdfwh,LEI Nº 18.298 DE 17 DE SETEMBRO DE 2025 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1a9Y5eAQUrWHzWQQY_rjEeYR5sa6LqHjL,LEI Nº 15.044 DE 3 DE DEZEMBRO DE 2009 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1BxfKWwlkv-A6oBT3D--_5ojz6Y-bFXC7,LEI Nº 14.094 DE 6 DE DEZEMBRO DE 2005 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1VTkncZYamPFbAaiEqUqmVjxpktaPLt8G,LEI Nº 11.154 DE 30 DE DEZEMBRO DE 1991 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1l6BEAUryN8TIW3KSqpEIAUXjbvu2FA6I,LEI Nº 18.081 DE 19 DE JANEIRO DE 2024 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1KUumsskF0RV-HKEqDXzaDUIPV7I8cQ7S,Lei nº 11.428.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1p5udqWv-zI-I42WqgeoD083iZRVzRTm4,CGP_NotaTecnica.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1ekB9Ufwq_xA05LtUxbYakAkEC_kZ45P-,MAPA da Lei nº 18081_2024.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
13cu1rgCXTnPeBvd0uryDTABBFmFhctHy,LEI Nº 17.733 DE 11 DE JANEIRO DE 2022 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1mOsQdr4gpT2h_1p-qgD1qKp4HBLnS24x,LEI Nº 15.723 DE 24 DE ABRIL DE 2013 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1BzJm7JV5mrEZzmCmLSjTWoixYn7rmcz9,LEI Nº 17.202 DE 16 DE OUTUBRO DE 2019 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1itZ0vaGsvHFK4BbozGVJKX9Py7IJJCBM,Cnae_X_Item_Lista_Servicos.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1vn2hJEakthUiKiX3_LymPNA6vl2hmigg,RAZÕES DO VETO AO PROJETO DE LEI Nº 272_2015; OFÍCIO DE 22 DE MARÇO DE 2016 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1k8ezfvkmMOiUsoL_pzA-vBIUhm44SvmC,LEI Nº 18.222 DE 27 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1LaCDRmdJ41EWnQbrt3WzOMouDIceQs6Z,LEI Nº 17.844 DE 14 DE SETEMBRO DE 2022 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1cQjyd-nQx_fjNszOuRa6N5CBb9NraOiw,LEI Nº 17.104 DE 30 DE MAIO DE 2019 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1LCqgXQmT8HIcVSaa0-WGezxDAPvF1bOh,LEI Nº 17.577 DE 20 DE JULHO DE 2021 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1pnKdd7n8cMPatJ1zKfd9J5ZpmMbBIsM5,LEI Nº 17.734 DE 11 DE JANEIRO DE 2022 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1mcCEbTa7ujsYiG1-kT9IPFa3vfsH1HK4,LEI Nº 17.853 DE 29 DE NOVEMBRO DE 2022 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1TVYkcjCIYOSYr_vNzMltuyxUjWkqVA1C,LEI Nº 18.177 DE 25 DE JULHO DE 2024 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1uujcrDFVTvmeVcK40G-bVqEp3symy0_r,LEI Nº 15.150 DE 6 DE MAIO DE 2010 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1jZUhmx71_NNTuKz77VQPcDXO3p_Ahb7Z,LEI Nº 17.217 DE 23 DE OUTUBRO DE 2019 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1-_o0yldO83-ZtNQ3i51Oes0XgZeWd9xl,Atualizacacao_Q14_anoref2025.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1c2LQ22vpNM2-suKYJNTJ-PgUKGLF50j6,LEI Nº 18.209 DE 20 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1xoEiPW-wqmsPFpLqM_Ybp-Q7A1WH2UU3,LEI Nº 17.975 DE 8 DE JULHO DE 2023 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.3 IPTU-Tributário Municipal,1ugoTkeqN-FFN-bHA0VF7NPSAJqDXfO0z
1Hu1z-YXe7QxEYY5ZyTCeiBJ20xypsz7J,Lei nº 11.101.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1B-29u5vWlTrjzYuA4ugMLp56i1sxRRG1,L10931.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1Yb3seugmh3OYutHBJ53LMKkCEEqWmbX4,L9514.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1EGQFd7sQe8s_QX1Bxa2E7MXUvY5UE3F4,L8668.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1Q_UIMVOV_LpdsfOSiwh1B6mZxMhNBG3Z,lei-federal-6015-1973-etapa-1.tx.txt,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1JAUEHk3pko9yeaUWJE88OdP-4lhdFJ6n,L6830.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1-e-gjoMNF1TLBKEwVMqJM9UmkSMgnFum,L8009.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
19bSySq_pzYuHrOyGTG7hsr49klQIuJL6,L6.015consolidado.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1Nd65GkWXGs0jZk6fGLwYq7pf1drfLNKv,_lei-federal-4591-1964.txt,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1tvefC5VKryIGFCYxm8fC642nqKtOeKMU,ec-132-20273.txt,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1gYvYSuvLnsNSv2XvLpxDebuqTxVS9ynD,ec-132-2023.txt,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1pYIWFnIHIoDwV50tD6AJH06txHiSE6HZ,ec-116-2022.txt,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1K5mLZoGE5ICxkjjkBXnRGHixaga3J7ZX,ec-29-2000.txt,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1zGMGKMe2d-qTBK2Qfj2znS3eRy0RMWvY,dl-57-1966 (1).txt,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1j5RrD-324T5alXV_dDRISA4rEkeQe-_o,dl-57-1966.txt,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1ankJJd8hGGINab_FUPdFbjBoFEO-ebEv,"LEI Nº 9.514, DE 20 DE NOVEMBRO DE 1997.pdf",02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1gPnYPi-3kjMvk85dAJ7Asp2pcoPATesj,"Art. 156 da Constituição Federal, de 1988.pdf",02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1jrIjLb8kjqTpRHC0WAFMIGP_5zSHO7Ls,"Código Tributário Nacional LEI Nº 5.172, DE 25 DE OUTUBRO DE 1966.pdf",02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
16ELdzUPdLmRQ4b-Ux_QVD60q4XFFQdCT,Cartilha Estatuto da Cidade 10 anos.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1jCeAaRZjLtUub3gAoycOOb8Keii-Ymia,Lcp 227.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1eIc406loOGeRdvnCxGXYSe6bnr0wFMk4,L6938.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1XiAq9CmY7dQZLPTSa2wY1i1jkraCNV2O,L12651.pdf,02 — Leis & Jurisprudência/2.4 Federal e Constituição,1vOw1BFccKvq89egFOs-k9Y3YN6AVMxw8
1TNDxjtBm4ruAdBrYmroQwlsoNoVB11Vm,DECRETO Nº 52.884 DE 28 DE DEZEMBRO DE 2011 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1qDGqUnJ4wQYmEMrpWLqPzY0so8qiilB4,DECRETO Nº 63.698 DE 27 DE AGOSTO DE 2024 « Catálogo de Legislação Municipal - Copia.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1rt_LEy7INQmohKFvcTpfmqZPE9bfbHnz,DECRETO Nº 63.698 DE 27 DE AGOSTO DE 2024 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1upT7KQ2GMacQc-0uFS-rxM-ec_O48A1i,Anexo Único do Decreto 52.884_2011.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1O9xarXPHT1EbPJUxMyOpkYf4DjKSSJpo,DECRETO Nº 60.939 DE 23 DE DEZEMBRO DE 2021 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
13ejOZxiVBL5CsLbJ8AagcEP0zeCubesl,DECRETO Nº 57.770 DE 3 DE JULHO DE 2017 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1t3mMUiNvGmgJMaKOrSvO_ciSQQiZw3K6,INSTRUÇÃO NORMATIVA SECRETARIA MUNICIPAL DA FAZENDA - SF_SUREM Nº 14 DE 18 DE DEZEMBRO DE 2020 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1M1_6mMjV7IsYWXSt-4xSf7Pn0tNrl8Mh,INSTRUÇÃO NORMATIVA SECRETARIA MUNICIPAL DA FAZENDA - SF_SUREM Nº 2 DE 10 DE MARÇO DE 2020 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1kEyFmkI_08vuDnIpmM9UjaQYa5rB0E2V,INSTRUÇÃO NORMATIVA SECRETARIA MUNICIPAL DA FAZENDA - SF_SUREM Nº 10 DE 4 DE DEZEMBRO DE 2019 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1lk_nv-Ksa-LYLZ4k8eoQC2FstySQW_JK,DECRETO Nº 60.939 de 23 de Dezembro de 2021.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1sP4PPjXg2P0SISeAilJtbCpkVXLR7Zk8,DECRETO Nº 58.592 de 27 de Dezembro de 2018.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
14BGpfJXZ1Mmh86b2jIAcVUeEPg7MVFZf,DECRETO Nº 56.954 de 28 de Abril de 2016.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
19HZwxFWXs12CImZxpWHw-PQmKnt_6ctB,DECRETO Nº 63.698 de 27 de Agosto de 2024.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
15tPipqJEgwWcI4hnHkUsV4kR4XAjVHlD,DECRETO Nº 52.884 de 28 de Dezembro de 2011.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1XwbeX64SbWTeAIdRotqmFydZAa6FcPPs,Anexo V do Decreto 58.289_2018.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1vJxueY0EQljJXYbFmYEVUwfIfJUvjSgc,DECRETO Nº 57.565 DE 27 DE DEZEMBRO DE 2016 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1lixqSHNwb-fKnHWkst1upJfr2KbeqpIx,"decreto n.59.263, de 05.06.2013.pdf",02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1HXYX0i3UXRFVYK1AuBNAaWO-bUPW9zs0,Portaria CAT 15 de 2003.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
16XJbm0jcR0HTH6MSoorxBd7hG460n1-r,08-25 - Complementação e detalhamento da Resolução 02-24 - MAPA.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1NuYXYCCZQP57ZQelQKRRiKZE7Ia5zIdU,Re0716RegulamentacaoProcedimentosRegistroBensImateriaisPDF_1457716829.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
1FWmrt0H7HOZPrrYZ3fPCZ7Pft8Cdekjb,Resolucao 04 CONSPRESP 2023.pdf,02 — Leis & Jurisprudência/2.5 Infralegal,1nb5IfAduzafEznk-qvefXm_zyIcR_ewI
