tipo,id,nome,destino,status,obs
arquivo,1LBUlijnE3pW3hD40nC1mv-PEI-W8eT0o,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 1 DE 27 DE FEVEREIRO DE 2023 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.1 Urbanística (PDE-LPUOS-COE),PLANEJADO,
arquivo,1sdYYOJdQ2gUrcfPLdZPYjfo2bYNjRyw8,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 12 DE 10 DE DEZEMBRO DE 2018 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.1 Urbanística (PDE-LPUOS-COE),PLANEJADO,
arquivo,1B_Ta_35nm6dIBfjhd4ecIJOGltPANgC_,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 12 DE 11 DE NOVEMBRO DE 2021 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.1 Urbanística (PDE-LPUOS-COE),PLANEJADO,
arquivo,1xEvKnS65joB795TpMK64sRDvz9aocb2c,RESOLUÇÃO SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL_CTLU Nº 4 DE 4 DE ABRIL DE 2024 « Catálogo de Legislação Municipal.pdf,02 — Leis & Jurisprudência/2.1 Urbanística (PDE-LPUOS-COE),PLANEJADO,
arquivo,1kSWQrlRgW_Q0n5u8TR9-J7pUDpu8ZZj_,01-23 - APT - Associação Feminina Beneficente e Instrutiva Analia Franco - Página (1).pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1rUWSAEXi6k4hhwu5mn7bsXdE4UcikhIP,01-23 - APT Antigo Lar Analia Franco - MAPA - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1RLquuvk1yj9NKKCZl-pdMC0Ks-TOha9d,01-25 - Arquivamento Parcial das Manchas I e J e ID 50 a 52 da Res.11-23 - MAPA - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1jfRMtMM5cLNEMax8eJpN1Uykxt0X1zkh,01-25 - Arquivamento Parcial das Manchas I e J e ID 50 a 52 da Res.11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1C0E4eIShRcACE36I20E8bs33fVdXRlQC,02-21 - APT  Avenida Angélica 1900.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,127IahNlzYuPDtzFVMsiWvt0Tptzjv4bD,02-22 APT Conjunto do Sindicato dos Metroviarios(1).pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1z4UIp87VhLioPrhbk1nUvs-xXCzPzR08,02-23 - APT Cemiterio de São Paulo.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1tIqNC7xDZK0sUzoucjvuce5FK_LG2d7a,02-23 - APT Cemiterio São Paulo - MAPA - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1TXClmL6RavMANYbfqd0Lz6KR_9LVW8Dz,02-24_-_tombamento_mancha_dos_bombeiros_-_pgina_1719838448.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1YbLd77kHhAFbyz0hMTMg59qE0A1V1xP-,02-24_-_tombamento_mancha_dos_bombeiros_-_quadro_i_-_pgina_1_1719838684.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1DARVYHEDkYErwg7GnQUg0gsYTE51hjry,02-25 - Tombamento Ex Officio do Edifício Santo André - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1Do8O4OzhaqhregJJ_V0wCf_1Nby9LOAJ,03-23 - RAE da Sede do Antigo Sitio Itaim - MAPAS - Página(1).pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,177qvl-MzvDA9H7xzDL3xXKBk_dhLQqZO,03-23 - RAE da Sede do Antigo Sitio Itaim - Página(1).pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1dLYHLjwnlmYDoeTaxZcPAN2Bkk59JtRY,"03-24 - Tombamento do Conjunto da Escadaria da Rua Alves Guimarães - Anexos I, II e III - Página.pdf",02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1scDSTGMazJS-ocmwslR3FYDicMC573CI,03-24 - Tombamento do Conjunto da Escadaria da Rua Alves Guimarães - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1caan6wh4NFNbOdXddaI5-hg-HCA1NUDt,03-25 - Arquivamento da Mancha H da Res.11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1uU076bHOAbrvcduwkr1A4Tt2OLDm4U6o,"04-22 - Alterar a redação Art 2º, da Res_ 34-18 - Mapas - Página(1).pdf",02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1lj35-9s6igQUNx8B76Hk9POrHj7dQVEu,"04-22 - Alteração da redação Art 2º, da Res_ 34-18 - Página(1).pdf",02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,19WZps5vOQVD7Boj1ZREHevCbDtN46Y0P,04-24 -  Tombamento da Escadaria da Rua Cristiano Viana - Anexos I e II - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1Qxvgh7Xqf80rxIGfslRUOIqBAC-WlsBY,04-24 -  Tombamento da Escadaria da Rua Cristiano Viana - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1rxDysnAc2IvKrrZlL8N8wyqnDeaztYBW,04-24 - Tombamento da Escadaria da Rua Cristiano Viana - MAPA - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1tPGJX-MyMAMXc-I_qUbnIQBYU3EV9aAP,04-25 - Arquivamento das Manchas C e G e ID 13 a 17 e 21 a 26 da Res.11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1AgHx0k7yNj1a7UTP9qgGt5IAKOgcn-kD,05-22 - Tombamento das Luminárias Ornamentais da Light - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1wgj8z3N8saBcYpGtWUKnqB0mLZmheeue,05-23 - ZEPEC- APC - Espaco Itau de cinema Augusta(1).pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,19kxHcNKlKNZ8TTFWMLZn9bzxnjMNWvDs,05-24_-_plano_salvaguarda_-_pgina_1720030244.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1AsEpxy-4R98NU1QuhJDa1T_rpflBsB5i,05-25 - Arquivamento dos IDs 02 a 04 e IDs 07 e 08 da Res. 11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1ODvPCX8moSh798S3cYEzx4b9OPGn1W14,"06-20 - APT imóvel Rua Gal_ Isidoro Lopes, 36 - para DOC.pdf",02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1Oal4u_-Eb_DFg0k93wnutPOs4vBS2vl7,06-22 - Patrimônio Cultural Imaterial - Novena solene em honra a Nossa Senhora do Carmo.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1zLmbtMs9yws_FFsKxqA8sPVjLexJbpCg,06-23_Complexo Esportivo do Ibirapuera(1).pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,167SGfCMro1cPgwnE_37-qXn2_IfaKvia,06-23_Complexo Esportivo do Ibirapuera_Mapa(1).pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1NNyX7u1G4Aieaa_rxPbs4acNskUe-GTW,"06-24 - Tombamento Antigas Residencias Rua Bela Cintra,954 e Rua Itapeva, 700 - Página (1).pdf",02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1FMJTNWzPwjt83aWZ59uidjUq367-S3Ws,06-25 - Arquivamento dos IDs 42 a 48 da Res. 11-23 - Página (1).pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1O8-YTTgaqBNQPf4HWD6D7f5aE9RFr3pB,07-24_-_apt_terreiro_ile_ase_omi_1719499071.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1swUIBz45l2GJSCdHr90x8yVqjhKAUaqH,07-24_-_apt_terreiro_ile_ase_omo_igbo_omi_-_mapa_1719334062.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1uvJMFzmUhX5B84XuUTCEkHx7n00kNWel,07-25 - Enquadramento como ZEPEC-APC do Território Augusta de Cinema - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1-DZCcak6MYebUf3KkBBYQ9PBeWmn7wHc,08-23 - Zepec-APC - Santa Marina Atlético Clube - MAPA - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1h0dLr0y2UE4LvVKDAr93chvNlALznO57,08-23 - Zepec-APC - Santa Marina Atlético Clube - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1aJNHFAc5srJBXUUklO9y4vtGTZKICVik,08-24 - APT Terreiro de Candomblé Abassá Oxum Oxóssi - MAPA - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1Lm-Be7GBKRSYBD0EQ9X7W7RJJq-CYPJn,08-24 - APT Terreiro de Candomblé Abassá Oxum Oxóssi - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1jJ7ZNBO_lDqHOykV-CzrYIilVCUHLZ4d,09-23 - Arquivamento da APT - Conjunto do Sindicato dos Metroviários de São Paulo.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1KukXvP1zy314YLyIV_HT06YBU8li4HY-,09-24 - Revalidação de Registro do Teatro de Grupo da Cidade - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1NUZ-qPngwgbIE5CKCUmYjLfiqWPZJfiI,09-25 - Registro como Patrimônio Cultural Imaterial da Festa do Divino Espírito Santo da Freguesia do Ó - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1H5AsWox1JmDY4AjjR4d3KVAoXHjq5O1b,10-23 - Tombamento Vila João Migliari - MAPA.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1xuI_0ve5FipAnEel2Mk8NEtc2oFotB18,10-23 - Tombamento Vila João Migliari.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1_OXIKno_j7fqCQU8frHELVZ5WMy46-t9,10-24 - Tombamento da Escola Panamericana de Artes - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1Vt6LAXzIQ23wuFIYvGWTVgAKpPVLpdrt,10-25 - APT do Mobiliário Bar Balcão - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1yo9wB-_MGF8AGRRHOJIZbtt9aOmSgWwM,11-23 - APT - Perímertro - MAPA_compressed.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1WHsRWFn97mvp_lfrRdioT-qOho4DtkHc,11-23 - APT Perímetro Cerqueira César - Anexo I - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1LH77kNuWc7VETXsPdlHyNfEfwHl1vwi1,11-23 - APT Perímetro Cerqueira César - Anexo II - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1O1zHAUpe_xDO3hmsHoLFs3nkKGM7ojK4,11-23 - APT Perímetro Cerqueira César - Anexo III - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1wfcg7OOw5WOcfIPT9qTaiyUYvu5s7roX,11-23 - APT Perímetro Cerqueira César - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1pZf_SJCR-SaZMD9sahzdS8su-YvPDKUW,11-24 - Exclusão de imóveis 05 e 06 do anexo I da Res. 11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1GuNVLiYLICMmIJ42XZtXy4BHhtI0cA3E,11-25 - Enquandramento como  ZEPEC-APC do Santa Marina Atlético Clube - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1AzO04NgN_qxR6rS4BZlxUwiWK8Ca39Cx,11-25 -Enquandramento como  ZEPEC-APC do Santa Marina Atlético Clube - MAPA.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1XOM1Yq1O1HrxynbLMYNx89Dr3QPKS1LW,12-23 - APT Capela Dom Bosco.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1IW-_AkWsXF1Vsv0DBotNaqA06TyNbvQf,12-24 - Arquivamento da APT de Residência na Rua General Isidoro Dias Lopes n° 36 - Vila Amália - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1BRzsMMmvtJ1jsgVOB7SOjytzUuQ3oYfp,13-24 - APT do Terreiro de Candomblé Ilé Dara Asé Òsun Eyin - Mapa.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1_DbYkMpzutfS2FJkCO_zpGZx78iT5kcg,13-24 - APT do Terreiro de Candomblé Ilé Dara Asé Òsun Eyin - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,15Bbzyv5N8ANQKigmDBgBiPSyHF6ujf60,13-25 - Complemento ao Arquivamento Parcial da Mancha D da Res. 11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1hSyk7E3PXs8IoBFb8bmahp82heJYpo0N,14-23 - APT Solar Fábio Prado - MAPA.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1rLWsrXjAZMOH9-uDl_ZLFo4HzN8R-i8g,14-23 -APT Solar Fábio Prado.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1QELAvw0izJxVmm3Tlno9tCvgFOTTntIN,14-24 - Arquivamento da Mancha N - Sílvio Sacramento e Arruda Alvim da Res.11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1-cKO3TU6wfpS02m0E0KmLRr0hPYqEj7C,14-25 - APT do Mirante de Santana e da Praça Vaz Guaçu - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1qiZZSTHJ6d7OOCtMAa_JM7gLFgUe78IO,15-23 - Tombamento Ex-Officio do Conjunto Visconde de Porto Seguro - MAPA - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1npexDcDl0kY8sj4Q6zF_GdR7-CRly_rq,15-23 - Tombamento Ex-Officio do Conjunto Visconde de Porto Seguro.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1or7cP5OtZBQTgURGHdUJPvsmtPy9NiTC,15-24 - Arquivamento dos Itens 33 e 34 da Res. 23-16 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1MZobdQTHRn1dKOJIxfDhaLdo_ACbomUp,15-25 - APT do Campo dos Engenheiros - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1XX8BLzd2O7PwtQw4THQPkW2yPXXoXjVz,16-24 - Registro das práticas da Banda de Clarins e do Carrossel da Polícia Militar - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1AOcY_5XX6wD5J8UZK0ljk3EvPW_cZ6gQ,16-25 - Complementação da Resolução nº 54-CONPRESP-2018 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1S6hQ918X13XJ2ojcHM7RmveCJGiCjJCh,17-24 - Arquivamento das Manchas E e F da Res.11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1XQxULwDXIJ_Qmf5iByGodAZKByZ4sArI,17-25 - Tombamento do Templo Espiritualista de Umbanda São Benedito - Anexo Planta Esquemática - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1T_-1yr0iaDZ6nGwb5wdH5yOhyWiAnFp7,17-25 - Tombamento do Templo Espiritualista de Umbanda São Benedito - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,12lspu2zPVyrCdmIePUX_b4hEEbPoJ9vu,18-24 - Arquivamento da Mancha M e ID 27 a 41 da Res.11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1phTX_GrgTKcO7i90bqpBLG3IZraRE3Tn,19-24 - Arquivamento das Manchas A e B e ID 9 a 11 da Res.11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1_iYp9NPgXaeOaf9ovb3vMfexTvqMohqw,20-24 - Arquivamento Parcial da Mancha D e ID 18 a 20 da Res.11-23 - Página.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1Y6gUIlu-igGfHg5SSF5godPWX3quiNHi,2017_36_Sao-Paulo_RAE-Residencias-da-Familia-Ramos-de-Azevedo_1753284677017.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1PdQwejB_21xcMqQXLsIkZfzOEuOUljOF,2017_61_Sao-Paulo_Praca-da-Se-e-Catedral-Metropolitana_1753284675356.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1I9rdpMfs1WVS481rTTQdhX4H6ljTGHRo,2017_62_Sao-Paulo_Colegio-Dante-Alighieri-–-Edificios-Leonardo-Da-Vinci-e-Colmeia-incluindo-patio_1753284675510.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,180wOKhNsh3VRZJmf8NVHcUBupDPdYCEB,2018_102_Sao-Paulo_Moinho-Matarazzo_1753238762358.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1W4w6BTM4KrjaICjFBedBoGms85T044_S,2018_103_Sao-Paulo_Parque-Estadual-Fontes-do-Ipiranga_1753238783798.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1gtexvyF0vg57O4ZveHJg-KmYWJh2izlL,2018_105_Sao-Paulo_Hospital-Psiquiatrico-Philippe-Pinel_1753238856743.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1ifzSPK-H48cyTFCs2_J9RMUvD9gIqJS7,2018_129_Sao-Paulo_Vila-dos-Ingleses_1753239240017.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,13w2XTIXF-amaud_RtBfdeAv3fc5xD97x,2018_131_Diversos_Retificacao_1753239292359.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1MT0Dg5a-VKTcLesn-EyBqPLgj8Wpls27,2018_24_Sao-Paulo_Casa-a-Rua-Ceara_1753238584741.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,16IXaCcbh2Ex5kRg3FV6Bfb-8SoHelTRU,2018_30_Sao-Paulo_Tecelagem-de-Seda-Italo-Brasileira_1753238709931.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1VmFNTIlKb8s3ZpS4KbjDhTiG2VLRTk4M,2019_31_Sao-Paulo_Equipamentos-de-Saude-no-Bairro-Cerqueira-Cesar_1753237602814.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1NphTqP2q0NGxokvWQsW19L85j860wBx2,2019_35_Sao-Paulo_Terreiro-Santa-Barbara_1753237911022.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1L44KrS5xuQtLS_6GbSNhN8NuY9KuZU8q,2019_47_Sao-Paulo_Casa-Guilherme-de-Almeida_1753238121058.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,19sbDcnTPqwzIky8FipXy61MVZK_f5qfp,2019_49_Sao-Paulo_-Conjunto-de-bens-imoveis-no-bairro-de-Higienopolis_1753238164725.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1vhs71GY8VBMECSjicgMKJjy4TMIfVXC-,2021_18_Sao-Paulo_Igreja-da-Ordem-Terceira-de-Nossa-Senhora-do-Carmo_1753237189376.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1xzCMrcJDFHBdqa-q811T91lJXGIrPSYx,2021_37_Sao-Paulo_Bairros-dos-Jardins_1753237339808.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1wnEAf548xVcPr_nQKmAT057TiQzo87NE,2022_07_Campinas_Conjunto-da-Estacao-Ferroviaria-Guanabara_1753232568474.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,125FZ_kbK_06-s-RQilfk6xWsOsSx-3qA,2022_11_Sao-Paulo_RAE_Largo-da-Memoria_1753232569595.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1h6UgLOtmaV7zJZ4dEQvyYXXsZhCKujO6,2022_49_Sao-Paulo_RAE-Casa-Mario-de-Andrade_1753232569470.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,10YmwE3GPCe1za5pm-FMoJwCNCOZ_f0GM,2022_51_Arapei_Fazenda-Rialto_1753232569256.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1RfrfI0GNr0tMoYXyHvZmS5Tr3-TUECxt,2022_52_Sao-Paulo_RAE-Escola-de-Primeiras-Letras_1753232569115.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,15XZ65yfgtIdiQB4ToSw37h40ofkkxn_F,2022_59_Sao-Paulo_-RAE-Memorial-da-America-Latina-transcricao_1753232839715.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1U6NBRhg8tAehd_OunFQndamfyKun1gYE,2024_01_15 - Livreto Cartilha de Calçadas 2024 - Vrs NOVA NORMA - V12-1-24_compressed(1).pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1puOg1pGx-huZXYEEyhtdtV4b8GLFVyd8,2024_10_Sao-Paulo_RAE-Igreja-de-Sao-Goncalo_definida_1753230558796.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1FxFAftg9JeT2Ep2B4jKCt_iA0VB7_ZbS,2024_36_Sao-Paulo_RAE-Matadouro-da-Vila-Mariana_1753230559005.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,16XogPXPkqzh8GqSilgpti2SH6v3sGTQe,2024_37_Sao-Jose-dos-Campos_RAE-Sanatorio-Vicentina-Aranha_1753230558904.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1uaEp9dO9muYx2JgziRZwFv5D_lV4blbx,2025_03_Sao-Paulo_RAE-Casa-do-Sitio-do-Tatuape_1753229566669.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1v3oRxRtHztM-6hQ7WwJfg9TUVZfwY8R0,2025_05_Sao-Paulo_RAE-Sede-do-Sitio-Ressaca_1753229566431.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1gZRZPIlaFj6duS-vcOl4BTNZ6MIXY6ND,2025_06_Sao-Paulo_RAE-Igreja-Nossa-Senhora-da-Boa-Morte_1753229566247.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1QGyZJmX0YPT06z4HO71CqNfTr-bKl5N8,2025_07_Itu_RAE-Pedreira-de-Varvitos_1753229567444.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
arquivo,1QIF6et2lKR4wfjUU2-EM8UqNTwoy6NcT,2025_08_Sao-Sebastiao_RAE-Casa-da-Esperanca_1753229567334.pdf,02 — Leis & Jurisprudência/2.2 TDC-Patrimônio-ZEPEC,PLANEJADO,
