sql_mestre,x,y,epsg,status
0010580047,332827.94625624997,7395349.780031249,31983,ok
0010580049,,,31983,sem_lote
0010580093,,,31983,sem_lote
0010610008,333066.56509999995,7395217.917442858,31983,ok
0010610009,333056.50308000005,7395218.112260001,31983,ok
0010610010,333048.40565,7395231.914531251,31983,ok
0010610011,333033.22741666663,7395224.2817,31983,ok
0010610012,333041.214545,7395240.771709999,31983,ok
0010620009,333110.47636470594,7395188.280082353,31983,ok
0010620011,333135.89931999997,7395242.11558,31983,ok
0010630005,333227.5299888889,7395179.649355556,31983,ok
0010630030,333204.06937647064,7395177.385652941,31983,ok
0010630052,333179.4236285714,7395155.53422143,31983,ok
0010640000,333259.0212894737,7395233.038063159,31983,ok
0010640003,333249.08948571427,7395292.645257143,31983,ok
0010640012,333291.96405,7395360.947866667,31983,ok
0010640402,333233.80931249994,7395271.458124999,31983,ok
0010640403,333285.6328625,7395351.281325,31983,ok
0010650001,333397.74885714287,7395459.617028571,31983,ok
0010650002,333403.5361,7395465.19826,31983,ok
0010650003,333404.68169999996,7395472.45662,31983,ok
0010650004,333405.81351999997,7395479.62694,31983,ok
0010650005,333406.95142,7395486.83696,31983,ok
0010650006,333408.08307999995,7395494.00732,31983,ok
0010650007,333409.2338599999,7395501.299200001,31983,ok
0010650008,333410.4022,7395508.7028399985,31983,ok
0010650009,333406.04066,7395516.79762,31983,ok
0010650010,333412.00962857145,7395525.176757142,31983,ok
0010670000,333463.84692000004,7395317.058320001,31983,ok
0010670021,333451.6538714286,7395496.708400001,31983,ok
0010670022,333450.90238,7395506.2047999995,31983,ok
0010670023,333451.92986,7395513.87086,31983,ok
0010670027,333482.06936666666,7395529.901666667,31983,ok
0010670028,333494.85007142863,7395532.375600001,31983,ok
0010670029,333502.2609,7395534.39373,31983,ok
0010670030,333511.5999888889,7395542.551411111,31983,ok
0010670043,333481.3409,7395425.1154000005,31983,ok
0010670045,333480.1930833334,7395412.320633333,31983,ok
0010670046,333484.3817166666,7395400.805916667,31983,ok
0010670243,333477.54657777783,7395435.737211111,31983,ok
0010670245,333449.5836857143,7395526.863642857,31983,ok
0010670246,333446.68835,7395394.3947749995,31983,ok
0010680000,333545.8069,7395518.604447619,31983,ok
0010690005,333536.7194714286,7395433.404171428,31983,ok
0010710000,333012.2845,7395164.087753846,31983,ok
0010720000,333082.52775999997,7395139.227875002,31983,ok
0010720093,333059.15541818185,7395083.620554546,31983,ok
0010720098,333033.21563750005,7395087.056,31983,ok
0010720099,333038.8554454546,7395102.524118181,31983,ok
0010720139,,,31983,sem_lote
0010730000,333104.4173529412,7395056.09834706,31983,ok
