sql_mestre,x,y,epsg,status
0050820013,333018.20872222225,7394271.275722222,31983,ok
0050820014,333026.47525,7394248.824870001,31983,ok
0050820018,333018.80775555555,7394201.173933333,31983,ok
0050820355,333002.11203333334,7394082.103991666,31983,ok
0050840001,333361.183175,7393887.327175001,31983,ok
0050840006,333398.7583875,7393882.081862498,31983,ok
0050860059,332729.1958,7393745.594066667,31983,ok
0050860060,332723.1607,7393738.4086625,31983,ok
0050860061,332716.4516142857,7393733.152242857,31983,ok
0050860062,332724.2604166666,7393726.3127333345,31983,ok
0050870001,332948.78709230764,7393899.848269231,31983,ok
0050870002,332943.84928888886,7393892.560555555,31983,ok
0050870003,332948.8849857143,7393883.169799999,31983,ok
0050870004,332944.21346999996,7393874.2919,31983,ok
0050870017,332849.99905882357,7393680.237005881,31983,ok
0050900020,333560.6669444444,7394042.272666667,31983,ok
0050900021,333555.08517142857,7394040.418628572,31983,ok
0050920001,333442.1213,7393888.352750001,31983,ok
0050920019,333593.79391428566,7393906.736414286,31983,ok
0050930001,333540.1069076924,7394037.606638461,31983,ok
0060000000,,,31983,sem_lote
0060010002,331778.5247307692,7394833.938192308,31983,ok
0060010015,331755.89986875,7394790.5233375,31983,ok
0060020001,332627.9113764706,7394740.248117647,31983,ok
0060060000,332321.6978875,7395227.4269125005,31983,ok
0060070000,332306.05069999996,7395139.629878572,31983,ok
0060070010,332436.5642388889,7395083.838427778,31983,ok
0060070015,,,31983,sem_lote
0060070247,,,31983,sem_lote
0060070248,,,31983,sem_lote
0060070250,,,31983,sem_lote
0060070252,,,31983,sem_lote
0060070253,,,31983,sem_lote
0060070254,,,31983,sem_lote
0060070255,,,31983,sem_lote
0060070256,,,31983,sem_lote
0060070257,,,31983,sem_lote
0060070258,,,31983,sem_lote
0060070259,,,31983,sem_lote
0060070260,,,31983,sem_lote
0060070261,,,31983,sem_lote
0060070262,,,31983,sem_lote
0060070263,,,31983,sem_lote
0060070264,,,31983,sem_lote
0060070265,,,31983,sem_lote
0060070266,,,31983,sem_lote
0060070267,,,31983,sem_lote
0060070268,,,31983,sem_lote
0060070269,,,31983,sem_lote
0060070270,,,31983,sem_lote
0060070271,,,31983,sem_lote
0060070273,,,31983,sem_lote
0060070318,332312.4334611111,7395117.838938888,31983,ok
0060070413,332454.9980055556,7395065.903161111,31983,ok
0060070986,,,31983,sem_lote
0060080000,332363.6796631579,7395258.651468421,31983,ok
0060080014,332406.2104625,7395227.372125,31983,ok
0060080032,332492.72940999997,7395238.871869999,31983,ok
0060090000,332519.62149999995,7395328.099366667,31983,ok
0060090006,332506.05484117643,7395327.146199999,31983,ok
0060090007,332502.29750000004,7395335.195185,31983,ok
0060090010,332495.1578909091,7395370.925954545,31983,ok
0060090016,332459.87675555557,7395338.506638888,31983,ok
0060090018,332436.81767407403,7395326.546485185,31983,ok
0060090021,332477.6499571429,7395314.192395238,31983,ok
0060090022,332495.5912750001,7395301.97621,31983,ok
0060090082,,,31983,sem_lote
0060090083,,,31983,sem_lote
0060090084,,,31983,sem_lote
0060090085,,,31983,sem_lote
0060090086,,,31983,sem_lote
0060090087,,,31983,sem_lote
0060090088,,,31983,sem_lote
0060090089,,,31983,sem_lote
0060090090,,,31983,sem_lote
0060090091,,,31983,sem_lote
0060090092,,,31983,sem_lote
0060090093,,,31983,sem_lote
0060090094,,,31983,sem_lote
0060090095,,,31983,sem_lote
0060090096,,,31983,sem_lote
0060090097,,,31983,sem_lote
0060090098,,,31983,sem_lote
0060090099,,,31983,sem_lote
0060100000,332542.06639411766,7395383.594388235,31983,ok
0060100048,332588.1356421052,7395434.08611579,31983,ok
0060100552,,,31983,sem_lote
0060100553,,,31983,sem_lote
0060110017,331788.2121076923,7394653.9459,31983,ok
0060110018,331795.7234,7394645.1085625,31983,ok
0060110042,331846.50549999997,7394716.16904,31983,ok
0060110048,331829.970140625,7394696.259240624,31983,ok
0060121019,332004.9521896551,7394730.0366689665,31983,ok
0060130028,332082.9141736842,7394735.726531579,31983,ok
0060140001,332265.589992,7394122.44074,31983,ok
0060150000,332501.79243076924,7395198.777569231,31983,ok
0060150001,332323.99790869566,7394089.717847827,31983,ok
0060150024,332488.5966125,7395082.507558334,31983,ok
0060150726,,,31983,sem_lote
0060150727,,,31983,sem_lote
0060150728,,,31983,sem_lote
0060150729,,,31983,sem_lote
0060150730,,,31983,sem_lote
0060150731,,,31983,sem_lote
0060150732,,,31983,sem_lote
0060150733,,,31983,sem_lote
0060150734,,,31983,sem_lote
0060150735,,,31983,sem_lote
0060150736,,,31983,sem_lote
0060150737,,,31983,sem_lote
0060160000,332646.02189166675,7395170.328016666,31983,ok
0060160005,332648.8685285714,7395219.087228571,31983,ok
0060160011,332552.65770833334,7395262.061333333,31983,ok
0060160017,332613.588752,7395202.627271999,31983,ok
0060170000,332717.58838749997,7395243.822050001,31983,ok
0060170015,332665.14793888887,7395335.799861112,31983,ok
0060170016,332642.3122777778,7395337.159899998,31983,ok
0060170039,332727.37373333337,7395263.266783333,31983,ok
0060170045,332775.00306875,7395320.82124375,31983,ok
0060170822,332739.50611428573,7395306.194357143,31983,ok
0060201095,332032.90780000004,7394535.424986669,31983,ok
0060210675,332299.2041454546,7394807.301603031,31983,ok
0060230000,332469.87369411765,7394907.984735293,31983,ok
0060230016,332531.46217647055,7394934.745029411,31983,ok
0060230018,332509.86944615387,7394929.889961537,31983,ok
0060230019,332493.95052727265,7394933.53430909,31983,ok
0060240000,332606.93524117646,7395143.125088234,31983,ok
0060240004,332588.39366363635,7395122.384636364,31983,ok
0060250000,332622.31037272734,7394967.326999999,31983,ok
0060250015,332611.10086,7394954.40288,31983,ok
0060250019,332647.5769272727,7395022.431981818,31983,ok
0060250022,332666.5444285715,7395082.864407144,31983,ok
0060260001,332733.6662733333,7395163.830286667,31983,ok
0060270000,332873.09750000003,7395164.903753845,31983,ok
0060270010,332875.2025923077,7395246.721476922,31983,ok
0060270021,332814.16878571425,7395302.046314286,31983,ok
0060270025,332815.4759028571,7395225.954562858,31983,ok
0060270027,332811.6014105263,7395202.119078946,31983,ok
0060320000,332457.7844357143,7394762.285235715,31983,ok
0060320005,332477.36728571437,7394776.855428571,31983,ok
0060360000,332670.87854705885,7394937.687211766,31983,ok
0060360463,332720.63273448276,7395003.619682758,31983,ok
0060380000,332217.7253461539,7394474.617661539,31983,ok
0060380004,332241.63628750003,7394485.4420875,31983,ok
0060380016,332130.35724545456,7394425.044272727,31983,ok
0060380017,332123.5357,7394411.158987499,31983,ok
0060380018,332108.15722000005,7394414.77309,31983,ok
0060380020,332116.3757833333,7394394.3083833335,31983,ok
0060380028,332218.68811428576,7394428.069799999,31983,ok
0060380029,332223.52861111116,7394429.364711112,31983,ok
0060380030,332228.04341111117,7394428.3703,31983,ok
0060380140,332231.3076571429,7394451.219214286,31983,ok
0060390000,332192.78969375003,7394356.5186375,31983,ok
0060390011,332217.6828368421,7394385.735236842,31983,ok
0060390012,332206.0500375,7394383.12451875,31983,ok
0060390013,332197.05031428573,7394381.375078571,31983,ok
0060390014,332193.01331333333,7394379.414553334,31983,ok
0060390015,332187.34585333336,7394377.24994,31983,ok
0060390016,332177.47971111105,7394380.8471,31983,ok
0060390017,332169.62218999997,7394380.2323,31983,ok
0060390018,332167.4218545454,7394376.272236363,31983,ok
0060390019,332153.41550000006,7394366.171179999,31983,ok
0060390020,332127.98261,7394373.483629999,31983,ok
0060390021,332125.3197833333,7394364.266683335,31983,ok
0060390028,332137.7870142857,7394332.568571429,31983,ok
0060390029,332146.2069428572,7394334.7645,31983,ok
0060390045,332132.69214999996,7394334.2379125,31983,ok
0060400039,332304.85030000005,7394415.50453,31983,ok
0060430000,331829.82224285713,7394021.6084,31983,ok
0060440013,331860.52632857143,7394181.143357143,31983,ok
0060440022,331856.0084142857,7394116.2112,31983,ok
0060440025,331846.70991999994,7394096.462959999,31983,ok
0060440030,331858.9393538461,7394069.675876924,31983,ok
0060440038,331855.2373428572,7394017.5147857135,31983,ok
0060440039,331863.0794777778,7394023.732833334,31983,ok
0060440050,331889.03917500004,7394074.926318752,31983,ok
0060440051,331887.65960769233,7394082.241992308,31983,ok
0060440053,331885.39398000005,7394093.890713332,31983,ok
0060440058,331888.746575,7394120.9765625,31983,ok
0060440059,331890.55250000005,7394126.869185714,31983,ok
0060440060,331881.9543818182,7394133.086436365,31983,ok
0060440066,331875.56135,7394175.40192,31983,ok
0060440067,331875.197768421,7394181.054994737,31983,ok
0060440068,331882.99696428573,7394186.042085716,31983,ok
0060440072,331889.25592857145,7394210.294971429,31983,ok
0060440140,331885.2267125,7394237.2808625,31983,ok
0060440141,331889.56776249997,7394197.51395,31983,ok
0060440142,331889.8798857143,7394203.2395,31983,ok
0060450007,331938.31483571423,7394228.377471429,31983,ok
0060450016,331943.7679666668,7394175.245166668,31983,ok
0060450017,331949.43457142863,7394164.832085715,31983,ok
0060450018,331941.93162222224,7394157.442444444,31983,ok
0060450019,331949.6452,7394151.80509,31983,ok
0060450020,331944.07722222223,7394143.321744445,31983,ok
0060450028,331952.61894,7394094.27802,31983,ok
0060450031,331954.79010000004,7394074.403638888,31983,ok
0060450035,331934.53205,7394033.3731333325,31983,ok
0060450093,331956.61665625,7394262.927943749,31983,ok
0060450285,331969.6758285714,7394243.839242858,31983,ok
0060450286,331933.609325,7394233.786858334,31983,ok
0060470001,332165.0173607144,7394191.4138857145,31983,ok
0060470065,332197.2062125,7394163.8960125,31983,ok
0060470114,332134.78030999994,7394273.35247,31983,ok
0060470115,332136.6868142857,7394276.5295071425,31983,ok
0060470116,332131.0344,7394282.033366666,31983,ok
0060470121,332148.99756249995,7394302.855925,31983,ok
0060470122,332158.45334,7394308.68062,31983,ok
0060480010,332321.97166000004,7394237.456569999,31983,ok
0060480016,332321.7352789473,7394148.009489474,31983,ok
0060480024,332384.10149,7394137.1303,31983,ok
0060480025,332382.24101000006,7394146.069770001,31983,ok
0060480039,332381.90695,7394248.6125,31983,ok
0060480040,332379.41611999995,7394255.63934,31983,ok
0060480041,332380.87205999997,7394260.59622,31983,ok
0060480042,332366.0471333333,7394264.25772,31983,ok
0060480043,332367.1847583333,7394269.716791667,31983,ok
0060480049,332367.52357,7394320.150669999,31983,ok
0060480050,332363.633925,7394320.3917999985,31983,ok
0060480051,332356.34697,7394320.044760001,31983,ok
0060480052,332351.2649454545,7394322.86440909,31983,ok
0060480097,332316.81037499994,7394199.551341665,31983,ok
0060490002,332381.1002600001,7394167.9044,31983,ok
0060490003,332383.6332833334,7394173.592516667,31983,ok
0060490004,332377.72246666666,7394181.316466667,31983,ok
0060490005,332379.24305,7394187.3627,31983,ok
0060490006,332379.2530875,7394192.913587499,31983,ok
0060490007,332376.77826666663,7394200.247049999,31983,ok
0060490008,332376.41986666666,7394206.4353,31983,ok
0060490009,332375.3861818182,7394214.133854547,31983,ok
0060490010,332377.1407272727,7394219.919590908,31983,ok
0060490011,332377.87188181817,7394226.353963637,31983,ok
0060490012,332377.63132222224,7394232.86378889,31983,ok
0060490013,332370.37945625006,7394225.826693749,31983,ok
0060490014,332361.17548000003,7394232.745099999,31983,ok
0060490015,332358.3520333334,7394228.093283334,31983,ok
0060490018,332361.7693,7394212.66611,31983,ok
0060490019,332364.12489090906,7394207.438690909,31983,ok
0060490020,332364.37422727275,7394202.139436363,31983,ok
0060490021,332363.76593333326,7394196.159041666,31983,ok
0060490022,332363.30890769226,7394191.260907693,31983,ok
0060490023,332360.69106249994,7394187.298449999,31983,ok
0060490024,332365.32654285716,7394179.818385715,31983,ok
0060490025,332364.21245555556,7394176.472022222,31983,ok
0060490026,332359.79454,7394169.598540001,31983,ok
0060490027,332360.0845,7394164.52978,31983,ok
0060490028,332363.1538125,7394158.539799999,31983,ok
0060490030,332364.0966714286,7394219.356978571,31983,ok
0060510000,332510.6741,7394363.445599999,31983,ok
0060510034,332494.9721,7394229.9430142855,31983,ok
0060510035,332489.28525,7394231.6153375,31983,ok
0060510036,332484.33465714287,7394231.225757143,31983,ok
0060510037,332479.6112857143,7394229.235614285,31983,ok
0060510038,332474.6552625,7394229.553112499,31983,ok
0060510526,332502.157425,7394230.85095,31983,ok
0060510527,332507.6293222222,7394232.470533333,31983,ok
0060530000,332614.8668818181,7394365.556345454,31983,ok
0060530030,332573.714225,7394208.137480001,31983,ok
0060530033,332611.16121111106,7394229.228544446,31983,ok
0060530039,332610.05438181816,7394281.282418182,31983,ok
0060530056,332605.34612,7394391.7735,31983,ok
0060530057,332608.51534444443,7394396.470433333,31983,ok
0060530058,332607.79769375,7394401.0711,31983,ok
0060530059,332609.41028461535,7394406.067176923,31983,ok
0060530060,332606.9371071429,7394412.394442856,31983,ok
0060540031,332161.49795,7394070.569933333,31983,ok
0060550000,332358.34225,7394102.913050001,31983,ok
0060550011,332388.29856250004,7394104.449087501,31983,ok
0060560000,332432.31735,7394191.57975,31983,ok
0060560020,332487.4746,7394079.138677778,31983,ok
0060560035,,,31983,sem_lote
0060560036,,,31983,sem_lote
0060560048,332430.41458999994,7394199.645435001,31983,ok
0060560049,332432.5758333333,7394205.9135,31983,ok
0060560052,332404.7235142857,7394229.492114286,31983,ok
0060560053,332404.65554,7394234.6442599995,31983,ok
0060560054,332404.4391571428,7394238.904242856,31983,ok
0060560055,332410.9954363636,7394234.7815999985,31983,ok
0060560056,332417.42504999996,7394234.6869125,31983,ok
0060560057,332422.38229,7394233.931460001,31983,ok
0060560058,332426.68632222223,7394235.164144445,31983,ok
0060560059,332432.36206363636,7394234.74490909,31983,ok
0060560060,332437.03297,7394236.36966,31983,ok
0060560061,332442.54760833335,7394237.219608333,31983,ok
0060560062,332448.4474714286,7394242.23747143,31983,ok
0060560063,332449.65572000004,7394238.000940001,31983,ok
0060560064,332450.77228000003,7394231.41877,31983,ok
0060560065,332451.4927,7394227.89075,31983,ok
0060560066,332455.31513333326,7394222.273533334,31983,ok
0060560067,332453.2887333333,7394219.149688889,31983,ok
0060560068,332453.4127714285,7394212.388128571,31983,ok
0060560069,332454.09065714286,7394209.103142858,31983,ok
0060560070,332453.90645555564,7394203.000477779,31983,ok
0060560071,332455.37322,7394196.847920001,31983,ok
0060560072,332456.544025,7394192.448525,31983,ok
0060560073,332457.11206666665,7394186.902322222,31983,ok
0060560074,332455.36675000004,7394181.287075001,31983,ok
0060560075,332452.1789333333,7394177.619911111,31983,ok
0060560076,332453.0245,7394171.6939624995,31983,ok
0060560077,332453.0257857143,7394167.29822857,31983,ok
0060560078,332449.8450142857,7394162.120957143,31983,ok
0060560079,332450.72401428566,7394156.753714285,31983,ok
0060560080,332448.7852625,7394152.221937499,31983,ok
0060560081,332447.818875,7394147.7843875,31983,ok
0060560082,332447.98791666667,7394140.888550001,31983,ok
0060560083,332475.1722,7394136.639700001,31983,ok
0060560084,332477.14778,7394143.04744,31983,ok
0060560086,332476.4595363636,7394153.645618183,31983,ok
0060560087,332483.2600181818,7394142.496481818,31983,ok
0060560088,332489.5201833333,7394148.813583333,31983,ok
0060560089,332495.97457142855,7394144.363471428,31983,ok
0060560090,332500.5316909091,7394144.745709091,31983,ok
0060560091,332504.5396545455,7394143.642081819,31983,ok
0060560092,332509.85244000005,7394142.26496,31983,ok
0060560093,332514.14468,7394141.332629999,31983,ok
0060570001,332529.2142545454,7394219.034645454,31983,ok
0060570002,332530.01839999994,7394214.2679285705,31983,ok
0060570009,332539.56019999995,7394178.27625,31983,ok
0060570010,332542.2348714286,7394174.256128572,31983,ok
0060570011,332540.3973857143,7394167.7273,31983,ok
0060570013,332532.59201176476,7394171.8437882345,31983,ok
0060570014,332527.04684545455,7394170.358736365,31983,ok
0060570015,332520.9340727273,7394171.1898,31983,ok
0060570016,332516.85172727273,7394174.369363636,31983,ok
0060570017,332512.29010000004,7394173.896077777,31983,ok
0060570018,332505.31614444446,7394172.056744445,31983,ok
0060570019,332501.81415999995,7394175.50969,31983,ok
0060570020,332495.45981,7394176.026520001,31983,ok
0060570021,332490.74073571427,7394177.437257142,31983,ok
0060570022,332480.0920222222,7394169.0743888905,31983,ok
0060570023,332481.95377777773,7394177.3436,31983,ok
0060570024,332484.91942999995,7394180.58109,31983,ok
0060570025,332483.75145,7394187.218080001,31983,ok
0060570026,332482.409975,7394191.843762499,31983,ok
0060570027,332480.81401428574,7394199.4545142865,31983,ok
0060570028,332476.56466,7394204.9199,31983,ok
0060570029,332476.93933333334,7394210.490233333,31983,ok
0060570030,332480.5846333333,7394208.7102,31983,ok
0060570031,332485.98924285715,7394206.214242856,31983,ok
0060570032,332489.4304333333,7394208.8992,31983,ok
0060570033,332494.0886,7394208.265199999,31983,ok
0060570034,332499.30659999995,7394211.048819999,31983,ok
0060570035,332502.9668,7394210.311333333,31983,ok
0060570036,332507.68362,7394209.681020001,31983,ok
0060570037,332512.8035,7394209.446283334,31983,ok
0060570038,332516.5961166667,7394211.753833334,31983,ok
0060570039,332523.3916625,7394212.134899999,31983,ok
0060580000,332620.8968875,7394190.78445625,31983,ok
0060590001,332545.8300692308,7393863.10006923,31983,ok
0060590003,332533.615225,7393904.908116668,31983,ok
0060590004,332527.14308,7393911.71174,31983,ok
0060590005,332521.585725,7393914.5661,31983,ok
0060590006,332515.75185,7393921.15486,31983,ok
0060590007,332512.4863153846,7393926.502823078,31983,ok
0060590008,332507.40388571424,7393929.621728572,31983,ok
0060590009,332502.7991,7393934.957976923,31983,ok
0060590010,332495.70183636365,7393941.399381817,31983,ok
0060590011,332491.29004999995,7393946.610716667,31983,ok
0060590012,332487.22994166665,7393950.762175,31983,ok
0060590013,332484.1939583333,7393956.44125,31983,ok
0060590014,332476.5965500001,7393962.87552,31983,ok
0060590015,332471.9799666666,7393968.838475,31983,ok
0060590016,332468.2194421052,7393973.721663158,31983,ok
0060600027,332491.97501999995,7393979.51538,31983,ok
0060600028,332492.32623999997,7393973.36724,31983,ok
0060600029,332502.8010142857,7393972.2571,31983,ok
0060600030,332505.2823,7393967.693866666,31983,ok
0060600031,332509.3157818182,7393964.46918182,31983,ok
0060600032,332513.89679,7393957.53011,31983,ok
0060600033,332519.5315333333,7393951.534311112,31983,ok
0060600034,332523.5486,7393946.704466667,31983,ok
0060600035,332531.03729999997,7393943.457614286,31983,ok
0060600036,332534.66388888884,7393936.072011111,31983,ok
0060600037,332540.75353999995,7393930.971089999,31983,ok
0060600038,332546.19881,7393926.634469999,31983,ok
0060600039,332555.38559090905,7393915.897818182,31983,ok
0060630000,332401.9023470588,7394534.7039,31983,ok
0060640000,332235.45947692305,7395142.039525642,31983,ok
0060640047,332154.5499945946,7395045.011578378,31983,ok
0060644368,,,31983,sem_lote
0060680017,332091.36367500003,7394326.2485,31983,ok
0060680018,332091.67827499995,7394332.372537498,31983,ok
0060680288,332043.4062142857,7394342.960314286,31983,ok
0060730007,332095.3583125,7394252.4711625,31983,ok
0060730008,332092.8114666667,7394259.957333334,31983,ok
0060730009,332090.0721571428,7394265.741585714,31983,ok
0060730010,332092.67147142853,7394269.5242,31983,ok
0060730013,332087.60690714285,7394283.35242143,31983,ok
0060730014,332086.14588333335,7394288.249958334,31983,ok
0060730016,332078.94178,7394296.4518800005,31983,ok
0060730017,332074.42908000003,7394299.284820001,31983,ok
0060730020,332066.238025,7394298.106825,31983,ok
0060740006,332082.5558444445,7394063.583122221,31983,ok
0060740029,332058.31590476196,7394130.090942857,31983,ok
0060740099,332109.76422,7394106.254300001,31983,ok
0060740100,332107.35242,7394115.9949,31983,ok
0060740101,332090.3509266667,7394127.9901,31983,ok
0070000000,,,31983,sem_lote
0070010000,331224.3609416667,7396310.716650001,31983,ok
0070020027,331306.14406,7396256.176813334,31983,ok
0070060000,331344.66288,7396184.91738,31983,ok
0070080001,331472.52168823534,7396284.23592353,31983,ok
0070080033,331477.3413777778,7396254.171377777,31983,ok
0070130000,331523.3890125,7396073.0483125,31983,ok
0070220028,331012.4009333333,7395583.591955554,31983,ok
0070310044,331061.3683849999,7395518.2424,31983,ok
0070310214,331069.32584545447,7395498.405827272,31983,ok
0070430005,330987.4198333333,7395359.612179999,31983,ok
0070430006,330948.8133,7395331.08825,31983,ok
0070440003,331174.5417571428,7395363.686707141,31983,ok
0070460001,331541.8595727273,7395432.726061366,31983,ok
0070500009,332005.9999222222,7395442.11501111,31983,ok
0070500010,332006.95312857145,7395451.508842858,31983,ok
0070500011,332010.10507692304,7395456.467138461,31983,ok
0070510053,332003.46006363636,7395654.352672727,31983,ok
0070520000,332150.76195384614,7395689.898153846,31983,ok
0070530002,331152.48664285714,7395247.832014286,31983,ok
0070540001,331293.12206666666,7395230.292433333,31983,ok
0070570371,331597.08781666664,7395255.066683333,31983,ok
0070610578,332050.74124705885,7395496.601064704,31983,ok
0070620000,332144.78854615375,7395462.761992306,31983,ok
0070690000,331995.9068521739,7395242.720917391,31983,ok
0070690023,,,31983,sem_lote
0070700000,332056.04322941176,7395345.562729411,31983,ok
0070710000,332233.6888083333,7395455.981650001,31983,ok
0070720000,332290.77101176465,7395487.693741176,31983,ok
0070750000,332422.9188375,7395471.0027250005,31983,ok
0070750029,332475.87274666666,7395436.00952,31983,ok
0070750031,332509.2963444444,7395475.6440555565,31983,ok
0070750176,332484.5767315789,7395466.029589474,31983,ok
0070760510,331482.57394615386,7395059.364261538,31983,ok
0070850000,332107.13777333335,7395268.646453334,31983,ok
0070860000,332063.379775,7395161.760341668,31983,ok
0070860015,332079.8276125,7395147.702612499,31983,ok
0070860016,332088.0707625,7395147.4728500005,31983,ok
0070870000,332154.22692999995,7395178.459390001,31983,ok
0070880001,332223.41551578953,7395275.559576317,31983,ok
0070900009,332089.27028750005,7395112.0036875,31983,ok
0070910306,332034.72363,7395037.000029999,31983,ok
0080020004,331429.3091470588,7396453.871141178,31983,ok
0080020007,331396.7803866667,7396502.4979266655,31983,ok
0080020008,331390.57334,7396498.48494,31983,ok
0080020009,331385.53455999994,7396494.886120001,31983,ok
0080020010,331378.6119,7396493.9346,31983,ok
0080020011,331356.46143636364,7396481.319463637,31983,ok
0080020012,331360.39836666663,7396476.929688888,31983,ok
0080020013,331363.3973111111,7396472.018533334,31983,ok
0080020014,331367.67059,7396467.98554,31983,ok
0080020015,331372.7456777778,7396464.474922222,31983,ok
0080020016,331407.5308454546,7396501.62411818,31983,ok
0080020017,331407.2315222223,7396507.410788889,31983,ok
0080020018,331403.3442,7396509.908045455,31983,ok
0080020019,331399.63053,7396513.51841,31983,ok
0080020444,331390.258475,7396487.947845832,31983,ok
0080030001,332465.1743727273,7396365.108188638,31983,ok
0080030029,331452.0084555556,7396619.2367222225,31983,ok
0080030044,331472.05019130436,7396498.964091302,31983,ok
0080040028,331484.0543,7396641.105428572,31983,ok
0080090006,332048.78036000003,7396884.63032,31983,ok
0080120031,331492.5346714286,7396449.678785713,31983,ok
0080120032,331486.157975,7396448.5410124995,31983,ok
0080130000,331625.14278,7396461.529360001,31983,ok
0080140007,331761.6958071428,7396531.331471428,31983,ok
0080140008,331724.78749032255,7396562.725045162,31983,ok
0080150001,331882.8438666667,7396546.331993335,31983,ok
0080150007,331811.6052,7396615.310646155,31983,ok
0080150009,331806.72668,7396655.862326667,31983,ok
0080150015,331768.2136277778,7396615.110961111,31983,ok
0080160015,331921.20641,7396580.277849999,31983,ok
0080160023,,,31983,sem_lote
0080170031,331985.4673454545,7396707.738872727,31983,ok
0080180067,332131.85829090915,7396744.9618545445,31983,ok
0080190001,332202.2135071429,7396780.922564288,31983,ok
0080190002,332203.3028764706,7396815.12312353,31983,ok
0080210842,,,31983,sem_lote
0080210843,,,31983,sem_lote
0080210844,,,31983,sem_lote
0080220001,331879.4193392857,7396319.973432143,31983,ok
0080230010,331921.5605636364,7396514.0234181825,31983,ok
0080230011,331918.1167461538,7396507.489430768,31983,ok
0080230251,331967.02596999996,7396390.06378,31983,ok
0080240001,332035.0630238095,7396477.228361903,31983,ok
0080240017,331974.8806222222,7396522.237444443,31983,ok
0080240018,331983.00203125,7396510.925162499,31983,ok
0080240019,332000.74689999997,7396505.719626315,31983,ok
0080240021,332007.99585454544,7396554.936681818,31983,ok
0080250002,332169.66296,7396509.27693,31983,ok
0080250003,332176.12007999996,7396513.328910001,31983,ok
0080250004,332179.32182,7396519.6136799995,31983,ok
0080250005,332190.84612857143,7396515.912171428,31983,ok
0080250036,332067.93538000004,7396572.493370001,31983,ok
0080250037,332087.5100809523,7396572.358985714,31983,ok
0080250038,332096.06899166666,7396550.077508333,31983,ok
0080250039,332100.07374,7396542.14875,31983,ok
0080250040,332124.4335105263,7396532.77915263,31983,ok
0080250041,332138.8994909091,7396493.5796545455,31983,ok
0080250111,332164.92312941176,7396515.372817646,31983,ok
0080260001,332230.08194583334,7396567.411341667,31983,ok
0080260002,332221.26860666665,7396582.175193335,31983,ok
0080340013,331986.95523888886,7396310.437805556,31983,ok
0080340014,331973.9226272728,7396311.605518183,31983,ok
0080360027,332161.27207142854,7396441.984385714,31983,ok
0080360049,332163.373875,7396456.670224999,31983,ok
0080370003,332331.40517499996,7396445.63715,31983,ok
0080370004,332338.22253333335,7396447.86085,31983,ok
0080370005,332347.2515333334,7396449.847933333,31983,ok
0080370006,332351.47977142857,7396455.613371427,31983,ok
0080370007,332356.08997499995,7396461.1948,31983,ok
0080370010,332336.5132714286,7396491.762742857,31983,ok
0080370011,332326.8228,7396490.31902,31983,ok
0080370012,332322.02699999994,7396486.914739999,31983,ok
0080370013,332320.15271666663,7396477.514566666,31983,ok
0080370014,332310.09084,7396478.432979999,31983,ok
0080370017,332295.7013083333,7396457.536491667,31983,ok
0080370018,332288.68525833334,7396458.617566667,31983,ok
0080370019,332280.7043625,7396453.652787501,31983,ok
0080370020,332275.1954166666,7396451.50045,31983,ok
0080370021,332269.1494375,7396444.7435625,31983,ok
0080380024,332340.9459818182,7396558.900127271,31983,ok
0080380030,332371.2891133333,7396515.413466665,31983,ok
0080380031,332379.47234399995,7396505.296264,31983,ok
0080380032,332374.72775,7396478.5545625,31983,ok
0080390002,332407.4777533332,7396647.283706667,31983,ok
0080390048,332476.8516805195,7396592.1576389605,31983,ok
0080390049,332710.1220307692,7396350.978492308,31983,ok
0080390054,332675.3132106146,7396529.756272628,31983,ok
0080450000,332090.1246857143,7396083.113342858,31983,ok
0080530000,332063.1463,7395811.40588889,31983,ok
0080530004,332085.9853666667,7395791.4637555545,31983,ok
0080570008,332345.54622,7395981.51452,31983,ok
0080580012,332470.40515,7396162.3377625,31983,ok
0080580017,332453.46211666666,7396194.6778833335,31983,ok
0080590000,332539.87763000006,7396242.414419999,31983,ok
0080590002,332547.03744545457,7396169.161190909,31983,ok
0080590029,332513.8333818182,7396202.531172726,31983,ok
0080590453,332494.9929,7396207.8666,31983,ok
0080600001,332613.25148260867,7396228.606182608,31983,ok
0080600021,332573.22234166664,7396258.566491667,31983,ok
0080610000,332207.2109909091,7395766.972863636,31983,ok
0080650000,332481.97227499995,7396037.033319999,31983,ok
0080650002,332553.5290285714,7396036.107992858,31983,ok
0080650003,332547.9819727273,7396041.139254547,31983,ok
0080650004,332542.21861428575,7396044.4139357135,31983,ok
0080650005,332538.2914214286,7396047.540535713,31983,ok
0080650008,332531.28882,7396066.446080001,31983,ok
0080650009,332525.6571,7396070.8506000005,31983,ok
0080650010,332519.64408,7396076.310120001,31983,ok
0080650019,332446.15382,7396029.0607199995,31983,ok
0080650020,332453.56402000005,7396029.026520001,31983,ok
0080650021,332466.91738461546,7396028.370161539,31983,ok
0080650022,332463.76331,7396015.86937,31983,ok
0080650023,332469.1308666666,7396010.209933333,31983,ok
0080650024,332476.36952499993,7396008.9959125,31983,ok
0080650036,332539.72793999995,7396006.7281,31983,ok
0080650037,332543.40952000004,7396009.42474,31983,ok
0080650040,332564.2251076923,7396031.930030769,31983,ok
0080660049,332589.53742,7396075.19006,31983,ok
