sql_mestre,valor_transacao,data_transacao,natureza,fonte_ano
3303404097,175000.00,2023-01-18,1.Compra e venda,itbi_1.xlsx
4109601991,1.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
5903301177,770000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
0103400990,3300000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
6308701491,200000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
0405201036,217173.95,2023-01-20,1.Compra e venda,itbi_1.xlsx
6908300056,390000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
2302601068,216421.25,2023-01-25,1.Compra e venda,itbi_1.xlsx
4303601667,410000.00,2023-01-27,17.Resolução da alienação fiduciária por inadimplemento,itbi_1.xlsx
8545001509,80000.00,2023-01-20,26.Cessão de direitos sobre o imóvel com alienação fiduciária,itbi_1.xlsx
1890010393,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
5408200418,520000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
8545002017,40000.00,2023-01-20,26.Cessão de direitos sobre o imóvel com alienação fiduciária,itbi_1.xlsx
2140210320,55000.00,2015-06-25,4.Arrematação (em leilão ou hasta pública),itbi_1.xlsx
9517100159,1352632.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
3700706340,1650000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1011470033,400000.00,2023-01-21,1.Compra e venda,itbi_1.xlsx
2301010148,170000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
3507303231,30000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
7015006200,621550.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1030470200,42009.00,2022-11-23,27.Excesso de quinhão ou quota-parte na divisão amigável ou judicial,itbi_1.xlsx
2209100429,314000.00,2023-01-12,4.Arrematação (em leilão ou hasta pública),itbi_1.xlsx
4527300563,1300000.00,2023-01-11,1.Compra e venda,itbi_1.xlsx
1890010395,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
1900550482,242000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1523620020,300000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1191950220,240000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1552301753,225000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
3507303310,50000.00,2023-01-27,2.Cessão de direitos relativos a compromisso de compra e venda,itbi_1.xlsx
1890010471,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
5820000171,115000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
0405204043,254849.15,2023-01-20,1.Compra e venda,itbi_1.xlsx
1890010475,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
8805502685,750000.00,2023-01-12,1.Compra e venda,itbi_1.xlsx
0809202506,310000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
1212590061,300000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
4409100955,293169.40,2023-01-20,4.Arrematação (em leilão ou hasta pública),itbi_1.xlsx
1552300729,210000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
3800904276,370000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
2708702939,187000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
0404300391,1600000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
3915809594,880000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
1502860115,190000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1030510007,460000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
4121202341,550000.00,2023-01-03,1.Compra e venda,itbi_1.xlsx
4720308384,320000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1001090180,632149.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
3014400068,1350000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
1890010480,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
4121202384,550000.00,2023-01-03,1.Compra e venda,itbi_1.xlsx
4204410553,300000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1603420034,1000000.00,2023-01-20,12.Dação em pagamento por escritura pública,itbi_1.xlsx
1450120075,250000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1522880037,490000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
1906112185,450000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1213502330,710000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
6606701988,340000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
0905301366,1340000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
2990160193,2500000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1990540867,98980.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
1601510005,430000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
4116607274,960000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
8737404172,255000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1712470373,275000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
8810900286,450000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
5130621778,385000.00,2023-01-18,1.Compra e venda,itbi_1.xlsx
1608300285,3800000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1502406160,1250000.00,2023-01-16,1.Compra e venda,itbi_1.xlsx
3601101297,664020.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
1690092119,253000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
7040700093,385162.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1132120015,150000.00,2023-01-23,12.Dação em pagamento por escritura pública,itbi_1.xlsx
1530150047,280000.00,2023-01-18,1.Compra e venda,itbi_1.xlsx
2606403800,345000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1980880015,235000.00,2023-01-18,1.Compra e venda,itbi_1.xlsx
3915903248,285000.00,2023-01-14,1.Compra e venda,itbi_1.xlsx
8744200481,700000.00,2023-01-21,1.Compra e venda,itbi_1.xlsx
1712760083,485000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1200780094,320000.00,2023-01-17,1.Compra e venda,itbi_1.xlsx
8815100261,2100000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
3601101521,175980.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
8543002710,1500000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
7304500166,400000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
6503200757,250000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
7617602014,845000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1128070072,290000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
2706503483,690000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
5603901101,360000.00,2022-12-29,1.Compra e venda,itbi_1.xlsx
1130230146,239000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1890010481,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
1890010482,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
1620012390,600000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
7024701749,353921.57,2023-01-20,1.Compra e venda,itbi_1.xlsx
5127800799,300000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1712030406,330000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
1712030606,75000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
7024701854,26078.43,2023-01-20,1.Compra e venda,itbi_1.xlsx
3030140131,275000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1712470164,410000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
1381900006,155000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
5824800316,340000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
6726001835,328000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
2320080006,242000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
6726001932,264000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
7674203433,340000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
5528501121,535000.00,2023-01-13,1.Compra e venda,itbi_1.xlsx
4111101534,374400.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
0304207977,145000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
6726001894,328000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1710400024,790000.00,2023-01-16,1.Compra e venda,itbi_1.xlsx
0200101781,140000.00,2023-01-18,1.Compra e venda,itbi_1.xlsx
1662740015,292000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
7602000269,1000000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1302402676,970000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1482680030,600000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
8929300502,270000.00,2024-12-12,1.Compra e venda,itbi_3.xlsx
2702400981,442000.00,2023-01-06,1.Compra e venda,itbi_1.xlsx
2990440124,343000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
4116601993,1500000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
6305600961,250000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
1622240074,500000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
3030070992,270000.00,2023-01-25,1.Compra e venda,itbi_1.xlsx
3030071130,35000.00,2023-01-25,1.Compra e venda,itbi_1.xlsx
1001802179,249000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
5907301351,275000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
8728000382,700000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
1230630160,294000.00,2022-12-08,1.Compra e venda,itbi_1.xlsx
1890010486,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
1620012768,308826.24,2023-01-23,1.Compra e venda,itbi_1.xlsx
1890010487,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
1890010488,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
7106405582,45807.52,2023-01-27,1.Compra e venda,itbi_1.xlsx
8608300893,4000000.00,2023-01-16,1.Compra e venda,itbi_1.xlsx
2990740436,446674.08,2023-01-27,1.Compra e venda,itbi_1.xlsx
1890010490,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
3202004042,481861.69,2023-01-27,1.Compra e venda,itbi_1.xlsx
2990740437,444888.18,2023-01-27,1.Compra e venda,itbi_1.xlsx
1230630218,27000.00,2022-12-08,1.Compra e venda,itbi_1.xlsx
3202004050,490714.42,2023-01-27,1.Compra e venda,itbi_1.xlsx
1107001390,468956.28,2023-01-27,1.Compra e venda,itbi_1.xlsx
1107001404,572935.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
1107001722,560000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
3041110018,240879.81,2023-01-23,1.Compra e venda,itbi_1.xlsx
1712190255,720200.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
3061270108,200000.00,2022-12-21,1.Compra e venda,itbi_1.xlsx
6717800291,220000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1960180688,435000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
2908202026,675000.00,2023-01-18,1.Compra e venda,itbi_1.xlsx
2610440042,400000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1114530008,600000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
1041560091,455000.00,2022-12-08,1.Compra e venda,itbi_1.xlsx
2610440043,1.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1240490043,440000.00,2023-01-04,1.Compra e venda,itbi_1.xlsx
2610440044,1.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
5520900426,970000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
3006504321,530000.00,2023-01-24,15.Permuta por escritura pública,itbi_1.xlsx
4805901772,115000.00,2023-01-12,3.Adjudicação (vinculada a processo de execução ou cobrança de dívida),itbi_1.xlsx
9602312076,395000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
3006504135,530000.00,2023-01-24,15.Permuta por escritura pública,itbi_1.xlsx
1890010493,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
5814000074,450000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
1890010501,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
2990660094,1759000.00,2023-01-13,1.Compra e venda,itbi_1.xlsx
0809202654,251841.00,2022-07-29,40.Excesso na integralização de capital,itbi_1.xlsx
1890010509,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
2100706012,770000.00,2023-01-25,1.Compra e venda,itbi_1.xlsx
0809202921,251841.00,2022-07-29,40.Excesso na integralização de capital,itbi_1.xlsx
8113902163,25000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
8513003204,3000000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
1615100301,1550000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
1000300006,570000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
1400600456,4510000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
9904700877,340000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
2008700550,360000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
1201750066,500000.00,2023-01-17,1.Compra e venda,itbi_1.xlsx
1490230034,285000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
7674202501,325000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
5404807822,600000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
6835200863,390000.00,2025-01-31,1.Compra e venda,itbi_3.xlsx
4112305532,235000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
8118100359,14000000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
7302100160,300000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
3303003203,220000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
7302100179,300000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1850080100,450000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
9535500244,260000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
6631500397,250000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
8118100340,6000000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
3010080004,3500000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1890010404,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
9535500252,270000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
1472820709,150000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1612302033,900000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
3709102073,4896000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
1572220324,3000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
8702400715,360000.00,2023-01-11,1.Compra e venda,itbi_1.xlsx
1572220199,197000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
1890010407,175733.27,2023-01-26,1.Compra e venda,itbi_1.xlsx
1240300016,264000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
7617601085,265000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
8900203002,758000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1008903991,440000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
7838600383,320000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
7617601271,35000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1008906824,114000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
8514800701,3048727.12,2023-01-26,1.Compra e venda,itbi_1.xlsx
1980670078,40000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1008906832,114000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
1270270019,0.01,2023-01-27,1.Compra e venda,itbi_1.xlsx
3060100010,800000.00,2023-01-25,17.Resolução da alienação fiduciária por inadimplemento,itbi_1.xlsx
7518000466,672000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
0604015259,35000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
4129105681,3072967.98,2023-01-17,1.Compra e venda,itbi_1.xlsx
4213403998,735000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
2206903938,1064000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
8305200531,1228322.00,2023-01-17,20.Realização ou integralização de capital,itbi_1.xlsx
4129106041,7321.02,2023-01-17,1.Compra e venda,itbi_1.xlsx
8707501722,338100.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
6853400127,209500.00,2025-01-24,1.Compra e venda,itbi_3.xlsx
1473360433,230000.00,2023-01-23,12.Dação em pagamento por escritura pública,itbi_1.xlsx
4129105868,89711.00,2023-01-17,1.Compra e venda,itbi_1.xlsx
3706701359,1180000.00,2023-01-13,1.Compra e venda,itbi_1.xlsx
1191240018,170000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
2703201605,230000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
8012901404,1201125.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1902500822,570000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
5113000345,219754.85,2023-01-27,17.Resolução da alienação fiduciária por inadimplemento,itbi_1.xlsx
3070860211,282000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
5311300663,200000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
5906302387,90000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
5906302395,90000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1126850007,300000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1860060153,101270.62,2023-01-24,1.Compra e venda,itbi_1.xlsx
5906302417,90000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
8740601412,777000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1503601455,647000.00,2023-01-10,1.Compra e venda,itbi_1.xlsx
2990600937,71500.00,2023-01-11,1.Compra e venda,itbi_1.xlsx
2140260117,250000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
2990600922,1358500.00,2023-01-11,1.Compra e venda,itbi_1.xlsx
3040680020,375000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
2204500631,535000.00,2022-12-29,1.Compra e venda,itbi_1.xlsx
8627400301,2525000.00,2023-01-17,1.Compra e venda,itbi_1.xlsx
5106101344,265000.00,2023-01-17,1.Compra e venda,itbi_1.xlsx
1281590010,320000.00,2023-01-17,1.Compra e venda,itbi_1.xlsx
2204500951,65000.00,2022-12-29,1.Compra e venda,itbi_1.xlsx
1270260002,1100000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1701960841,320000.00,2022-12-23,1.Compra e venda,itbi_1.xlsx
1560910018,350000.00,2023-01-13,1.Compra e venda,itbi_1.xlsx
1930080004,210000.00,2023-01-13,1.Compra e venda,itbi_1.xlsx
4603301464,390000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
4706100399,31500.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
2990440123,343000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
8115602000,78709.78,2023-01-27,1.Compra e venda,itbi_1.xlsx
8115602711,24959.54,2023-01-27,1.Compra e venda,itbi_1.xlsx
3600309501,1140000.00,2023-01-18,1.Compra e venda,itbi_1.xlsx
3600316583,80000.00,2023-01-18,1.Compra e venda,itbi_1.xlsx
5109900116,550000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
3600316591,80000.00,2023-01-18,1.Compra e venda,itbi_1.xlsx
1153380060,350000.00,2022-12-22,1.Compra e venda,itbi_1.xlsx
6853702670,42126.00,2023-01-13,1.Compra e venda,itbi_1.xlsx
4107902013,143000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1172020154,324344.00,2022-09-26,17.Resolução da alienação fiduciária por inadimplemento,itbi_1.xlsx
9043300373,350000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
7035201025,260000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
6911205514,695000.00,2023-01-10,1.Compra e venda,itbi_1.xlsx
3204104168,410000.00,2023-01-17,1.Compra e venda,itbi_1.xlsx
1511020252,190000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
8609700259,420000.00,2025-01-09,1.Compra e venda,itbi_3.xlsx
1015560108,650000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1210100083,344000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
7018600571,315000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
0809204509,230000.00,2023-01-20,5.Adjudicação compulsória,itbi_1.xlsx
2703208030,260000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
3061150164,620000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1163200455,255000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
3803801281,435000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
1201330091,297500.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1201330127,52500.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
5203501904,620000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
9046206408,1900000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
3908001951,350000.00,2023-01-12,1.Compra e venda,itbi_1.xlsx
1831100227,102637.08,2023-01-27,1.Compra e venda,itbi_1.xlsx
1920141462,70000.00,2023-01-25,1.Compra e venda,itbi_1.xlsx
1015490056,130000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
4723701281,550000.00,2023-01-12,1.Compra e venda,itbi_1.xlsx
5420307642,650000.00,2023-01-10,1.Compra e venda,itbi_1.xlsx
6909501179,230000.00,2023-01-21,1.Compra e venda,itbi_1.xlsx
2140250090,330000.00,2023-01-21,1.Compra e venda,itbi_1.xlsx
1200340158,410000.00,2023-01-03,1.Compra e venda,itbi_1.xlsx
4110000793,820000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
3080590003,330000.00,2023-01-21,1.Compra e venda,itbi_1.xlsx
0607005904,815000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
4823100468,290000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
6303900267,700000.00,2022-12-27,1.Compra e venda,itbi_1.xlsx
8707901593,270000.00,2023-01-18,1.Compra e venda,itbi_1.xlsx
1210280141,216000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
6912901492,259000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
6912903843,680000.00,2023-01-13,1.Compra e venda,itbi_1.xlsx
4516901412,94000.00,2022-11-07,1.Compra e venda,itbi_1.xlsx
4516901226,47000.00,2022-11-07,1.Compra e venda,itbi_1.xlsx
5907702931,300000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1890010408,175733.27,2023-01-28,1.Compra e venda,itbi_1.xlsx
1890010415,175733.27,2023-01-28,1.Compra e venda,itbi_1.xlsx
1890010418,175733.27,2023-01-28,1.Compra e venda,itbi_1.xlsx
1890010419,175733.27,2023-01-28,1.Compra e venda,itbi_1.xlsx
1890010420,175733.27,2023-01-28,1.Compra e venda,itbi_1.xlsx
1890010426,175733.27,2023-01-28,1.Compra e venda,itbi_1.xlsx
1890010429,175733.27,2023-01-28,1.Compra e venda,itbi_1.xlsx
8615700753,1930000.00,2023-01-17,1.Compra e venda,itbi_1.xlsx
7747101570,370000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
7037400653,700000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1970180025,1150000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
5539300122,280000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
1712110235,337000.00,2023-01-03,1.Compra e venda,itbi_1.xlsx
8514800711,2630000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
1001090075,400000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
0706310314,450000.00,2023-01-17,1.Compra e venda,itbi_1.xlsx
7835126877,300000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
8514800728,3000000.00,2023-01-30,1.Compra e venda,itbi_1.xlsx
1572293669,205000.00,2022-12-12,1.Compra e venda,itbi_1.xlsx
1970440007,207276.72,2025-01-10,1.Compra e venda,itbi_3.xlsx
1440500073,330000.00,2023-01-12,1.Compra e venda,itbi_1.xlsx
6206100014,230000.00,2022-11-24,1.Compra e venda,itbi_1.xlsx
7629300220,441605.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
9904201455,235000.00,2023-01-23,12.Dação em pagamento por escritura pública,itbi_1.xlsx
0306802831,291568.68,2023-01-23,1.Compra e venda,itbi_1.xlsx
1126640681,270000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
1820340032,440000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1616701714,369000.00,2023-01-19,1.Compra e venda,itbi_1.xlsx
3090320176,410000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
8136401500,430000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
0102703000,235620.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1608010678,2350000.00,2023-01-30,1.Compra e venda,itbi_1.xlsx
1712800238,750000.00,2023-01-23,12.Dação em pagamento por escritura pública,itbi_1.xlsx
1040950141,287000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
7150900488,680000.00,2022-12-21,1.Compra e venda,itbi_1.xlsx
8736200026,1000000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
7608301066,370890.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
0804000204,2773.51,2022-12-02,1.Compra e venda,itbi_1.xlsx
4112100426,2430000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
1231410019,5050000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
7804704321,72000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
1232050009,1290591.81,2023-01-30,17.Resolução da alienação fiduciária por inadimplemento,itbi_1.xlsx
1654070061,280000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
2204104906,970000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
6636300639,300000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
1141260008,200000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
1114200212,2700000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
6108002166,615000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
2020450012,195000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
0603006027,355000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
1163710008,500000.00,2023-01-20,1.Compra e venda,itbi_1.xlsx
7804703392,228000.00,2023-01-27,1.Compra e venda,itbi_1.xlsx
3605700993,1000000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
7329002781,1616507.86,2023-01-30,17.Resolução da alienação fiduciária por inadimplemento,itbi_1.xlsx
1311490100,300000.00,2023-01-28,1.Compra e venda,itbi_1.xlsx
9519800018,1287691.67,2023-01-30,17.Resolução da alienação fiduciária por inadimplemento,itbi_1.xlsx
4120801829,892310.83,2022-11-10,4.Arrematação (em leilão ou hasta pública),itbi_1.xlsx
1781150018,90000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
2003503056,360000.00,2023-01-30,1.Compra e venda,itbi_1.xlsx
0306006456,380000.00,2023-01-30,1.Compra e venda,itbi_1.xlsx
2011050133,700000.00,2023-01-24,1.Compra e venda,itbi_1.xlsx
5912900241,350000.00,2023-01-26,1.Compra e venda,itbi_1.xlsx
7105204141,298921.05,2023-01-30,17.Resolução da alienação fiduciária por inadimplemento,itbi_1.xlsx
3030540053,340000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
7512000324,591536.91,2023-01-30,17.Resolução da alienação fiduciária por inadimplemento,itbi_1.xlsx
2010100117,305000.00,2023-01-23,1.Compra e venda,itbi_1.xlsx
