sql_mestre,valor_transacao,data_transacao,natureza,fonte_ano
8260600201,900000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
2270830024,90000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1405906121,250000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
4111506577,1620000.00,2022-01-18,1.Compra e venda,itbi_2.xlsx
1571000053,210000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
2740110035,510000.00,2021-12-21,1.Compra e venda,itbi_2.xlsx
7032600190,210000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1370630001,213400.00,2022-01-19,1.Compra e venda,itbi_2.xlsx
3020060037,340000.00,2022-01-13,1.Compra e venda,itbi_2.xlsx
1405908106,30000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
2008011811,220000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
4111507050,180000.00,2022-01-18,1.Compra e venda,itbi_2.xlsx
1960181860,280000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
7032604722,498000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
2990610576,260000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
3060280546,381517.36,2022-01-27,1.Compra e venda,itbi_2.xlsx
0501704868,290000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1344390044,250000.00,2022-02-01,1.Compra e venda,itbi_2.xlsx
8605102421,1300000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
2007502062,2250000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
2300790012,80000.00,2022-01-28,2.Cessão de direitos relativos a compromisso de compra e venda,itbi_2.xlsx
1105300075,260000.00,2022-01-18,1.Compra e venda,itbi_2.xlsx
1311760294,120000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
6710600769,105000.00,2022-01-26,12.Dação em pagamento por escritura pública,itbi_2.xlsx
1511240039,80000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
3803602661,468000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
6710600777,100000.00,2022-01-26,12.Dação em pagamento por escritura pública,itbi_2.xlsx
4305700654,500000.00,2022-01-14,1.Compra e venda,itbi_2.xlsx
1074620297,270000.00,2022-01-18,1.Compra e venda,itbi_2.xlsx
8928700396,250000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1420590033,310000.00,2022-01-20,1.Compra e venda,itbi_2.xlsx
1700730674,500000.00,2021-12-20,1.Compra e venda,itbi_2.xlsx
9702600235,620000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
1211160326,226000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1013200153,29568759.89,2022-01-31,1.Compra e venda,itbi_2.xlsx
4008002413,1040000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1733040068,250000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1143940085,252000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
1013200154,17931240.11,2022-01-31,1.Compra e venda,itbi_2.xlsx
1692210119,280000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
7804701942,290000.00,2022-01-25,1.Compra e venda,itbi_2.xlsx
1003409431,300000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
0904508773,3044.42,2025-01-31,1.Compra e venda,itbi_3.xlsx
9302505987,303619.01,2022-01-28,1.Compra e venda,itbi_2.xlsx
1522610066,260000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
0904508765,3044.42,2025-01-31,1.Compra e venda,itbi_3.xlsx
1002603641,43000.00,2022-02-01,1.Compra e venda,itbi_2.xlsx
3803602475,1200000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1470670076,200000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
8012900041,1120000.00,2022-01-12,1.Compra e venda,itbi_2.xlsx
5303303691,400000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
8641300260,1380000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
7305701300,314067.80,2022-01-20,1.Compra e venda,itbi_2.xlsx
5411312507,882500.00,2020-12-11,29.Excesso de meação na partilha (separação / divórcio),itbi_2.xlsx
1402401205,2865000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1712581058,300000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
3010320096,34933.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
7326802785,302761.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1905000065,265599.85,2022-02-02,1.Compra e venda,itbi_2.xlsx
6002700511,273000.00,2022-01-20,1.Compra e venda,itbi_2.xlsx
3406600387,520000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
2410080586,205000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1001403320,600000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
7409200030,120830.00,2021-08-18,20.Realização ou integralização de capital,itbi_2.xlsx
9806000201,453000.00,2022-01-14,1.Compra e venda,itbi_2.xlsx
4710308012,630000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
7326802793,61739.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
7305701734,40000.00,2024-12-23,1.Compra e venda,itbi_3.xlsx
0507710894,111500.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
5526900959,280000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
9701706528,282000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
7304202181,140000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1602570046,480000.00,2022-01-18,1.Compra e venda,itbi_2.xlsx
9712502236,1500.00,2021-11-09,1.Compra e venda,itbi_2.xlsx
2805502681,490000.00,2022-01-17,1.Compra e venda,itbi_2.xlsx
1460260019,190000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
3601902044,780000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1830890249,380000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
2004003707,381000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
3010300005,333700.00,2022-01-19,1.Compra e venda,itbi_2.xlsx
1712020655,80000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
8528300056,1020000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1970060779,320000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1391370017,581250.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
2100705997,685500.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1712020534,650000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
2805503058,600000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
2991090151,375960.00,2022-02-02,1.Compra e venda,itbi_2.xlsx
3090520031,900000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
6903401431,90000.00,2020-07-20,3.Adjudicação (vinculada a processo de execução ou cobrança de dívida),itbi_2.xlsx
9700307573,300000.00,2022-01-26,27.Excesso de quinhão ou quota-parte na divisão amigável ou judicial,itbi_2.xlsx
6903401466,90000.00,2020-07-20,3.Adjudicação (vinculada a processo de execução ou cobrança de dívida),itbi_2.xlsx
2304600662,620000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
6903401539,190000.00,2020-07-20,3.Adjudicação (vinculada a processo de execução ou cobrança de dívida),itbi_2.xlsx
6903401822,275000.00,2020-07-20,3.Adjudicação (vinculada a processo de execução ou cobrança de dívida),itbi_2.xlsx
1682561152,288000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
6903401873,275000.00,2020-07-20,3.Adjudicação (vinculada a processo de execução ou cobrança de dívida),itbi_2.xlsx
1471690017,180000.00,2022-01-12,1.Compra e venda,itbi_2.xlsx
4213405281,28500.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
5014400973,330000.00,2022-02-01,1.Compra e venda,itbi_2.xlsx
5020400963,500000.00,2021-12-30,1.Compra e venda,itbi_2.xlsx
3402300508,455000.00,2022-01-20,1.Compra e venda,itbi_2.xlsx
1771430110,8000.00,2022-01-28,2.Cessão de direitos relativos a compromisso de compra e venda,itbi_2.xlsx
3070860275,300000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
1901001156,330000.00,2022-02-01,1.Compra e venda,itbi_2.xlsx
8254800510,550000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
3070820480,410000.00,2022-01-18,1.Compra e venda,itbi_2.xlsx
1050430023,750000.00,2022-01-18,1.Compra e venda,itbi_2.xlsx
5823500661,201200.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
8223001551,430000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1074351152,203863.38,2022-01-27,1.Compra e venda,itbi_2.xlsx
4521301495,117306.82,2022-01-26,1.Compra e venda,itbi_2.xlsx
1011940176,27000.00,2022-01-07,2.Cessão de direitos relativos a compromisso de compra e venda,itbi_2.xlsx
1701770654,104956.95,2022-01-31,1.Compra e venda,itbi_2.xlsx
0505200961,13000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
8512400838,1060000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1571300326,190000.00,2022-01-27,15.Permuta por escritura pública,itbi_2.xlsx
0600900657,208000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
7143206962,400000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1481180047,450000.00,2022-01-10,1.Compra e venda,itbi_2.xlsx
3802301412,520000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1500805335,1160000.00,2022-01-20,1.Compra e venda,itbi_2.xlsx
1742360096,170000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1205801367,372000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
3090520050,2327000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
2305702671,25000.00,2020-12-28,2.Cessão de direitos relativos a compromisso de compra e venda,itbi_2.xlsx
6221204755,360000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1700050351,1940000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
7137601235,240000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1560850044,24804.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1560850045,29000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
4825800361,582500.00,2022-01-29,1.Compra e venda,itbi_2.xlsx
2107700761,723500.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
1909102601,290000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
9904900371,500000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
1501700510,2350000.00,2022-02-02,1.Compra e venda,itbi_2.xlsx
6212204306,847963.04,2022-01-24,1.Compra e venda,itbi_2.xlsx
6913601050,350000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
7212200190,550000.00,2022-01-25,1.Compra e venda,itbi_2.xlsx
0406301591,395000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
1613900740,1750000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1690880221,250000.00,2022-01-18,1.Compra e venda,itbi_2.xlsx
1683270073,815000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1232300082,1250000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
2504101422,290000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
2504101430,280000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
2504101449,280000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1660650267,265000.00,2022-01-19,1.Compra e venda,itbi_2.xlsx
1910960017,295000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
0705606767,298617.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1733400026,87500.00,2022-02-02,1.Compra e venda,itbi_2.xlsx
4004700051,43000000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1471540009,300000.00,2022-02-02,1.Compra e venda,itbi_2.xlsx
1123760017,250000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1015570649,320000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1733400027,87500.00,2022-02-02,1.Compra e venda,itbi_2.xlsx
0705607046,96383.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1860280044,450000.00,2022-01-07,1.Compra e venda,itbi_2.xlsx
6910200454,398000.00,2022-01-19,1.Compra e venda,itbi_2.xlsx
6206000605,260000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1131240041,12306.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
3403900991,330000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
3704403083,180421.38,2022-02-02,1.Compra e venda,itbi_2.xlsx
6854100641,340000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1771480049,800000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
1181810011,250000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
1771480039,600000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
2000306470,600000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
2990391516,1850000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
8908000763,790000.00,2022-01-19,1.Compra e venda,itbi_2.xlsx
3010320033,700000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1771480040,500000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
8809600037,615726.96,2022-01-28,1.Compra e venda,itbi_2.xlsx
4114108513,260000.00,2022-02-01,1.Compra e venda,itbi_2.xlsx
5021901011,200000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
1003523821,615000.00,2022-01-14,1.Compra e venda,itbi_2.xlsx
6842500265,220000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1081670045,60000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
5127000199,550000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1220310065,500000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1730440066,600000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
5127000202,550000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
3000730142,1085000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
9035509412,565714.28,2022-01-20,1.Compra e venda,itbi_2.xlsx
3011707537,790800.00,2022-01-29,1.Compra e venda,itbi_2.xlsx
3011708703,90000.00,2022-01-29,1.Compra e venda,itbi_2.xlsx
5508200924,960000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
1707900272,400000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
7032616062,48000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
9019401513,367500.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
3011707820,60000.00,2022-01-29,1.Compra e venda,itbi_2.xlsx
9035517229,47142.86,2022-01-20,1.Compra e venda,itbi_2.xlsx
0604005326,210000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
2001404107,423000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
0604011393,70000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
0905101367,1280000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
3404002873,300000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
7919500427,545000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
7143125075,260000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
5405202691,438380.80,2022-02-02,1.Compra e venda,itbi_2.xlsx
9806302052,250751.00,2022-01-19,1.Compra e venda,itbi_2.xlsx
9035516621,47142.86,2022-01-20,1.Compra e venda,itbi_2.xlsx
4719604331,625000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1001202333,1725000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
8534300267,245000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
3040840479,192457.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
3002000371,168151.30,2022-01-28,1.Compra e venda,itbi_2.xlsx
1712130333,1130000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
6114600657,225000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1002605679,620000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
7209003754,169750.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
0600103757,238000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
8511300066,2350000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
8624400351,432400.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1000320044,262000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
4906005349,325000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
2104802581,225584.86,2022-01-28,1.Compra e venda,itbi_2.xlsx
1683240480,224410.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
5503202848,275000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
3061180145,720000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
1570980186,60000.00,2021-10-28,1.Compra e venda,itbi_2.xlsx
5503202864,275000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
4108002776,1900000.00,2022-01-21,3.Adjudicação (vinculada a processo de execução ou cobrança de dívida),itbi_2.xlsx
1001906160,1438000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
5503202856,275000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
3604509548,705000.00,2022-01-14,1.Compra e venda,itbi_2.xlsx
5503202872,275000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
3613700301,830000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
5503202880,275000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
3604511259,45000.00,2022-01-14,1.Compra e venda,itbi_2.xlsx
1481320023,300000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
5524401734,675500.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
2805204115,600000.00,2022-01-14,1.Compra e venda,itbi_2.xlsx
5503202899,275000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
6014900268,480000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
3902500395,560000.00,2022-01-20,1.Compra e venda,itbi_2.xlsx
0704802783,375000.00,2022-01-25,1.Compra e venda,itbi_2.xlsx
0708110983,236882.33,2022-01-27,1.Compra e venda,itbi_2.xlsx
3702401938,720000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
1301150029,450000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1842200024,11965.00,2009-06-15,5.Adjudicação compulsória,itbi_2.xlsx
4201001210,550000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1280010047,470000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1621750041,265000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
2371350067,80000.00,2022-01-19,1.Compra e venda,itbi_2.xlsx
7022303452,1050000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
9422302080,368000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
8639001601,600000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1230630224,8000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1200340521,455000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1970480065,400000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
7913300345,720000.00,2022-01-12,1.Compra e venda,itbi_2.xlsx
4407801670,300000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
2300950315,170000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
2702400337,410000.00,2025-01-24,1.Compra e venda,itbi_3.xlsx
1712130779,13000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
2002100551,195000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
1692070545,251655.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
3010508514,2370000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
6607200028,2365556.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1072160398,150000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1001000854,2070000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
0804800782,220000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
9043106178,524150.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
8902800490,390000.00,2022-01-07,1.Compra e venda,itbi_2.xlsx
1143060049,690000.00,2022-01-29,1.Compra e venda,itbi_2.xlsx
0906401194,565000.00,2022-02-01,1.Compra e venda,itbi_2.xlsx
1500102857,685000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
0901600806,200000.00,2022-01-25,1.Compra e venda,itbi_2.xlsx
1000204898,80000.00,2022-02-02,1.Compra e venda,itbi_2.xlsx
9503800277,520000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
1202202578,1000000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1120500030,180000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
4508800718,1850000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
3608100660,1150000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
2005800309,1020000.00,2022-01-19,1.Compra e venda,itbi_2.xlsx
1701890359,450000.00,2022-01-25,1.Compra e venda,itbi_2.xlsx
5401602911,617000.00,2022-01-20,1.Compra e venda,itbi_2.xlsx
3804429165,2835000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
3403301230,600000.00,2022-01-19,1.Compra e venda,itbi_2.xlsx
7113400299,268818.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
7039403226,363000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
4721800241,477600.00,2022-01-31,15.Permuta por escritura pública,itbi_2.xlsx
3805700148,3500000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
1712060086,303500.00,2022-01-21,4.Arrematação (em leilão ou hasta pública),itbi_2.xlsx
9118401104,203116.00,2022-01-31,15.Permuta por escritura pública,itbi_2.xlsx
8103401641,1300000.00,2022-01-12,1.Compra e venda,itbi_2.xlsx
1803400171,240000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
7674200140,350000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
0602225108,320000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
1693041378,290000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1712700386,141081.93,2021-09-23,26.Cessão de direitos sobre o imóvel com alienação fiduciária,itbi_2.xlsx
0403701325,165000.00,2022-01-13,1.Compra e venda,itbi_2.xlsx
1301508551,291500.00,2022-01-17,1.Compra e venda,itbi_2.xlsx
4911902531,400000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
6213500871,825000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
9041300384,6114.80,2022-01-28,1.Compra e venda,itbi_2.xlsx
4722601119,190000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1302906119,1000000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
2990770374,80000.00,2021-12-14,40.Excesso na integralização de capital,itbi_2.xlsx
1560360707,176080.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
7300901379,87000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
4117901567,420908.22,2022-01-31,1.Compra e venda,itbi_2.xlsx
6608401401,370000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
2303501377,364071.86,2022-01-21,1.Compra e venda,itbi_2.xlsx
9046205290,460000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
7006703506,440000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
1572100654,415000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
2991030239,2060000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
1011140148,450000.00,2022-02-02,1.Compra e venda,itbi_2.xlsx
0301605351,448004.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
2007806797,850000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
8806701428,625000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
2990220495,1361200.00,2021-12-14,40.Excesso na integralização de capital,itbi_2.xlsx
1609101596,2450195.70,2022-01-28,1.Compra e venda,itbi_2.xlsx
2990540575,73129.74,2021-12-14,40.Excesso na integralização de capital,itbi_2.xlsx
1232360168,250000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
2801100854,430000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1991180010,200000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
1609101766,99804.30,2022-01-28,1.Compra e venda,itbi_2.xlsx
7304201711,6114.80,2022-01-28,1.Compra e venda,itbi_2.xlsx
1220890002,600000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
7124301629,285000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
8511606483,613000.00,2022-01-25,1.Compra e venda,itbi_2.xlsx
1692001031,545000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
7737200444,325000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1126090025,48908.00,2012-05-09,5.Adjudicação compulsória,itbi_2.xlsx
8610801756,2450000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
7677406173,250000.00,2022-01-27,12.Dação em pagamento por escritura pública,itbi_2.xlsx
0405601591,320000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1003209688,500000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
1550880019,1922525.13,2022-01-27,1.Compra e venda,itbi_2.xlsx
8736400319,450000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
5504500249,155000.00,2022-02-01,1.Compra e venda,itbi_2.xlsx
7303700358,32314.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1217301471,580000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
1550880007,121974.87,2022-01-27,1.Compra e venda,itbi_2.xlsx
1072240110,360000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1741090011,295000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
7624900386,550000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1831200167,440000.00,2025-01-14,1.Compra e venda,itbi_3.xlsx
3090260062,890000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
7853000030,260000.00,2022-01-20,1.Compra e venda,itbi_2.xlsx
1741420004,225000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
6842600456,525258.25,2022-01-28,1.Compra e venda,itbi_2.xlsx
1013240227,380000.00,2022-02-02,1.Compra e venda,itbi_2.xlsx
3090400072,700000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
3602500705,1200000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
0600103641,680000.00,2022-02-02,1.Compra e venda,itbi_2.xlsx
1671310066,320000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
8737401351,2650000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
3060280505,313223.99,2022-01-27,1.Compra e venda,itbi_2.xlsx
1880370740,205000.00,2022-01-29,1.Compra e venda,itbi_2.xlsx
1653710996,237000.00,2022-01-07,1.Compra e venda,itbi_2.xlsx
1040560056,600000.00,2022-01-21,1.Compra e venda,itbi_2.xlsx
1000200930,3127000.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
8911003905,1320000.00,2022-01-31,1.Compra e venda,itbi_2.xlsx
4219100288,2250000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
5822200559,285000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
8001900924,1350000.00,2022-01-24,1.Compra e venda,itbi_2.xlsx
3509802810,300635.00,2022-01-27,1.Compra e venda,itbi_2.xlsx
8959400947,830000.00,2022-01-26,1.Compra e venda,itbi_2.xlsx
1000202437,920000.00,2022-02-02,1.Compra e venda,itbi_2.xlsx
0707600367,750000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
1270740010,125000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
6218301796,330000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
0900701625,295000.00,2022-01-28,1.Compra e venda,itbi_2.xlsx
