sql_mestre,x_utm23s,y_utm23s,origem_ponto,endereco,lacuna,motivo
0610750033,341733.5954666667,7396974.585416667,centroide_lote_cidadao,"TV  SANTO DEL PASSO, 12",A3_sem_hit_nominatim,endereço do IPTU não resolvido no Nominatim/OSM; lote EXISTE no lote_cidadao (usar centroide oficial)
0610750076,341701.04815999995,7396994.206359999,centroide_lote_cidadao,"TV  SANTO DEL PASSO, 2",A3_sem_hit_nominatim,endereço do IPTU não resolvido no Nominatim/OSM; lote EXISTE no lote_cidadao (usar centroide oficial)
0610880063,341878.4297875,7396961.4495875,centroide_lote_cidadao,"R GAL SOCRATES, 350",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-1); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0621620023,338469.70353750006,7396556.275537499,centroide_lote_cidadao,"R  GUABIJU, 49",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZCP-a); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0721400044,333410.0469153846,7400582.076184615,centroide_lote_cidadao,"R MAL HERMES DA FONSECA, 404",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-3a); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0721400047,333394.2720769231,7400582.338792308,centroide_lote_cidadao,"R MAL HERMES DA FONSECA, 404",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-3a); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0730320002,334015.56334666663,7398969.085770003,centroide_lote_cidadao,"R  VOLUNTARIOS DA PATRIA, 1068",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-3b); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0730390070,334054.3325130435,7399896.375226087,centroide_lote_cidadao,"AV  CRUZEIRO DO SUL, 3173",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZCP-a); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0732850002,333523.85425925924,7398323.89212963,centroide_lote_cidadao,"R MAL LEITAO DE CARVALHO,",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZOE); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0811790001,328304.7662064516,7393828.820396775,centroide_lote_cidadao,"R CARD ARCOVERDE, 950",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-2); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0842380001,326305.4714130434,7390854.774999999,centroide_lote_cidadao,"AV S VALERIO, 505",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZER-1); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0861280041,329625.62086499995,7387149.05061,centroide_lote_cidadao,"R  ANTONIO DE MACEDO SOARES, 1800",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-1); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0873060028,325691.70832105266,7383826.791189473,centroide_lote_cidadao,"PC DR FRANCISCO FERREIRA LOPES, 787",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-2); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0874800008,325346.5997894737,7385646.307031579,centroide_lote_cidadao,"R  VERBO DIVINO, 1830",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-1); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0880190001,325955.1397181818,7383071.165981818,centroide_lote_cidadao,"LG  TREZE DE MAIO,",A2_ponto_sem_zona,ponto geocodificado não interseccionou NENHUMA camada de zoneamento (vários fora do município de São Paulo)
0904790108,,,endereco_iptu2026,"R VISC DE PORTO SEGURO, 688",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZER-1); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0915830001,332241.2435035715,7383481.383774999,centroide_lote_cidadao,"R  ARSENIO TAVOLIERI, 45",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-1); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0950270003,325281.41773589747,7377240.380923078,centroide_lote_cidadao,"AV  ATLANTICA, 4308",A2_ponto_sem_zona,ponto geocodificado não interseccionou NENHUMA camada de zoneamento (vários fora do município de São Paulo)
0950890001,325373.15049285715,7377282.607689287,centroide_lote_cidadao,"AV  BERTA WAITMAN, 315",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZER-1); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
0990020198,325858.07779999997,7398462.615699999,centroide_lote_cidadao,"R ENG FOX, 392",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-3a); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
1041250021,326505.79157142865,7399971.981500001,centroide_lote_cidadao,"LG DA MATRIZ DE NOSSA SENHORA DO O, 152",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZEPEC); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
1041250023,326535.0675545455,7399978.141,centroide_lote_cidadao,"LG DA MATRIZ DE NOSSA SENHORA DO O, 128",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZEPEC); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
1041330001,326555.75191864424,7399938.184994919,centroide_lote_cidadao,"LG DA MATRIZ DE NOSSA SENHORA DO O, 119",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZEPEC); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
1041360049,326726.46818181814,7399911.479036364,centroide_lote_cidadao,"LG DA MATRIZ VELHA, 15",A3_sem_hit_nominatim,endereço do IPTU não resolvido no Nominatim/OSM; lote EXISTE no lote_cidadao (usar centroide oficial)
1113540007,348836.48193333327,7401672.945488889,centroide_lote_cidadao,"R  ILHA DO CAMPECHE, 1",A3_sem_hit_nominatim,endereço do IPTU não resolvido no Nominatim/OSM; lote EXISTE no lote_cidadao (usar centroide oficial)
1113540015,348860.6794166667,7401671.782833333,centroide_lote_cidadao,"R  MANUEL TELES VITANCOS, 15",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZEPEC); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
1113540031,348889.0624,7401656.8154,centroide_lote_cidadao,"R  ROBERTO AUGUSTO COLLIN, 18",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZCP-b); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
1113540044,348800.2306333333,7401681.205283334,centroide_lote_cidadao,"R  JOSE LOPES RODRIGUES, 50",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZCP-a); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
1128490001,353032.89740841807,7402160.848227035,centroide_lote_cidadao,"AV DR JOSE ARTUR NOVA, 951",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-2); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
1140560001,352173.65866842103,7396156.106610527,centroide_lote_cidadao,"R  SABBADO D'ANGELO, 657",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZCP-a); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
1273120001,332116.25472,7405406.708026665,centroide_lote_cidadao,"ES DA CHAPADA,",A3_sem_hit_nominatim,endereço do IPTU não resolvido no Nominatim/OSM; lote EXISTE no lote_cidadao (usar centroide oficial)
1960180542,336778.20827777777,7396625.739911112,centroide_lote_cidadao,"R  JOSE ALVES DE OLIVEIRA, 65",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-3a); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
1960300001,336869.6814222222,7396569.855555557,centroide_lote_cidadao,"R  ADILSON FARIAS CLARO, 46",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZM-3a); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
3040090001,,,endereco_iptu2026,"AV  CRUZEIRO DO SUL, 2516",A2_ponto_sem_zona,ponto geocodificado não interseccionou NENHUMA camada de zoneamento (vários fora do município de São Paulo)
3060600013,,,endereco_iptu2026,"R STO ANSELMO, 102",A1_so_v3,zona só na camada ANTIGA v3/2004 (ZER-1); camada vigente Lei 18.177/2024 sem feição no ponto (ponto no eixo da via)
