sql_mestre,area_terreno,area_construida,valor_m2_terreno,valor_m2_construcao,ano_construcao,fator_obsolescencia_oficial,tipo_terreno,esquinas_frentes,fracao_ideal,codlog,uso,padrao,endereco
0090050086,169,85,5228.00,2932.00,1929,0.20,Normal,0,1.0000,12690-0,Residência,Residencial horizontal - padrão C,"R  MANOEL DUTRA, 309"
0090050103,433,649,6030.00,3345.00,1964,0.20,Normal,0,1.0000,19154-0,Escola,Comercial vertical - padrão B,"R  TREZE DE MAIO, 467"
0090060012,148,94,6316.00,2852.00,1929,0.20,Normal,0,1.0000,16849-1,Residência,Residencial horizontal - padrão B,"R CONS RAMALHO, 478"
0090060013,135,120,6316.00,2932.00,1939,0.20,Normal,0,1.0000,16849-1,Residência e outro uso (predominância residencial),Residencial horizontal - padrão C,"R CONS RAMALHO, 480"
0090060014,91,70,6316.00,2852.00,1919,0.20,Terreno interno,0,1.0000,16849-1,Residência,Residencial horizontal - padrão B,"R CONS RAMALHO, 484"
0090060015,64,70,6316.00,2852.00,1919,0.20,Terreno interno,0,1.0000,16849-1,Residência,Residencial horizontal - padrão B,"R CONS RAMALHO, 484"
0090060016,90,70,6316.00,2852.00,1919,0.20,Terreno interno,0,1.0000,16849-1,Residência,Residencial horizontal - padrão B,"R CONS RAMALHO, 484"
0090060017,350,460,6316.00,2932.00,1934,0.20,Normal,0,1.0000,16849-1,Residência e outro uso (predominância residencial),Residencial horizontal - padrão C,"R CONS RAMALHO, 486"
0090070006,182,120,6130.00,2852.00,1934,0.20,Normal,0,1.0000,13271-3,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão B,"R  MARIA JOSE, 58"
0090070007,183,120,6130.00,2852.00,1934,0.20,Normal,0,1.0000,13271-3,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão B,"R  MARIA JOSE, 70"
0090070014,142,120,6130.00,2932.00,1934,0.20,Normal,0,1.0000,13271-3,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão C,"R  MARIA JOSE, 118"
0090070015,158,130,6130.00,2932.00,1934,0.20,Normal,0,1.0000,13271-3,Residência,Residencial horizontal - padrão C,"R  MARIA JOSE, 120"
0090070016,120,120,6130.00,2932.00,1944,0.20,Normal,0,1.0000,13271-3,Residência,Residencial horizontal - padrão C,"R  MARIA JOSE, 124"
0090070017,126,154,6130.00,2932.00,1957,0.20,Normal,0,1.0000,13271-3,Residência,Residencial horizontal - padrão C,"R  MARIA JOSE, 130"
0090070018,136,100,6130.00,2932.00,1919,0.20,Normal,0,1.0000,13271-3,Residência,Residencial horizontal - padrão C,"R  MARIA JOSE, 134"
0090070019,136,120,6130.00,2932.00,1939,0.20,Normal,0,1.0000,13271-3,Residência,Residencial horizontal - padrão C,"R  MARIA JOSE, 140"
0090070020,224,165,6130.00,2932.00,1934,0.20,Normal,0,1.0000,13271-3,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão C,"R  MARIA JOSE, 142"
0090070026,229,150,6130.00,2932.00,1939,0.20,Normal,0,1.0000,13271-3,"Asilo, orfanato, creche, seminário ou convento",Residencial horizontal - padrão C,"R  MARIA JOSE, 186"
0090070027,141,140,6130.00,2932.00,1939,0.20,Normal,0,1.0000,13271-3,Escola,Residencial horizontal - padrão C,"R  MARIA JOSE, 198"
0090070031,120,161,6130.00,2932.00,1949,0.20,Normal,0,1.0000,13271-3,Residência,Residencial horizontal - padrão C,"R  MARIA JOSE, 220"
0090070032,82,178,6130.00,2932.00,1949,0.20,Normal,0,1.0000,13271-3,Residência,Residencial horizontal - padrão C,"R  MARIA JOSE, 230"
0090070078,156,186,6240.00,2932.00,1929,0.20,Normal,0,1.0000,12690-0,Loja,Residencial horizontal - padrão C,"R  MANOEL DUTRA, 127"
0090070080,158,140,6240.00,2856.00,1970,0.28,Normal,0,1.0000,12690-0,Loja e residência (predominância comercial),Comercial horizontal - padrão B,"R  MANOEL DUTRA, 113"
0090070133,91,96,6240.00,2852.00,1937,0.20,Normal,0,1.0000,12690-0,Residência,Residencial horizontal - padrão B,"R  MANOEL DUTRA, 133"
0090070134,91,96,6240.00,2852.00,1937,0.20,Normal,0,1.0000,12690-0,Residência,Residencial horizontal - padrão B,"R  MANOEL DUTRA, 137"
0090080017,460,240,6347.00,2932.00,1944,0.20,Normal,0,1.0000,05887-4,Residência,Residencial horizontal - padrão C,"R MAJ DIOGO, 566"
0090080019,380,558,6347.00,3345.00,2008,0.84,Normal,0,1.0000,05887-4,Residência e outro uso (predominância residencial),Comercial vertical - padrão B,"R MAJ DIOGO, 580"
0090080023,237,137,6347.00,2856.00,1934,0.20,Normal,0,1.0000,05887-4,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"R MAJ DIOGO, 616"
0090080029,245,506,6347.00,2856.00,2002,0.78,Normal,0,1.0000,05887-4,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"R MAJ DIOGO, 650"
0090080050,194,221,6220.00,2932.00,1949,0.20,Normal,0,1.0000,13271-3,Residência,Residencial horizontal - padrão C,"R  MARIA JOSE, 207"
0090080051,161,120,6220.00,2932.00,1934,0.20,Normal,0,1.0000,13271-3,Cortiço,Residencial horizontal - padrão C,"R  MARIA JOSE, 205"
0090080067,166,306,6220.00,2932.00,1942,0.20,Normal,0,1.0000,13271-3,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão C,"R  MARIA JOSE, 97"
0090080078,166,489,6397.00,3345.00,1977,0.41,De esquina,1,1.0000,11538-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial vertical - padrão B,"R PROF LAERTE RAMOS DE CARVALHO, 77"
0090080110,272,360,6220.00,1647.00,1965,0.20,Normal,0,1.0000,13271-3,Indústria,Barracão/Telheiro/Oficina/Posto de serviço/Armazém/Depósito/Indústria - padrão B,"R  MARIA JOSE, 141"
0090080332,476,1049,6347.00,3610.00,1977,0.41,Normal,0,1.0000,05887-4,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão C,"R MAJ DIOGO, 638"
0090080348,225,130,6220.00,2932.00,1934,0.20,Normal,0,1.0000,13271-3,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão C,"R  MARIA JOSE, 95"
0090110002,65,108,5157.00,2932.00,1929,0.20,Normal,0,1.0000,12178-9,Residência,Residencial horizontal - padrão C,"R DR LUIS BARRETO, 246"
0090110003,66,168,5157.00,2932.00,1970,0.28,Normal,0,1.0000,12178-9,Residência,Residencial horizontal - padrão C,"R DR LUIS BARRETO, 252"
0090110004,210,188,5157.00,2856.00,2010,0.86,Normal,0,1.0000,12178-9,Residência e outro uso (predominância residencial),Comercial horizontal - padrão B,"R DR LUIS BARRETO, 256"
0090110005,210,458,5157.00,2932.00,1973,0.33,Normal,0,1.0000,12178-9,Residência,Residencial horizontal - padrão C,"R DR LUIS BARRETO, 262"
0090110006,217,178,5157.00,2932.00,1944,0.20,Normal,0,1.0000,12178-9,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão C,"R DR LUIS BARRETO, 270"
0090110007,210,150,5157.00,2932.00,1939,0.20,Normal,0,1.0000,12178-9,Residência e outro uso (predominância residencial),Residencial horizontal - padrão C,"R DR LUIS BARRETO, 276"
0090110008,210,150,5157.00,2932.00,1939,0.20,Normal,0,1.0000,12178-9,Residência,Residencial horizontal - padrão C,"R DR LUIS BARRETO, 284"
0090110021,180,145,5001.00,2932.00,1939,0.20,Normal,0,1.0000,04503-9,Residência,Residencial horizontal - padrão C,"R CONS CARRAO, 542"
0090110023,114,80,5001.00,2852.00,1939,0.20,Normal,0,1.0000,04503-9,Residência,Residencial horizontal - padrão B,"R CONS CARRAO, 554"
0090110026,241,140,5001.00,2932.00,1919,0.20,Normal,0,1.0000,04503-9,Residência,Residencial horizontal - padrão C,"R CONS CARRAO, 558"
0090110027,190,180,5001.00,2932.00,1939,0.20,Normal,0,1.0000,04503-9,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão C,"R CONS CARRAO, 566"
0090110028,208,80,5001.00,2852.00,1939,0.20,Normal,0,1.0000,04503-9,Residência,Residencial horizontal - padrão B,"R CONS CARRAO, 576"
0090110037,280,150,4872.00,2759.00,1929,0.20,Normal,0,1.0000,19613-4,Cortiço,Residencial horizontal - padrão A,"R S VICENTE, 121"
0090110040,83,156,4872.00,2932.00,1976,0.39,Normal,0,1.0000,19613-4,Residência,Residencial horizontal - padrão C,"R S VICENTE, 105"
0090110041,80,80,4872.00,2932.00,1949,0.20,Normal,0,1.0000,19613-4,Residência,Residencial horizontal - padrão C,"R S VICENTE, 99"
0090120010,163,250,6031.00,2932.00,1970,0.28,Normal,0,1.0000,19154-0,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão C,"R  TREZE DE MAIO, 438"
0090120018,99,136,6031.00,2856.00,1970,0.28,Normal,0,1.0000,19154-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"R  TREZE DE MAIO, 496"
0090120019,165,287,9765.00,3052.00,1934,0.20,De esquina,1,1.0000,04503-9,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão C,"R CONS CARRAO, 448"
0090120020,175,200,9765.00,2932.00,2004,0.80,Normal,0,1.0000,04503-9,Residência,Residencial horizontal - padrão C,"R CONS CARRAO, 450"
0090120021,146,180,9765.00,2856.00,1954,0.20,Normal,0,1.0000,04503-9,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"R CONS CARRAO, 458"
0090120022,385,1080,9765.00,3693.00,1970,0.28,Normal,0,1.0000,04503-9,"Prédio de apartamento, não em condomínio, de uso misto (apartamentos e escritórios e/ou consultórios), com ou sem loja (predominância residencial)",Residencial vertical - padrão C,"R CONS CARRAO, 468"
0090120023,138,220,9765.00,2856.00,1949,0.20,Normal,0,1.0000,04503-9,Loja e residência (predominância comercial),Comercial horizontal - padrão B,"R CONS CARRAO, 476"
0090120024,180,198,9765.00,2932.00,1950,0.20,Normal,0,1.0000,04503-9,"Outras edificações de uso comercial, com utilização múltipla",Residencial horizontal - padrão C,"R CONS CARRAO, 480"
0090120026,148,280,9765.00,2856.00,1954,0.20,Normal,0,1.0000,04503-9,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"R CONS CARRAO, 498"
0090120027,56,90,9765.00,2932.00,1958,0.20,De esquina,1,1.0000,04503-9,Residência,Residencial horizontal - padrão C,"R CONS CARRAO, 506"
0090120028,65,100,5151.00,2932.00,1958,0.20,Normal,0,1.0000,12178-9,Residência,Residencial horizontal - padrão C,"R DR LUIS BARRETO, 365"
0090120036,279,200,5151.00,2852.00,1944,0.20,Normal,0,1.0000,12178-9,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão B,"R DR LUIS BARRETO, 299"
0090120053,684,530,6031.00,2803.00,1919,0.20,Normal,0,1.0000,19154-0,Templo,Templo/Clube/Ginásio ou Estádio esportivo/Museu/Hipódromo/Cinema/Teatro/Aeroporto/Estações/etc. - padrão D,"R  TREZE DE MAIO, 478"
0090140003,2440,700,11339.00,3052.00,1954,0.20,De esquina,1,1.0000,09546-0,"Hospital, ambulatório, casa de saúde e assemelhados",Comercial horizontal - padrão C,"R  ITAPEVA, 700"
0090140076,1418,6859,11274.00,4019.00,1970,0.28,Normal,0,1.0000,14804-0,Escola,Comercial vertical - padrão D,"AV  NOVE DE JULHO, 2029"
0090140096,1500,7248,11274.00,4019.00,1969,0.26,Normal,0,1.0000,14804-0,Escola,Comercial vertical - padrão D,"AV  NOVE DE JULHO, 2029"
0090161113,6582,1097,11537.00,3399.00,2016,0.92,De duas ou mais frentes,2,0.0329,15372-9,Loja em edifício em condomínio (unidade autônoma),Comercial horizontal - padrão D,"R  PAMPLONA, 145"
0090170007,85,130,4962.00,2932.00,1970,0.28,Normal,0,1.0000,17237-5,Residência,Residencial horizontal - padrão C,"R  ROCHA, 398"
0090170008,135,130,4962.00,2932.00,1954,0.20,Normal,0,1.0000,17237-5,Residência e outro uso (predominância residencial),Residencial horizontal - padrão C,"R  ROCHA, 396"
0090170009,135,130,4962.00,2856.00,1954,0.20,Normal,0,1.0000,17237-5,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"R  ROCHA, 388"
0090170010,85,102,4962.00,2932.00,1944,0.20,Normal,0,1.0000,17237-5,Residência,Residencial horizontal - padrão C,"R  ROCHA, 386"
0090170011,85,102,4962.00,2932.00,1939,0.20,Normal,0,1.0000,17237-5,Residência,Residencial horizontal - padrão C,"R  ROCHA, 378"
0090170012,85,102,4962.00,2852.00,1954,0.20,Normal,0,1.0000,17237-5,Residência,Residencial horizontal - padrão B,"R  ROCHA, 376"
0090170014,350,130,4962.00,2932.00,1963,0.20,Normal,0,1.0000,17237-5,Residência,Residencial horizontal - padrão C,"R  ROCHA, 360"
0090170029,295,731,7495.00,3798.00,1953,0.20,Normal,0,1.0000,09546-0,"Prédio de escritório, não em condomínio, de uso misto (apartamentos e escritórios e/ou consultórios) com ou sem loja (predominância comercial)",Residencial vertical - padrão D,"R  ITAPEVA, 79"
0090170030,345,900,7495.00,3345.00,1955,0.20,Normal,0,1.0000,09546-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial vertical - padrão B,"R  ITAPEVA, 85"
0090170044,182,200,7319.00,2932.00,1959,0.20,Normal,0,1.0000,18232-0,Residência,Residencial horizontal - padrão C,"R  SILVIA, 159"
0090170045,126,136,7319.00,2932.00,1954,0.20,Normal,0,1.0000,18232-0,Residência,Residencial horizontal - padrão C,"R  SILVIA, 165"
0090170046,174,190,7319.00,2932.00,1968,0.24,Normal,0,1.0000,18232-0,Residência e outro uso (predominância residencial),Residencial horizontal - padrão C,"R  SILVIA, 167"
0090170052,52,80,7319.00,2852.00,1949,0.20,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão B,"R  SILVIA, 203"
0090170053,65,93,7319.00,2852.00,1949,0.20,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão B,"R  SILVIA, 203"
0090170054,52,80,7319.00,2852.00,1949,0.20,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão B,"R  SILVIA, 203"
0090170055,60,100,7319.00,2852.00,1949,0.20,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão B,"R  SILVIA, 203"
0090170056,60,80,7319.00,2852.00,1949,0.20,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão B,"R  SILVIA, 203"
0090170057,52,80,7319.00,2852.00,1949,0.20,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão B,"R  SILVIA, 203"
0090170058,70,120,7319.00,2932.00,1949,0.20,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão C,"R  SILVIA, 203"
0090170059,129,0,7319.00,0.00,0,0.00,Terreno interno,0,1.0000,18232-0,Terreno,TERRENO,"R  SILVIA, 203"
0090170060,55,80,7319.00,2932.00,1949,0.20,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão C,"R  SILVIA, 203"
0090170061,150,120,7319.00,2932.00,1949,0.20,Normal,0,1.0000,18232-0,Residência e outro uso (predominância residencial),Residencial horizontal - padrão C,"R  SILVIA, 211"
0090170120,150,220,7495.00,2932.00,1954,0.20,Normal,0,1.0000,09546-0,Residência,Residencial horizontal - padrão C,"R  ITAPEVA, 113"
0090170121,150,235,7495.00,2932.00,1954,0.20,Normal,0,1.0000,09546-0,Residência,Residencial horizontal - padrão C,"R  ITAPEVA, 115"
0090170122,151,220,7495.00,2932.00,1954,0.20,Normal,0,1.0000,09546-0,Residência,Residencial horizontal - padrão C,"R  ITAPEVA, 123"
0090170123,160,220,7495.00,2856.00,1954,0.20,Normal,0,1.0000,09546-0,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"R  ITAPEVA, 125"
0090170124,192,235,7495.00,2932.00,1954,0.20,Normal,0,1.0000,09546-0,Templo,Residencial horizontal - padrão C,"R  ITAPEVA, 131"
0090170137,569,1715,7495.00,3798.00,1957,0.20,De esquina,1,1.0000,09546-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Residencial vertical - padrão D,"R  ITAPEVA, 173"
0090170176,55,55,7319.00,2759.00,1993,0.40,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão A,"R  SILVIA, 203"
0090170177,55,80,7319.00,2932.00,1949,0.20,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão C,"R  SILVIA, 203"
0090170178,55,0,7319.00,0.00,0,0.00,Terreno interno,0,1.0000,18232-0,Terreno,TERRENO,"R  SILVIA, 203"
0090170179,55,80,7319.00,2932.00,1949,0.20,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão C,"R  SILVIA, 203"
0090170180,55,55,7319.00,2759.00,1993,0.40,Terreno interno,0,1.0000,18232-0,Residência,Residencial horizontal - padrão A,"R  SILVIA, 203"
0090170238,578,2083,7319.00,3798.00,1969,0.26,Normal,0,1.0000,18232-0,"Prédio de apartamento, não em condomínio, de uso exclusivamente residencial",Residencial vertical - padrão D,"R  SILVIA, 243"
0090170243,55,0,7319.00,0.00,0,0.00,Terreno interno,0,1.0000,18232-0,Terreno,TERRENO,"R  SILVIA, 203"
0090170244,120,216,7319.00,2856.00,1985,0.54,Normal,0,1.0000,18232-0,Residência,Comercial horizontal - padrão B,"R  SILVIA, 213"
0090170802,144,200,4962.00,2932.00,1934,0.20,Normal,0,1.0000,17237-5,Residência e outro uso (predominância residencial),Residencial horizontal - padrão C,"R  ROCHA, 370"
0090170803,438,75,6914.00,2852.00,2013,0.83,Normal,0,1.0000,49970-6,Residência,Residencial horizontal - padrão B,"TV  MANOEL JOSE DE MAGALHAES, 155"
0090180016,143,150,8796.00,2932.00,1966,0.20,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 524"
0090180017,137,152,8796.00,2932.00,1949,0.20,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 532"
0090180018,140,120,8796.00,2932.00,1949,0.20,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 536"
0090180019,140,170,8796.00,2932.00,1994,0.67,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 540"
0090180020,140,180,8796.00,2932.00,1994,0.67,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 546"
0090180021,140,118,8796.00,2932.00,1971,0.30,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 550"
0090180022,138,120,8796.00,2932.00,1957,0.20,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 556"
0090180023,137,100,8796.00,2852.00,1964,0.20,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão B,"R ALM MARQUES DE LEAO, 560"
0090180024,150,151,8796.00,2932.00,1964,0.20,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 564"
0090180025,152,120,8796.00,2932.00,1965,0.20,Normal,0,1.0000,13564-0,Templo,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 572"
0090180026,151,125,8796.00,2932.00,1954,0.20,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 574"
0090180027,149,100,8796.00,2852.00,1954,0.20,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão B,"R ALM MARQUES DE LEAO, 582"
0090180069,93,154,8796.00,2932.00,1958,0.20,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 798"
0090180070,109,155,8796.00,2932.00,1959,0.20,Normal,0,1.0000,13564-0,Residência,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 808"
0090180071,89,154,8796.00,2932.00,1962,0.20,Normal,0,1.0000,13564-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 810"
0090180072,76,109,8796.00,2932.00,1962,0.20,Normal,0,1.0000,13564-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 820"
0090180073,105,154,8796.00,2932.00,1954,0.20,De duas ou mais frentes,2,1.0000,13564-0,Escola,Residencial horizontal - padrão C,"R ALM MARQUES DE LEAO, 826"
0090180074,57,133,8796.00,3345.00,1954,0.20,De esquina,1,1.0000,17044-5,Loja e residência (predominância comercial),Comercial vertical - padrão B,"AL  RIBEIRAO PRETO, 228"
0090180075,160,160,8796.00,2932.00,1957,0.20,Normal,0,1.0000,17044-5,Loja,Residencial horizontal - padrão C,"AL  RIBEIRAO PRETO, 252"
0090180076,100,128,8796.00,2932.00,1949,0.20,Normal,0,1.0000,17044-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Residencial horizontal - padrão C,"AL  RIBEIRAO PRETO, 258"
0090180077,90,120,8796.00,2856.00,1949,0.20,Normal,0,1.0000,17044-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial horizontal - padrão B,"AL  RIBEIRAO PRETO, 266"
0090180078,109,120,8796.00,2856.00,1954,0.20,Normal,0,1.0000,17044-5,"Outras edificações de uso comercial, com utilização múltipla",Comercial horizontal - padrão B,"AL  RIBEIRAO PRETO, 278"
0090180079,43,70,8796.00,2852.00,1949,0.20,Normal,0,1.0000,17044-5,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Residencial horizontal - padrão B,"AL  RIBEIRAO PRETO, 286"
0090180080,54,106,8796.00,2932.00,1949,0.20,Normal,0,1.0000,17044-5,Residência,Residencial horizontal - padrão C,"AL  RIBEIRAO PRETO, 290"
0090180081,270,240,8796.00,2932.00,1949,0.20,De esquina,1,1.0000,17044-5,Residência,Residencial horizontal - padrão C,"AL  RIBEIRAO PRETO, 302"
0090180084,108,120,7011.00,2932.00,1970,0.28,Normal,0,1.0000,17994-9,Residência e outro uso (predominância residencial),Residencial horizontal - padrão C,"R DR SENG, 30"
0090180085,128,96,7011.00,2852.00,1954,0.20,Normal,0,1.0000,17994-9,Residência,Residencial horizontal - padrão B,"R DR SENG, 36"
0090180086,107,96,7011.00,2852.00,1954,0.20,Normal,0,1.0000,17994-9,Residência,Residencial horizontal - padrão B,"R DR SENG, 42"
0090180087,131,97,7011.00,2852.00,1954,0.20,Normal,0,1.0000,17994-9,Residência,Residencial horizontal - padrão B,"R DR SENG, 44"
0090180088,124,96,7011.00,2852.00,1954,0.20,Normal,0,1.0000,17994-9,Residência,Residencial horizontal - padrão B,"R DR SENG, 52"
0090180118,153,156,8796.00,2932.00,1971,0.30,Normal,0,1.0000,17044-5,Loja,Residencial horizontal - padrão C,"AL  RIBEIRAO PRETO, 296"
0090180136,822,3041,7011.00,3798.00,1965,0.20,De duas ou mais frentes,2,1.0000,17994-9,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Residencial vertical - padrão D,"R DR SENG, 80"
0090190001,200,130,9316.00,2856.00,2022,0.97,De esquina,1,1.0000,10548-1,Loja,Comercial horizontal - padrão B,"AL  JOAQUIM EUGENIO DE LIMA, 212"
0090190002,108,135,9316.00,2856.00,2008,0.84,Normal,0,1.0000,10548-1,Loja,Comercial horizontal - padrão B,"AL  JOAQUIM EUGENIO DE LIMA, 198"
0090190005,180,216,9316.00,2932.00,1929,0.20,Normal,0,1.0000,10548-1,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão C,"AL  JOAQUIM EUGENIO DE LIMA, 166"
0090190006,1336,378,9316.00,2989.00,1917,0.20,Normal,0,1.0000,10548-1,Residência,Residencial horizontal - padrão D,"AL  JOAQUIM EUGENIO DE LIMA, 164"
0090190020,96,138,9316.00,2856.00,1954,0.20,Normal,0,1.0000,10548-1,Loja,Comercial horizontal - padrão B,"AL  JOAQUIM EUGENIO DE LIMA, 48"
0090190021,110,166,9316.00,2932.00,1954,0.20,Normal,0,1.0000,10548-1,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Residencial horizontal - padrão C,"AL  JOAQUIM EUGENIO DE LIMA, 44"
0090190022,89,136,9316.00,2932.00,1954,0.20,Normal,0,1.0000,10548-1,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Residencial horizontal - padrão C,"AL  JOAQUIM EUGENIO DE LIMA, 36"
0090190023,108,196,9316.00,2856.00,1944,0.20,Normal,0,1.0000,10548-1,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Comercial horizontal - padrão B,"AL  JOAQUIM EUGENIO DE LIMA, 30"
0090190024,1024,1412,13540.00,3399.00,1998,0.73,Normal,0,1.0000,07321-0,"Cinema, teatro, casa de diversão, clube ou congênere",Comercial horizontal - padrão D,"R DOS FRANCESES, 518"
0090190033,1270,659,13540.00,3195.00,1955,0.20,Normal,0,1.0000,07321-0,Residência,Residencial horizontal - padrão E,"R DOS FRANCESES, 324"
0090190034,1665,807,13540.00,2989.00,1969,0.26,De duas ou mais frentes,2,1.0000,07321-0,Residência,Residencial horizontal - padrão D,"R DOS FRANCESES, 296"
0090190035,265,244,13540.00,2932.00,1945,0.20,Normal,0,1.0000,07321-0,"Outras edificações de uso comercial, com utilização múltipla",Residencial horizontal - padrão C,"R DOS FRANCESES, 258"
0090190036,107,179,13540.00,2932.00,1960,0.20,Normal,0,1.0000,07321-0,Residência e outro uso (predominância residencial),Residencial horizontal - padrão C,"R DOS FRANCESES, 252"
0090190037,113,137,13540.00,2856.00,1954,0.20,De esquina,1,1.0000,07321-0,Loja e residência (predominância comercial),Comercial horizontal - padrão B,"R DOS FRANCESES, 250"
0090190039,826,1500,13540.00,3798.00,1959,0.20,De esquina,1,1.0000,07321-0,"Prédio de apartamento, não em condomínio, de uso exclusivamente residencial",Residencial vertical - padrão D,"R DOS FRANCESES, 230"
0090190041,179,190,13540.00,2932.00,1944,0.20,Normal,0,1.0000,07321-0,Residência,Residencial horizontal - padrão C,"R DOS FRANCESES, 160"
0090190042,179,190,13540.00,2932.00,1944,0.20,Normal,0,1.0000,07321-0,"Outras edificações de uso comercial, com utilização múltipla",Residencial horizontal - padrão C,"R DOS FRANCESES, 152"
0090190043,174,180,13540.00,2932.00,1954,0.20,Normal,0,1.0000,07321-0,Residência,Residencial horizontal - padrão C,"R DOS FRANCESES, 146"
0090190044,171,177,13540.00,2932.00,1954,0.20,Normal,0,1.0000,07321-0,Residência,Residencial horizontal - padrão C,"R DOS FRANCESES, 138"
0090190045,173,186,13540.00,2932.00,1944,0.20,Normal,0,1.0000,07321-0,Residência,Residencial horizontal - padrão C,"R DOS FRANCESES, 132"
0090190046,174,177,13540.00,2932.00,1958,0.20,Normal,0,1.0000,07321-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Residencial horizontal - padrão C,"R DOS FRANCESES, 124"
0090190047,174,207,13540.00,2932.00,1973,0.33,Normal,0,1.0000,07321-0,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",Residencial horizontal - padrão C,"R DOS FRANCESES, 120"
0090190048,178,192,13540.00,2852.00,1962,0.20,De esquina,1,1.0000,07321-0,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",Residencial horizontal - padrão B,"R DOS FRANCESES, 112"
