sql_mestre,zona,ca_basico,fonte,na_aiu_sce
0020110015,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020110016,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020110017,ZEIS-3,1,ZEIS_3.shp,
0020110018,ZEIS-3,1,ZEIS_3.shp,
0020110019,ZEIS-3,1,ZEIS_3.shp,
0020110020,ZEIS-3,1,ZEIS_3.shp,
0020110021,ZEIS-3,1,ZEIS_3.shp,
0020110022,ZEIS-3,1,ZEIS_3.shp,
0020110023,ZEIS-3,1,ZEIS_3.shp,
0020110024,ZEIS-3,1,ZEIS_3.shp,
0020110025,ZEIS-3,1,ZEIS_3.shp,
0020110026,ZEIS-3,1,ZEIS_3.shp,
0020110027,ZEIS-3,1,ZEIS_3.shp,
0020110028,ZEIS-3,1,ZEIS_3.shp,
0020110029,ZEIS-3,1,ZEIS_3.shp,
0020110030,ZEIS-3,1,ZEIS_3.shp,
0020110031,ZEIS-3,1,ZEIS_3.shp,
0020110032,ZEIS-3,1,ZEIS_3.shp,
0020110033,ZEIS-3,1,ZEIS_3.shp,
0020110034,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020110035,ZEIS-3,1,ZEIS_3.shp,
0020110036,ZEIS-3,1,ZEIS_3.shp,
0020110037,ZEIS-3,1,ZEIS_3.shp,
0020110038,ZEIS-3,1,ZEIS_3.shp,
0020110039,ZC,1,ZC.shp,
0020110040,ZC,1,ZC.shp,
0020110041,ZC,1,ZC.shp,
0020110042,ZC,1,ZC.shp,
0020110043,ZC,1,ZC.shp,
0020110044,ZC,1,ZC.shp,
0020110045,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020110046,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020110047,ZC,1,ZC.shp,
0020110048,ZC,1,ZC.shp,
0020110049,ZC,1,ZC.shp,
0020120001,ZEIS-3,1,ZEIS_3.shp,
0020120002,ZEIS-3,1,ZEIS_3.shp,
0020120003,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020120004,ZEIS-3,1,ZEIS_3.shp,
0020120005,ZEIS-3,1,ZEIS_3.shp,
0020120006,ZEIS-3,1,ZEIS_3.shp,
0020120007,ZEIS-3,1,ZEIS_3.shp,
0020120008,ZEIS-3,1,ZEIS_3.shp,
0020120009,ZEIS-3,1,ZEIS_3.shp,
0020120010,ZEIS-3,1,ZEIS_3.shp,
0020120011,ZEIS-3,1,ZEIS_3.shp,
0020120012,ZEIS-3,1,ZEIS_3.shp,
0020120013,ZEIS-3,1,ZEIS_3.shp,
0020120014,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020120015,ZEIS-3,1,ZEIS_3.shp,
0020120016,ZEIS-3,1,ZEIS_3.shp,
0020120017,ZEIS-3,1,ZEIS_3.shp,
0020120018,ZEIS-3,1,ZEIS_3.shp,
0020120019,ZEIS-3,1,ZEIS_3.shp,
0020120020,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020120021,ZEIS-3,1,ZEIS_3.shp,
0020120022,ZEIS-3,1,ZEIS_3.shp,
0020120023,ZEIS-3,1,ZEIS_3.shp,
0020120024,ZEIS-3,1,ZEIS_3.shp,
0020120025,ZEIS-3,1,ZEIS_3.shp,
0020120026,ZEIS-3,1,ZEIS_3.shp,
0020130001,ZEIS-3,1,ZEIS_3.shp,
0020130002,ZEIS-3,1,ZEIS_3.shp,
0020130003,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020130004,ZEIS-3,1,ZEIS_3.shp,
0020130005,ZEIS-3,1,ZEIS_3.shp,
0020130006,ZEIS-3,1,ZEIS_3.shp,
0020130007,ZEIS-3,1,ZEIS_3.shp,
0020130008,ZEIS-3,1,ZEIS_3.shp,
0020130009,ZEIS-3,1,ZEIS_3.shp,
0020130010,ZEIS-3,1,ZEIS_3.shp,
0020130011,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020130012,ZEIS-3,1,ZEIS_3.shp,
0020130013,ZEIS-3,1,ZEIS_3.shp,
0020130014,ZEIS-3,1,ZEIS_3.shp,
0020130015,ZEIS-3,1,ZEIS_3.shp,
0020130016,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020130017,ZEIS-3,1,ZEIS_3.shp,
0020130018,ZEIS-3,1,ZEIS_3.shp,
0020130019,ZEIS-3,1,ZEIS_3.shp,
0020130020,ZEIS-3,1,ZEIS_3.shp,
0020130021,ZEIS-3,1,ZEIS_3.shp,
0020130022,ZEIS-3,1,ZEIS_3.shp,
0020130023,ZEIS-3,1,ZEIS_3.shp,
0020140005,ZEIS-3,1,ZEIS_3.shp,
0020140006,ZEIS-3,1,ZEIS_3.shp,
0020140007,ZEIS-3,1,ZEIS_3.shp,
0020140008,ZEIS-3,1,ZEIS_3.shp,
0020140009,ZEIS-3,1,ZEIS_3.shp,
0020140010,ZEIS-3,1,ZEIS_3.shp,
0020140011,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020140012,ZEIS-3,1,ZEIS_3.shp,
0020140013,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020140014,ZEIS-3,1,ZEIS_3.shp,
0020140015,ZEIS-3,1,ZEIS_3.shp,
0020140016,ZEIS-3,1,ZEIS_3.shp,
0020140017,ZEIS-3,1,ZEIS_3.shp,
0020140018,ZEIS-3,1,ZEIS_3.shp,
0020140019,ZEIS-3,1,ZEIS_3.shp,
0020140020,ZEIS-3,1,ZEIS_3.shp,
0020140021,ZEIS-3,1,ZEIS_3.shp,
0020140022,ZEIS-3,1,ZEIS_3.shp,
0020150005,ZC,1,ZC.shp,
0020150006,ZC,1,ZC.shp,
0020150007,ZC,1,ZC.shp,
0020150008,ZC,1,ZC.shp,
0020150009,ZC,1,ZC.shp,
0020150010,ZC,1,ZC.shp,
0020150011,ZC,1,ZC.shp,
0020150012,ZC,1,ZC.shp,
0020150013,ZC,1,ZC.shp,
0020150014,ZC,1,ZC.shp,
0020150015,ZC,1,ZC.shp,
0020150016,ZC,1,ZC.shp,
0020150017,ZC,1,ZC.shp,
0020150018,ZC,1,ZC.shp,
0020150019,ZC,1,ZC.shp,
0020150020,ZC,1,ZC.shp,
0020150021,ZC,1,ZC.shp,
0020150022,ZC,1,ZC.shp,
0020160000,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020160002,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0020160003,ZC,1,ZC.shp,
0020160004,ZC,1,ZC.shp,
0020160005,ZC,1,ZC.shp,
0020160006,ZC,1,ZC.shp,
0020160007,ZC,1,ZC.shp,
0020160008,ZC,1,ZC.shp,
0020160009,ZC,1,ZC.shp,
0020160010,ZC,1,ZC.shp,
0020160011,ZC,1,ZC.shp,
0020160012,ZC,1,ZC.shp,
0020160013,ZC,1,ZC.shp,
0020160014,ZC,1,ZC.shp,
0020160015,ZC,1,ZC.shp,
0020160016,ZC,1,ZC.shp,
0020160019,ZC,1,ZC.shp,
0020170080,ZEIS-3,1,ZEIS_3.shp,
0020220094,ZC,1,ZC.shp,
0020310001,ZC,1,ZC.shp,
0020320026,ZC,1,ZC.shp,
0020400001,ZC,1,ZC.shp,
0020470043,ZC,1,ZC.shp,
0020480027,ZEIS-3,1,ZEIS_3.shp,
0020480028,ZEIS-3,1,ZEIS_3.shp,
0020480029,ZEIS-3,1,ZEIS_3.shp,
0020480031,ZC,1,ZC.shp,
0020480042,ZC,1,ZC.shp,
0020480043,ZC,1,ZC.shp,
0020480045,ZC,1,ZC.shp,
0020480046,ZEIS-3,1,ZEIS_3.shp,
0020480047,ZEIS-3,1,ZEIS_3.shp,
0020480048,ZEIS-3,1,ZEIS_3.shp,
0020480049,ZEIS-3,1,ZEIS_3.shp,
0020520001,Praça/Canteiro,1,PDE_Art14§1(Praça/Canteiro),1
0020590000,ZC,1,ZC.shp,
0020590045,ZC,1,ZC.shp,
0020590047,ZC,1,ZC.shp,
0020590048,ZC,1,ZC.shp,
0020590049,ZC,1,ZC.shp,
0020590051,ZC,1,ZC.shp,
0020590052,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020590054,ZC,1,ZC.shp,
0020590055,ZC,1,ZC.shp,
0020590057,ZC,1,ZC.shp,
0020590365,ZC,1,ZC.shp,
0020600000,ZC,1,ZC.shp,
0020600002,ZC,1,ZC.shp,
0020600003,ZC,1,ZC.shp,
0020600004,ZC,1,ZC.shp,
0020610002,ZC,1,ZC.shp,
0020610004,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020610006,ZC,1,ZC.shp,
0020620001,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020630001,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020660001,ZC,1,ZC.shp,
0020660002,ZC,1,ZC.shp,
0020660004,ZC,1,ZC.shp,
0020660017,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020660018,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020660019,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020660037,ZC,1,ZC.shp,
0020670002,ZC,1,ZC.shp,
0020680002,ZC,1,ZC.shp,
0020680005,ZC,1,ZC.shp,
0020680006,ZC,1,ZC.shp,
0020680007,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020680008,ZC,1,ZC.shp,
0020680011,ZC,1,ZC.shp,
0020680013,ZC,1,ZC.shp,
0020700000,ZC,1,ZC.shp,
0020700699,ZC,1,ZC.shp,
0020720006,ZC,1,ZC.shp,
0020730001,ZC,1,ZC.shp,
0020730002,ZC,1,ZC.shp,
0020730003,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020730004,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020740000,ZC,1,ZC.shp,
0020740006,ZC,1,ZC.shp,
0020740007,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0020740019,ZC,1,ZC.shp,
0020760077,ZC,1,ZC.shp,
0020780004,ZC,1,ZC.shp,
0020780005,ZC,1,ZC.shp,
0020780006,ZC,1,ZC.shp,
0020780007,ZC,1,ZC.shp,
0020780008,ZC,1,ZC.shp,
0020790022,ZC,1,ZC.shp,
0020790023,ZC,1,ZC.shp,
0020790024,ZC,1,ZC.shp,
0020790025,ZC,1,ZC.shp,
0020790026,ZC,1,ZC.shp,
0020790027,ZC,1,ZC.shp,
0020790028,ZC,1,ZC.shp,
0020790029,ZC,1,ZC.shp,
0020790030,ZC,1,ZC.shp,
0020790031,ZC,1,ZC.shp,
0020790032,ZC,1,ZC.shp,
0020830001,ZC,1,ZC.shp,
0020830002,ZC,1,ZC.shp,
0020830003,ZC,1,ZC.shp,
0020830004,ZC,1,ZC.shp,
0020830005,ZC,1,ZC.shp,
0020830006,ZC,1,ZC.shp,
0020830007,ZC,1,ZC.shp,
0020830008,ZC,1,ZC.shp,
0020830009,ZC,1,ZC.shp,
0020830010,ZC,1,ZC.shp,
0020830011,ZC,1,ZC.shp,
0020830012,ZC,1,ZC.shp,
0030020001,ZEIS-3,1,ZEIS_3.shp,
0030020003,ZC,1,ZC.shp,
0030020004,ZC,1,ZC.shp,
0030020005,ZC,1,ZC.shp,
0030020006,ZC,1,ZC.shp,
0030020007,ZC,1,ZC.shp,
0030020008,ZC,1,ZC.shp,
0030020009,ZC,1,ZC.shp,
0030020010,ZC,1,ZC.shp,
0030020011,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0030020014,ZEIS-3,1,ZEIS_3.shp,
0030020015,ZEIS-3,1,ZEIS_3.shp,
0030020017,ZEIS-3,1,ZEIS_3.shp,
0030020018,ZEIS-3,1,ZEIS_3.shp,
0030020019,ZEIS-3,1,ZEIS_3.shp,
0030020020,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0030020021,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0030020022,ZC,1,ZC.shp,
0030020023,ZC,1,ZC.shp,
0030020024,ZC,1,ZC.shp,
0030020025,ZC,1,ZC.shp,
0030020026,ZC,1,ZC.shp,
0030030000,ZC,1,ZC.shp,
0030030001,ZC,1,ZC.shp,
0030030002,ZEIS-3,1,ZEIS_3.shp,
0030030045,ZC,1,ZC.shp,
0030030048,ZC,1,ZC.shp,
0030030049,ZC,1,ZC.shp,
0030040000,ZC,1,ZC.shp,
0030050001,ZC,1,ZC.shp,
0030060001,ZEIS-3,1,ZEIS_3.shp,
0030060002,ZEIS-3,1,ZEIS_3.shp,
0030060019,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0030060020,ZC,1,ZC.shp,
0030060028,ZEIS-3,1,ZEIS_3.shp,
0030060029,ZEIS-3,1,ZEIS_3.shp,
0030090001,ZC,1,ZC.shp,
0030450043,ZC,1,ZC.shp,
0030450044,ZEIS-3,1,ZEIS_3.shp,
0030600105,ZC,1,ZC.shp,
0040110006,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0040170001,ZM,1,ZM_u.shp,
0040170002,ZM,1,ZM_u.shp,
0040170003,ZM,1,ZM_u.shp,
0040170004,ZM,1,ZM_u.shp,
0040170005,ZM,1,ZM_u.shp,
0040170006,ZM,1,ZM_u.shp,
0040170007,ZM,1,ZM_u.shp,
0040170008,ZM,1,ZM_u.shp,
0040170011,ZM,1,ZM_u.shp,
0040170012,ZM,1,ZM_u.shp,
0040170013,ZM,1,ZM_u.shp,
0040170014,ZM,1,ZM_u.shp,
0040170015,ZM,1,ZM_u.shp,
0040170016,ZM,1,ZM_u.shp,
0040170017,ZM,1,ZM_u.shp,
0040170018,ZM,1,ZM_u.shp,
0040170019,ZM,1,ZM_u.shp,
0040170020,ZM,1,ZM_u.shp,
0040310001,ZEIS-5,1,ZEIS_5.shp,
0040330000,ZEIS-3,1,ZEIS_3.shp,
0040330008,ZEIS-3,1,ZEIS_3.shp,
0040340000,ZEIS-3,1,ZEIS_3.shp,
0040350000,ZEIS-3,1,ZEIS_3.shp,
0040480027,ZM,1,ZM_u.shp,
0040500103,ZM,1,ZM_u.shp,
0040530001,ZEIS-3,1,ZEIS_3.shp,
0040540000,ZEIS-3,1,ZEIS_3.shp,
0050010000,ZC,1,ZC.shp,
0050020000,ZEIS-3,1,ZEIS_3.shp,
0050020002,ZC,1,ZC.shp,
0050020144,ZC,1,ZC.shp,
0050030003,ZC,1,ZC.shp,
0050030005,ZC,1,ZC.shp,
0050030006,ZC,1,ZC.shp,
0050030007,ZC,1,ZC.shp,
0050030008,ZC,1,ZC.shp,
0050030009,ZC,1,ZC.shp,
0050030011,ZC,1,ZC.shp,
0050030048,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050040003,ZC,1,ZC.shp,
0050040006,ZC,1,ZC.shp,
0050040013,ZC,1,ZC.shp,
0050040018,ZC,1,ZC.shp,
0050040019,ZC,1,ZC.shp,
0050040023,ZC,1,ZC.shp,
0050040026,ZC,1,ZC.shp,
0050040080,ZC,1,ZC.shp,
0050050000,ZC,1,ZC.shp,
0050080001,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050100000,ZC,1,ZC.shp,
0050100002,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050100003,ZCP-b,1,GeoSampa(v3→ZCP-b)+PDE_Art14§1,1
0050100005,ZC,1,ZC.shp,
0050100006,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050110000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050110011,ZC,1,ZC.shp,
0050110012,ZC,1,ZC.shp,
0050110013,ZC,1,ZC.shp,
0050110022,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050110384,ZC,1,ZC.shp,
0050120000,ZC,1,ZC.shp,
0050120001,ZC,1,ZC.shp,
0050120003,ZC,1,ZC.shp,
0050120004,ZCP-b,1,GeoSampa(v3→ZCP-b)+PDE_Art14§1,1
0050120006,ZC,1,ZC.shp,
0050120011,ZC,1,ZC.shp,
0050120016,ZC,1,ZC.shp,
0050120019,ZC,1,ZC.shp,
0050120092,ZC,1,ZC.shp,
0050130004,ZC,1,ZC.shp,
0050130005,ZC,1,ZC.shp,
0050130007,ZC,1,ZC.shp,
0050130119,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050140000,ZC,1,ZC.shp,
0050140001,ZC,1,ZC.shp,
0050140003,ZC,1,ZC.shp,
0050140005,ZC,1,ZC.shp,
0050140006,ZC,1,ZC.shp,
0050140030,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050150000,ZC,1,ZC.shp,
0050150007,ZC,1,ZC.shp,
0050150008,ZC,1,ZC.shp,
0050150010,ZC,1,ZC.shp,
0050160000,ZEIS-5,1,ZEIS_5.shp,
0050160034,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050170039,ZC,1,ZC.shp,
0050190000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050190014,ZC,1,ZC.shp,
0050190017,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050191050,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050200000,ZC,1,ZC.shp,
0050200037,ZC,1,ZC.shp,
0050200038,ZC,1,ZC.shp,
0050210000,ZC,1,ZC.shp,
0050210006,ZC,1,ZC.shp,
0050210007,ZC,1,ZC.shp,
0050220000,ZC,1,ZC.shp,
0050220002,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050220003,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050220004,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050220005,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050220018,ZC,1,ZC.shp,
0050230000,ZEIS-3,1,ZEIS_3.shp,
0050230181,ZC,1,ZC.shp,
0050240000,ZC,1,ZC.shp,
0050240003,ZC,1,ZC.shp,
0050240050,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050240667,ZEIS-3,1,ZEIS_3.shp,
0050250002,ZC,1,ZC.shp,
0050250008,ZC,1,ZC.shp,
0050250403,ZC,1,ZC.shp,
0050260001,ZCP-b,1,GeoSampa(v3→ZCP-b)+PDE_Art14§1,1
0050280000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050280004,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050280017,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050280018,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050280019,ZC,1,ZC.shp,
0050280021,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050280023,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050300000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050300016,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050300018,ZC,1,ZC.shp,
0050300022,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050300065,ZC,1,ZC.shp,
0050320001,ZC,1,ZC.shp,
0050340000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050340020,ZC,1,ZC.shp,
0050350000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050350022,ZC,1,ZC.shp,
0050350029,ZC,1,ZC.shp,
0050350030,ZC,1,ZC.shp,
0050350031,ZC,1,ZC.shp,
0050350033,ZC,1,ZC.shp,
0050350034,ZC,1,ZC.shp,
0050350035,ZC,1,ZC.shp,
0050350036,ZC,1,ZC.shp,
0050350037,ZC,1,ZC.shp,
0050350038,ZC,1,ZC.shp,
0050350046,ZC,1,ZC.shp,
0050350047,ZC,1,ZC.shp,
0050350048,ZC,1,ZC.shp,
0050350049,ZC,1,ZC.shp,
0050350050,ZC,1,ZC.shp,
0050350058,ZC,1,ZC.shp,
0050350772,ZC,1,ZC.shp,
0050380002,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050380003,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050380004,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050380005,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050380008,ZC,1,ZC.shp,
0050380013,ZC,1,ZC.shp,
0050380285,ZC,1,ZC.shp,
0050390000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050390019,ZC,1,ZC.shp,
0050400043,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050400047,ZC,1,ZC.shp,
0050430008,ZEIS-5,1,ZEIS_5.shp,
0050430009,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0050430010,ZEIS-5,1,ZEIS_5.shp,
0050430011,ZEIS-5,1,ZEIS_5.shp,
0050430012,ZEIS-5,1,ZEIS_5.shp,
0050430013,ZEIS-5,1,ZEIS_5.shp,
0050430014,ZEIS-5,1,ZEIS_5.shp,
0050430021,ZEIS-5,1,ZEIS_5.shp,
0050430022,ZEIS-5,1,ZEIS_5.shp,
0050430023,ZEIS-5,1,ZEIS_5.shp,
0050430024,ZEIS-5,1,ZEIS_5.shp,
0050430025,ZEIS-5,1,ZEIS_5.shp,
0050430026,ZEIS-5,1,ZEIS_5.shp,
0050430032,ZEIS-5,1,ZEIS_5.shp,
0050440000,ZEIS-3,1,ZEIS_3.shp,
0050440014,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0050440122,ZEIS-3,1,ZEIS_3.shp,
0050460000,ZEIS-5,1,ZEIS_5.shp,
0050460001,ZEIS-5,1,ZEIS_5.shp,
0050460002,ZEIS-3,1,ZEIS_3.shp,
0050460003,ZEIS-5,1,GeoSampa(Lei18177→ZEIS-5)+Q3,1
0050460056,ZEIS-5,1,GeoSampa(Lei18177→ZEIS-5)+Q3,1
0050460065,ZEIS-5,1,ZEIS_5.shp,
0050460066,ZEIS-5,1,ZEIS_5.shp,
0050460067,ZEIS-5,1,GeoSampa(Lei18177→ZEIS-5)+Q3,1
0050460068,ZEIS-5,1,ZEIS_5.shp,
0050460069,ZEIS-5,1,ZEIS_5.shp,
0050460070,ZEIS-5,1,ZEIS_5.shp,
0050460071,ZEIS-5,1,ZEIS_5.shp,
0050460072,ZEIS-5,1,ZEIS_5.shp,
0050460073,ZEIS-5,1,ZEIS_5.shp,
0050460074,ZEIS-5,1,ZEIS_5.shp,
0050460075,ZEIS-5,1,ZEIS_5.shp,
0050460076,ZEIS-5,1,GeoSampa(Lei18177→ZEIS-5)+Q3,1
0050460077,ZEIS-5,1,GeoSampa(Lei18177→ZEIS-5)+Q3,1
0050460078,ZEIS-5,1,ZEIS_5.shp,
0050460079,ZEIS-5,1,ZEIS_5.shp,
0050460080,ZEIS-5,1,ZEIS_5.shp,
0050460081,ZEIS-5,1,GeoSampa(Lei18177→ZEIS-5)+Q3,1
0050460082,ZEIS-5,1,GeoSampa(Lei18177→ZEIS-5)+Q3,1
0050460083,ZEIS-5,1,GeoSampa(Lei18177→ZEIS-5)+Q3,1
0050460084,ZEIS-5,1,GeoSampa(Lei18177→ZEIS-5)+Q3,1
0050460085,ZEIS-5,1,GeoSampa(Lei18177→ZEIS-5)+Q3,1
0050460086,ZEIS-5,1,ZEIS_5.shp,
0050460087,ZEIS-5,1,ZEIS_5.shp,
0050460088,ZEIS-5,1,ZEIS_5.shp,
0050460089,ZEIS-5,1,ZEIS_5.shp,
0050460090,ZEIS-5,1,ZEIS_5.shp,
0050460093,ZEIS-5,1,ZEIS_5.shp,
0050460095,ZEIS-5,1,ZEIS_5.shp,
0050460096,ZEIS-5,1,ZEIS_5.shp,
0050460097,ZEIS-5,1,ZEIS_5.shp,
0050460098,ZEIS-5,1,ZEIS_5.shp,
0050460099,ZEIS-5,1,ZEIS_5.shp,
0050460103,ZEIS-5,1,ZEIS_5.shp,
0050460104,ZEIS-5,1,ZEIS_5.shp,
0050460106,ZEIS-5,1,ZEIS_5.shp,
0050460107,ZEIS-5,1,ZEIS_5.shp,
0050460108,ZEIS-5,1,ZEIS_5.shp,
0050460109,ZEIS-5,1,ZEIS_5.shp,
0050460110,ZEIS-5,1,ZEIS_5.shp,
0050460111,ZEIS-5,1,ZEIS_5.shp,
0050460112,ZEIS-5,1,ZEIS_5.shp,
0050460132,ZEIS-5,1,ZEIS_5.shp,
0050460133,ZEIS-5,1,ZEIS_5.shp,
0050460158,ZEIS-5,1,ZEIS_5.shp,
0050460159,ZEIS-5,1,ZEIS_5.shp,
0050460167,ZEIS-3,1,ZEIS_3.shp,
0050480009,ZEU,1,ZEU_u.shp,
0050480010,ZEU,1,ZEU_u.shp,
0050480011,ZEU,1,ZEU_u.shp,
0050480028,ZEU,1,ZEU_u.shp,
0050480029,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0050480030,ZEU,1,ZEU_u.shp,
0050510039,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050530030,ZC,1,ZC.shp,
0050580004,ZEU,1,GeoSampa(Lei18177→ZEU)+Q3,1
0050610000,ZEU,1,ZEU_u.shp,
0050630046,ZEU,1,ZEU_u.shp,
0050660001,ZM,1,ZM_u.shp,
0050660002,ZM,1,ZM_u.shp,
0050660003,ZM,1,ZM_u.shp,
0050660004,ZM,1,ZM_u.shp,
0050660005,ZM,1,ZM_u.shp,
0050660006,ZM,1,ZM_u.shp,
0050660007,ZM,1,ZM_u.shp,
0050660008,ZM,1,ZM_u.shp,
0050660009,ZM,1,ZM_u.shp,
0050660010,ZM,1,ZM_u.shp,
0050660011,ZM,1,ZM_u.shp,
0050660013,ZC,1,ZC.shp,
0050660014,ZC,1,ZC.shp,
0050660015,ZC,1,ZC.shp,
0050660016,ZC,1,ZC.shp,
0050660017,ZC,1,ZC.shp,
0050670017,ZEU,1,ZEU_u.shp,
0050690025,ZEU,1,ZEU_u.shp,
0050690047,ZEU,1,ZEU_u.shp,
0050690048,ZEU,1,ZEU_u.shp,
0050710008,ZC,1,ZC.shp,
0050710009,ZC,1,ZC.shp,
0050710045,ZEU,1,ZEU_u.shp,
0050720001,ZC,1,ZC.shp,
0050720005,ZC,1,ZC.shp,
0050720051,ZC,1,ZC.shp,
0050720052,ZC,1,ZC.shp,
0050730010,ZC,1,ZC.shp,
0050730011,ZC,1,ZC.shp,
0050730019,ZC,1,ZC.shp,
0050730050,ZEIS-5,1,ZEIS_5.shp,
0050760079,ZEIS-5,1,ZEIS_5.shp,
0050760080,ZEIS-5,1,ZEIS_5.shp,
0050760081,ZEIS-5,1,ZEIS_5.shp,
0050760082,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0050760099,ZEIS-3,1,ZEIS_3.shp,
0050760100,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0050760101,ZEIS-3,1,ZEIS_3.shp,
0050760102,ZEIS-3,1,ZEIS_3.shp,
0050760103,ZEIS-3,1,ZEIS_3.shp,
0050760104,ZEIS-3,1,ZEIS_3.shp,
0050760105,ZEIS-3,1,ZEIS_3.shp,
0050760106,ZEIS-3,1,ZEIS_3.shp,
0050760107,ZEIS-3,1,ZEIS_3.shp,
0050760108,ZEIS-3,1,ZEIS_3.shp,
0050760109,ZEIS-3,1,ZEIS_3.shp,
0050760110,ZEIS-3,1,ZEIS_3.shp,
0050761684,ZEIS-3,1,ZEIS_3.shp,
0050790015,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050820000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050820013,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050820014,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050820018,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0050820355,ZC,1,ZC.shp,
