sql_mestre,zona,ca_basico,fonte,na_aiu_sce
0050840001,ZEU,1,ZEU_u.shp,
0050840006,ZEU,1,ZEU_u.shp,
0050860059,ZEU,1,ZEU_u.shp,
0050860060,ZEU,1,ZEU_u.shp,
0050860061,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0050860062,ZEU,1,ZEU_u.shp,
0050870001,ZEU,1,ZEU_u.shp,
0050870002,ZEU,1,ZEU_u.shp,
0050870003,ZEU,1,ZEU_u.shp,
0050870004,ZEU,1,ZEU_u.shp,
0050870017,ZEU,1,GeoSampa(Lei18177→ZEU)+Q3,1
0050900020,ZEIS-5,1,ZEIS_5.shp,
0050900021,ZEIS-5,1,ZEIS_5.shp,
0050920001,ZEU,1,ZEU_u.shp,
0050920019,ZEIS-5,1,ZEIS_5.shp,
0050930001,ZEIS-5,1,ZEIS_5.shp,
0060010002,ZC,1,ZC.shp,
0060010015,ZEU,1,ZEU_u.shp,
0060020001,ZCP-b,1,GeoSampa(v3→ZCP-b)+PDE_Art14§1,1
0060060000,ZC,1,ZC.shp,
0060070000,ZC,1,ZC.shp,
0060070010,ZC,1,ZC.shp,
0060070015,ZC,1,ZC.shp,
0060070318,ZC,1,ZC.shp,
0060070413,ZC,1,ZC.shp,
0060080000,ZC,1,ZC.shp,
0060080014,ZEIS-3,1,ZEIS_3.shp,
0060080032,ZC,1,ZC.shp,
0060090000,ZC,1,ZC.shp,
0060090006,ZC,1,ZC.shp,
0060090007,ZC,1,ZC.shp,
0060090010,ZEIS-3,1,ZEIS_3.shp,
0060090016,ZC,1,ZC.shp,
0060090018,ZC,1,ZC.shp,
0060090021,ZC,1,ZC.shp,
0060090022,ZC,1,ZC.shp,
0060100000,ZC,1,ZC.shp,
0060100048,ZC,1,ZC.shp,
0060110017,ZEPAM,"0,1",ZEPAM.shp,
0060110018,ZEPAM,"0,1",ZEPAM.shp,
0060110042,ZC,1,ZC.shp,
0060110048,ZC,1,ZC.shp,
0060121019,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060130028,ZC,1,ZC.shp,
0060140001,ZCP-b,1,GeoSampa(v3→ZCP-b)+PDE_Art14§1,1
0060150000,ZC,1,ZC.shp,
0060150001,ZCP-b,1,GeoSampa(v3→ZCP-b)+PDE_Art14§1,1
0060150024,ZC,1,ZC.shp,
0060160000,ZEIS-3,1,ZEIS_3.shp,
0060160005,ZC,1,ZC.shp,
0060160011,ZC,1,ZC.shp,
0060160017,ZC,1,ZC.shp,
0060170000,ZC,1,ZC.shp,
0060170015,ZC,1,ZC.shp,
0060170016,ZC,1,ZC.shp,
0060170039,ZC,1,ZC.shp,
0060170045,ZC,1,ZC.shp,
0060170822,ZC,1,ZC.shp,
0060210675,ZC,1,ZC.shp,
0060230000,ZC,1,ZC.shp,
0060230016,ZC,1,ZC.shp,
0060230018,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060230019,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060240000,ZC,1,ZC.shp,
0060240004,ZC,1,ZC.shp,
0060250000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060250015,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0060250019,ZC,1,ZC.shp,
0060250022,ZC,1,ZC.shp,
0060260001,ZCP-b,1,GeoSampa(v3→ZCP-b)+PDE_Art14§1,1
0060270000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060270010,ZC,1,ZC.shp,
0060270021,ZC,1,ZC.shp,
0060270025,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060270027,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060320000,ZC,1,ZC.shp,
0060320005,ZC,1,ZC.shp,
0060360000,ZC,1,ZC.shp,
0060360463,ZC,1,ZC.shp,
0060380000,ZC,1,ZC.shp,
0060380004,ZC,1,ZC.shp,
0060380016,ZC,1,ZC.shp,
0060380017,ZC,1,ZC.shp,
0060380018,ZC,1,ZC.shp,
0060380020,ZC,1,ZC.shp,
0060380028,ZC,1,ZC.shp,
0060380029,ZC,1,ZC.shp,
0060380030,ZC,1,ZC.shp,
0060380140,ZC,1,ZC.shp,
0060390000,ZC,1,ZC.shp,
0060390011,ZC,1,ZC.shp,
0060390012,ZC,1,ZC.shp,
0060390013,ZC,1,ZC.shp,
0060390014,ZC,1,ZC.shp,
0060390015,ZC,1,ZC.shp,
0060390016,ZC,1,ZC.shp,
0060390017,ZC,1,ZC.shp,
0060390018,ZC,1,ZC.shp,
0060390019,ZC,1,ZC.shp,
0060390020,ZC,1,ZC.shp,
0060390021,ZC,1,ZC.shp,
0060390028,ZC,1,ZC.shp,
0060390029,ZC,1,ZC.shp,
0060390045,ZC,1,ZC.shp,
0060400039,ZC,1,ZC.shp,
0060430000,ZEIS-3,1,ZEIS_3.shp,
0060440013,ZEU,1,ZEU_u.shp,
0060440022,ZEU,1,ZEU_u.shp,
0060440025,ZEU,1,ZEU_u.shp,
0060440030,ZEU,1,ZEU_u.shp,
0060440038,ZEU,1,ZEU_u.shp,
0060440039,ZEU,1,ZEU_u.shp,
0060440050,ZEU,1,ZEU_u.shp,
0060440051,ZEU,1,ZEU_u.shp,
0060440053,ZEU,1,ZEU_u.shp,
0060440058,ZEU,1,ZEU_u.shp,
0060440059,ZEU,1,ZEU_u.shp,
0060440060,ZEU,1,ZEU_u.shp,
0060440066,ZEU,1,ZEU_u.shp,
0060440067,ZEU,1,ZEU_u.shp,
0060440068,ZEU,1,ZEU_u.shp,
0060440072,ZEU,1,ZEU_u.shp,
0060440140,ZM,1,ZM_u.shp,
0060440141,ZEU,1,ZEU_u.shp,
0060440142,ZEU,1,ZEU_u.shp,
0060450007,ZEU,1,ZEU_u.shp,
0060450016,ZEU,1,ZEU_u.shp,
0060450017,ZEU,1,ZEU_u.shp,
0060450018,ZEU,1,ZEU_u.shp,
0060450019,ZEU,1,ZEU_u.shp,
0060450020,ZEU,1,ZEU_u.shp,
0060450028,ZEU,1,ZEU_u.shp,
0060450031,ZEU,1,ZEU_u.shp,
0060450035,ZEU,1,ZEU_u.shp,
0060450093,ZEU,1,ZEU_u.shp,
0060450285,ZEU,1,ZEU_u.shp,
0060450286,ZEU,1,ZEU_u.shp,
0060470001,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060470065,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060470114,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060470115,ZC,1,ZC.shp,
0060470116,ZC,1,ZC.shp,
0060470121,ZC,1,ZC.shp,
0060470122,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060480010,ZC,1,ZC.shp,
0060480016,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060480024,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060480025,ZC,1,ZC.shp,
0060480039,ZC,1,ZC.shp,
0060480040,ZC,1,ZC.shp,
0060480041,ZC,1,ZC.shp,
0060480042,ZC,1,ZC.shp,
0060480043,ZC,1,ZC.shp,
0060480049,ZC,1,ZC.shp,
0060480050,ZC,1,ZC.shp,
0060480051,ZC,1,ZC.shp,
0060480052,ZC,1,ZC.shp,
0060480097,ZC,1,ZC.shp,
0060490002,ZC,1,ZC.shp,
0060490003,ZC,1,ZC.shp,
0060490004,ZC,1,ZC.shp,
0060490005,ZC,1,ZC.shp,
0060490006,ZC,1,ZC.shp,
0060490007,ZC,1,ZC.shp,
0060490008,ZC,1,ZC.shp,
0060490009,ZC,1,ZC.shp,
0060490010,ZC,1,ZC.shp,
0060490011,ZC,1,ZC.shp,
0060490012,ZC,1,ZC.shp,
0060490013,ZC,1,ZC.shp,
0060490014,ZC,1,ZC.shp,
0060490015,ZC,1,ZC.shp,
0060490018,ZC,1,ZC.shp,
0060490019,ZC,1,ZC.shp,
0060490020,ZC,1,ZC.shp,
0060490021,ZC,1,ZC.shp,
0060490022,ZC,1,ZC.shp,
0060490023,ZC,1,ZC.shp,
0060490024,ZC,1,ZC.shp,
0060490025,ZC,1,ZC.shp,
0060490026,ZC,1,ZC.shp,
0060490027,ZC,1,ZC.shp,
0060490028,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060490030,ZC,1,ZC.shp,
0060510000,ZC,1,ZC.shp,
0060510034,ZC,1,ZC.shp,
0060510035,ZC,1,ZC.shp,
0060510036,ZC,1,ZC.shp,
0060510037,ZC,1,ZC.shp,
0060510038,ZC,1,ZC.shp,
0060510526,ZC,1,ZC.shp,
0060510527,ZC,1,ZC.shp,
0060530000,ZC,1,ZC.shp,
0060530030,ZC,1,ZC.shp,
0060530033,ZC,1,ZC.shp,
0060530039,ZC,1,ZC.shp,
0060530056,ZC,1,ZC.shp,
0060530057,ZC,1,ZC.shp,
0060530058,ZC,1,ZC.shp,
0060530059,ZC,1,ZC.shp,
0060530060,ZC,1,ZC.shp,
0060540031,ZEIS-3,1,ZEIS_3.shp,
0060550000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060550011,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060560000,ZC,1,ZC.shp,
0060560020,ZOE,1,GeoSampa(Lei18177→ZOE)+Q3,1
0060560035,ZEPEC_APC,1,PDE_Art14§1(sem_lote),
0060560036,ZEPEC_APC,1,PDE_Art14§1(sem_lote),
0060560048,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060560049,ZC,1,ZC.shp,
0060560052,ZC,1,ZC.shp,
0060560053,ZC,1,ZC.shp,
0060560054,ZC,1,ZC.shp,
0060560055,ZC,1,ZC.shp,
0060560056,ZC,1,ZC.shp,
0060560057,ZC,1,ZC.shp,
0060560058,ZC,1,ZC.shp,
0060560059,ZC,1,ZC.shp,
0060560060,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060560061,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060560062,ZC,1,ZC.shp,
0060560063,ZC,1,ZC.shp,
0060560064,ZC,1,ZC.shp,
0060560065,ZC,1,ZC.shp,
0060560066,ZC,1,ZC.shp,
0060560067,ZC,1,ZC.shp,
0060560068,ZC,1,ZC.shp,
0060560069,ZC,1,ZC.shp,
0060560070,ZC,1,ZC.shp,
0060560071,ZC,1,ZC.shp,
0060560072,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560073,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560074,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560075,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560076,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560077,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560078,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560079,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560080,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560081,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060560082,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060560083,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560084,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560086,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560087,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560088,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560089,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560090,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560091,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560092,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060560093,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570001,ZC,1,ZC.shp,
0060570002,ZC,1,ZC.shp,
0060570009,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570010,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570011,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570013,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570014,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570015,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570016,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570017,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570018,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570019,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570020,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570021,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570022,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570023,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570024,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570025,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570026,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060570027,ZC,1,ZC.shp,
0060570028,ZC,1,ZC.shp,
0060570029,ZC,1,ZC.shp,
0060570030,ZC,1,ZC.shp,
0060570031,ZC,1,ZC.shp,
0060570032,ZC,1,ZC.shp,
0060570033,ZC,1,ZC.shp,
0060570034,ZC,1,ZC.shp,
0060570035,ZC,1,ZC.shp,
0060570036,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060570037,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060570038,ZC,1,ZC.shp,
0060570039,ZC,1,ZC.shp,
0060580000,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0060590001,ZC,1,ZC.shp,
0060590003,ZC,1,ZC.shp,
0060590004,ZC,1,ZC.shp,
0060590005,ZC,1,ZC.shp,
0060590006,ZC,1,ZC.shp,
0060590007,ZC,1,ZC.shp,
0060590008,ZC,1,ZC.shp,
0060590009,ZC,1,ZC.shp,
0060590010,ZC,1,ZC.shp,
0060590011,ZC,1,ZC.shp,
0060590012,ZC,1,ZC.shp,
0060590013,ZC,1,ZC.shp,
0060590014,ZC,1,ZC.shp,
0060590015,ZC,1,ZC.shp,
0060590016,ZC,1,ZC.shp,
0060600027,ZC,1,ZC.shp,
0060600028,ZC,1,ZC.shp,
0060600029,ZC,1,ZC.shp,
0060600030,ZC,1,ZC.shp,
0060600031,ZC,1,ZC.shp,
0060600032,ZC,1,ZC.shp,
0060600033,ZC,1,ZC.shp,
0060600034,ZC,1,ZC.shp,
0060600035,ZC,1,ZC.shp,
0060600036,ZC,1,ZC.shp,
0060600037,ZC,1,ZC.shp,
0060600038,ZC,1,ZC.shp,
0060600039,ZC,1,ZC.shp,
0060630000,ZC,1,ZC.shp,
0060640000,ZC,1,ZC.shp,
0060640047,ZC,1,ZC.shp,
0060680017,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060680018,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060680288,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060730007,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060730008,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060730009,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060730010,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060730013,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060730014,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060730016,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060730017,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060730020,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060740006,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0060740029,ZEU,1,ZEU_u.shp,
0060740099,ZC,1,ZC.shp,
0060740100,ZC,1,ZC.shp,
0060740101,ZC,1,ZC.shp,
0070020027,ZEM,1,ZEM.shp,
0070080001,ZEM,1,ZEM.shp,
0070080033,ZEM,1,ZEM.shp,
0070130000,ZEU,1,ZEU_u.shp,
0070220028,ZC,1,ZC.shp,
0070310044,ZC,1,ZC.shp,
0070430006,ZC,1,ZC.shp,
0070440003,ZM,1,ZM_u.shp,
0070460001,ZEU,1,ZEU_u.shp,
0070500009,ZC,1,ZC.shp,
0070500010,ZC,1,ZC.shp,
0070500011,ZC,1,ZC.shp,
0070510053,ZC,1,ZC.shp,
0070520000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0070530002,ZM,1,ZM_u.shp,
0070540001,ZM,1,ZM_u.shp,
0070570371,ZM,1,GeoSampa(Lei18177→ZM)+Q3,0
0070610578,ZC,1,ZC.shp,
0070620000,ZC,1,ZC.shp,
0070690000,ZC,1,ZC.shp,
0070700000,ZC,1,ZC.shp,
0070710000,ZEIS-3,1,ZEIS_3.shp,
0070720000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0070750000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0070750029,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0070750031,ZC,1,ZC.shp,
0070750176,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0070760510,ZEU,1,ZEU_u.shp,
0070850000,ZC,1,ZC.shp,
0070860000,ZEIS-5,1,ZEIS_5.shp,
0070860015,ZEIS-5,1,ZEIS_5.shp,
0070860016,ZEIS-5,1,ZEIS_5.shp,
0070870000,ZC,1,ZC.shp,
0070880001,ZC,1,ZC.shp,
0070900009,ZEIS-5,1,ZEIS_5.shp,
0070910306,ZC,1,ZC.shp,
0080020004,ZEM,1,ZEM.shp,
0080020007,ZEM,1,ZEM.shp,
0080020008,ZEM,1,ZEM.shp,
0080020009,ZEM,1,ZEM.shp,
0080020010,ZEM,1,ZEM.shp,
0080020016,ZEM,1,ZEM.shp,
0080020017,ZEM,1,ZEM.shp,
0080020018,ZEM,1,ZEM.shp,
0080020019,ZEM,1,ZEM.shp,
0080030001,ZEIS-5,1,ZEIS_5.shp,
0080030029,ZC,1,ZC.shp,
0080030044,ZEM,1,ZEM.shp,
0080040028,ZC,1,ZC.shp,
0080090006,ZEIS-3,1,ZEIS_3.shp,
0080120031,ZC,1,ZC.shp,
0080120032,ZC,1,ZC.shp,
0080130000,ZEIS-5,1,ZEIS_5.shp,
0080140007,ZEIS-5,1,ZEIS_5.shp,
0080140008,ZC,1,ZC.shp,
0080150001,ZEM,1,ZEM.shp,
0080150007,ZEM,1,ZEM.shp,
0080150009,ZEM,1,ZEM.shp,
0080150015,ZC,1,ZC.shp,
0080160015,ZEM,1,ZEM.shp,
0080170031,ZEM,1,ZEM.shp,
0080180067,ZEM,1,ZEM.shp,
0080190002,ZEM,1,ZEM.shp,
0080220001,ZC,1,ZC.shp,
0080230010,ZEM,1,ZEM.shp,
0080230011,ZEM,1,ZEM.shp,
0080230251,ZEM,1,ZEM.shp,
0080240017,ZEM,1,ZEM.shp,
0080240018,ZEM,1,ZEM.shp,
0080240019,ZEM,1,ZEM.shp,
0080240021,ZEM,1,ZEM.shp,
0080250002,ZEM,1,GeoSampa(Lei18177→ZEM)+Q3,1
0080250003,ZEM,1,ZEM.shp,
0080250004,ZEM,1,ZEM.shp,
0080250005,ZEM,1,ZEM.shp,
0080250036,ZEM,1,ZEM.shp,
0080250037,ZEM,1,ZEM.shp,
0080250038,ZEM,1,ZEM.shp,
0080250039,ZEM,1,ZEM.shp,
0080250040,ZEM,1,ZEM.shp,
0080250041,ZEM,1,ZEM.shp,
0080250111,ZEM,1,GeoSampa(Lei18177→ZEM)+Q3,1
0080260001,ZEM,1,ZEM.shp,
0080260002,ZEIS-3,1,ZEIS_3.shp,
0080340013,ZC,1,ZC.shp,
0080340014,ZC,1,ZC.shp,
0080360027,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0080360049,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0080370003,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0080370004,ZEIS-3,1,ZEIS_3.shp,
0080370005,ZEIS-3,1,ZEIS_3.shp,
0080370006,ZEIS-3,1,ZEIS_3.shp,
0080370007,ZEIS-3,1,ZEIS_3.shp,
0080370010,ZEIS-3,1,ZEIS_3.shp,
0080370011,ZEIS-3,1,ZEIS_3.shp,
0080370012,ZEIS-3,1,ZEIS_3.shp,
0080370013,ZEIS-3,1,ZEIS_3.shp,
0080370014,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0080370017,ZEIS-3,1,ZEIS_3.shp,
0080370018,ZEIS-3,1,ZEIS_3.shp,
0080370019,ZEIS-3,1,ZEIS_3.shp,
0080370020,ZEIS-3,1,ZEIS_3.shp,
0080370021,ZEIS-3,1,ZEIS_3.shp,
0080380024,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0080380030,ZEIS-3,1,ZEIS_3.shp,
0080380031,ZEIS-3,1,ZEIS_3.shp,
0080380032,ZEIS-3,1,ZEIS_3.shp,
0080390002,ZEIS-3,1,ZEIS_3.shp,
0080390048,ZEIS-5,1,ZEIS_5.shp,
0080390049,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080390054,ZOE,1,ZOE.shp +Quadro2A(basico-macroarea),
0080450000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080530000,ZC,1,ZC.shp,
0080530004,ZC,1,ZC.shp,
0080570008,ZC,1,ZC.shp,
0080580012,ZC,1,ZC.shp,
0080580017,ZC,1,ZC.shp,
0080590000,ZC,1,ZC.shp,
0080590002,ZC,1,ZC.shp,
0080590029,ZC,1,ZC.shp,
0080590453,ZC,1,ZC.shp,
0080600001,ZEIS-3,1,ZEIS_3.shp,
0080600021,ZC,1,ZC.shp,
0080610000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080650000,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080650002,ZC,1,ZC.shp,
0080650003,ZC,1,ZC.shp,
0080650004,ZC,1,ZC.shp,
0080650005,ZC,1,ZC.shp,
0080650008,ZC,1,ZC.shp,
0080650009,ZC,1,ZC.shp,
0080650010,ZC,1,ZC.shp,
0080650019,ZC,1,ZC.shp,
0080650020,ZC,1,ZC.shp,
0080650021,ZC,1,ZC.shp,
0080650022,ZC,1,ZC.shp,
0080650023,ZC,1,ZC.shp,
0080650024,ZC,1,ZC.shp,
0080650036,ZC,1,ZC.shp,
0080650037,ZC,1,ZC.shp,
0080650040,ZC,1,ZC.shp,
0080660049,ZC,1,ZC.shp,
0080660050,ZC,1,ZC.shp,
0080660051,ZC,1,ZC.shp,
0080660055,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080660060,ZC,1,ZC.shp,
0080670010,ZEIS-3,1,ZEIS_3.shp,
0080670011,ZEIS-3,1,ZEIS_3.shp,
0080670012,ZEIS-3,1,ZEIS_3.shp,
0080670013,ZEIS-3,1,ZEIS_3.shp,
0080670014,ZEIS-3,1,ZEIS_3.shp,
0080670016,ZEIS-3,1,ZEIS_3.shp,
0080670065,ZEIS-3,1,ZEIS_3.shp,
0080670066,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0080670067,ZEIS-3,1,ZEIS_3.shp,
0080670069,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0080670070,ZEIS-3,1,ZEIS_3.shp,
0080670071,ZEIS-3,1,ZEIS_3.shp,
0080670072,ZEIS-3,1,ZEIS_3.shp,
0080670073,ZEIS-3,1,ZEIS_3.shp,
0080670074,ZEIS-3,1,ZEIS_3.shp,
0080670075,ZEIS-3,1,ZEIS_3.shp,
0080670076,ZEIS-3,1,ZEIS_3.shp,
0080670077,ZEIS-3,1,ZEIS_3.shp,
0080680022,ZEIS-3,1,ZEIS_3.shp,
0080680023,ZEIS-3,1,ZEIS_3.shp,
0080700037,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080700038,ZC,1,ZC.shp,
0080700039,ZC,1,ZC.shp,
0080730000,ZC,1,ZC.shp,
0080730001,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080730005,ZC,1,ZC.shp,
0080730006,ZC,1,ZC.shp,
0080730007,ZC,1,ZC.shp,
0080730008,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080730009,ZC,1,ZC.shp,
0080730010,ZC,1,ZC.shp,
0080730011,ZC,1,ZC.shp,
0080730012,ZC,1,ZC.shp,
0080730015,ZC,1,ZC.shp,
0080730020,ZC,1,ZC.shp,
0080730036,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080730097,ZC,1,ZC.shp,
0080730100,ZC,1,ZC.shp,
0080730101,ZC,1,ZC.shp,
0080730102,ZC,1,ZC.shp,
0080730121,ZC,1,ZC.shp,
0080730123,ZC,1,ZC.shp,
0080730124,ZEPEC_APC,1,PDE_Art14§1(sem_lote),
0080740002,ZC,1,ZC.shp,
0080740003,ZC,1,ZC.shp,
0080740015,ZC,1,ZC.shp,
0080750017,ZEIS-3,1,ZEIS_3.shp,
0080750018,ZEIS-3,1,ZEIS_3.shp,
0080750019,ZEIS-3,1,ZEIS_3.shp,
0080750034,ZEIS-3,1,ZEIS_3.shp,
0080760019,ZEIS-3,1,ZEIS_3.shp,
0080760020,ZEIS-3,1,ZEIS_3.shp,
0080760024,ZEIS-3,1,ZEIS_3.shp,
0080760094,ZEIS-3,1,ZEIS_3.shp,
0080780001,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080780002,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080780003,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080810000,ZC,1,ZC.shp,
0080810001,ZC,1,ZC.shp,
0080810002,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080810010,ZC,1,ZC.shp,
0080810012,ZC,1,ZC.shp,
0080810013,ZC,1,ZC.shp,
0080810014,ZC,1,ZC.shp,
0080810015,ZC,1,ZC.shp,
0080810016,ZC,1,ZC.shp,
0080810023,ZC,1,ZC.shp,
0080810025,ZC,1,ZC.shp,
0080810026,ZC,1,ZC.shp,
0080810027,ZC,1,ZC.shp,
0080810028,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080810181,ZC,1,ZC.shp,
0080810244,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080810263,ZC,1,GeoSampa(Lei18177→ZC)+Q3,1
0080810264,ZC,1,ZC.shp,
0080820001,ZC,1,ZC.shp,
0080820004,ZC,1,ZC.shp,
0080820005,ZC,1,ZC.shp,
0080820017,ZC,1,ZC.shp,
0080820018,ZC,1,ZC.shp,
0080820020,ZC,1,ZC.shp,
0080820021,ZC,1,ZC.shp,
0080820022,ZEIS-3,1,GeoSampa(Lei18177→ZEIS-3)+Q3,1
0080820023,ZC,1,ZC.shp,
0080820024,ZC,1,ZC.shp,
0080820025,ZC,1,ZC.shp,
0080820029,ZC,1,ZC.shp,
0080820030,ZC,1,ZC.shp,
0080820031,ZC,1,ZC.shp,
0080820032,ZC,1,ZC.shp,
0080820033,ZC,1,ZC.shp,
0080820034,ZC,1,ZC.shp,
0080820035,ZC,1,ZC.shp,
0080820037,ZC,1,ZC.shp,
0080820038,ZC,1,ZC.shp,
0080820045,ZC,1,ZC.shp,
0080820046,ZC,1,ZC.shp,
0080820047,ZC,1,ZC.shp,
0080820048,ZC,1,ZC.shp,
0080820049,ZC,1,ZC.shp,
0080820050,ZC,1,ZC.shp,
0080820051,ZC,1,ZC.shp,
0080820052,ZC,1,ZC.shp,
0080820054,ZC,1,ZC.shp,
0080830000,ZEIS-3,1,ZEIS_3.shp,
0080830001,ZEIS-3,1,ZEIS_3.shp,
