sq,codlog,valor_m2_brl
037036,173010,5569.06
037040,060135,6935.76
037040,073180,4230.56
037040,088838,4216.46
037040,106135,4506.72
037048,077518,2865.03
037048,124303,3813.38
037048,152234,4164.75
037048,168874,3487.86
037048,179914,3387.97
037064,044245,4423.28
037064,046396,4455.01
037064,060135,6422.22
037064,185060,4124.79
037064,218413,4490.27
037064,240508,4355.12
037078,078190,4405.66
037078,134546,4406.83
037078,193933,4078.96
037083,037613,4840.46
037083,046396,4224.68
037083,060135,6003.87
037083,076473,3915.62
037083,119385,5027.31
037083,128520,3834.53
037083,159557,4140.07
037083,394564,3949.70
037083,412082,3498.44
037083,471933,4140.07
037083,629367,3796.92
037083,686859,3510.19
037099,046396,4465.59
037099,128520,4875.72
037099,185060,4301.07
037099,218413,4383.33
037100,006009,4349.25
037100,088838,5250.59
037100,088854,4378.63
037100,160377,5138.95
038002,042447,8040.41
038002,103420,8108.57
038002,136190,8143.82
038002,173827,8015.73
038003,042447,8571.58
038003,103420,8160.27
038003,162957,7747.80
038003,197645,8160.27
038005,003190,4095.41
038005,019348,4232.91
038005,045683,4843.99
038005,195839,3758.14
038006,042447,7336.49
038006,065560,8127.37
038006,103420,9011.09
038006,191540,7747.80
038012,032743,11829.11
038012,042447,11212.15
038012,065560,10948.92
038012,151530,11634.03
038012,154458,11389.60
038012,191540,12087.64
038069,005533,3875.66
038069,021989,3708.79
038069,096857,3779.30
038069,145769,3961.45
038069,195839,5465.64
038070,060135,5936.88
038070,106135,4400.95
038070,195839,5279.97
038092,044008,4749.98
038092,052175,4749.98
038092,126799,4749.98
038092,195839,4851.04
038095,029157,4766.43
038095,052175,4677.12
038095,090115,4657.14
038095,195839,4576.05
038098,027626,4957.98
038098,029157,5409.24
038098,090115,4727.65
038098,248673,4406.83
038103,005533,3353.89
038103,014346,3779.30
038103,021989,3813.38
038103,109088,4219.98
038103,195839,4424.46
038104,005533,3583.05
038104,014346,3583.05
038104,109088,3583.05
038105,068179,3583.05
038105,109088,4316.34
038105,124524,3808.68
038105,195839,4572.53
038116,103420,3972.02
038116,154458,3972.02
038116,195839,3972.02
038116,197645,3972.02
039073,060135,7244.83
039073,112933,4545.50
039073,146420,5224.74
039073,188077,4843.99
039073,195839,4820.48
040037,034541,2719.31
040037,142115,1855.57
040037,156094,2889.71
040037,184381,2889.71
040047,003310,1981.31
040047,156094,1679.30
040047,181722,1679.30
040047,184381,1378.46
040050,034541,2932.01
040050,052620,2953.16
040050,054216,3250.48
040050,156094,3089.48
040051,049638,3311.59
040051,052620,2909.68
040051,054216,3459.66
040051,156094,3226.97
040056,034541,2919.08
040056,054216,2970.79
040056,156094,3016.62
040056,199834,3168.22
040070,119130,3452.60
040070,149632,3367.99
040070,181722,3387.97
040070,199834,3261.05
040074,034541,2512.48
040074,106488,2946.11
040074,129100,2615.89
040074,144495,2615.89
040074,149632,2889.71
040074,156094,3285.73
040074,199834,3109.46
040074,199885,3034.25
040077,034541,3471.41
040077,054216,3316.29
040077,106488,3565.42
040077,149632,3285.73
040084,119989,2872.08
040084,129429,2941.41
040084,144495,3312.76
040084,157171,2668.78
040085,077461,2846.22
040085,119989,2846.22
040085,129100,2846.22
040085,144495,3023.67
040088,049638,3289.26
040088,050032,3057.75
040088,054216,2901.46
040088,106488,2738.11
040090,003310,3131.79
040090,050032,2681.70
040090,106488,3023.67
040090,119130,2846.22
040091,050032,2805.09
040091,106488,2897.93
040091,119130,2720.48
040091,181722,3694.69
040096,129100,2920.26
040096,142450,3118.86
040096,196282,2954.34
040096,199885,2826.25
040104,051136,3424.40
040104,077461,3022.50
040104,122599,3223.45
040104,142450,3223.45
040106,122599,2901.46
040106,142450,3022.50
040106,144495,2890.88
040106,196282,2782.77
040115,077461,3297.48
040115,122599,3022.50
040115,142433,3571.30
040115,144495,3841.58
040116,122599,3009.57
040116,142433,3009.57
040116,144495,3391.50
040116,196282,3009.57
040125,077461,3407.95
040125,142433,3312.76
040125,144495,3735.82
040125,196886,3228.15
040129,021474,3056.58
040129,142433,3211.70
040129,144495,2868.55
040129,199885,3571.30
040199,055476,2252.77
040199,061387,2404.37
040199,088650,2516.01
040199,090921,2250.42
040199,122599,2192.84
040199,135267,2426.69
040199,142433,2331.51
040199,142450,2085.90
040199,190888,2309.18
040199,193437,2389.09
041004,036307,8093.29
041004,060232,8093.29
041004,060615,8093.29
041004,098019,8093.29
041042,086681,4742.92
041042,124257,4742.92
041042,140732,4742.92
041042,148210,4613.66
041272,054550,5881.65
041272,077089,5875.77
041272,146706,5887.53
041272,221767,6233.02
041273,054550,5923.96
041273,100145,6315.28
041273,146706,5875.77
041273,221767,6233.02
042008,059021,4725.30
042008,119385,4901.57
042008,125350,4551.37
042008,179914,5505.60
042012,002631,3128.26
042012,060135,5640.74
042012,073830,3484.33
042012,093122,3276.33
042012,195839,3192.90
042012,314129,2920.26
042024,002631,5914.55
042024,033227,5731.23
042024,060135,7214.28
042024,127710,5350.48
042025,002631,5654.84
042025,033227,5566.71
042025,060135,6988.65
042025,189073,5368.11
042026,002631,3265.76
042026,033227,3154.12
042026,137430,3042.48
042026,177148,3154.12
042029,002631,3167.04
042029,112062,3042.48
042029,174670,3275.16
042029,177555,3501.96
042029,189073,3387.97
042047,035025,4969.73
042047,035351,5123.67
042047,059021,4728.82
042047,144070,4686.52
042053,002631,5952.16
042053,060135,7422.28
042053,177555,5214.16
042053,189073,6244.77
042077,002631,5875.77
042077,060135,7399.95
042077,119580,6113.16
042077,177555,6348.19
042167,034932,3164.69
042167,064238,2849.75
042167,081671,2897.93
042167,177555,3068.33
042167,313440,2954.34
042167,314218,2537.16
042167,608203,2939.06
042167,627577,3102.41
042168,064238,3097.71
042168,177555,3102.41
042168,210790,3097.71
042168,212164,3102.41
042168,608203,3097.71
042168,627577,3085.96
042169,177555,2908.51
042169,313440,2897.93
042169,608203,2834.47
042170,064238,3070.68
042170,210706,3102.41
042170,210790,3070.68
042170,212164,3037.78
042171,064238,3102.41
042171,210706,3102.41
042171,210790,3102.41
042171,220779,3102.41
042172,064238,3102.41
042172,170836,3049.53
042172,210790,3102.41
042172,220779,3102.41
042174,170836,3049.53
042174,210013,3102.41
042174,210790,3102.41
042174,664979,3102.41
042175,170836,3049.53
042175,177555,3102.41
042175,210013,3102.41
042175,210544,3102.41
042175,210790,3102.41
042176,177555,3102.41
042176,210544,3102.41
042176,210790,3102.41
042209,170836,3049.53
042209,210790,2897.93
042209,664979,2897.93
043047,017850,3015.45
043047,144495,3541.92
043047,170631,3015.45
043047,199885,3015.45
043179,056898,2068.27
043179,082961,1881.42
043179,119164,2111.75
043179,195839,1746.28
045044,034754,2782.77
045044,045381,2285.68
045044,097152,3123.56
046232,000663,2564.19
046232,089451,2861.50
046232,094242,2546.56
050008,051446,2370.29
050008,115061,2097.65
050008,126110,1756.86
050008,139599,2233.97
050113,003310,2419.64
050113,082040,2812.15
050113,119130,2516.01
050113,168599,2533.63
050114,082040,2450.20
050114,119130,2450.20
050114,181722,3111.81
050115,003310,2168.16
050115,034541,2418.47
050115,119130,2450.20
050115,168599,2523.06
050115,181722,2330.33
050215,057622,2579.46
050215,126381,2137.61
050215,181722,2579.46
051319,168432,1300.90
051319,186384,1199.83
051319,243388,843.76
051319,269662,1370.23
051319,270180,1111.70
051319,273201,1322.05
051319,300144,1441.91
051319,656348,900.17
051319,656780,1111.70
051319,754056,1111.70
053033,013447,2526.58
053033,042820,2497.20
053033,103527,2431.40
053033,169714,1571.18
053033,334642,2727.53
054209,004090,3653.56
054209,066796,3653.56
054209,095729,3653.56
054209,103810,3653.56
054260,069329,3886.24
054260,075795,2845.05
054260,111252,5676.00
054260,173223,8585.68
054260,321125,8585.68
054260,736325,9071.02
054260,756458,8738.45
054260,787078,7948.75
055146,123811,2196.36
055146,162426,2190.49
055146,168424,2252.77
056048,082627,837.89
056048,094030,729.77
056048,169250,755.62
060262,047171,1045.89
060262,724726,971.85
060262,724866,1008.28
061007,031453,2630.00
061007,043931,2557.14
061007,086843,2667.60
061007,160520,2661.73
061014,031453,1233.91
061014,041491,1107.00
061014,074950,971.85
061014,172790,1226.86
061024,026271,2412.59
061024,093718,2552.44
061024,102075,2523.06
061024,148954,2719.31
061052,041483,2356.19
061052,079340,2286.85
061052,147010,2215.17
061052,148954,2805.09
061052,160520,2344.43
061052,163643,2208.12
061052,174491,2624.12
061053,147010,2270.40
061055,104396,3156.47
061055,153931,2270.40
061055,160520,2270.40
061055,174491,2270.40
061073,082627,2394.97
061073,169250,2263.35
061073,172774,2374.99
061073,183822,2316.23
061073,434604,2194.01
061075,065374,2330.33
061075,082627,2460.77
061075,094030,2293.90
061075,169250,2244.55
061075,183822,2537.16
061075,433381,2359.71
061075,433632,2089.43
061088,049972,1633.47
061088,082627,1631.11
061088,094030,1545.33
061088,134929,1562.96
061088,183822,1700.45
061091,019798,1490.10
061091,093211,1537.10
061091,195588,1582.93
061127,002542,2491.33
061127,022845,2526.58
061127,147028,2371.46
061127,162922,2463.12
061141,014079,1659.32
061141,093211,1600.56
061141,093220,1474.82
061141,161586,1618.19
061141,392286,1548.85
061141,488186,1289.14
061142,033367,1271.52
061142,093211,1273.87
061142,098523,1474.82
061142,161586,1425.46
061143,022845,2611.19
061143,147028,2067.10
061143,172774,2376.16
061143,183822,2664.08
061149,002542,2545.39
061149,014079,2404.37
061149,086380,2305.65
061149,104396,2659.38
061149,147010,3215.22
061149,177865,2067.10
061149,297763,2330.33
061150,002542,2437.27
061150,022845,2545.39
061150,147010,3044.83
061150,162922,2371.46
061156,014834,1203.36
061156,019798,1104.65
061156,150436,871.96
061156,180025,1273.87
061156,195588,1056.46
061156,222402,1434.86
061156,412562,949.53
061156,684686,812.03
062129,047368,3980.25
062129,063207,3289.26
062129,131156,3289.26
062129,183474,3289.26
062162,073660,2357.36
062162,082368,2430.22
062162,090352,2350.31
062162,193283,2445.50
064140,038300,1001.23
064140,058459,977.73
064140,084786,1111.70
064140,281565,1055.29
064192,062170,1311.47
064192,111198,1459.54
064192,143456,1329.10
064192,147940,1300.90
064207,019305,901.34
064207,048968,1123.45
064207,084662,759.15
064207,104957,941.30
064207,167592,604.03
067456,064289,752.10
067456,071412,678.06
067456,083208,946.00
067456,123072,946.00
067456,297909,602.85
067473,016322,440.68
067473,066699,349.02
067473,082538,930.72
067473,213764,532.35
067473,322520,440.68
067473,482870,440.68
068479,045500,1164.58
068479,084476,1178.68
068479,090867,1219.81
068479,131725,1470.12
068479,135135,1184.56
068479,153443,1158.70
068479,193828,1219.81
068479,641847,1129.32
068479,754943,1112.87
068479,769720,1116.40
069016,008966,1975.44
069016,192015,3413.82
069163,077747,3089.48
069163,077755,3259.88
069163,109142,2182.26
069163,148261,3431.45
069163,177679,2219.87
069163,198846,3701.74
069163,260681,1910.80
069163,361950,2001.29
069207,161322,2594.74
069207,181609,2594.74
070024,018295,2030.67
070024,076139,1929.60
070024,112194,1904.93
070024,113450,1793.29
070024,131334,1716.90
070040,113450,1138.72
070040,125636,1356.13
070040,147672,923.67
070040,277843,1138.72
070040,350729,1138.72
070040,350737,1138.72
070150,045292,1930.78
070150,094072,2333.86
070150,147672,3493.74
070150,204668,1930.78
070242,000760,2194.01
070242,001490,2333.86
070242,003514,2263.35
070242,007889,2557.14
070242,021148,2440.80
070242,147672,2376.16
070242,201383,2409.07
070242,643602,2667.60
070242,732893,2514.83
070400,277487,1734.53
070400,350729,1734.53
072106,101680,2875.60
072106,133477,2787.47
072106,142425,2980.19
072106,157538,2997.82
072108,021369,2877.95
072108,073270,3078.91
072108,073601,2932.01
072108,142425,3175.27
072108,157538,3085.96
072108,157546,2982.54
072108,198846,4066.04
072108,275859,2875.60
072140,055417,2209.29
072140,060569,2197.54
072140,087432,2366.76
072140,104914,2168.16
072140,127701,2174.04
073032,055670,2308.00
073032,067814,1867.32
073032,157848,1961.33
073032,198846,1772.13
073039,055670,2838.00
073039,076953,2877.95
073039,117021,2877.95
073039,198846,3462.01
073040,055670,2393.79
073040,061107,2782.77
073040,076953,2493.68
073040,198846,4187.08
073157,055670,2543.03
073157,089931,1955.46
073157,198846,2025.97
073157,431494,1797.99
073285,024210,981.25
073285,204684,981.25
073285,208787,981.25
073285,229687,981.25
076301,040150,948.35
076301,044385,948.35
076301,064505,1244.49
076301,138339,948.35
076301,206881,410.13
076301,429686,948.35
076301,429694,410.13
076301,429708,410.13
076301,429716,948.35
076301,429724,410.13
076301,429732,410.13
076301,429740,410.13
076301,429759,410.13
076301,429767,410.13
076301,429775,948.35
076301,429783,948.35
076301,429791,948.35
076301,429805,948.35
076301,429813,948.35
076301,429821,948.35
076301,429830,948.35
076301,429848,410.13
076301,429856,410.13
076301,429864,410.13
076301,429872,410.13
077003,034290,1249.19
077003,168386,1285.62
078005,027740,1668.72
078005,168386,1760.38
078005,213217,1474.82
078005,795968,1581.76
078249,011975,1416.06
078249,143502,1007.11
078249,213217,1689.87
078431,283126,1208.06
078431,288195,1048.24
078431,288314,1101.12
078431,315290,1189.26
078431,332348,1278.57
078519,148784,1653.44
078519,151882,1478.34
078519,253529,1633.47
078519,253570,1756.86
078519,253588,1733.35
078519,253596,1856.74
078519,253600,1881.42
078519,253618,1566.48
078519,253634,1698.10
078519,288284,1699.25
078519,288322,1733.35
078519,636207,1733.35
078519,717916,1653.44
081179,021490,6906.38
081179,087149,6465.70
081179,119350,6310.58
081179,208515,6177.79
081179,336831,6465.70
081180,021490,6744.21
081180,077160,6862.90
081180,103870,6804.15
081180,119350,6919.31
081180,336831,6862.90
081210,021490,3732.29
081210,087149,3732.29
081210,088390,3732.29
081210,122734,3732.29
082165,116718,676.89
082165,135780,1678.12
082170,055441,1711.03
082170,135780,1752.16
082170,176087,1504.20
082222,098361,1808.56
082222,114910,2324.46
082222,190926,1808.56
082222,594300,1981.31
082402,039748,1829.72
082402,049212,1541.80
082402,053090,2350.31
082402,072702,1746.28
082402,114472,1707.50
082402,177750,1664.02
082517,002968,1488.92
082517,019712,738.00
082517,033766,1488.92
082517,049573,1277.39
082517,053090,1488.92
082517,085774,1488.92
082517,147001,1488.92
082517,153869,1488.92
082517,163678,738.00
082517,169684,1488.92
082517,198170,1698.10
083025,004898,3557.19
083025,068306,3543.09
083025,087602,3548.97
083025,160172,4236.43
083025,179850,3543.09
083046,040207,5657.19
083046,045110,5657.19
083046,162620,5657.19
084003,045012,3443.20
084003,059986,4323.39
084003,119830,4191.78
084003,178373,3443.20
084046,001350,4098.94
084046,011290,4183.55
084046,161756,4249.36
084046,179329,4108.34
084238,005584,4323.39
084238,044474,4323.39
084238,126705,4323.39
084238,194611,3865.08
084259,049891,2954.34
084259,179329,2954.34
086091,097640,4517.29
086091,159867,4395.08
086091,163180,5017.91
086091,196924,5487.97
086128,142263,3583.05
086128,163562,3571.30
086128,165115,3587.75
086128,166758,4128.32
086286,064173,2689.93
086286,105864,2763.96
086286,135976,2170.51
086286,199311,2752.21
087064,040533,4727.65
087064,043281,4734.70
087064,047775,4946.23
087064,195596,4828.71
087221,040533,4474.99
087221,072273,4474.99
087221,157414,4474.99
087248,028347,3109.46
087248,032832,3109.46
087248,106526,3109.46
087248,135178,3109.46
087248,163759,3109.46
087251,002224,3360.94
087251,096474,3364.47
087251,189251,3364.47
087251,353698,3364.47
087253,043281,2192.84
087253,102709,2192.84
087253,107000,2192.84
087306,010090,2008.34
087306,043281,2008.34
087306,102709,3128.26
087306,107000,2204.59
087306,171220,2302.13
087306,607274,1829.72
087306,612880,2340.91
087340,102709,3190.55
087340,187496,2192.84
087340,695726,2192.84
087374,005517,3254.00
087374,195740,4009.63
087379,015105,2242.20
087379,022276,2370.29
087379,025178,2579.46
087379,032832,2812.15
087379,045691,2483.10
087379,074047,2108.23
087379,102709,2880.30
087379,127434,2820.37
087379,135178,2820.37
087379,152536,2130.56
087379,187496,2037.72
087379,627968,2127.03
087480,062383,5972.14
087480,109983,4006.10
087480,113506,4069.56
087480,195740,4190.60
088019,191523,5321.10
088048,002224,3890.94
088048,010855,3546.62
088048,109185,3383.27
088048,158062,3546.62
088090,063371,2682.88
088090,148067,2678.18
088090,216402,2708.73
088090,354384,2531.28
088093,012432,3439.68
088093,063371,3712.31
088093,096474,2571.24
088093,354384,3608.90
088093,389056,3289.26
088259,076007,2476.05
088259,133787,2537.16
088259,148067,2572.41
088259,165328,2548.91
088259,195855,2713.43
088259,216402,2638.22
088259,322822,2741.64
088259,354392,2645.27
088259,363162,2667.60
088259,689335,2333.86
089320,113964,1836.77
089320,119091,2070.62
089320,186406,1836.77
089320,199311,1601.74
089562,014826,1648.74
089562,022357,3925.02
089562,082856,4040.18
089562,122920,3657.08
089562,137510,4076.61
089562,190519,1981.31
090013,014192,3713.49
090013,040681,3691.16
090013,169234,3713.49
090013,194298,3648.86
091583,327697,1212.76
091583,704741,1212.76
091583,737208,1212.76
091583,757578,1212.76
095027,024830,1550.03
095027,329673,929.55
095089,024830,1056.46
095089,049727,1056.46
098047,124362,1444.27
098047,168386,1444.27
098047,199516,1444.27
098071,002879,4202.35
098071,018473,4242.31
098071,060542,4201.18
098071,060976,5084.89
099002,017159,2276.27
099002,024953,2300.95
099002,065447,2664.08
099002,069965,2185.79
099002,072982,2156.41
099002,088684,1692.22
099002,124362,2127.03
099002,170763,1692.22
099002,203700,2122.33
099002,290521,2268.05
099002,441910,1814.44
099002,492299,874.32
099002,492302,874.32
099002,492310,874.32
099002,696803,2127.03
099026,017159,2501.90
099026,024953,2479.58
099026,142832,2526.58
099026,203700,2498.38
099028,017159,2130.56
099028,024953,2559.49
099028,199516,2183.44
099028,203700,2204.59
099046,053970,1518.30
099046,064564,1518.30
099046,065447,2886.18
099046,134171,1930.78
100037,057142,2201.06
100037,075396,2201.06
100037,150347,2309.18
100037,150479,2312.70
101019,002267,725.07
101019,147001,882.54
101019,217913,786.18
101019,757985,753.27
101470,067512,3798.10
101470,138037,3798.10
101470,163490,3798.10
101470,177393,3798.10
104119,033570,1008.28
104119,048925,930.72
104119,094200,1088.19
104119,191728,1008.28
104125,033570,1037.66
104125,111996,982.43
104125,137251,923.67
104125,183342,982.43
104127,033570,918.97
104127,094200,974.20
104127,137260,946.00
104127,191728,903.69
104128,094200,965.98
104128,101257,944.82
104128,137260,923.67
104128,163066,944.82
104133,137251,930.72
104133,183342,930.72
104136,015083,1030.61
104136,035971,904.87
104136,100757,1015.33
104136,101257,949.53
104136,134171,1286.79
104136,137260,946.00
104136,195278,1170.45
104136,242683,877.84
104136,251950,927.20
104136,695610,1015.33
107062,084093,936.60
107062,096822,856.69
107062,117064,1010.63
107062,157511,915.45
107062,175277,934.25
107062,179027,840.24
109063,109452,755.62
109063,112780,951.88
109063,147672,1218.64
109063,188140,1296.20
109194,052256,1797.99
109194,061743,1682.82
109194,147672,1297.37
109194,196916,1863.80
109194,257729,1797.99
109194,620025,1864.97
109194,645214,1849.69
109194,737917,1786.24
109194,758442,1741.58
111248,034142,889.59
111248,057479,815.56
111248,070238,907.22
111248,157163,879.02
111354,154679,836.71
111354,217590,879.02
111354,262790,800.28
111354,262803,800.28
111354,262811,800.28
111354,636355,903.69
111390,024295,1045.89
111390,305251,719.19
112705,006050,984.78
112705,138819,1177.51
112849,071560,773.25
112849,107859,926.02
112849,146374,619.31
112849,189510,773.25
114013,046906,551.15
114013,062464,557.02
114013,104752,545.27
114013,251003,526.47
114056,036684,695.69
114056,074667,695.69
114056,175633,695.69
114056,185078,695.69
114080,082147,1689.87
114080,096245,1634.64
114080,133094,1634.64
114080,171239,1653.44
114080,200816,1653.44
114240,039942,1470.12
114240,098043,1672.25
114240,197440,1674.60
116178,078182,1407.84
116178,105031,1646.39
118541,150320,1593.51
118541,201227,1608.79
118541,215376,1608.79
118541,788279,1608.79
123001,039845,1655.79
123001,075000,1970.73
123001,126020,1329.10
123001,163376,545.27
123001,217123,1466.59
123001,217131,1192.78
123001,362760,1655.79
123128,065366,1810.91
123128,080004,1810.91
123128,112917,1810.91
123128,160270,1810.91
123128,172120,1810.91
123128,642819,1842.64
123133,015652,2557.14
123133,065013,2520.71
123133,080004,2370.29
123148,080004,2983.72
123148,116874,2983.72
123148,142670,2983.72
123148,220817,2983.72
123164,112917,2257.47
123164,146110,2276.27
123164,160270,2257.47
123164,221694,2520.71
123164,259772,2279.80
123164,388475,2257.47
123164,389021,2257.47
123164,642819,1842.64
123164,687472,1949.58
123194,022594,2659.38
123194,071803,2041.24
123194,132527,2404.37
123194,142670,3254.00
123194,159298,2659.38
123199,151084,882.54
123199,182150,474.76
123199,198048,1097.59
123199,215074,747.40
125020,143502,1018.86
125020,157953,1059.99
125020,269417,866.09
125020,690546,1070.57
127312,048577,917.80
127312,105503,877.84
127312,209252,1193.96
127312,336947,897.82
127312,344893,897.82
127312,351482,897.82
127312,401200,1393.73
127312,401285,1193.96
127312,401307,1572.36
127312,776025,897.82
128211,031305,1333.80
128211,050962,484.16
128211,059404,984.78
128211,131466,467.71
128211,147672,499.44
128211,253995,445.38
128211,276898,544.10
128211,336947,492.39
128211,604097,593.45
128211,705446,454.78
128211,758418,452.43
133031,033499,652.21
155191,636975,722.72
155191,638722,866.09
155191,655821,814.38
155191,679062,801.46
155191,701912,808.51
155191,747033,846.11
155193,632708,826.13
155193,679062,829.66
155193,701912,770.90
155193,707597,889.59
162035,022608,428.93
162035,066338,1097.59
162035,082066,526.47
162035,114537,1112.87
162035,160423,444.21
162035,406139,1084.67
162035,498270,955.40
162035,501700,448.91
162035,657336,399.55
167226,095290,1252.71
167226,444790,593.45
167226,444804,781.48
167226,444871,667.49
167226,445169,667.49
167226,445185,667.49
167226,445215,667.49
167226,445240,667.49
172312,022357,901.34
172312,044717,859.04
172312,053120,848.46
172312,057525,817.91
172312,101460,812.03
172312,121762,321.99
172312,193330,822.61
172312,248452,821.43
172312,248479,827.31
172312,258628,830.83
172312,258636,834.36
172312,258644,775.60
172312,341452,815.56
172312,352373,827.31
172312,424200,797.93
187007,127850,297.31
187007,166367,340.79
187007,213802,292.61
187007,304425,340.79
187007,605700,340.79
187007,611697,340.79
187007,673986,373.70
187007,680168,373.70
187007,731978,364.30
196018,037877,1586.46
196018,046329,1748.63
196018,047368,2252.77
196018,068357,1519.48
196018,092169,1901.40
196018,100420,2104.70
196018,127558,1686.35
196018,165867,2067.10
196018,270938,1844.99
196018,271101,1611.14
196018,271110,1689.87
196018,271160,1586.46
196018,271179,1586.46
196018,271187,1586.46
196018,306207,1466.59
196018,306223,1466.59
196018,361917,1586.46
196018,618900,1495.97
196018,643343,1495.97
196018,704032,1607.61
196018,717649,1574.71
196018,736384,1652.27
196022,271179,1544.15
196022,271187,1544.15
196022,618900,1495.97
196022,717649,1592.33
196023,271160,1548.85
196023,271179,1548.85
196023,618900,1545.33
196023,717649,1550.03
196024,271179,1570.01
196024,271187,1570.01
196024,618900,1618.19
196024,704032,1519.48
196025,271110,1544.15
196025,271160,1544.15
196025,618900,1545.33
196025,717649,1541.80
196026,271160,1559.43
196026,271179,1559.43
196026,618900,1527.70
196026,704032,1592.33
196027,271179,1618.19
196027,271187,1618.19
196027,704032,1664.02
196027,736384,1570.01
196028,271110,1722.78
196028,361917,1722.78
196028,618900,1722.78
196028,717649,1722.78
196029,271110,1541.80
196029,271160,1541.80
196029,618900,1541.80
196029,704032,1541.80
196030,271160,1882.60
196030,271179,1882.60
196030,704032,1882.60
196030,736384,1882.60
196031,271179,1555.90
196031,271187,1555.90
196031,643343,1562.96
196031,736384,1548.85
196032,271110,1689.87
196032,361917,1689.87
196032,618900,1689.87
196032,704032,1689.87
196033,271110,1521.83
196033,271160,1521.83
196033,704032,1495.97
196033,736384,1545.33
196034,271160,1689.87
196034,271179,1689.87
196034,643343,1689.87
196034,736384,1689.87
196035,271110,1722.78
196035,361917,1722.78
196035,704032,1722.78
196035,736384,1722.78
196036,271110,1544.15
196036,271160,1544.15
196036,643343,1592.33
196036,736384,1495.97
197033,134171,2698.16
197033,140643,1989.54
197033,184497,2285.68
197034,064718,3085.96
197034,074799,2230.44
197034,184497,1671.07
197034,388572,3216.40
197034,510955,3216.40
197034,510963,3216.40
200005,125024,2082.37
200005,141925,1990.71
200006,084930,2392.62
200006,102636,2268.05
200006,141925,2335.03
200006,158860,2305.65
200006,450022,2324.46
200017,087840,2159.93
200017,125024,2082.37
200017,187836,2289.20
200017,194557,2437.27
200028,008559,2219.87
200028,078093,2261.00
200028,125741,2398.49
200028,142808,2363.24
200056,032328,2624.12
200056,161314,2407.89
200058,086770,2078.85
200058,095265,2078.85
200058,119059,2078.85
200058,847550,2078.85
230116,101524,399.55
230116,175633,399.55
230116,401722,399.55
230116,401730,399.55
237126,397660,340.79
237126,453544,340.79
237126,453552,340.79
237126,453579,340.79
237126,453587,340.79
277978,330159,69.33
282006,381012,69.33
282006,381020,69.33
282006,381063,69.33
299013,051594,5731.23
299013,088382,6743.04
299013,119873,5731.23
299013,176508,5731.23
299014,024015,8317.75
299014,051055,8079.19
299014,068977,19198.50
299014,088382,8317.75
299014,090468,8317.75
299014,105562,6833.52
299143,049336,14487.31
299143,062383,12313.27
299143,123269,9747.91
299143,471054,5388.08
299143,471070,5388.08
299143,480193,5388.08
299143,793710,5388.08
300009,001546,2624.12
300009,005045,4465.59
300009,079839,2624.12
300009,098949,3290.43
300009,142670,2801.57
300009,155551,2261.00
300009,315338,3290.43
300009,315346,3290.43
300009,757284,3290.43
300032,105260,2204.59
300032,142670,2390.26
300075,115630,2441.97
300075,142670,2829.77
300075,177075,2441.97
300075,724440,2441.97
304009,024554,1300.90
304009,042196,989.48
304009,055670,989.48
304056,045500,1280.92
304056,084662,1280.92
304056,131725,1233.91
304056,151050,1280.92
304125,142700,1177.51
304125,413798,1397.26
306028,007196,2481.93
306028,013595,1742.75
306028,036374,2478.40
306028,131962,2344.43
306060,014672,1722.78
306060,141631,2094.13
306060,189294,1908.45
306060,290386,1908.45
