sql,nivel_preservacao,atos_tombamento,denominacao,endereco_secundario,endereco_oficial,subprefeitura,situacao,erro
"0020680011","TOMBADO","RES. 07/15 - TOMB. DOS ELEMENTOS DA AREA DO PATIO DO COLEGIO; RES. 17/07 - TOMB. DA AREA DO CENTRO VELHO (LISTADO COMO A.E. - VIDE ART. 4º); A.E. DA CASA DA MARQUESA (TEO RES. 05/91); A.E. RES. SC S/N/71; A.E. RES. SC 45/95; ETC.","","VENCESLAU BRAS 61 A 67, RUA","R VENCESLAU BRAS, 00061","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0010800009","TOMBADO","RES. 37/92 - TOMBAMENTO, PELO CONPRESP, DA AREA DO ANHANGABAU (ANEXO I - ITEM 139); A.E. DA IGREJA DE SANTO ANTONIO (A.E. RES. SC S/N/70 - SO CONDEPHAAT); A.E. DO TEATRO MUNICIPAL (A.E. RES. SC 49/81 - SO CONDEPHAAT); A.E. DO EDIFICIO ALEXANDRE MACKENZIE (A.E. RES. SC 27/84 - SO CONDEPHAAT); A.E. DA RESIDENCIA ELIAS PACHECO CHAVES (A.E. RES. SC 19/83 - SO CONDEPHAAT); A.E. DO EDIFICIO DO ANTIGO BANCO DE SAO PAULO (A.E. RES. SC 44/03 - SO CONDEPHAAT)","","BENTO 201, 203, 207, R. SAO","R S BENTO, 00201","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0010500014","TOMBADO","RES. 37/92 - TOMBAMENTO, PELO CONPRESP, DA AREA DO ANHANGABAU (ANEXO I - ITEM 50); A.E. DO SOBRADO NA RUA FLORENCIO DE ABREU (A.E. RES. SC 43/80 - SO CONDEPHAAT)","","FLORENCIO DE ABREU 220, 222, R.","R FLORENCIO DE ABREU, 00220","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0010610010","TOMBADO","RES. 37/92 - AREA DO ANHANGABAU; A.E. DO TEATRO MUNICIPAL (A.E. RES. SC 49/81 - SO CONDEPHAAT); A.E. DO SOBRADO A RUA FLORENCIO DE ABREU (A.E. RES. SC 43/80 - SO CONDEPHAAT); A.E. DA RESIDENCIA ELIAS PACHECO CHAVES (A.E. RES. SC 19/83 - SO CONDEPHAAT); A.E. DO BANCO DO ESTADO DE SAO PAULO (A.E. RES. SC 44/03 - SO CONDEPHAAT)","","JOAO 108, AV. SAO","AV S JOAO, 00108","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0010400004","TOMBADO","RES. 37/92 - TOMBAMENTO, PELO CONPRESP, DA AREA DO ANHANGABAU (LISTADO COM NP-2 NA LEGISLACAO DE Z8.200); A.E. DO SOBRADO DA RUA FLORENCIO DE ABREU (A.E. RES. SC 43/80 - SO CONDEPHAAT)","","FLORENCIO DE ABREU 449, 455, 459, R. C/ AUGUSTO SEVERO 78, 88, R.","R FLORENCIO DE ABREU, 00449","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0010510028","TOMBADO - PRESERVAÇÃO DE FACHADAS E VOLUMETRIA","RES. 17/07 - T DA AREA DO CENTRO VELHO (EDIFICACOES, PRACAS, OBRAS DE ARTE E VIADUTOS); RES. 44/92 - APT IMOVEIS ENQUADRADOS COMO Z8200; RES. 11/02 - APT DA AREA DO CENTRO VELHO","AREA DO CENTRO VELHO","CARLOS DE SOUSA NAZARE 250 A 256, R.","R CARLOS DE SOUSA NAZARE, 00250","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0020680002","TOMBADO","RES. 07/15 - TOMB. DOS ELEMENTOS DA AREA DO PATIO DO COLEGIO; RES. 17/07 - TOMB. DA AREA DO CENTRO VELHO (LISTADO COMO A.E.); A.E. DA CASA DA MARQUESA (TEO RES. 05/91); A.E. RES. SC S/N/71; A.E. RES. SC 45/95; ETC.","","SE 71, 75, 79, 87, 89, PRACA DA C/ FLORIANO PEIXOTO 12, RUA","PC DA SE, 00079","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0010400009","TOMBADO","RES. 37/92 - TOMBAMENTO, PELO CONPRESP, DA AREA DO ANHANGABAU","","FLORENCIO DE ABREU 501, R. C/ AUGUSTO SEVERO 128, R.","R FLORENCIO DE ABREU, 00501","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0050120011","TOMBADO","RES. 22/16 - TOMB. DO CONJUNTO IMOVEIS E LOGRADOUROS INTEGRANTES DA Z8-200; RES. 17/07 - TOMB. DA AREA DO CENTRO VELHO (LISTADO COMO A.E.); A.E. DA CASA DA MARQUESA DE SANTOS (TEO RES. 05/91); A.E. RES. SC S/N/71; A.E. RES. SC 50/81; ETC.","","SE 42 46, 48, 54, PR. DA","PC DA SE, 00042","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0060440066","TOMBADO","RES. 22/02 - TOMB. DO BAIRRO DA BELA VISTA (ANEXO I - ITEM 86)","BAIRRO DA BELA VISTA","TREZE DE MAIO 112, R.","R TREZE DE MAIO, 00112","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0070440003","TOMBADO","RES. 16/13 - TOMB. IMOVEL A RUA MARQUES DE ITU 968;","","ITU 968, R. MARQUES DE","R MARQUES DE ITU, 00968","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0050440014","TOMBADO","RES. 15/15 - TOMB. ANTIGA RESIDÊNCIA DO ARQUITETO FELISBERTO RANZINI; A.E. CAPELA DOS AFLITOS (A.E. RES. SC S/N/78 - SO CONDEPHAAT); A.E. DO PALACIO DA JUSTICA (A.E. RES. SC 50/81 - SO CONDEPHAAT); A.E. DA CAPELA DO MENINO JESUS E SANTA LUZIA (A.E RES. SC 30/95 - SO CONDEPHAAT);","RESIDENCIA DO ARQUITETO FELISBERTO RANZINI","LUZIA 31, R. SANTA","R STA LUZIA, 00031","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230118","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230119","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230120","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230121","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230122","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230123","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230124","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230125","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230126","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230127","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230128","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230129","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230130","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230131","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230132","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230133","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230134","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230135","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230136","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230137","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230138","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230139","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230140","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230141","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230142","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230143","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230144","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230145","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230146","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230147","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230148","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0111230149","TOMBADO","RES. 29/18 - TOMB. 32 EDIFICACOES MODERNAS INDICADAS COMO ZEPEC (QUADRO I - ITEM 11); RES. 23/16 - APT DOS IMOVEIS ZEPEC; PROC. SC 79.978/2006 - APT, PELO CONDEPHAAT, DO EDIFICIO ABAETE; A.E. DA CASA DA RUA ITAPOLIS (A.E. RES. SC S/N/94 - SO CONDEPHAAT)","EDIFICIO ABAETE / PROJETO ABRAHAO SANOVICZ / 1963","PARA 222, RUA","R PARA, 00222","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0050140006","TOMBADO","RES. 22/16 - TOMBAMENTO, PELO CONPRESP, DOS ANTIGOS IMÓVEIS ENQUADRADOS COMO Z8-200; RES. 17/07 - TOMBAMENTO, PELO CONPRESP, DA ÁREA DO CENTRO VELHO; ÁREA ENVOLTÓRIA, PELO CONDEPHAAT, DA IGREJA DE SANTO ANTÔNIO (RES. SC S/N/70), DO PALÁCIO DA JUSTIÇA (RES. SC 50/81) E DA RESIDÊNCIA ELIAS PACHECO CHAVES (RES. SC 19/83); ÁREA ENVOLTÓRIA, PELO IPHAN, DO CONJUNTO ARQUITETÔNICO DE SÃO FRANCISCO (PROC. IPHAN 0593-T-1959, SEI 01458.000278/2013-02)","CASA DAS ARCADAS","QUINTINO BOCAIÚVA 148, 166, 176, 182, RUA C/ BENJAMIM CONSTANT 123, 133, 135, 141, 143, RUA","R QUINTINO BOCAIUVA, 00148","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0060070250","TOMBADO","RES. 37/92 - AREA DO ANHANGABAU; A.E. DO ED. ESTHER (A.E. RES. 31/92);","","LUIS 29, AV. SAO C/ BASILIO DA GAMA 32 A 52, R.","PC DA REPUBLICA, 00032","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
"0060070986","NAO TOMBADO/NAO CONSTA","","","","","","",""
"0060070252","TOMBADO","RES. 37/92 - AREA DO ANHANGABAU; A.E. DO ED. ESTHER (A.E. RES. 31/92);","","LUIS 29, AV. SAO C/ BASILIO DA GAMA 32 A 52, R.","PC DA REPUBLICA, 00032","Subprefeitura da Sé","Número do IPTU ATIVO nos bancos de dados da Prefeitura do Município de São Paulo.",""
