uso,tipo,tema,oficialidade,nome,path,bytes,drive_id
USAR,OUTRO,OUTRO,OFICIAL,Projeto de Intervenção Urbana apresentado por particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,5892,19Rgh9vhpyVRNjUQS8uk0YPKk_LlPJkOk
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 58.707 DE 8 DE ABRIL DE 2019 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,4395,1j1D1MdKsBIDttw1RUeKr1bckj6v-_Jvl
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.202 DE 16 DE OUTUBRO DE 2019 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,35848,1ceJ6fRhlaj_3_GCf8JCamVLEaZqNeHXL
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.577 DE 20 DE JULHO DE 2021 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,36159,1AUq4k4EX5Te5kzwrzb9R_5iq3PqFyAkl
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 63.423 DE 21 DE MAIO DE 2024 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,12621,1kQm619E4Ap8X6K1M-AcKaMA7A-AZDKuu
USAR,OUTRO,OUTRO,OFICIAL,Transferência do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura2.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,4824,1cw5G2dlqJNReylc7LNWyItHCnNNK0VdJ
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 16.402 DE 22 DE MARÇO DE 2016 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,276511,1G8DIW76EoyJqZ7wlkI-ezwXVyUs28on5
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 57.776 DE 7 DE JULHO DE 2017 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,96912,1O1bxKPY0tfNWeWwSTBNpo7Ckb-OqxdHo
USAR,OUTRO,GEO,OFICIAL,Ativação de Zonas de Estruturação (ZEUP e ZEMP) por Particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,3929,1e3TE-bs6ZAcLOoPpaKUd0eCHSwRssAUs
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 61.218 DE 6 DE ABRIL DE 2022 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,2662,1wvLCnhFOq0SuhUCUMGjqfD90b2RO8wHe
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 63.728 DE 10 DE SETEMBRO DE 2024 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,215775,1d0cBTuW-QaR05zWPSgyENwM4VygCrjKz
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 63.999 DE 30 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,3022,1Y7MZR3vWm4kiCxsyRv9kIBYMBytQwkwe
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.975 DE 8 DE JULHO DE 2023 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,164421,105sFiM3la68Q7zKhsOCU3Po8v607OubZ
USAR,OUTRO,OUTRO,OFICIAL,Enquadramento de Atividade CNAE - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/Certidoes_e_Atos_Administrativos,4639,1mH_yCHznPLXQbxIxn4UJP0pTsxaGO5o2
USAR,OUTRO,TDC,OFICIAL,Outorga Onerosa do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/Certidoes_e_Atos_Administrativos,7311,150HZKhDk8LCQ8q1oUq3IB_9a0egh0Vsk
USAR,OUTRO,OUTRO,OFICIAL,Enquadramento de Atividade CNAE - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/Certidoes_e_Atos_Administrativos/Atos_Administrativos,5355,1-tEvEPSYpMlLtvRyOB_upxQi4OwOyC8D
USAR,OUTRO,TDC,OFICIAL,Outorga Onerosa do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/Certidoes_e_Atos_Administrativos/Outorgas_Onerosas,8024,1RRLc7_WnOYi6qUEFAnjOwV-QPbSdcAaw
COMERCIAL,OUTRO,TDC,DESCONHECIDO,FUNDURB_Balanco_Financeiro_Consolidado_01JAN_2026.md,02_SILVER_STAGED/Economia_Urbana_e_Financas,3346,1VNm6eHRRPzU7mjMQutSN4xCMrw_eZlLA
COMERCIAL,OUTRO,TDC,DESCONHECIDO,fila_tdc_5porcento_fundurb-2026- fevereiro.md,02_SILVER_STAGED/Economia_Urbana_e_Financas,3799,1JbDZgzzm8fqYTnmqNZdzSBLRrJ7crzbN
COMERCIAL,OUTRO,TDC,DESCONHECIDO,fila_tdc_5porcento_fundurb_dez_2025-pdf.md,02_SILVER_STAGED/Economia_Urbana_e_Financas,3680,1nR2KUtwmJFBEdIt5_G3HOdXSuorFcn14
USAR,LEI,GEO,OFICIAL,MAPA 1 da Lei 18.177_2024 .md,02_SILVER_STAGED/Geoprocessing_e_Mapas,71,1v3WpjIl0jZv5fOfWdgULRmWgVJ-9HDmg
USAR,DECRETO,JURIDICO,OFICIAL,Anexo I do Decreto 58_289_2018.md,02_SILVER_STAGED/Legislacao_Urbanistica,3751,1RjZW_Ti17tqukU4H0f8v1XDq3NdsDb1F
USAR,LEI,JURIDICO,OFICIAL,Lei nº 11.428.md,02_SILVER_STAGED/Legislacao_Urbanistica,32408,1X-OvoLahfTLbkaLuw7Q7V54oThvBMDMm
USAR,DECRETO,JURIDICO,OFICIAL,ARQUIP _ DOSP - 105163385 - Decreto.md,02_SILVER_STAGED/Legislacao_Urbanistica,42798,1TFddYFFzyybaZBUW8yOwa4H0o0pk_THY
USAR,LEI,JURIDICO,OFICIAL,ARQUIP _ DOSP - 107504220 - Lei.md,02_SILVER_STAGED/Legislacao_Urbanistica,22471,16sEJh54VA8z1Z8XQYdslAGoW8bMbJWjM
USAR,DECRETO,JURIDICO,OFICIAL,ARQUIP _ DOSP - 148669538 - Decreto.md,02_SILVER_STAGED/Legislacao_Urbanistica,2583,1Yo194h9LCg4KaZONB3YVzByZ-cwyep5G
USAR,OUTRO,OUTRO,OFICIAL,PRONUNCIAMENTO SMUL.ATECC.CTLU_001_2024 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/Legislacao_Urbanistica,3654,1aaOKi1VzfKGm2nX3sgoCkc9LSA0Pa2Uj
USAR,PORTARIA,JURIDICO,OFICIAL,ARQUIP _ DOSP - 149729786 - Portaria.md,02_SILVER_STAGED/Legislacao_Urbanistica,2128,1O4DQt4hkMfpXSnRyKqkRkcGr919x_B4-
USAR,LEI,JURIDICO,OFICIAL,ARQUIP _ DOSP - 097088730 - Lei.md,02_SILVER_STAGED/Legislacao_Urbanistica,105558,1RArM-Fy3zhfGnkhFE2ak1kljxkUKwcL3
USAR,DECRETO,JURIDICO,OFICIAL,ARQUIP _ DOSP - 148669538 - Decreto.md,02_SILVER_STAGED/Legislacao_Urbanistica/Decretos,3277,1UjQop2gMpD5_oqfBq5AD1n_HLmaW9cFN
USAR,DECRETO,JURIDICO,OFICIAL,ARQUIP _ DOSP - 105163385 - Decreto.md,02_SILVER_STAGED/Legislacao_Urbanistica/Decretos,43492,1SJXTAxnmyL9f4OVwj6HOdim7ZrTgb_Ni
USAR,LEI,JURIDICO,OFICIAL,ARQUIP _ DOSP - 097088730 - Lei.md,02_SILVER_STAGED/Legislacao_Urbanistica/Leis_Diretoras,106258,1lCReQMwnnF8UiRkZnM0NzHxBzvgLLZX1
USAR,LEI,JURIDICO,OFICIAL,ARQUIP _ DOSP - 107504220 - Lei.md,02_SILVER_STAGED/Legislacao_Urbanistica/Leis_Diretoras,23171,10FUBc80RnFwDGaGqlHmXcaNmX8jMAPm3
USAR,OUTRO,OUTRO,OFICIAL,PRONUNCIAMENTO SMUL.ATECC.CTLU_001_2024 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/Legislacao_Urbanistica/Portarias_SMUL,4354,1tBHN9D68e_5yEh--y6ZDkqMirYlyZOxT
USAR,PORTARIA,JURIDICO,OFICIAL,ARQUIP _ DOSP - 149729786 - Portaria.md,02_SILVER_STAGED/Legislacao_Urbanistica/Portarias_SMUL,2828,1SkLXjlKJhZmjas1fZvJMSCXBGm7sqI2T
COMERCIAL,OUTRO,TDC,DESCONHECIDO,FUNDURB_Balanco_Financeiro_Consolidado_01JAN_2026 (1)_PART_004.md,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo,637,130NOCKm7JSomd0adJvSkwCuMls79o-E5
COMERCIAL,OUTRO,TDC,DESCONHECIDO,FUNDURB_Balanco_Financeiro_Consolidado_01JAN_2026 (1)_PART_003.md,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo,1649,1ZzbizRIY3AXAI3tp-0uAoNrjJsyjO82N
COMERCIAL,OUTRO,TDC,DESCONHECIDO,FUNDURB_Balanco_Financeiro_Consolidado_01JAN_2026 (1)_PART_002.md,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo,1586,140YHQn3XqvltnEqPydXgqv9nOpb6E8A3
COMERCIAL,OUTRO,TDC,DESCONHECIDO,FUNDURB_Balanco_Financeiro_Consolidado_01JAN_2026 (1)_PART_001.md,02_SILVER_STAGED/MOTOR_1_Markdown_Limpo,504,15UqR89OPJggIYGsWF7Gh_NK7rxZJq6H_
COMERCIAL,TABELA_DADO,TDC,DESCONHECIDO,FUNDURB_Balanco_Financeiro_Consolidado_01JAN_2026 (1)_Pag_1_Tab_2.csv,02_SILVER_STAGED/MOTOR_2_Tabelas_Staged,66,1scUocKqBrK1kcpXHpDAgPY66dzXnrO9u
COMERCIAL,TABELA_DADO,TDC,DESCONHECIDO,FUNDURB_Balanco_Financeiro_Consolidado_01JAN_2026 (1)_Pag_1_Tab_1.csv,02_SILVER_STAGED/MOTOR_2_Tabelas_Staged,2588,199z3doCOL15fb8pvB4NA4NK_wANFDt5T
COMERCIAL,TABELA_DADO,TDC,DESCONHECIDO,fila_tdc_5porcento_fundurb_dez_2025-pdf_Pag_1_Tab_1.csv,02_SILVER_STAGED/MOTOR_2_Tabelas_Staged,3708,1R8hx1oNHdipebLozEQhtFMwyBmhyuusQ
COMERCIAL,OUTRO,TDC,DESCONHECIDO,FUNDURB_Balanco_Financeiro_Consolidado_01JAN_2026 (1)_Pag_1_Img_1.png,02_SILVER_STAGED/MOTOR_3_GeoJSON_Staged/Imagens_Extraidas,6199,1-DhGrHaB-kRPwLYRHYwF7NV2Et35nnXi
COMERCIAL,OUTRO,TDC,DESCONHECIDO,fila_tdc_5porcento_fundurb_dez_2025-pdf_Pag_1_Img_1.png,02_SILVER_STAGED/MOTOR_3_GeoJSON_Staged/Imagens_Extraidas,4621,1xEph-0W69RwzFeBeTJXNuWXokgxlTeMU
COMERCIAL,OUTRO,GEO,OFICIAL,SIRGAS_SHP_benstombados.geojson,02_SILVER_STAGED/Motor_3_Espacial,12630371,1sNZJ5qEN1cKiWVtyFQxOKgKijcpSFYoG
USAR,OUTRO,JURIDICO,OFICIAL,2018_30_Sao-Paulo_Tecelagem-de-Seda-Italo-Brasileira_1753238709931.md,02_SILVER_STAGED/Patrimonio_Historico,43795,1Exjq1zSEj7udrUmaBg1Xyub2IcHg8QkD
USAR,OUTRO,JURIDICO,OFICIAL,2018_30_Sao-Paulo_Tecelagem-de-Seda-Italo-Brasileira_1753238709931.md,02_SILVER_STAGED/Patrimonio_Historico/Resolucoes_Tombamento,44499,1ha7UopPWddhsBbIIwb6yb-YvE9xxC5fF
USAR,TABELA_DADO,OUTRO,OFICIAL,001 - QUADRO_1_FINAL.csv,03 — Tabelas & Engines,14388,1wJBdlrw8gUkOIMtPzwgeFAyyr2mq1atg
USAR,TABELA_DADO,OUTRO,OFICIAL,001_-_QUADRO_1_FINAL.csv,03 — Tabelas & Engines,14870,1ytFrWAuUiSIoLjlskBrbD_Bsn2Eq8mJc
USAR,TABELA_DADO,OUTRO,OFICIAL,002 - QUADRO_2_FINAL.csv,03 — Tabelas & Engines,782,1Tq6Co-B_2_Lz6mOW8heo7AL9WDjA2Aoz
USAR,TABELA_DADO,OUTRO,OFICIAL,003 - QUADRO_2A_FINAL.csv,03 — Tabelas & Engines,940,1wX-koAPK9UKC9XyTvsSnsvsby-uPwnIW
USAR,TABELA_DADO,OUTRO,OFICIAL,005 - QUADRO_3_FINAL.csv,03 — Tabelas & Engines,3147,1zeJpzs6kZbRxXrijAzdQyDtmNoFw-h35
USAR,TABELA_DADO,OUTRO,OFICIAL,006 - QUADRO_3A_FINAL.csv,03 — Tabelas & Engines,920,19AGzK7iNVmehxpwqW7_oJLPtxgT61Ohh
USAR,TABELA_DADO,OUTRO,OFICIAL,007 - QUADRO_3B_FINAL.csv,03 — Tabelas & Engines,3733,1Ds-5P_NOuspibvKwCeto0z3-60327Lk9
USAR,TABELA_DADO,OUTRO,OFICIAL,007_-_QUADRO_3B_FINAL.csv,03 — Tabelas & Engines,7897,1lct8bmacyfUKHhwvaACYt86v6GO1U6v7
USAR,TABELA_DADO,OUTRO,OFICIAL,008 - QUADRO_3C_FINAL.csv,03 — Tabelas & Engines,1599,1Rfh9YRBgHIfAA4a76SZxea3-oA_Pp-D3
USAR,TABELA_DADO,OUTRO,OFICIAL,009 - QUADRO_4_FINAL.csv,03 — Tabelas & Engines,31164,1CWtHd-c-A61-CoWzSu_fvD3fXFekeHHr
USAR,TABELA_DADO,OUTRO,OFICIAL,010 - QUADRO_4A_FINAL.csv,03 — Tabelas & Engines,5355,1iCmok2KJdG9QgKzwC4Z7VNFYqkqVX-QK
USAR,TABELA_DADO,OUTRO,OFICIAL,011 - QUADRO_4B_FINAL.csv,03 — Tabelas & Engines,2025,1FY6a_glyYJ_T_cGTcjiU8rzxO50VE_kV
USAR,TABELA_DADO,OUTRO,OFICIAL,012 - QUADRO_5_FINAL.csv,03 — Tabelas & Engines,1764,1M_mzMY1G3HjwUH-WRR5TXt4Tj8sEBe0m
USAR,PLANILHA,OUTRO,DESCONHECIDO,anual2004.xls,03 — Tabelas & Engines,1029120,1RmRzGGnPDpPaRG4cQ6wLXBA0DMxDQo1Z
USAR,PLANILHA,OUTRO,DESCONHECIDO,Anual2011.xls,03 — Tabelas & Engines,1122304,11bG1XBxFWffwsxn-OQf_4CShRkyc8obp
USAR,PLANILHA,OUTRO,DESCONHECIDO,Anual2019.xls,03 — Tabelas & Engines,2320384,1PqtTPUd54nUpYcDZ0ivGodLURvMLHe4u
USAR,PLANILHA,OUTRO,DESCONHECIDO,Anual2020_ate_dezembro.xls,03 — Tabelas & Engines,1534976,14Q1dsf_VemONHFz3PR4h42urE8Jx7sfq
USAR,PLANILHA,OUTRO,DESCONHECIDO,anual_2000.xls,03 — Tabelas & Engines,1698304,1JweqKeggHG5fIUOpcfBuRIhL8DrT5sM3
USAR,PLANILHA,OUTRO,DESCONHECIDO,anual_2001.xls,03 — Tabelas & Engines,1783296,1utqm7zOcTzT-lDJqqSvKV3qLvFG-4Tyf
USAR,PLANILHA,OUTRO,DESCONHECIDO,anual_2002.xls,03 — Tabelas & Engines,1483776,1JIuk1-Fdl_tEGJaS8MxtcgFM4JrhR-X1
USAR,PLANILHA,OUTRO,DESCONHECIDO,Anual_2003.xls,03 — Tabelas & Engines,1184256,11jmQaAP7ukKvm6r15PqxkUM1GlkgqL9I
USAR,PLANILHA,OUTRO,DESCONHECIDO,anual_2012.xls,03 — Tabelas & Engines,1028096,1X8hkpjN_oGIcpnhB1RzSDQOgeoUUutJW
USAR,PLANILHA,OUTRO,DESCONHECIDO,anual_2016.xls,03 — Tabelas & Engines,2331136,1M6Z9xkyr_z_iDU4gNeRfW51SIolHIwnw
USAR,PLANILHA,OUTRO,DESCONHECIDO,Anual_2017_dezembro.xls,03 — Tabelas & Engines,2218496,1w4P8ca1zu8wrivSY4WuETThqKJK8GnVU
USAR,PLANILHA,OUTRO,DESCONHECIDO,Anual_2018.xls,03 — Tabelas & Engines,1748480,1Yqq3feMF-Sw35a78-KTMWGKNyaDKnXQK
USAR,PLANILHA,OUTRO,DESCONHECIDO,anual_2021_ate_dezembro.xls,03 — Tabelas & Engines,1241088,1BevQmC6kLO50TmBV8ObfNvSVgRSgeeRA
USAR,TABELA_DADO,OUTRO,DESCONHECIDO,Atualizacacao_Q14_anoref2025.csv,03 — Tabelas & Engines,5299450,1Q499wCFws3H1d3w0jY1PFYOkCD5PjieF
USAR,TABELA_DADO,OUTRO,NOSSO,DEEP_SCAN_BRONZE_ORIGINAIS.csv,03 — Tabelas & Engines,62628,1gU_mxinFX8t3wbUCl__AmlPpcrf5dL2O
USAR,TABELA_DADO,OUTRO,NOSSO,DEEP_SCAN_SILVER_MOTOR1.csv,03 — Tabelas & Engines,33478,1_Hj4_c5oQXHfQW9_cC8NRN3fjfzsKkOF
USAR,TABELA_DADO,GEO,DESCONHECIDO,DIVERSOS_IA.csv,03 — Tabelas & Engines,32676280,1W4NKKz4HlioobdlHhekjzpJJgFkMJOph
USAR,PDF,OUTRO,DESCONHECIDO,documento_final_ia.pdf,03 — Tabelas & Engines,34017047,17jxDexBvXStSVCsu3T5wYDcer-JHAcPz
USAR,TABELA_DADO,OUTRO,ADQUIRIDO,empresas.csv,03 — Tabelas & Engines,2269763986,1uRWg7wA4KuppJ1TSdEwRmV3H06fTXlnj
USAR,PLANILHA,OUTRO,OFICIAL,GUIAS DE ITBI PAGAS (28012026) XLS.xlsx,03 — Tabelas & Engines,46666755,1IvF7JkpiUWwGMZKaYPM9876ASF_YgjMt
COMERCIAL,PLANILHA,OUTRO,OFICIAL,GUIAS-DE-ITBI-PAGAS-2023.xlsx,03 — Tabelas & Engines,35347867,1ZESc3arRBppUx9HNMdsYDQh8Urnupsrh
COMERCIAL,PLANILHA,OUTRO,OFICIAL,GUIAS-DE-ITBI-PAGAS-2024.xlsx,03 — Tabelas & Engines,32919810,1DEzDLix11FtG_1lhKY1qhnXJAu23Nny_
COMERCIAL,PLANILHA,OUTRO,OFICIAL,GUIAS_DE_ITBI_PAGAS_(2020).xlsx,03 — Tabelas & Engines,22212518,1exBLt0dNS6uP604XnXUWGL9Qwtj8idu3
COMERCIAL,PLANILHA,OUTRO,OFICIAL,GUIAS_DE_ITBI_PAGAS_(2021).xlsx,03 — Tabelas & Engines,34093242,1sxMxJ2EKIll7-vpGJTv6TLptDSJDOg1d
COMERCIAL,PLANILHA,OUTRO,OFICIAL,GUIAS_DE_ITBI_PAGAS_12-2022.xlsx,03 — Tabelas & Engines,32681481,1uQw1WO9Bu5B_wnFDpC-K3gVzKKkCX0AY
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2006.xlsx,03 — Tabelas & Engines,21872540,1AeNFgVhXDZ66DyBMu2FPvu71o0x2PWnv
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2007.xlsx,03 — Tabelas & Engines,23103380,1NIC90aYDZeYg1KqPusbQP03mjJAIT4eL
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2008.xlsx,03 — Tabelas & Engines,26114817,1CZegdbWD_8wtvoufFXre6rHJa30IiGty
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2009.xlsx,03 — Tabelas & Engines,23969035,1nWmPE4ivH1Vj3DX4chGAPIb10vXKtAY5
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2010.xlsx,03 — Tabelas & Engines,24606760,19wCVbWHXVs9AGF3aVo7ClNm4EHeS4hTC
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2011.xlsx,03 — Tabelas & Engines,23608110,1cnv7OdGP2iqu7O_0qtVYWRY_4UWQ8M0d
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2012.xlsx,03 — Tabelas & Engines,22766254,1lIqmcYJ8umsJNUtMx4SwVBqTsUFSXkz9
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2013.xlsx,03 — Tabelas & Engines,23230864,1SfnE6j9ldJJPS7aANddL44xpNmVqLZZZ
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2014.xlsx,03 — Tabelas & Engines,19844905,12EWDLKUquA9lLjfmCIQkTI2eyE0JMMF4
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2015.xlsx,03 — Tabelas & Engines,16952228,1gD4UQqbNqEZVsRhiyoqrkyEtvY2-Z58R
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2016.xlsx,03 — Tabelas & Engines,15090479,1Ce1vTcxVUhOqawurxoVXNNu5FbmIB8Kt
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2017.xlsx,03 — Tabelas & Engines,16645881,1DrWLPXozufPLGonW-bZYMFaBfcX-lF9f
COMERCIAL,PLANILHA,OUTRO,OFICIAL,guias_de_itbi_pagas_2018.xlsx,03 — Tabelas & Engines,17736135,1G_qUEJysBqHtPGP7A1xTI9RiZgu7QDSw
USAR,TABELA_DADO,OUTRO,ADQUIRIDO,holdings.csv,03 — Tabelas & Engines,60233422,1BrBRzC3G4atGZ8JqRZhGp4OnvBZTjOgr
USAR,TABELA_DADO,IPTU,OFICIAL,iptu-2020-cep01.csv,03 — Tabelas & Engines,152926077,1AV8v4esuCxGulgxvGskzo595vycDa3U-
USAR,TABELA_DADO,GEO,OFICIAL,LOTES_Parte_1_IA.csv,03 — Tabelas & Engines,89243979,1EyzQ9O6HTbiUSBgotHYBun_haesZHGC_
USAR,TABELA_DADO,GEO,OFICIAL,LOTES_Parte_2_IA.csv,03 — Tabelas & Engines,90740596,1Ze3bOM75N2FmgNYya9kntyL4boRQRCYF
USAR,TABELA_DADO,GEO,OFICIAL,LOTES_Parte_3_IA.csv,03 — Tabelas & Engines,99466602,1nWjbPVvpWuis9t576Cw_pSTQurmU0swV
USAR,TABELA_DADO,GEO,OFICIAL,LOTES_Parte_4_IA.csv,03 — Tabelas & Engines,84644390,1qeMNZTRj8itKc-6V3_T0uHcn_wDEY0iP
USAR,TABELA_DADO,GEO,OFICIAL,LOTES_Parte_5_IA.csv,03 — Tabelas & Engines,99626280,1zQeOweWGTpizppN8owIv_p1qh4EH6jio
USAR,PLANILHA,GEO,NOSSO,MASTER_PARAMETROS_URBANISTICOS.xlsx,03 — Tabelas & Engines,201868,13a9ws7XCUmU9Mz99UqRiPwDaeFmKyGxm
USAR,TABELA_DADO,OUTRO,NOSSO,MEGA_PLANILHA_ENRIQUECIDA_FINAL_V2.csv,03 — Tabelas & Engines,2811103,1lcNJOi7NQLPDtujP4Z4BsOol3cheqa3-
COMERCIAL,TABELA_DADO,TDC,NOSSO,MEGA_PLANILHA_SANEADA_TOMBADOS_V1.csv,03 — Tabelas & Engines,2675703,1ufhOE9tnBtgAEo4Kp-f2yx5Ago5op7Pm
USAR,PLANILHA,OUTRO,NOSSO,Notas Nilson Grotti.xlsx,03 — Tabelas & Engines,20009,1jR-rSCYcv24sfizyhqU3i6nxK6mdQXhG
USAR,PLANILHA,TDC,OFICIAL,OUTORGA_ONEROSA.xlsx,03 — Tabelas & Engines,1311524,1ifKnqSFZcNF8zdc-CHpUfj56NyY-DlZE
USAR,TABELA_DADO,GEO,OFICIAL,PCA_Consolidado_IA.csv,03 — Tabelas & Engines,22342771,1as1JwV3JQK3gMyBHvOCLo_OJGOg2a3aT
USAR,TABELA_DADO,JURIDICO,OFICIAL,PDE2013_SUBST2_Quadro_14_cadastro.csv,03 — Tabelas & Engines,5422342,1KPeSlCXVtWyuFr52gr0Wg4uzPqymbVaD
USAR,TABELA_DADO,OUTRO,NOSSO,PLANILHA_ENRIQUECIDA_FINAL_ITBI_V2.csv,03 — Tabelas & Engines,2968042,1R0NzBWR62l3Mw7onglejR3rwGQimXbre
USAR,TABELA_DADO,GEO,OFICIAL,RUAS_Consolidado_IA.csv,03 — Tabelas & Engines,63601704,1WVR4hUQvM-N4jcqooLk_MMO77ACM-4bX
USAR,TABELA_DADO,OUTRO,ADQUIRIDO,socios.csv,03 — Tabelas & Engines,3435677749,1gftoKzFaD-NyKClBg3SH8Eo0FYncQYvt
USAR,TABELA_DADO,GEO,OFICIAL,ZONEAMENTO_IA.csv,03 — Tabelas & Engines,40975342,1oOJHSaNhBbWBx5xYtJFMJAMf8mOnUB7H
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 16.402 DE 22 DE MARÇO DE 2016 « Catálogo de Legislação Municipal.pdf,04_ORIGINAIS,1436029,1CylukyjKYD2Ae7HcXZaCz0SYfcW4DmKm
COMERCIAL,PDF,TDC,DESCONHECIDO,FUNDURB_Balanco_Financeiro_Consolidado_01JAN_2026.pdf,DOCUMENTOS PASTA UNICA,355654,1RXFLWcYQS4GBqpTfbJiYxsWKOZhhSThZ
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 57.770 DE 3 DE JULHO DE 2017 « Catálogo de Legislação Municipal.pdf,Documentos Novos/Todos Documentos/IPTU/dados_pericia1,158182,1EkAUMZDtLLg_MGpR4g_s8MnZerj4bUly
USAR,LEI,JURIDICO,OFICIAL,Tabela - Faixa de consumo mensal em kWh X Valor em R$ LEI Nº 17.719 de 26 de Novembro de 2021.pdf,Documentos Novos/Todos Documentos/IPTU/dados_pericia1,177281,1qd7lKOoTazw4wxGocwjSufbU3BvT2yHU
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 13.776 de 10 de Fevereiro de 2004.pdf,Documentos Novos/Todos Documentos/IPTU/dados_pericia1,386847,1J4iiIfJkLKH_7-XnUdcUWe3SCgggcR5R
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 11.308 de 17 de Dezembro de 1992.pdf,Documentos Novos/Todos Documentos/IPTU/dados_pericia1,88737,1aHz2itBCgjnTAtZWkiRBvsyFSjVd8KRb
USAR,LEI,JURIDICO,OFICIAL,Anexo III da Lei nº 17.719_2021.pdf,Documentos Novos/Todos Documentos/IPTU/dados_pericia1,343309,1L4IVHoiAO3cotgp7Ik5J-AjpObDyonel
USAR,LEI,JURIDICO,OFICIAL,Anexo I da Lei nº 17.719_2021.pdf,Documentos Novos/Todos Documentos/IPTU/dados_pericia1,16636,1vYTd4QzJcKli56mfMcV69YrWPe98qGv2
USAR,LEI,JURIDICO,OFICIAL,"Anexo I integrante da Lei nº 15.889, de 5 de novembro de 2013.pdf",Documentos Novos/Todos Documentos/IPTU/dados_pericia1,54497,1pfA3mM1SMRU9eYSmXO-k4yy0hd4oOodI
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 52.884 de 28 de Dezembro de 2011.pdf,Documentos Novos/Todos Documentos/IPTU/dados_pericia1,374307,1B5lJ2_cus-odpr9heI2zr6xO17uN4R2B
