uso,tipo,tema,oficialidade,nome,path,bytes,drive_id
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 15.723 DE 24 DE ABRIL DE 2013 « Catálogo de Legislação Municipal.md,01A_BRONZE_OFICIAL,14415,10CCEnxM1IaNWL_zKOQ_ori7KfTTyHMiY
USAR,LEI,JURIDICO,OFICIAL,2014-07-31 - LEI 16050 - PLANO DIRETOR ESTRATÉGICO.md,01A_BRONZE_OFICIAL,531560,1cSt8E3ECusTIOmC-F6f4ND7GmWK2cSGa
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 15.150 DE 6 DE MAIO DE 2010 « Catálogo de Legislação Municipal.md,01A_BRONZE_OFICIAL,23317,1FUfTLD5CxMLqqa530dtE-ZIGUwoIQS3s
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.577 DE 20 DE JULHO DE 2021 « Catálogo de Legislação Municipal.md,01A_BRONZE_OFICIAL,36844,1gRc_2g7dOttGEvT2mXcqmtQqP-lkHut1
USAR,PDF,OUTRO,OFICIAL,Resolucao 01_22 CONPRESP.pdf,01A_BRONZE_OFICIAL,102278,1-P0R3UjE4BNhZrfKOXYWA1SRN6oxkt7_
USAR,DECRETO,JURIDICO,OFICIAL,Anexo I do Decreto 58_289_2018.pdf,01A_BRONZE_OFICIAL,121684,162hNfwLdyDReBI3g_vyU-ms2R7srZRX_
USAR,JURISPRUDENCIA,OUTRO,DESCONHECIDO,Resolucao 04 CONSPRESP 2023.pdf,01A_BRONZE_OFICIAL,121822,1fHAhZBMyxle5nFiS2usG1ozbYMdAyHhT
USAR,PDF,JURIDICO,OFICIAL,2018_30_Sao-Paulo_Tecelagem-de-Seda-Italo-Brasileira_1753238709931.pdf,01A_BRONZE_OFICIAL,433323,1wB6sRG92yTTUAfmqttuo2wB-ros0NCFB
USAR,JURISPRUDENCIA,GEO,DESCONHECIDO,Resolucao 04 CONSPRESP 2023 - MAPA.pdf,01A_BRONZE_OFICIAL,241426,1hmDf6N2Av2ceCTIMyI2O5Z3xgQAlDzIM
COMERCIAL,PDF,TDC,DESCONHECIDO,fila_tdc_5porcento_fundurb-2026- fevereiro.pdf,01A_BRONZE_OFICIAL,222943,1yc_swoToUlBNV7eT0sX5Ul4QqJQmcMw8
USAR,TABELA_DADO,GEO,OFICIAL,SIRGAS_SHP_areaenvoltoriaiphan2.csv,01A_BRONZE_OFICIAL,786,1s0yB7QI3ZQalV_kAQQxoInzPQrAhPzmm
COMERCIAL,PLANILHA,OUTRO,DESCONHECIDO,GUIAS_DE_ITBI_PAGAS_(2019) (1).xlsx,01A_BRONZE_OFICIAL,20591454,1PVO7iMlk1QFrg6oXrLPJ-OgGiXyrqlbf
USAR,LEI,JURIDICO,OFICIAL,ARQUIP _ DOSP - 107504220 - Lei.pdf,01A_BRONZE_OFICIAL,267237,1osmGl9WeWn-9Z30hI0Qm0HIKOOgjKL0c
USAR,LEI,JURIDICO,OFICIAL,ARQUIP _ DOSP - 097088730 - Lei.pdf,01A_BRONZE_OFICIAL,606680,1STTSYaV8QwRwIZdcd0BygYfYdQEnnMIP
USAR,DECRETO,JURIDICO,OFICIAL,ARQUIP _ DOSP - 148669538 - Decreto.pdf,01A_BRONZE_OFICIAL,152459,1bXboVpE7jzGx_EzmFGT7E0qICNgu11bh
USAR,PLANILHA,JURIDICO,OFICIAL,SIMULADOR_QA_atualizado_lei_18081_24_v4.xls,01A_BRONZE_OFICIAL,142848,1c8ydR5fCQPgONdvttxb2C9ZPLIJfOH8j
USAR,PORTARIA,JURIDICO,OFICIAL,ARQUIP _ DOSP - 149729786 - Portaria.pdf,01A_BRONZE_OFICIAL,156553,1vcBqd0oYyfeI55etX__WSZ2Sxipe4oG1
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 16.642 DE 9 DE MAIO DE 2017 « Catálogo de Legislação Municipal.pdf,01A_BRONZE_OFICIAL,458727,1IXqGFxrlduxaz0anMXMEYy32WDGA3rls
USAR,PORTARIA,JURIDICO,OFICIAL,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 8 DE 30 DE JANEIRO DE 2025 « Catálogo de Legislação Municipal (1).pdf,01A_BRONZE_OFICIAL,103395,1fjEgaqLXrejB4fkkDV8qS2-U3SsnDy7l
USAR,DECRETO,JURIDICO,OFICIAL,ARQUIP _ DOSP - 105163385 - Decreto.pdf,01A_BRONZE_OFICIAL,371553,19mRPVuKCp6hQubhn8MuJiyHP1tXG_Pph
COMERCIAL,TABELA_DADO,TDC,DESCONHECIDO,fila_tdc_5porcento_fundurb_dez_2025-pdf.csv,01A_BRONZE_OFICIAL,3655,10lkHLFUCMSzmSBq21yhABxStPUBX5O46
COMERCIAL,PDF,TDC,DESCONHECIDO,fila_tdc_5porcento_fundurb_dez_2025-pdf.pdf,01A_BRONZE_OFICIAL,260270,1mgxKq0DRv5Hn3NV003S9ARkIRcMo2ypg
USAR,TABELA_DADO,OUTRO,OFICIAL,PRONUNCIAMENTO SMUL.ATECC.CTLU_001_2024 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,01A_BRONZE_OFICIAL,2734,16iXLHTJusPt6bKa0iY-LgMIvShGiVkJn
USAR,PDF,OUTRO,OFICIAL,Enquadramento de Atividade CNAE - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,01A_BRONZE_OFICIAL,446996,1Ld8nGBn_vZU6cAdf0Uyk4QxkYOnWdPZU
USAR,LEI,JURIDICO,OFICIAL,"LEI Nº 13.430 , DE 13 DE SETEMBRO DE 2002 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura12.csv",01A_BRONZE_OFICIAL,2245,1hBFukjtROuy9DaRLZfPtZigYahoz0ZGy
USAR,TABELA_DADO,TDC,OFICIAL,Outorga Onerosa do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,01A_BRONZE_OFICIAL,3709,1D27EpiFI1GZ0Vsvg4swm8BbYLZgtc4nj
USAR,PDF,OUTRO,OFICIAL,PRONUNCIAMENTO SMUL.ATECC.CTLU_001_2024 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,01A_BRONZE_OFICIAL,467736,1UA2HMiSWgD1L49KjxjY0aOdHM_sI4Nc_
USAR,TABELA_DADO,OUTRO,OFICIAL,Certidão de Uso e Ocupação do Solo - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,01A_BRONZE_OFICIAL,3070,1mLDIdukkxQB6QUUxs_zXnCbTGDq2cSWX
USAR,TABELA_DADO,OUTRO,OFICIAL,Transferência do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,01A_BRONZE_OFICIAL,3844,1OQnisFl5lGOF9LnJ3llz8FjUirOPOwtF
USAR,PDF,TDC,OFICIAL,Outorga Onerosa do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,01A_BRONZE_OFICIAL,500135,1gS-fyfHEqb41sJlz8kT0OtHDoweH1Gsd
USAR,LEI,JURIDICO,OFICIAL,"LEI Nº 13.430 , DE 13 DE SETEMBRO DE 2002 - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv",01A_BRONZE_OFICIAL,2245,1s1L6D4yddrWbyzFITZa1C6OPAdfoecto
USAR,TABELA_DADO,GEO,OFICIAL,Ativação de Zonas de Estruturação (ZEUP e ZEMP) por Particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,01A_BRONZE_OFICIAL,1542,16DonV8cfLPVPO0XbopX4v4chWOR4gsH-
USAR,TABELA_DADO,TDC,OFICIAL,Declaração de Potencial Construtivo Passível de Transferência - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,01A_BRONZE_OFICIAL,2439,1k8ymcT4antbL2gZeLkcLy4zzujLFrKuZ
USAR,TABELA_DADO,OUTRO,OFICIAL,Projeto de Intervenção Urbana apresentado por particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,01A_BRONZE_OFICIAL,2664,1FKxqa1r1T_HKpwn5Fat7mQ6LlkthMnqK
USAR,TABELA_DADO,OUTRO,OFICIAL,Enquadramento de Atividade CNAE - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.csv,01A_BRONZE_OFICIAL,2450,1YgxR9MKcxSrUpeq_YIvGv39-o2ItTBsB
USAR,LEI,JURIDICO,OFICIAL,2014-07-31 - LEI 16050 - PLANO DIRETOR ESTRATÉGICO.csv,01A_BRONZE_OFICIAL,171,1TIpVlfdESi_1JrvD_eRNCtf3fpTxawn3
COMERCIAL,GEO_SHP,GEO,OFICIAL,SIRGAS_SHP_benstombados.shx,01A_BRONZE_OFICIAL,51380,1GVQGSFR5pBNa9UOdgqkcCwiVAe73XfmZ
USAR,TABELA_DADO,GEO,OFICIAL,SIRGAS_SHP_areaenvoltoriaiphan1.csv,01A_BRONZE_OFICIAL,786,1X72pMWeAppaO2NJQGpjtCBWKh4zkbqm1
USAR,TABELA_DADO,GEO,OFICIAL,SIRGAS_SHP_ZEPEC1.csv,01A_BRONZE_OFICIAL,1365,1wFfburoSXk2GuRfc6LNNh8KdIMtTGh61
USAR,TABELA_DADO,GEO,OFICIAL,SIRGAS_SHP_areaenvoltoriacondephaat2.csv,01A_BRONZE_OFICIAL,26612,1Q97r-ymLH4vNIi96wjUMcBwE-qX_7hEb
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 18.081 DE 19 DE JANEIRO DE 2024 « Catálogo de Legislação Municipal.pdf,01A_BRONZE_OFICIAL,689893,1vmTpLxx_P4EqpQ02vUVX0jZNgyFLzT4n
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 16.402.pdf,01A_BRONZE_OFICIAL,531255,1aU6LAjYsrJKeJQKGPz9CWUbKSz4es4Q2
USAR,JURISPRUDENCIA,JURIDICO,OFICIAL,ACORDAO_ADI_2187640_ARCO_PINHEIROS.pdf,01A_BRONZE_OFICIAL,42841,11Qr4MUacbITsyRhfHhmHruZ7jCvYZjnC
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 18.298 DE 17 DE SETEMBRO DE 2025 « Catálogo de Legislação Municipal.pdf,01A_BRONZE_OFICIAL,70882,19TH3EVoXwFRyr2-sKtQn3BvIY12edVBN
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.975 DE 8 DE JULHO DE 2023 « Catálogo de Legislação Municipal.pdf,01A_BRONZE_OFICIAL,688010,1s75SIWLXkWQToPi0iPolts7lDqSVGoUU
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.202 DE 16 DE OUTUBRO DE 2019 « Catálogo de Legislação Municipal.pdf,01A_BRONZE_OFICIAL,218165,1Wd3D0MtWFFMGlZFssZUtV6LevVqA44Ji
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.733 DE 11 DE JANEIRO DE 2022 « Catálogo de Legislação Municipal.pdf,01A_BRONZE_OFICIAL,155285,1Z8b8P19XjwLKrpML9m23J_b-lFAIsBdD
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 18.081 DE 19 DE JANEIRO DE 2024 « Catálogo de Legislação Municipal.pdf,01A_BRONZE_OFICIAL,675294,1Q44EKQTe6DW3QfkdARfcYx8zYDIx19dm
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 16.642 DE 9 DE MAIO DE 2017 « Catálogo de Legislação Municipal.pdf,01A_BRONZE_OFICIAL,458681,1Qybv7E-7dONoUqhQc1t-YK4HzbkHe0Z7
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 16.402 DE 22 DE MARÇO DE 2016 « Catálogo de Legislação Municipal_076194.pdf,01A_BRONZE_OFICIAL,1436029,143pd7qF8ecBuZT7k-QJNBwTP6dIrLjAq
USAR,LEI,GEO,OFICIAL,MAPA da Lei nº 18081_2024.pdf,01A_BRONZE_OFICIAL,14395495,1LH2IipGV-H-adpwMxlFLT_ROXX1lCtyz
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 18.298 DE 17 DE SETEMBRO DE 2025 « Catálogo de Legislação Municipal.pdf,01C_BRONZE_CRIADOS,130704,1F3GRc7Ed16WlfND-G1Ajif38upkXQHCw
COMERCIAL,OUTRO,GEO,DESCONHECIDO,fila_tdc_5porcento_fundurb-2026- fevereiro_Pagina_1_Mapa_ou_Imagem_1.png,02_SILVER_STAGED/00_MAPAS_E_IMAGENS_EXTRAIDAS,139862,1R9ld3Ct3g1bVN1AkFa1sR4BYvvjmMgfu
COMERCIAL,TABELA_DADO,TDC,DESCONHECIDO,fila_tdc_5porcento_fundurb-2026- fevereiro_Pagina_1_Tabela_1.csv,02_SILVER_STAGED/00_TABELAS_EXTRAIDAS_DOS_PDFS,3828,19H07amWsVmTV-Upu67vGq6TUOZqG0alq
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 62.175 DE 24 DE FEVEREIRO DE 2023 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,2751,190CY1x1nZy25Xtaaqa2VMod4yFWtNAub
USAR,PORTARIA,JURIDICO,OFICIAL,PORTARIA SECRETARIA MUNICIPAL DE LICENCIAMENTO - SEL Nº 1 DE 8 DE JANEIRO DE 2020 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,195207,1mpJzr8MjZ7h6gEv1qF8-1_4hcl3pijd7
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 60.581 DE 27 DE SETEMBRO DE 2021 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,10533,1mH2YI3tSH22IaRR6ksGaY7eTkQaq4krV
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 59.671 DE 7 DE AGOSTO DE 2020 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,42501,1Q6kSvenaJ-i1BtjT7PLgtVZwAaZ7-XdS
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 61.137 DE 10 DE MARÇO DE 2022 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,51344,1BPABZqoOUFtggyU8imSOX_Fn_rH79sPi
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 57.565 DE 27 DE DEZEMBRO DE 2016 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,22632,1quW5FHNJpWhnHusqaa7iZlDxhBwTFlJk
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 57.443 DE 10 DE NOVEMBRO DE 2016 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,33117,17mUaT_pkYfemM2DBlHjucOrFo76l3mMW
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 59.886 DE 4 DE NOVEMBRO DE 2020 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,22586,18noPIr8HJb5nQEF5sBtYJfBE1CGLwf-W
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.733 DE 11 DE JANEIRO DE 2022 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,25801,1NwGwAeUDp5Wa0vtZJTdns7s6CHRMO8_3
USAR,PORTARIA,JURIDICO,OFICIAL,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 8 DE 30 DE JANEIRO DE 2025 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,2148,1l9enbTmWzLOA8HdgJL6Zu64YDSjHoU0j
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 58.028 DE 11 DE DEZEMBRO DE 2017 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,10020,1kbNgbiMMRnm_O6E6C9fzSXTWIVRQlRbZ
USAR,OUTRO,OUTRO,OFICIAL,16-25 - Complementação da Resolução nº 54-CONPRESP-2018 - Página.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,4549,1a8thgQZ5iLnIXx5-EEtnHuGoC8I5RuZI
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 63.437 DE 23 DE MAIO DE 2024 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,5943,1K9-nn4yiACP2EnE_vUFeJpfYCdRm8tMx
USAR,LEI,JURIDICO,OFICIAL,2014-07-31 - LEI 16050 - PLANO DIRETOR ESTRATÉGICO.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,530875,1GIQOU-iRDvNTKwpn2UC7bBwbo4iQemnz
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.853 DE 29 DE NOVEMBRO DE 2022 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,4884,117gfOL6Icvo5qANTT2qYQLjpPZaGFR3s
USAR,JURISPRUDENCIA,OUTRO,OFICIAL,RESOLUÇÃO SECRETARIA MUNICIPAL DE CULTURA - SMC_CONPRESP Nº 13 DE 13 DE NOVEMBRO DE 2023.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,3050,1pE37H7FquQzb5aDHbs3MuO0rlGh-v4_X
USAR,OUTRO,TDC,OFICIAL,Certidão de Transferência de Potencial Construtivo - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,10891,1Rpih57F8ywOxVOfb5stFCCm5Vs-sH1Ze
USAR,JURISPRUDENCIA,GOVERNANCA,OFICIAL,RESOLUÇÃO SECRETARIA MUNICIPAL DE CULTURA - SMC_CONPRESP Nº 22 DE 13 DE DEZEMBRO DE 2002 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,59519,1WsY31QS96o6MJ4100eQIzCxXk5klGGyK
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 15.723 DE 24 DE ABRIL DE 2013 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,13730,1PB4TLyQwUEEOdXhCKDIfRjnlqUUR8yYv
USAR,PORTARIA,JURIDICO,OFICIAL,PORTARIA SECRETARIA MUNICIPAL DE COORDENAÇÃO DAS SUBPREFEITURAS - SMSP Nº 20 DE 3 DE MAIO DE 2016 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,2350,1am_Q_oktyhxMJNR7EhXyFk44xquDyhzU
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 18.209 DE 20 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,9522,1xkoVzcFKeshP1-F27IPusIlxDG3J-f-s
USAR,DECRETO,JURIDICO,OFICIAL,Anexo Unico do Decreto 57_378-16_ com_Deliberações CTLU_19__01_2021.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,312170,1jvTM6vpTKnX21H4rkxV4EMYbt6bSYlx9
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 57.536 DE 15 DE DEZEMBRO DE 2016 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,28601,14HvyfAmc7d3XWT4CJZ9qcZbtKLJMM2dA
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 64.018 DE 30 DE JANEIRO DE 2025 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,45341,1ikOUoVR9AQZ7JICDcGttUW6jjMqRICm1
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 57.299 DE 8 DE SETEMBRO DE 2016 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,16179,1dkjZSLzjpVhgjc-xryD2ult639r2IGBN
USAR,OUTRO,OUTRO,OFICIAL,Certidão de Uso e Ocupação do Solo - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,6405,15QOZmyuTPFtgKWFfo4ie5RajLc2J8ZIE
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.734 DE 11 DE JANEIRO DE 2022 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,84666,1z4Rzkd6LeW10fxiorRezYmgdNTegDqpA
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 16.642 DE 9 DE MAIO DE 2017 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,104771,1l0ITtWPEEjXgjfE4Gvl-8cegFsT2rML3
USAR,JURISPRUDENCIA,OUTRO,DESCONHECIDO,Resolucao 04 CONSPRESP 2023.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,3494,1grUSnGif3RQnF0dPZymLoNfUYsqYVis9
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 15.150 DE 6 DE MAIO DE 2010 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,22632,1Dz2H2eAhaI6xwrQsZaMgdMCLTXmysHlL
USAR,OUTRO,TDC,OFICIAL,Declaração de Potencial Construtivo Passível de Transferência - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,7862,1ZU-A5bNv94pIG1LUS_intEeHjAysWfdn
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 16.402.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,202786,1ql0ZQ4y2a6PEJuWYst6Kwl3G210B-Xew
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.844 DE 14 DE SETEMBRO DE 2022 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,139553,1JCWGDNl834I1VJmXZwwN-JVkBWhZGZxm
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 63.504 DE 14 DE JUNHO DE 2024 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,43952,1piZFtpI3PPpMU7pzK_ntvmbLILe--7gJ
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 58.094 DE 21 DE FEVEREIRO DE 2018 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,25635,1RqjszbPB_K-6um2DGRiPIDJ6kBdh6TCD
USAR,OUTRO,OUTRO,OFICIAL,Transferência do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,4670,1N-Gsnv7F9HzSwX7i38OTVztAixq5V4ep
USAR,JURISPRUDENCIA,GEO,DESCONHECIDO,Resolucao 04 CONSPRESP 2023 - MAPA.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,233,1xUaOj62Ta5n3EQpStXat_w-AdxhOgjkh
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 59.164 DE 27 DE DEZEMBRO DE 2019 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,68384,1bqVDRQcZryUNxHwDROdKDlkb6mMXHXyM
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 58.176 DE 3 DE ABRIL DE 2018 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,3526,13JAw52VGspnf4VMKoUCHn91M0arvYEav
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 18.081 DE 19 DE JANEIRO DE 2024 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,131161,1qx_Y1vWZ_2j55FYEnCoUoJRSgcbpad3k
USAR,OUTRO,OUTRO,OFICIAL,Resolucao 01_22 CONPRESP.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,1872,1xXWaV56JjgIUxHrMcBCVxGdZdQc1T4SY
USAR,PORTARIA,JURIDICO,OFICIAL,PORTARIA SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO - SMUL Nº 172 DE 10 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,16509,1HlmQ2vTgDnncKL7PviPSZ58-7HvvaH5y
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.217 DE 23 DE OUTUBRO DE 2019 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,14917,1qlvIt9F5yrx1TPqSByYUtqzYntuylm0z
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 58.955 DE 20 DE SETEMBRO DE 2019 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,32015,1j2OsTg1EdyBXkarf0X4qi-k7HOJXlDYY
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 18.222 DE 27 DE DEZEMBRO DE 2024 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,91050,1KB2UZWKhfy7jKCaAfNdJy5IQNMhpzP9q
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 57.521 DE 9 DE DEZEMBRO DE 2016 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,34660,1HpGRzThGpdhgf5pxvM1XxpYmcKeOf62R
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 18.177 DE 25 DE JULHO DE 2024 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,23368,1sN2C45qAOfU6ScMrb0nxnbZL23zrRAV9
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 17.104 DE 30 DE MAIO DE 2019 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,7366,13RuW987kqkqehPJuzjWnhTRcxXCKdjGj
USAR,LEI,JURIDICO,OFICIAL,LEI Nº 16.050 DE 31 DE JULHO DE 2014 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,623487,13UUPlKb14WtYwl0YrrHRKyuDxzwI7Bwr
USAR,LEI,JURIDICO,OFICIAL,RAZÕES DO VETO AO PROJETO DE LEI Nº 272_2015; OFÍCIO DE 22 DE MARÇO DE 2016 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,13454,1AXguF6cwQYpiCcIKpzb_o3lNkFWzglb4
USAR,DECRETO,JURIDICO,OFICIAL,DECRETO Nº 59.163 DE 27 DE DEZEMBRO DE 2019 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,16344,1lsUOWUs8WGUoMPEb8ABZhtz6PziGTjtZ
USAR,LEI,GEO,OFICIAL,MAPA da Lei nº 18081_2024.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,71,1spaDF6h3q4QhZ5286gkMsRO_yZAsGLVA
USAR,PORTARIA,JURIDICO,OFICIAL,PORTARIA SECRETARIA MUNICIPAL DE LICENCIAMENTO - SEL Nº 15 DE 2 DE MAIO DE 2016 « Catálogo de Legislação Municipal.md,02_SILVER_STAGED/ADMINISTRATIVO_E_GERAL,6303,1-Fw14DXlxz7i0VRPoMP0n_A8JjhXOxAK
