1O2_ZQwgJMUODuOsV5jKnJAUPH0zJolBE,,LEI Nº 16.642 DE 9 DE MAIO DE 2017 « Catálogo de Legislação Municipal.md,text/markdown,md,105456,2026-03-08T21:49:52.725Z,2026-03-07T23:33:26Z,JURIDICO,LEI,OFICIAL,NAO,
1m9TS3sDIn-Ce9gur298X1VbswZ5Z--Po,,DECRETO Nº 58.028 DE 11 DE DEZEMBRO DE 2017 « Catálogo de Legislação Municipal.md,text/markdown,md,10705,2026-03-08T21:49:47.903Z,2026-03-07T23:33:20Z,JURIDICO,DECRETO,OFICIAL,NAO,
1MU5tbfuMO0ErD6qRVjLBWVGfZj3-MqBj,,Portal de Serviços e-SAJ2.md,text/markdown,md,3117,2026-03-08T21:49:19.471Z,2026-03-07T23:33:27Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
1qEmcEAf-pDFVajcKymx6Mf2l4aSyQY72,,Ativação de Zonas de Estruturação (ZEUP e ZEMP) por Particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,text/markdown,md,4614,2026-03-08T21:49:15.604Z,2026-03-07T23:33:21Z,GEO,OUTRO,OFICIAL,NAO,
13O1c7TDcOlWRFr3KaPdE5k_An0FsnQ9e,,05-20 - Detalhamento do Tombamento do Estádio Conde Rodolfo Crespi - Juventus - item 13 da Res_ 06-16.md,text/markdown,md,7493,2026-03-08T21:49:01.570Z,2026-03-07T23:34:42Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
1kf7HnujZ_EGrOxTBLZKMduIbVVx1yk1N,,Projeto de Intervenção Urbana apresentado por particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,text/markdown,md,6577,2026-03-08T21:48:48.423Z,2026-03-07T23:33:29Z,OUTRO,OUTRO,OFICIAL,NAO,
1KpOZzjU3As-AogBR-ZnY0GjE4YW5xryl,,Certidão de Uso e Ocupação do Solo - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.md,text/markdown,md,7090,2026-03-08T21:48:17.710Z,2026-03-07T23:33:20Z,OUTRO,OUTRO,OFICIAL,NAO,
1JkZpe0BDWZHkU8O7tS8ZHNCVlj__s_0T,,07-20 - APT do Jardim Alfomares - para página.md,text/markdown,md,3553,2026-03-08T21:47:59.292Z,2026-03-07T23:34:48Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
1tMxzjo3T1h9SvCDgzcfupt8Rh0msLWIq,,DECRETO Nº 57.776 DE 7 DE JULHO DE 2017 « Catálogo de Legislação Municipal.md,text/markdown,md,97597,2026-03-08T21:47:46.210Z,2026-03-07T23:33:20Z,JURIDICO,DECRETO,OFICIAL,NAO,
1wGX-2Ma2zfH5wOTxj44FWuRU6T2M_yHe,,15-25 - APT do Campo dos Engenheiros - Página.md,text/markdown,md,3733,2026-03-08T21:47:43.396Z,2026-03-07T23:33:11Z,OUTRO,OUTRO,DESCONHECIDO,NAO,
