sql_mestre,setor,quadra,lote,nome_bem,endereco_mestre,distrito,proprietario,fonte_dono,tipo_zepec,esfera,estado_venda,certeza,negociavel,motivo_negociavel,sinais_revisar,m2_ja_transferido,n_transferencias,valor_pecuniario_rs,status_fundurb,intercorrencia_fundurb,base_periodo_fundurb_rs,tem_declaracao,tem_certidao,esgotado,data_ref,origens,obs,area_terreno_m2,area_construida_m2,v_venal_m2_iptu,v_outorga_m2_q14,zona,ca_basico,pcpt_m2,preco_proxy_brl,uso_iptu,cobertura_oficial,memoria_calculo,pendencia_calculo
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
,,,,Luminárias Ornamentais da Light,,,,,tombado,municipal,INCERTO,baixa,verificar,,sem lote individual na fonte,,,,,,,nao,nao,nao,2022-10-28,TOMBADO_CADASTRO,sem SQL na fonte — identificar por endereco,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
