sql_mestre,setor,quadra,lote,nome_bem,endereco_mestre,distrito,proprietario,fonte_dono,tipo_zepec,esfera,estado_venda,certeza,negociavel,motivo_negociavel,sinais_revisar,m2_ja_transferido,n_transferencias,valor_pecuniario_rs,status_fundurb,intercorrencia_fundurb,base_periodo_fundurb_rs,tem_declaracao,tem_certidao,esgotado,data_ref,origens,obs,area_terreno_m2,area_construida_m2,v_venal_m2_iptu,v_outorga_m2_q14,zona,ca_basico,pcpt_m2,preco_proxy_brl,uso_iptu,cobertura_oficial,memoria_calculo,pendencia_calculo
0200670033,020,067,0033,"Bairro de Perdizes / Edificação Na Rua Doutor Cândido Espinheira 445, 449","Rua Dr Cândido Espinheira, 449",Barra Funda,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-08-16,DECLARACAO_BIR+TOMBADO_CADASTRO,,378,394,7395.00,5706.55,ZM,1,378.00,2157075.90,Loja,IPTU2026+Q14+Zona,PCpt = Atc(378) × CAbas(1) × Fi(1) = 378.00 m²,OK (Atc+CAbás+V) — cálculo completo
0200360016,020,036,0016,Bairro de Perdizes / Edificação Na Rua Parintins,"Rua Parintins, 120",Barra Funda,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-10-09,DECLARACAO_BIR+TOMBADO_CADASTRO,,161,140,6370.00,3407.95,ZM,1,161.00,548679.95,Loja,IPTU2026+Q14+Zona,PCpt = Atc(161) × CAbas(1) × Fi(1) = 161.00 m²,OK (Atc+CAbás+V) — cálculo completo
0210280059,021,028,0059,Bairro de Perdizes / Edificação Na Rua Dona Germaine Burchard 458,"Rua Dona Germanie Burchard, 458",Barra Funda,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-08-16,DECLARACAO_BIR+TOMBADO_CADASTRO,,335,240,7142.00,4279.91,ZEU,1,335.00,1433769.85,Residência,IPTU2026+Q14+Zona,PCpt = Atc(335) × CAbas(1) × Fi(1) = 335.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090190006,009,019,0006,Bairro da Bela Vista,"Alameda Joaquim Eugênio de Lima, 164",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2014-07-29,DECLARACAO_BIR+TOMBADO_CADASTRO,,1336,378,9316.00,7687.86,ZEU,1,1336.00,10270980.96,Residência,IPTU2026+Q14+Zona,PCpt = Atc(1336) × CAbas(1) × Fi(1) = 1336.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090190033,009,019,0033,Bairro da Bela Vista,"Rua dos Franceses, 324",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2016-04-20,DECLARACAO_BIR+TOMBADO_CADASTRO,,1270,659,13540.00,7974.60,ZEU,1,1270.00,10127742.00,Residência,IPTU2026+Q14+Zona,PCpt = Atc(1270) × CAbas(1) × Fi(1) = 1270.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090160031,009,016,0031,,"Alameda Rio Claro, 191",Bela Vista,,,BIR,,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2025-01-17,DECLARACAO_BIR,,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0090160032,009,016,0032,,"Alameda Rio Claro, 191",Bela Vista,,,BIR,,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2025-01-17,DECLARACAO_BIR,,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0090210039,009,021,0039,Bairro da Bela Vista,"Rua Treze de Maio, 734",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2017-01-13,DECLARACAO_BIR+TOMBADO_CADASTRO,,218,180,6053.00,4265.81,ZEPEC_APC,,,,"Outras edificações de uso comercial, com utilização múltipla",IPTU2026+Q14+Zona,,CAbás: zona ZEPEC_APC sem CA no Quadro 3 (overlay — resolver zona-base)
0090170056,009,017,0056,Bairro da Bela Vista,"Rua Silvia, 203, 4",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2018-07-28,DECLARACAO_BIR+TOMBADO_CADASTRO,,60,80,7319.00,4417.41,ZEPEC_APC,,,,Residência,IPTU2026+Q14+Zona,,CAbás: zona ZEPEC_APC sem CA no Quadro 3 (overlay — resolver zona-base)
0090210044,009,021,0044,Bairro da Bela Vista,"Rua Treze de Maio, 692",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2019-09-11,DECLARACAO_BIR+TOMBADO_CADASTRO,,210,200,6053.00,4265.81,ZEPEC_APC,,,,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",IPTU2026+Q14+Zona,,CAbás: zona ZEPEC_APC sem CA no Quadro 3 (overlay — resolver zona-base)
0090200026,009,020,0026,Bairro da Bela Vista,"Rua dos Ingleses, 150",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2019-09-28,DECLARACAO_BIR+TOMBADO_CADASTRO,,334,319,10131.00,7229.55,ZEU,1,334.00,2414669.70,Escola,IPTU2026+Q14+Zona,PCpt = Atc(334) × CAbas(1) × Fi(1) = 334.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090220021,009,022,0021,Bairro da Bela Vista,"Rua Treze de Maio, 695",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2019-09-10,DECLARACAO_BIR+TOMBADO_CADASTRO,,283,344,6023.00,4197.65,ZEU,1,283.00,1187934.95,"Estação radioemissora, de televisão ou empresa jornalística",IPTU2026+Q14+Zona,PCpt = Atc(283) × CAbas(1) × Fi(1) = 283.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090210055,009,021,0055,Bairro da Bela Vista,"Rua Treze de Maio, 612, 614, 616",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-01-09,DECLARACAO_BIR+TOMBADO_CADASTRO,,508,546,6053.00,4265.81,ZEPEC_APC,,,,"Outras edificações de uso comercial, com utilização múltipla",IPTU2026+Q14+Zona,,CAbás: zona ZEPEC_APC sem CA no Quadro 3 (overlay — resolver zona-base)
0090420025,009,042,0025,Bairro da Bela Vista,"Avenida Brigadeiro Luís Antônio, 1278",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2019-12-14,DECLARACAO_BIR+TOMBADO_CADASTRO,,477,523,11762.00,6402.24,ZEIS-5,1,477.00,3053868.48,"Outras edificações de uso comercial, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(477) × CAbas(1) × Fi(1) = 477.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090220020,009,022,0020,Bairro da Bela Vista,"Rua Treze de Maio, 681, 689, 691",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-01-18,DECLARACAO_BIR+TOMBADO_CADASTRO,,366,338,6023.00,4197.65,ZEU,1,366.00,1536339.90,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(366) × CAbas(1) × Fi(1) = 366.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090190067,009,019,0067,Bairro da Bela Vista,"Rua Almirante Marques de Leão, 723",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-02-01,DECLARACAO_BIR+TOMBADO_CADASTRO,,116,77,6143.00,3893.29,ZEU,1,116.00,451621.64,Residência,IPTU2026+Q14+Zona,PCpt = Atc(116) × CAbas(1) × Fi(1) = 116.00 m²,OK (Atc+CAbás+V) — cálculo completo
0380030006,038,003,0006,Bairro da Bela Vista,"Rua Maestro Cardim, 601, 01, 01A",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-03-31,DECLARACAO_BIR+TOMBADO_CADASTRO,,69,150,13726.00,8571.58,ZEU,1,69.00,591439.02,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",IPTU2026+Q14+Zona,PCpt = Atc(69) × CAbas(1) × Fi(1) = 69.00 m²,OK (Atc+CAbás+V) — cálculo completo
0380030007,038,003,0007,Bairro da Bela Vista,"Rua Maestro Cardim, 601, 02, 02A",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-03-31,DECLARACAO_BIR+TOMBADO_CADASTRO,,69,150,13726.00,8571.58,ZEU,1,69.00,591439.02,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",IPTU2026+Q14+Zona,PCpt = Atc(69) × CAbas(1) × Fi(1) = 69.00 m²,OK (Atc+CAbás+V) — cálculo completo
0380030008,038,003,0008,Bairro da Bela Vista,"Rua Maestro Cardim, 601, 03, 03A",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-07-29,DECLARACAO_BIR+TOMBADO_CADASTRO,,69,150,13726.00,8571.58,ZEU,1,69.00,591439.02,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",IPTU2026+Q14+Zona,PCpt = Atc(69) × CAbas(1) × Fi(1) = 69.00 m²,OK (Atc+CAbás+V) — cálculo completo
0380030010,038,003,0010,Bairro da Bela Vista,"Rua Maestro Cardim, 601, 05",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-03-31,DECLARACAO_BIR+TOMBADO_CADASTRO,,57,0,13726.00,8571.58,ZEU,1,57.00,488580.06,Terreno,IPTU2026+Q14+Zona,PCpt = Atc(57) × CAbas(1) × Fi(1) = 57.00 m²,OK (Atc+CAbás+V) — cálculo completo
0380030012,038,003,0012,Bairro da Bela Vista,"Rua Maestro Cardim, 607",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-03-31,DECLARACAO_BIR+TOMBADO_CADASTRO,,220,300,13726.00,8571.58,ZEU,1,220.00,1885747.60,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",IPTU2026+Q14+Zona,PCpt = Atc(220) × CAbas(1) × Fi(1) = 220.00 m²,OK (Atc+CAbás+V) — cálculo completo
0380030013,038,003,0013,Bairro da Bela Vista,"Rua Maestro Cardim, 609",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-03-31,DECLARACAO_BIR+TOMBADO_CADASTRO,,270,250,13726.00,8571.58,ZEU,1,270.00,2314326.60,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",IPTU2026+Q14+Zona,PCpt = Atc(270) × CAbas(1) × Fi(1) = 270.00 m²,OK (Atc+CAbás+V) — cálculo completo
0380030009,038,003,0009,Bairro da Bela Vista,"Rua Maestro Cardim, 601, 04, 04A",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-03-31,DECLARACAO_BIR+TOMBADO_CADASTRO,,73,246,13726.00,8571.58,ZEU,1,73.00,625725.34,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",IPTU2026+Q14+Zona,PCpt = Atc(73) × CAbas(1) × Fi(1) = 73.00 m²,OK (Atc+CAbás+V) — cálculo completo
0380020016,038,002,0016,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 951",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-04-01,DECLARACAO_BIR+TOMBADO_CADASTRO,,800,734,13273.00,8143.82,ZEPEC_APC,,,,Residência,IPTU2026+Q14+Zona,,CAbás: zona ZEPEC_APC sem CA no Quadro 3 (overlay — resolver zona-base)
0330080018,033,008,0018,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 325",Bela Vista,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-11-28,DECLARACAO_BIR+TOMBADO_CADASTRO,,182,180,6285.00,5236.49,ZEU,1,182.00,953041.18,Residência,IPTU2026+Q14+Zona,PCpt = Atc(182) × CAbas(1) × Fi(1) = 182.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090080019,009,008,0019,Bairro da Bela Vista,"Rua Major Diogo, 580, 582, 588",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-08-15,DECLARACAO_BIR+TOMBADO_CADASTRO,,380,558,6347.00,3967.32,ZEIS-3,1,380.00,1507581.60,Residência e outro uso (predominância residencial),IPTU2026+Q14+Zona,PCpt = Atc(380) × CAbas(1) × Fi(1) = 380.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090211482,009,021,1482,,"Rua Treze de Maio, 724",Bela Vista,,,BIR,,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-01-17,DECLARACAO_BIR,,,,,,,,,,,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0090320447,009,032,0447,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 60, 114, 156, 170",Bela Vista,PROVINCIA CARMELITANA DE SANTO ELIAS,SISSEL-2024 (processos),BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-02-01,DECLARACAO_BIR+TOMBADO_CADASTRO,,5401,6033,9214.00,6576.17,ZEU,1,5401.00,35517894.17,"Outras edificações de uso coletivo, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(5401) × CAbas(1) × Fi(1) = 5401.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090990001,009,099,0001,Bairro da Bela Vista,"Rua Conselheiro Carrão, 640",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-10-30,DECLARACAO_BIR+TOMBADO_CADASTRO,,266,209,4514.00,3667.66,ZEIS-3,1,266.00,975597.56,Cortiço,IPTU2026+Q14+Zona,PCpt = Atc(266) × CAbas(1) × Fi(1) = 266.00 m²,OK (Atc+CAbás+V) — cálculo completo
0330070003,033,007,0003,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 247, 249, 253",Bela Vista,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-03-10,DECLARACAO_BIR+TOMBADO_CADASTRO,,228,284,6090.00,4644.21,ZEU,1,228.00,1058879.88,"Residência coletiva, exclusive cortiço (mais de uma residência no lote)",IPTU2026+Q14+Zona,PCpt = Atc(228) × CAbas(1) × Fi(1) = 228.00 m²,OK (Atc+CAbás+V) — cálculo completo
0330070004,033,007,0004,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 243, 245",Bela Vista,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-03-10,DECLARACAO_BIR+TOMBADO_CADASTRO,,219,286,6090.00,4644.21,ZEU,1,219.00,1017081.99,Residência e outro uso (predominância residencial),IPTU2026+Q14+Zona,PCpt = Atc(219) × CAbas(1) × Fi(1) = 219.00 m²,OK (Atc+CAbás+V) — cálculo completo
0330070005,033,007,0005,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 233",Bela Vista,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2022-03-10,DECLARACAO_BIR+TOMBADO_CADASTRO,,222,286,6090.00,4644.21,ZEU,1,222.00,1031014.62,Residência e outro uso (predominância residencial),IPTU2026+Q14+Zona,PCpt = Atc(222) × CAbas(1) × Fi(1) = 222.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090440018,009,044,0018,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 368",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-05-09,DECLARACAO_BIR+TOMBADO_CADASTRO,,65,135,8942.00,5758.26,ZEU,1,65.00,374286.90,Residência,IPTU2026+Q14+Zona,PCpt = Atc(65) × CAbas(1) × Fi(1) = 65.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090080023,009,008,0023,Bairro da Bela Vista,"Rua Major Diogo, 616",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-11-01,DECLARACAO_BIR+TOMBADO_CADASTRO,,237,137,6347.00,3967.32,ZEIS-3,1,237.00,940254.84,"Outras edificações de uso comercial, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(237) × CAbas(1) × Fi(1) = 237.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090161113,009,016,1113,,"Rua Pamplona, 145",Bela Vista,,,BIR,,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-04-29,DECLARACAO_BIR,,6582,1097,11537.00,7358.82,,,,,Loja em edifício em condomínio (unidade autônoma),IPTU2026+Q14,,Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0090190024,009,019,0024,Bairro da Bela Vista,"Rua dos Franceses, 518",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-10-06,DECLARACAO_BIR+TOMBADO_CADASTRO,,1024,1412,13540.00,7974.60,ZEU,1,1024.00,8165990.40,"Cinema, teatro, casa de diversão, clube ou congênere",IPTU2026+Q14+Zona,PCpt = Atc(1024) × CAbas(1) × Fi(1) = 1024.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090200025,009,020,0025,Bairro da Bela Vista,"Rua dos Ingleses, 160",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-10-30,DECLARACAO_BIR+TOMBADO_CADASTRO,,348,300,10131.00,7229.55,ZEU,1,348.00,2515883.40,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(348) × CAbas(1) × Fi(1) = 348.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090511589,009,051,1589,Bairro da Bela Vista,"Alameda Joaquim Eugenio de Lima, 155",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-05-14,DECLARACAO_BIR+TOMBADO_CADASTRO,,993,420,13642.00,8229.61,ZEU,1,993.00,8172002.73,Residência,IPTU2026+Q14+Zona,PCpt = Atc(993) × CAbas(1) × Fi(1) = 993.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090380079,009,038,0079,Bairro da Bela Vista,"Rua dos Ingleses, 267",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-06-07,DECLARACAO_BIR+TOMBADO_CADASTRO,,277,102,9909.00,6300.00,ZEU,1,277.00,1745100.00,Residência,IPTU2026+Q14+Zona,PCpt = Atc(277) × CAbas(1) × Fi(1) = 277.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090190083,009,019,0083,Bairro da Bela Vista,"Rua Almirante Marques de Leão, 815",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-06-19,DECLARACAO_BIR+TOMBADO_CADASTRO,,119,208,6143.00,3893.29,ZEU,1,119.00,463301.51,Não residencial,IPTU2026+Q14+Zona,PCpt = Atc(119) × CAbas(1) × Fi(1) = 119.00 m²,OK (Atc+CAbás+V) — cálculo completo
0050350058,005,035,0058,Bairro da Bela Vista,"Rua Asdrubal do Nascimento, 450, 454",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-08-23,DECLARACAO_BIR+TOMBADO_CADASTRO,,180,670,4201.00,2667.60,ZC,1,180.00,480168.00,Escola,IPTU2026+Q14+Zona,PCpt = Atc(180) × CAbas(1) × Fi(1) = 180.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090410026,009,041,0026,Bairro da Bela Vista,"Avenida Brigadeiro Luis Antônio, 1424, 1432",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-10-14,DECLARACAO_BIR+TOMBADO_CADASTRO,,370,420,11631.00,6029.72,ZEIS-5,1,370.00,2230996.40,"Outras edificações de uso comercial, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(370) × CAbas(1) × Fi(1) = 370.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090410027,009,041,0027,Bairro da Bela Vista,"Avenida Brigadeiro Luis Antônio, 1434, 1444",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2024-10-25,DECLARACAO_BIR+TOMBADO_CADASTRO,,444,662,11631.00,6029.72,ZEIS-5,1,444.00,2677195.68,"Outras edificações de uso comercial, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(444) × CAbas(1) × Fi(1) = 444.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090180088,009,018,0088,Bairro da Bela Vista,"Rua Doutor Seng, 52",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2025-02-12,DECLARACAO_BIR+TOMBADO_CADASTRO,,124,96,7011.00,3295.13,ZEU,1,124.00,408596.12,Residência,IPTU2026+Q14+Zona,PCpt = Atc(124) × CAbas(1) × Fi(1) = 124.00 m²,OK (Atc+CAbás+V) — cálculo completo
0090180086,009,018,0086,Bairro da Bela Vista,"Rua Doutor Seng, 42",Bela Vista,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2025-03-19,DECLARACAO_BIR+TOMBADO_CADASTRO,,107,96,7011.00,3295.13,ZEU,1,107.00,352578.91,Residência,IPTU2026+Q14+Zona,PCpt = Atc(107) × CAbas(1) × Fi(1) = 107.00 m²,OK (Atc+CAbás+V) — cálculo completo
0080390048,008,039,0048,Estação Júlio Prestes,"Rua Mauá, 51",Bom Retiro,FUNDAÇÃO ORQUESTRA SINFONICA DO EST.  DE SAO PAULO,ANUAL-2022 (alvaras),BIR/tombado,municipal+estadual+federal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2021-12-22,DECLARACAO_BIR+TOMBADO_CADASTRO,,38990,53823,4071.00,3268.11,ZEIS-5,1,38990.00,127423608.90,"Outras edificações de uso especial, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(38990) × CAbas(1) × Fi(1) = 38990.00 m²,OK (Atc+CAbás+V) — cálculo completo
0020470043,002,047,0043,Moinho Matarazzo e Tecelagem Mariângela,"Rua Monsenhor de Andrade, 399",Brás,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2023-10-09,DECLARACAO_BIR+TOMBADO_CADASTRO,,29378,33890,2753.00,2157.58,ZC,1,29378.00,63385385.24,"Outras edificações de uso comercial, com utilização múltipla",IPTU2026+Q14+Zona,PCpt = Atc(29378) × CAbas(1) × Fi(1) = 29378.00 m²,OK (Atc+CAbás+V) — cálculo completo
0030100055,003,010,0055,Balões da Comgás / Complexo do Antigo Gasômetro,"Rua Capitão Faustino de Lima, 134",Brás,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2016-07-23,DECLARACAO_BIR+TOMBADO_CADASTRO,,25200,21916,2569.00,2398.49,,,,,Indústria,IPTU2026+Q14,,Zona: lote sem sobreposição (sem SQL / lote / fora de zona)
0020400001,002,040,0001,Antigo Moinho Matarazzo,"Rua do Bucolismo, 77",Brás,BTK PRODUCAO E ENTRETENIMENTO LTDA,ANUAL-2022 (alvaras),BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2016-07-23,DECLARACAO_BIR+TOMBADO_CADASTRO,,15035,29908,2525.00,1893.17,ZC,1,15035.00,28463810.95,Armazéns gerais e depósitos,IPTU2026+Q14+Zona,PCpt = Atc(15035) × CAbas(1) × Fi(1) = 15035.00 m²,OK (Atc+CAbás+V) — cálculo completo
0030450043,003,045,0043,Fábrica Labor,"Rua da Mooca, 775, 669, 815",Brás,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-03-12,DECLARACAO_BIR+TOMBADO_CADASTRO,,,,,,ZC,1,,,,Zona,,Atc: SQL sem cadastro no IPTU
0030450044,003,045,0044,Fábrica Labor,"Rua da Mooca, 775, 669, 815",Brás,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2020-03-12,DECLARACAO_BIR+TOMBADO_CADASTRO,,,,,,ZEIS-3,1,,,,Zona,,Atc: SQL sem cadastro no IPTU
2000280018,200,028,0018,Residência Boris Fausto / Sérgio Ferro / 1961,"Rua Gaspar Moreira, 309",Butantã,,,BIR/tombado,municipal,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2016-06-10,DECLARACAO_BIR+TOMBADO_CADASTRO,,662,194,2595.00,2261.00,ZER-1,1,662.00,1496782.00,Residência,IPTU2026+Q14+Zona,PCpt = Atc(662) × CAbas(1) × Fi(1) = 662.00 m²,OK (Atc+CAbás+V) — cálculo completo
0100040062,010,004,0062,Bairro de Higienópolis / Residência Na Rua Maranhão 341 / Tfp,"Rua Maranhão, 341",Consolação,,,BIR/tombado,municipal+estadual,INTACTO,alta,sim,declarou/vendeu (prova de negociabilidade),,,,,,,,sim,nao,nao,2015-06-12,DECLARACAO_BIR+TOMBADO_CADASTRO,,1225,310,19592.00,11124.01,ZC,1,1225.00,13626912.25,"Prédio de escritório ou consultório, não em condomínio, com ou sem lojas",IPTU2026+Q14+Zona,PCpt = Atc(1225) × CAbas(1) × Fi(1) = 1225.00 m²,OK (Atc+CAbás+V) — cálculo completo
