segmento,estado_venda,nome_bem,endereco_mestre,distrito,proprietario,tipo_zepec,esfera,m2_ja_transferido,pcpt_m2,saldo_pcpt_m2,preco_proxy_brl,zona,ca_basico,fi_aplicado,regime_pcpt,qualidade_estimativa,area_terreno_m2,v_outorga_m2_q14,pendencia_calculo,status_fundurb,intercorrencia_fundurb,data_ref,sql_mestre
INTACTO·com dono,INTACTO,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 60, 114, 156, 170",Bela Vista,PROVINCIA CARMELITANA DE SANTO ELIAS,BIR/tombado,municipal,,3780.70,3780.70,24862525.92,ZEU,1,0.7,JA_DECLARADO,PENDENTE_FI_DECLARADO,5401,6576.17,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2024-02-01,0090320447
INTACTO·com dono,INTACTO,Estação Júlio Prestes,"Rua Mauá, 51",Bom Retiro,FUNDAÇÃO ORQUESTRA SINFONICA DO EST.  DE SAO PAULO,BIR/tombado,municipal+estadual+federal,,7798.00,7798.00,25484721.78,ZEIS-5,1,0.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,38990,3268.11,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2021-12-22,0080390048
INTACTO·com dono,INTACTO,Antigo Moinho Matarazzo,"Rua do Bucolismo, 77",Brás,BTK PRODUCAO E ENTRETENIMENTO LTDA,BIR/tombado,municipal+estadual,,7517.50,7517.50,14231905.48,ZC,1,0.5,JA_DECLARADO,PENDENTE_FI_DECLARADO,15035,1893.17,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2016-07-23,0020400001
INTACTO·com dono,INTACTO,Colégio São Francisco Xavier,"Rua Moreira e Costa, 531, 555",Ipiranga,ASSOCIACAO NOBREGA DE EDUCACAO E ASSISTENCIA S,BIR/tombado,municipal,,4760.00,4760.00,14845773.60,ZC,1,0.7,JA_DECLARADO,PENDENTE_FI_DECLARADO,6800,3118.86,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2018-07-11,0400960031
INTACTO·com dono,INTACTO,"Jardins: Paulista, Paulistano, América e Europa/ Clube Atlético Paulistano: Ginásio de Esportes / Projeto Arquiteto Paulo Mendes da Rocha / Jardim América","Rua Honduras, 1300, 1400",Jardim Paulista,CLUBE ATLETICO PAULISTANO,BIR/tombado,municipal,,5202.36,5202.36,33343433.92,AC-1,0.6,0.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,43353,6409.29,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2025-01-20,0140230001
INTACTO·com dono,INTACTO,Antigo Conjunto de Depósitos Para Café / Ceagesp,"Rua Borges de Figueiredo, 1098, 1250",Mooca,ATENAS COMUNICAÇÃO LTDA,BIR/tombado,municipal,,3375.00,3375.00,8031453.75,ZOE,1,0.9,JA_DECLARADO,PENDENTE_FI_DECLARADO,3750,2379.69,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2017-04-08,0280460069
INTACTO·com dono,INTACTO,Casa Sede da Antiga Fazenda do Morumbi,"Avenida Morumbi, 5594",Morumbi,"BEST GROUP PRODUCOES ARTISTICAS, EVENTOS E PARTICIPACOES LTD",BIR/tombado,municipal,,5460.00,5460.00,17766840.00,ZCOR-3,1,0.7,JA_DECLARADO,PENDENTE_FI_DECLARADO,7800,3254.00,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2021-04-16,1231940002
INTACTO·com dono,INTACTO,Bairro de Perdizes / Edificação Na Rua Cardoso de Almeida 541,"Rua Cardoso de Almeida, 541",Perdizes,ASSOC STA MARCELINA COLEGIO SANTA MARCELINA,BIR/tombado,municipal,,4760.00,4760.00,45840656.40,ZEU,1,0.7,JA_DECLARADO,PENDENTE_FI_DECLARADO,6800,9630.39,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2024-04-22,0200810180
INTACTO·com dono,INTACTO,Imóveis Indicados Como Zepec Na Subprefeitura da Lapa / Conjunto Arquitetônico do Sesc Pompeia,"Rua Clélia, 93",Perdizes,SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRA,BIR/tombado,municipal+federal,,8286.50,8286.50,16174667.94,ZEM,1,0.5,JA_DECLARADO,PENDENTE_FI_DECLARADO,16573,1951.93,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2016-06-10,0220210031
INTACTO·com dono,INTACTO,Bairro da Bela Vista,"Praça de Bandeira, 137",República,REVITALIZA CENTRO LTDA,BIR/tombado,municipal,,749.00,749.00,4296211.57,ZC,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,749,5735.93,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2016-06-10,0050160034
INTACTO·com dono,INTACTO,Bairro da Bela Vista,"Avenida Brigadeiro Luís Antônio, 274, 278, 282",República,ASSOCIACAO PAULISTA DE MEDICINA,BIR/tombado,municipal,,800.00,800.00,5124616.00,ZC,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,800,6405.77,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2019-12-10,0050240003
INTACTO·com dono,INTACTO,Bairro da Bela Vista,"Avenida Brigadeiro Luis Antonio, 411, 435",República,T4F ENTRETENIMENTO S.A,BIR/tombado,municipal,,2962.80,2962.80,19410754.57,ZC,1,0.9,JA_DECLARADO,PENDENTE_FI_DECLARADO,3292,6551.49,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2021-06-12,0050350772
INTACTO·com dono,INTACTO,Fachada Remanescente do Teatro Cultura Artística / Afresco de di Cavalcanti e Acervo Documental,"Rua Nestor Pestana, 196, 202, 246, 252",República,ASSOCIAÇÃO SOCIEDADE DE CULTURA ARTÍSTICA,BIR/tombado,municipal+estadual+federal,,1984.00,1984.00,12403610.88,ZC,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,1984,6251.82,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2024-04-29,0060121019
INTACTO·com dono,INTACTO,Área do Centro Velho / Área de Interesse Arqueológico,"Rua Roberto Simonsen, 97, 101",República,SKY ARTS EVENTOS CULTURAIS LTDA,BIR/tombado,municipal,,588.00,588.00,3902714.76,ZC,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,490,6637.27,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2021-07-27,0020680006
INTACTO·com dono,INTACTO,Banespa / Edifício Altino Arantes / Área do Anhangabaú,"Rua João Brícola, 24",Sé,BANCO SANTANDER (BRASIL) S/A,BIR/tombado,municipal+estadual,,1369.00,1369.00,12234821.45,ZC,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,1369,8937.05,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2023-10-09,0010740002
INTACTO·com dono,INTACTO,Vila Inglesa / Vila dos Ingleses,"Rua Mauá, 836, 842, 45",Sé,GRUPO CUCO LAB. DE MARKETING EXPERIMENTAL LTDA,BIR/tombado,municipal+estadual+federal,,141.60,141.60,,ZC,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,118,,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2023-05-22,0010230177
INTACTO·com dono,INTACTO,Área do Anhangabaú,"Praça Antônio Prado, 48, 37, 43",Sé,"B3 S.A - BRASIL, BOLSA, BALCAO",BIR/tombado,municipal,,1669.00,1669.00,14915936.45,ZC,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,1669,8937.05,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2024-07-04,0010630052
INTACTO·com dono,INTACTO,Área do Anhangabaú / Edifício Bovespa,"Rua Quinze de Novembro, 275, 289",Sé,"B3 S.A. BRASIL, BOLSA, BALCÃO",BIR/tombado,municipal,,1663.00,1663.00,14709883.57,ZC,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,1663,8845.39,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2022-01-27,0010820015
INTACTO·com dono,INTACTO,Área do Centro Velho / Área de Interesse Arqueológico,"Rua Venceslaeu Brás, 61, 67",Sé,SUPER GESTÃO CULTURAL EVENTOS LTDA,BIR/tombado,municipal,,528.00,528.00,3501996.96,ZC,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,528,6632.57,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2021-07-30,0020680011
INTACTO·sem dono,INTACTO,Bairro de Perdizes / Edificação Na Rua Dona Germaine Burchard 458,"Rua Dona Germanie Burchard, 458",Barra Funda,,BIR/tombado,municipal,,402.00,402.00,1720523.82,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,335,4279.91,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2023-08-16,0210280059
INTACTO·sem dono,INTACTO,"Bairro de Perdizes / Edificação Na Rua Doutor Cândido Espinheira 445, 449","Rua Dr Cândido Espinheira, 449",Barra Funda,,BIR/tombado,municipal,,453.60,453.60,2588491.08,ZM,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,378,5706.55,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2023-08-16,0200670033
INTACTO·sem dono,INTACTO,Bairro de Perdizes / Edificação Na Rua Parintins,"Rua Parintins, 120",Barra Funda,,BIR/tombado,municipal,,193.20,193.20,658415.94,ZM,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,161,3407.95,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2023-10-09,0200360016
INTACTO·sem dono,INTACTO,,"Alameda Rio Claro, 191",Bela Vista,,BIR,,,,,,,,,JA_DECLARADO,PENDENTE_FI_DECLARADO,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2025-01-17,0090160031
INTACTO·sem dono,INTACTO,,"Alameda Rio Claro, 191",Bela Vista,,BIR,,,,,,,,,JA_DECLARADO,PENDENTE_FI_DECLARADO,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2025-01-17,0090160032
INTACTO·sem dono,INTACTO,,"Rua Treze de Maio, 724",Bela Vista,,BIR,,,,,,,,,JA_DECLARADO,PENDENTE_FI_DECLARADO,,,Atc: SQL sem cadastro no IPTU | Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2024-01-17,0090211482
INTACTO·sem dono,INTACTO,,"Rua Pamplona, 145",Bela Vista,,BIR,,,,,,,,,JA_DECLARADO,PENDENTE_FI_DECLARADO,6582,7358.82,Zona: lote sem sobreposição (sem SQL / lote / fora de zona),,,2024-04-29,0090161113
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Alameda Joaquim Eugênio de Lima, 164",Bela Vista,,BIR/tombado,municipal,,1336.00,1336.00,10270980.96,ZEU,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,1336,7687.86,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2014-07-29,0090190006
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua dos Franceses, 324",Bela Vista,,BIR/tombado,municipal,,1270.00,1270.00,10127742.00,ZEU,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,1270,7974.60,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2016-04-20,0090190033
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Treze de Maio, 734",Bela Vista,,BIR/tombado,municipal,,261.60,261.60,1115935.90,ZM,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,218,4265.81,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2017-01-13,0090210039
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Silvia, 203, 4",Bela Vista,,BIR/tombado,municipal,,72.00,72.00,318053.52,ZM,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,60,4417.41,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2018-07-28,0090170056
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Treze de Maio, 692",Bela Vista,,BIR/tombado,municipal,,252.00,252.00,1074984.12,ZM,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,210,4265.81,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2019-09-11,0090210044
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua dos Ingleses, 150",Bela Vista,,BIR/tombado,municipal,,400.80,400.80,2897603.64,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,334,7229.55,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2019-09-28,0090200026
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Treze de Maio, 695",Bela Vista,,BIR/tombado,municipal,,339.60,339.60,1425521.94,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,283,4197.65,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2019-09-10,0090220021
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Treze de Maio, 612, 614, 616",Bela Vista,,BIR/tombado,municipal,,508.00,508.00,2167031.48,ZM,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,508,4265.81,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-01-09,0090210055
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Avenida Brigadeiro Luís Antônio, 1278",Bela Vista,,BIR/tombado,municipal,,572.40,572.40,3664642.18,ZEIS-5,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,477,6402.24,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2019-12-14,0090420025
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Treze de Maio, 681, 689, 691",Bela Vista,,BIR/tombado,municipal,,439.20,439.20,1843607.88,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,366,4197.65,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-01-18,0090220020
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Almirante Marques de Leão, 723",Bela Vista,,BIR/tombado,municipal,,139.20,139.20,541945.97,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,116,3893.29,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-02-01,0090190067
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Maestro Cardim, 601, 01, 01A",Bela Vista,,BIR/tombado,municipal,,82.80,82.80,709726.82,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,69,8571.58,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-03-31,0380030006
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Maestro Cardim, 601, 02, 02A",Bela Vista,,BIR/tombado,municipal,,82.80,82.80,709726.82,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,69,8571.58,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-03-31,0380030007
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Maestro Cardim, 601, 03, 03A",Bela Vista,,BIR/tombado,municipal,,82.80,82.80,709726.82,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,69,8571.58,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-07-29,0380030008
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Maestro Cardim, 601, 05",Bela Vista,,BIR/tombado,municipal,,68.40,68.40,586296.07,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,57,8571.58,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-03-31,0380030010
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Maestro Cardim, 607",Bela Vista,,BIR/tombado,municipal,,264.00,264.00,2262897.12,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,220,8571.58,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-03-31,0380030012
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Maestro Cardim, 609",Bela Vista,,BIR/tombado,municipal,,324.00,324.00,2777191.92,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,270,8571.58,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-03-31,0380030013
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Maestro Cardim, 601, 04, 04A",Bela Vista,,BIR/tombado,municipal,,87.60,87.60,750870.41,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,73,8571.58,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-03-31,0380030009
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 951",Bela Vista,,BIR/tombado,municipal,,800.00,800.00,6515056.00,ZEU,1,1.0,JA_DECLARADO,PENDENTE_FI_DECLARADO,800,8143.82,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-04-01,0380020016
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 325",Bela Vista,,BIR/tombado,municipal+estadual,,218.40,218.40,1143649.42,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,182,5236.49,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2023-11-28,0330080018
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Major Diogo, 580, 582, 588",Bela Vista,,BIR/tombado,municipal,,456.00,456.00,1809097.92,ZEIS-3,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,380,3967.32,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2020-08-15,0090080019
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Conselheiro Carrão, 640",Bela Vista,,BIR/tombado,municipal,,319.20,319.20,1170717.07,ZEIS-3,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,266,3667.66,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2023-10-30,0090990001
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 247, 249, 253",Bela Vista,,BIR/tombado,municipal+estadual,,273.60,273.60,1270655.86,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,228,4644.21,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2022-03-10,0330070003
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 243, 245",Bela Vista,,BIR/tombado,municipal+estadual,,262.80,262.80,1220498.39,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,219,4644.21,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2022-03-10,0330070004
INTACTO·sem dono,INTACTO,Bairro da Bela Vista,"Rua Martiniano de Carvalho, 233",Bela Vista,,BIR/tombado,municipal+estadual,,266.40,266.40,1237217.54,ZEU,1,1.2,JA_DECLARADO,PENDENTE_FI_DECLARADO,222,4644.21,"PCpt do JÁ-DECLARADO governado pela Declaração (Art.125 §1º I); o escalonado é ESTIMATIVA (Art.24 caput = NOVAS declarações), NÃO o valor declarado — Fi/PCpt da Declaração ausente na base (PENDENTE). Confiável só p/ prospecção nova.",,,2022-03-10,0330070005
