sql_mestre,classe,achou,area_m2,props
0250800000,RECUPERAVEL,sim,625.00,{"cd_identificador":2025825;"cd_identificador_original_lote":8855393;"cd_setor_fiscal":"025";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"080";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"150533";"nm_logradouro_completo":"R ORIENTE";"cd_numero_porta":"70 76 80"
0280460000,RECUPERAVEL,sim,4017.00,{"cd_identificador":2183345;"cd_identificador_original_lote":8925914;"cd_setor_fiscal":"028";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"046";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"069825";"nm_logradouro_completo":"R MONS JOAO FELIPO";"cd_numero_porta":"
0825170000,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0040340000,RECUPERAVEL,sim,1404.00,{"cd_identificador":2183029;"cd_identificador_original_lote":8918532;"cd_setor_fiscal":"004";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"034";"cd_subquadra_fiscal":null;"cd_condominio":"12";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"057886";"nm_logradouro_completo":"R PROF DEMOSTENES BATISTA F. MARQUES";"
0040330000,RECUPERAVEL,sim,1352.00,{"cd_identificador":2146251;"cd_identificador_original_lote":8920408;"cd_setor_fiscal":"004";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"033";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"057886";"nm_logradouro_completo":"R PROF DEMOSTENES BATISTA F. MARQUES";"
0040350000,RECUPERAVEL,sim,1852.00,{"cd_identificador":2142265;"cd_identificador_original_lote":8920205;"cd_setor_fiscal":"004";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"035";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"173711";"nm_logradouro_completo":"R DOM ROMUALDO DE SEIXAS";"cd_numero_po
0040540000,RECUPERAVEL,sim,1828.00,{"cd_identificador":2171923;"cd_identificador_original_lote":8920000;"cd_setor_fiscal":"004";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"054";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"057886";"nm_logradouro_completo":"R PROF DEMOSTENES BATISTA F. MARQUES";"
1620350000,RECUPERAVEL,sim,14958.00,{"cd_identificador":3452474;"cd_identificador_original_lote":9443080;"cd_setor_fiscal":"162";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"035";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"160423";"nm_logradouro_completo":"PC ALM PENA BOTTO";"cd_numero_porta":"5
0111010000,RECUPERAVEL,sim,670.00,{"cd_identificador":2162525;"cd_identificador_original_lote":8915286;"cd_setor_fiscal":"011";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"101";"cd_subquadra_fiscal":null;"cd_condominio":"15";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"128694";"nm_logradouro_completo":"R MARANHAO";"cd_numero_porta":"685";"tx
0200940000,RECUPERAVEL,sim,358.00,{"cd_identificador":2734631;"cd_identificador_original_lote":9173857;"cd_setor_fiscal":"020";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"094";"cd_subquadra_fiscal":null;"cd_condominio":"10";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"005347";"nm_logradouro_completo":"R DR ALBUQUERQUE LINS";"cd_numero_porta
0200950000,RECUPERAVEL,sim,2505.00,{"cd_identificador":2741642;"cd_identificador_original_lote":9173975;"cd_setor_fiscal":"020";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"095";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"087718";"nm_logradouro_completo":"AV HIGIENOPOLIS";"cd_numero_porta":"578
0111000000,RECUPERAVEL,sim,680.00,{"cd_identificador":2147215;"cd_identificador_original_lote":8915634;"cd_setor_fiscal":"011";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"100";"cd_subquadra_fiscal":null;"cd_condominio":"06";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"027227";"nm_logradouro_completo":"R BAHIA";"cd_numero_porta":"116";"tx_co
0111230000,RECUPERAVEL,sim,2351.00,{"cd_identificador":2151542;"cd_identificador_original_lote":8914720;"cd_setor_fiscal":"011";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"123";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"180408";"nm_logradouro_completo":"R SERGIPE";"cd_numero_porta":"605";"tx_
0111140150,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0111140000,RECUPERAVEL,sim,322.00,{"cd_identificador":6785936;"cd_identificador_original_lote":10644846;"cd_setor_fiscal":"011";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"114";"cd_subquadra_fiscal":null;"cd_condominio":"06";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"004260";"nm_logradouro_completo":"R ALAGOAS";"cd_numero_porta":"664";"tx
0111140138,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0110990000,RECUPERAVEL,sim,520.00,{"cd_identificador":2188000;"cd_identificador_original_lote":8914707;"cd_setor_fiscal":"011";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"099";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"162043";"nm_logradouro_completo":"R PIAUI";"cd_numero_porta":"1121";"tx_c
0100370000,RECUPERAVEL,sim,481.00,{"cd_identificador":2143330;"cd_identificador_original_lote":8912256;"cd_setor_fiscal":"010";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"037";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"052450";"nm_logradouro_completo":"R DA CONSOLACAO";"cd_numero_porta":"226
0100020000,RECUPERAVEL,sim,1031.00,{"cd_identificador":2147412;"cd_identificador_original_lote":8914372;"cd_setor_fiscal":"010";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"002";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"128694";"nm_logradouro_completo":"R MARANHAO";"cd_numero_porta":"192";"tx
0100160000,RECUPERAVEL,sim,1045.00,{"cd_identificador":2216737;"cd_identificador_original_lote":8914264;"cd_setor_fiscal":"010";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"016";"cd_subquadra_fiscal":null;"cd_condominio":"11";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"175579";"nm_logradouro_completo":"R SABARA";"cd_numero_porta":"538";"tx_c
0100030000,RECUPERAVEL,sim,606.00,{"cd_identificador":2170003;"cd_identificador_original_lote":8914366;"cd_setor_fiscal":"010";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"003";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"087718";"nm_logradouro_completo":"AV HIGIENOPOLIS";"cd_numero_porta":"147
0050160000,RECUPERAVEL,sim,515.00,{"cd_identificador":6822365;"cd_identificador_original_lote":8890980;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"016";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"023981";"nm_logradouro_completo":"R ASDRUBAL DO NASCIMENTO";"cd_numero_po
0060240000,RECUPERAVEL,sim,391.00,{"cd_identificador":1967097;"cd_identificador_original_lote":8801615;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"024";"cd_subquadra_fiscal":null;"cd_condominio":"06";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"129518";"nm_logradouro_completo":"R MARCONI";"cd_numero_porta":"128 138 1
0060100000,RECUPERAVEL,sim,844.00,{"cd_identificador":1992672;"cd_identificador_original_lote":8801773;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"010";"cd_subquadra_fiscal":null;"cd_condominio":"06";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"197599";"nm_logradouro_completo":"R VINTE E QUATRO DE MAIO";"cd_numero_po
0010570000,RECUPERAVEL,sim,199.00,{"cd_identificador":1964902;"cd_identificador_original_lote":8800473;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"057";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"179868";"nm_logradouro_completo":"R DO SEMINARIO";"cd_numero_porta":"161 
0060390000,RECUPERAVEL,sim,284.00,{"cd_identificador":6786270;"cd_identificador_original_lote":10644789;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"039";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"059854";"nm_logradouro_completo":"R S DOMINGOS";"cd_numero_porta":"186 1
0060150000,RECUPERAVEL,sim,1392.00,{"cd_identificador":1959064;"cd_identificador_original_lote":8801908;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"015";"cd_subquadra_fiscal":null;"cd_condominio":"09";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"095435";"nm_logradouro_completo":"R BR DE ITAPETININGA";"cd_numero_porta"
0010530000,RECUPERAVEL,sim,2163.00,{"cd_identificador":6771442;"cd_identificador_original_lote":10625088;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"053";"cd_subquadra_fiscal":null;"cd_condominio":"06";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"016675";"nm_logradouro_completo":"R ANTONIO DE GODOI";"cd_numero_porta":
0010530026,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0010530036,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0010530025,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0060380000,RECUPERAVEL,sim,324.00,{"cd_identificador":1987793;"cd_identificador_original_lote":8801752;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"038";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"015210";"nm_logradouro_completo":"R STO ANTONIO";"cd_numero_porta":"561 5
0080900028,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900027,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900029,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900032,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900008,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900041,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900017,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900043,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900031,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900007,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900011,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900006,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080900030,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0070620000,RECUPERAVEL,sim,411.00,{"cd_identificador":7430037;"cd_identificador_original_lote":10971702;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"062";"cd_subquadra_fiscal":null;"cd_condominio":"10";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"025950";"nm_logradouro_completo":"R AURORA";"cd_numero_porta":"904 914";
0080930000,RECUPERAVEL,sim,366.00,{"cd_identificador":2013033;"cd_identificador_original_lote":8832389;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"093";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"092762";"nm_logradouro_completo":"AV IPIRANGA";"cd_numero_porta":"1119 11
0080930059,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0010440000,RECUPERAVEL,sim,259.00,{"cd_identificador":1976912;"cd_identificador_original_lote":8801053;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"044";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"092762";"nm_logradouro_completo":"AV IPIRANGA";"cd_numero_porta":"1202 12
0010440050,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0010440051,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080650000,RECUPERAVEL,sim,624.00,{"cd_identificador":2028578;"cd_identificador_original_lote":8831652;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"065";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"151416";"nm_logradouro_completo":"R GAL OSORIO";"cd_numero_porta":"289 29
0080880000,RECUPERAVEL,sim,605.00,{"cd_identificador":1986837;"cd_identificador_original_lote":8831029;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"088";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"025950";"nm_logradouro_completo":"R AURORA";"cd_numero_porta":"291";"tx_c
0010190037,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080940000,RECUPERAVEL,sim,446.00,{"cd_identificador":1981372;"cd_identificador_original_lote":8831376;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"094";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"092762";"nm_logradouro_completo":"AV IPIRANGA";"cd_numero_porta":"1263 12
0080940122,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0010360000,RECUPERAVEL,sim,468.00,{"cd_identificador":1981204;"cd_identificador_original_lote":8800897;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"036";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"031780";"nm_logradouro_completo":"R BENEFICENCIA PORTUGUESA";"cd_numero_p
0010270000,RECUPERAVEL,sim,1221.00,{"cd_identificador":1963694;"cd_identificador_original_lote":8799794;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"027";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"167258";"nm_logradouro_completo":"AV SEN QUEIROS";"cd_numero_porta":"101"
0080730000,RECUPERAVEL,sim,581.00,{"cd_identificador":1965827;"cd_identificador_original_lote":8832291;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"073";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"198471";"nm_logradouro_completo":"R VITORIA";"cd_numero_porta":"334 340 3
0080730124,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0080890000,RECUPERAVEL,sim,306.00,{"cd_identificador":1989277;"cd_identificador_original_lote":8831338;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"089";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"062855";"nm_logradouro_completo":"R STA IFIGENIA";"cd_numero_porta":"256 
0010460000,RECUPERAVEL,sim,516.00,{"cd_identificador":1966063;"cd_identificador_original_lote":8801078;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"046";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"190179";"nm_logradouro_completo":"R BRIG TOBIAS";"cd_numero_porta":"51 55
0080590000,RECUPERAVEL,sim,477.00,{"cd_identificador":2008972;"cd_identificador_original_lote":8833226;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"059";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"113468";"nm_logradouro_completo":"PC JULIO PRESTES";"cd_numero_porta":"30
0080830000,RECUPERAVEL,sim,665.00,{"cd_identificador":2029301;"cd_identificador_original_lote":8831306;"cd_setor_fiscal":"008";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"083";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"025950";"nm_logradouro_completo":"R AURORA";"cd_numero_porta":"66 72 78";
0070700000,RECUPERAVEL,sim,1436.00,{"cd_identificador":6772071;"cd_identificador_original_lote":10627195;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"070";"cd_subquadra_fiscal":null;"cd_condominio":"08";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"032310";"nm_logradouro_completo":"R BENTO FREITAS";"cd_numero_porta":"18
0050350000,RECUPERAVEL,sim,1312.00,{"cd_identificador":5390229;"cd_identificador_original_lote":10125870;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"035";"cd_subquadra_fiscal":null;"cd_condominio":"10";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"121657";"nm_logradouro_completo":"AV BRIG LUIS ANTONIO";"cd_numero_porta
0010450000,RECUPERAVEL,sim,1930.00,{"cd_identificador":2018129;"cd_identificador_original_lote":8801069;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"045";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"190179";"nm_logradouro_completo":"R BRIG TOBIAS";"cd_numero_porta":"47 24
0060160000,RECUPERAVEL,sim,513.00,{"cd_identificador":1983839;"cd_identificador_original_lote":8801489;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"016";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"095435";"nm_logradouro_completo":"R BR DE ITAPETININGA";"cd_numero_porta"
0060230000,RECUPERAVEL,sim,430.00,{"cd_identificador":1976061;"cd_identificador_original_lote":8801579;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"023";"cd_subquadra_fiscal":null;"cd_condominio":"10";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"199966";"nm_logradouro_completo":"R CEL XAVIER DE TOLEDO";"cd_numero_port
0060250000,RECUPERAVEL,sim,351.00,{"cd_identificador":1964214;"cd_identificador_original_lote":8802074;"cd_setor_fiscal":"006";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"025";"cd_subquadra_fiscal":null;"cd_condominio":"07";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"199966";"nm_logradouro_completo":"R CEL XAVIER DE TOLEDO";"cd_numero_port
0070520000,RECUPERAVEL,sim,671.00,{"cd_identificador":1979258;"cd_identificador_original_lote":8829702;"cd_setor_fiscal":"007";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"052";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"101010";"nm_logradouro_completo":"AV S JOAO";"cd_numero_porta":"1105 1113
0050240000,RECUPERAVEL,sim,759.00,{"cd_identificador":6770549;"cd_identificador_original_lote":10574241;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"024";"cd_subquadra_fiscal":null;"cd_condominio":"09";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"073296";"nm_logradouro_completo":"R FRANCISCA MIQUELINA";"cd_numero_port
