sql_mestre,classe,achou,area_m2,props
0020600000,RECUPERAVEL,sim,238.00,{"cd_identificador":2739140;"cd_identificador_original_lote":9162538;"cd_setor_fiscal":"002";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"060";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"126500";"nm_logradouro_completo":"PC PDE MANUEL DA NOBREGA";"cd_numero_po
0050110000,RECUPERAVEL,sim,448.00,{"cd_identificador":1964914;"cd_identificador_original_lote":8891273;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"011";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"157392";"nm_logradouro_completo":"R SEN PAULO EGIDIO";"cd_numero_porta":"
0010420000,RECUPERAVEL,sim,625.00,{"cd_identificador":1963481;"cd_identificador_original_lote":8801017;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"042";"cd_subquadra_fiscal":null;"cd_condominio":"04";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"167258";"nm_logradouro_completo":"AV SEN QUEIROS";"cd_numero_porta":"450 
0010840000,RECUPERAVEL,sim,948.00,{"cd_identificador":1967998;"cd_identificador_original_lote":8800005;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"084";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"059447";"nm_logradouro_completo":"R DIREITA";"cd_numero_porta":"250 256";
0050140000,RECUPERAVEL,sim,252.00,{"cd_identificador":1987176;"cd_identificador_original_lote":8890971;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"014";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"069337";"nm_logradouro_completo":"R SEN FEIJO";"cd_numero_porta":"154 158
0010720000,RECUPERAVEL,sim,2002.00,{"cd_identificador":1979292;"cd_identificador_original_lote":8800060;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"072";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"118249";"nm_logradouro_completo":"R LIBERO BADARO";"cd_numero_porta":"504
0030040000,RECUPERAVEL,sim,708.00,{"cd_identificador":1977782;"cd_identificador_original_lote":8820779;"cd_setor_fiscal":"003";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"004";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"159840";"nm_logradouro_completo":"PQ DOM PEDRO II";"cd_numero_porta":"109
0010640000,RECUPERAVEL,sim,1245.00,{"cd_identificador":1982184;"cd_identificador_original_lote":8800273;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"064";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"034037";"nm_logradouro_completo":"R BOA VISTA";"cd_numero_porta":"304 314
0010810000,RECUPERAVEL,sim,302.00,{"cd_identificador":1980061;"cd_identificador_original_lote":8800312;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"081";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"008664";"nm_logradouro_completo":"R ALVARES PENTEADO";"cd_numero_porta":"
0050390000,RECUPERAVEL,sim,739.00,{"cd_identificador":1957856;"cd_identificador_original_lote":8891093;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"039";"cd_subquadra_fiscal":null;"cd_condominio":"05";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"118184";"nm_logradouro_completo":"AV DA LIBERDADE";"cd_numero_porta":"65 
0010680000,RECUPERAVEL,sim,652.00,{"cd_identificador":2001435;"cd_identificador_original_lote":8800437;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"068";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"061360";"nm_logradouro_completo":"R BR DE DUPRAT";"cd_numero_porta":"218 
0050050005,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0050050000,RECUPERAVEL,sim,331.00,{"cd_identificador":2047084;"cd_identificador_original_lote":8891253;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"005";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"108138";"nm_logradouro_completo":"R JOSE BONIFACIO";"cd_numero_porta":"16
0050100000,RECUPERAVEL,sim,343.00,{"cd_identificador":1963614;"cd_identificador_original_lote":8890951;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"010";"cd_subquadra_fiscal":null;"cd_condominio":"02";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"073350";"nm_logradouro_completo":"LG S FRANCISCO";"cd_numero_porta":"26 3
0050100003,RECUPERAVEL,sim,1064.23,{"cd_identificador":1997622;"cd_identificador_original_lote":8891230;"cd_setor_fiscal":"005";"cd_tipo_quadra":"QP";"tx_tipo_quadra":"QUADRA PUBLICA";"cd_quadra_fiscal":"010";"cd_subquadra_fiscal":null;"cd_condominio":"00";"cd_tipo_lote":"EL";"tx_tipo_lote":"ESPACO LIVRE";"cd_lote":"0003";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":null;"nm_logradouro_completo":null;"cd_numero_porta":null;
0050010000,RECUPERAVEL,sim,2024.00,{"cd_identificador":2000318;"cd_identificador_original_lote":8891850;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"001";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"156035";"nm_logradouro_completo":"PC DO PATRIARCA";"cd_numero_porta":"15"
0020700000,RECUPERAVEL,sim,375.00,{"cd_identificador":2740152;"cd_identificador_original_lote":9162849;"cd_setor_fiscal":"002";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"070";"cd_subquadra_fiscal":null;"cd_condominio":"06";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"033871";"nm_logradouro_completo":"R DR BETTENCOURT RODRIGUES";"cd_numero_
0010830000,RECUPERAVEL,sim,300.00,{"cd_identificador":1991003;"cd_identificador_original_lote":8800360;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"083";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"126500";"nm_logradouro_completo":"PC PDE MANUEL DA NOBREGA";"cd_numero_po
0010750000,RECUPERAVEL,sim,2556.00,{"cd_identificador":6775096;"cd_identificador_original_lote":10630400;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"075";"cd_subquadra_fiscal":null;"cd_condominio":"12";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"034037";"nm_logradouro_completo":"R BOA VISTA";"cd_numero_porta":"280";"
0050020000,RECUPERAVEL,sim,273.00,{"cd_identificador":1989951;"cd_identificador_original_lote":8890349;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"002";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"118249";"nm_logradouro_completo":"R LIBERO BADARO";"cd_numero_porta":"101
0010510000,RECUPERAVEL,sim,1210.00,{"cd_identificador":2021843;"cd_identificador_original_lote":8799481;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"051";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"043427";"nm_logradouro_completo":"R CARLOS DE SOUSA NAZARE";"cd_numero_po
0010400000,RECUPERAVEL,sim,1024.00,{"cd_identificador":2025286;"cd_identificador_original_lote":8801042;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"040";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"072044";"nm_logradouro_completo":"R FLORENCIO DE ABREU";"cd_numero_porta"
0050280000,RECUPERAVEL,sim,170.00,{"cd_identificador":2028518;"cd_identificador_original_lote":8891053;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"028";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"150223";"nm_logradouro_completo":"R ONZE DE AGOSTO";"cd_numero_porta":"46
0010790000,RECUPERAVEL,sim,1251.00,{"cd_identificador":2031264;"cd_identificador_original_lote":8800241;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"079";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"118249";"nm_logradouro_completo":"R LIBERO BADARO";"cd_numero_porta":"283
0010770000,RECUPERAVEL,sim,1210.00,{"cd_identificador":2038570;"cd_identificador_original_lote":8800264;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"077";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"159840";"nm_logradouro_completo":"PQ DOM PEDRO II";"cd_numero_porta":"266
0010710000,RECUPERAVEL,sim,636.00,{"cd_identificador":2037690;"cd_identificador_original_lote":8800032;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"071";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"118249";"nm_logradouro_completo":"R LIBERO BADARO";"cd_numero_porta":"501
0010780000,RECUPERAVEL,sim,1275.00,{"cd_identificador":6846715;"cd_identificador_original_lote":10700126;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"078";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"118249";"nm_logradouro_completo":"R LIBERO BADARO";"cd_numero_porta":"36
0050820000,RECUPERAVEL,sim,263.00,{"cd_identificador":6786232;"cd_identificador_original_lote":10644764;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"082";"cd_subquadra_fiscal":null;"cd_condominio":"09";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"043680";"nm_logradouro_completo":"PC CARLOS GOMES";"cd_numero_porta":"18
0010670000,RECUPERAVEL,sim,886.00,{"cd_identificador":1986201;"cd_identificador_original_lote":8800396;"cd_setor_fiscal":"001";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"067";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"029505";"nm_logradouro_completo":"R CAVLH BASILIO JAFET";"cd_numero_porta
0990460092,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0330350000,RECUPERAVEL,sim,370.00,{"cd_identificador":1966585;"cd_identificador_original_lote":8804123;"cd_setor_fiscal":"033";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"035";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"101486";"nm_logradouro_completo":"R S JOAO BATISTA";"cd_numero_porta":"37
0330390000,RECUPERAVEL,sim,819.00,{"cd_identificador":1963996;"cd_identificador_original_lote":8802986;"cd_setor_fiscal":"033";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"039";"cd_subquadra_fiscal":null;"cd_condominio":"16";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"178969";"nm_logradouro_completo":"R SCUVERO";"cd_numero_porta":"40";"tx_c
0330390353,PROVAVEL_DESCARTE_SQL_MORTO,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0330230000,RECUPERAVEL,sim,2100.00,{"cd_identificador":1960479;"cd_identificador_original_lote":8803684;"cd_setor_fiscal":"033";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"023";"cd_subquadra_fiscal":null;"cd_condominio":"14";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"105120";"nm_logradouro_completo":"R S JOAQUIM";"cd_numero_porta":"460";"t
0330170000,RECUPERAVEL,sim,382.00,{"cd_identificador":1986802;"cd_identificador_original_lote":8806515;"cd_setor_fiscal":"033";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"017";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"163473";"nm_logradouro_completo":"R PIRAPITINGUI";"cd_numero_porta":"179"
0330150000,RECUPERAVEL,sim,1377.00,{"cd_identificador":1998617;"cd_identificador_original_lote":8803559;"cd_setor_fiscal":"033";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"015";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"186180";"nm_logradouro_completo":"R TAMANDARE";"cd_numero_porta":"768 776
0330160000,RECUPERAVEL,sim,765.00,{"cd_identificador":4794347;"cd_identificador_original_lote":9917991;"cd_setor_fiscal":"033";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"016";"cd_subquadra_fiscal":null;"cd_condominio":"07";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"183407";"nm_logradouro_completo":"R DR SIQUEIRA CAMPOS";"cd_numero_porta"
0050610000,RECUPERAVEL,sim,624.00,{"cd_identificador":2014961;"cd_identificador_original_lote":8891139;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"061";"cd_subquadra_fiscal":null;"cd_condominio":"01";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"164577";"nm_logradouro_completo":"LG DA POLVORA";"cd_numero_porta":"96";"
0330240000,RECUPERAVEL,sim,483.00,{"cd_identificador":1982567;"cd_identificador_original_lote":8805158;"cd_setor_fiscal":"033";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"024";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"076643";"nm_logradouro_completo":"R CONS FURTADO";"cd_numero_porta":"839 
0100040000,NAO_VENDAVEL_LEI,sim,865.00,{"cd_identificador":2175287;"cd_identificador_original_lote":8914001;"cd_setor_fiscal":"010";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"004";"cd_subquadra_fiscal":null;"cd_condominio":"03";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"162043";"nm_logradouro_completo":"R PIAUI";"cd_numero_porta":"640";"tx_co
0361440000,NAO_VENDAVEL_LEI,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
0050460000,NAO_VENDAVEL_LEI,sim,158.00,{"cd_identificador":6822258;"cd_identificador_original_lote":8892157;"cd_setor_fiscal":"005";"cd_tipo_quadra":"F";"tx_tipo_quadra":"FISCAL";"cd_quadra_fiscal":"046";"cd_subquadra_fiscal":null;"cd_condominio":"18";"cd_tipo_lote":"F";"tx_tipo_lote":"FISCAL";"cd_lote":"0000";"cd_situacao":1;"cd_digito_sql":null;"cd_logradouro":"190500";"nm_logradouro_completo":"R DR TOMAS DE LIMA";"cd_numero_porta":"
0642070000,NAO_VENDAVEL_LEI,nao,,quadra respondeu; lote ausente (2 formatos de filtro)
2070000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2030000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2020000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0340000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0110000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
1580000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2699970000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2690000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2790000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0110890001,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0401290064,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0401290000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0400470000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0400000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
1142400020,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0895620001,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0822220000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0821700000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2079980000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0100000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0130090000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0100680000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0100670000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0130030001,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0130290000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
2301160000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0230470000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0230480099,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2989990000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2979990000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2869990000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2859870000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0360000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0360780000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
3000090033,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
3000750001,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0280370000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0311080000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0310620000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0311020000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
2820060000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2769920000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2829990000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2779780000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2879980000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2919980000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2749980000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2879920000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0170660035,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0170000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0611430000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0610520001,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0610000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0210440042,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0210530000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0210820000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
2110000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
1870000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
1870070001,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2059990000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0150190000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0150330000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0150270000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0150280000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0150200000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0150180000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0150320000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0150210000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0150420000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0150150000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0150120000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0782490000,RECUPERAVEL,inconclusivo,,quadra sem resposta nas 2 passadas
0780050000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
2010000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0050000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0070000000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
0502160000,PROVAVEL_DESCARTE_SQL_MORTO,inconclusivo,,quadra sem resposta nas 2 passadas
