sql,endereco,distrito,zona,tipo_zepec,esfera,nome_bem,area_terreno_m2,pcpt_m2,saldo_vendavel_m2,parcelas_anuais,valor_ref_art128_brl,valor_bruto_brl,valor_teto_art128_brl,base_vencedora_art128,estado_venda,ja_transferido_m2,n_transferencias,data_declaracao,data_certidao,data_referencia,renovacao_70pct_10anos_art129,renovacao_100pct_15anos_art129,conservacao_art129,negociavel,indicio_processo,proprietario,fonte
0100040062,"Rua Maranhão, 341",Consolação,ZC,BIR/tombado,municipal+estadual,Bairro de Higienópolis / Residência Na Rua Maranhão 341 / Tfp,1225,1225.00,1225.00,,3651329.94,14605319.75,,,INTACTO,,,2015-06-12,,2015-06-12,2025-06-12,2030-06-12,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0111440039,"Rua Angatuba, 756",Consolação,ZER-1,BIR/tombado,municipal+estadual,Asilo dos Expostos / Unidade Sampaio Viana da Febem / Fundação Faculdade de Medicina / Pacaembu e Perdizes,46204,9240.80,9240.80,,9645893.57,38583574.28,,,INTACTO,,,2015-11-14,,2015-11-14,2025-11-14,2030-11-14,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0070460001,"Rua Dr Cesário Mota Jr., 112",Consolação,ZEU,BIR/tombado,municipal+estadual,Complexo Hospitalar da Santa Casa de Misericórdia - Ambulatório Pavilhão Conde de Lara (np2),49476,9895.20,9895.20,,19483252.99,77933011.97,,,INTACTO,,,2016-07-01,,2016-07-01,2026-07-01,2031-07-01,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0100140323,"Rua Marques de Paranaguá, 111",Consolação,ZEU,BIR/tombado,municipal+estadual,"Instituto de Filosofia Ciências e Letras ""sedes Sapientiae""",4963,4466.70,4466.70,,11112658.26,44450633.05,,,INTACTO,,,2017-09-12,,2017-09-12,2027-09-12,2032-09-12,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0100030026,"Rua Maranhão, 88",Consolação,ZEU,BIR/tombado,municipal+estadual,Vila Penteado / Fau Maranhão,4230,3807.00,3807.00,,10664158.88,42656635.53,,,INTACTO,,,2020-05-05,,2020-05-05,2030-05-05,2035-05-05,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0100500033,"Rua Bela Cintra, 954",Consolação,ZEU,BIR/tombado,municipal,Antiga Residência de Anna Osório e Alfredo José Teixeira,728,728.00,728.00,,8295083.16,33180332.64,,,INTACTO,,,2025-02-10,,2025-02-10,2035-02-10,2040-02-10,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0401990202,"Rua Dr Mário Vicente, 1108",Ipiranga,ZC,BIR/tombado,municipal,Instituto Cristóvão Colombo / Seminário João Xxiii,,,,,,,,,INTACTO,,,2022-08-16,,2022-08-16,2032-08-16,2037-08-16,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0401990203,"Rua Dr Mário Vicente, 1108",Ipiranga,,BIR/tombado,municipal,Instituto Cristóvão Colombo / Seminário João Xxiii,3991,,,,,,,,INTACTO,,,2022-08-16,,2022-08-16,2032-08-16,2037-08-16,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0401990204,"Rua Dr Mário Vicente, 1108",Ipiranga,ZC,BIR/tombado,municipal,Instituto Cristóvão Colombo / Seminário João Xxiii,1540,1540.00,1540.00,,1038214.10,4152856.40,,,INTACTO,,,2022-08-16,,2022-08-16,2032-08-16,2037-08-16,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0401990205,"Rua Dr Mário Vicente, 1108",Ipiranga,ZC,BIR,,,2343,2108.70,2108.70,,1421611.74,5686446.94,,,INTACTO,,,2022-08-16,,2022-08-16,2032-08-16,2037-08-16,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0401990206,"Rua Dr Mário Vicente, 1108",Ipiranga,ZC,BIR/tombado,municipal,Instituto Cristóvão Colombo / Seminário João Xxiii,5062,3543.40,3543.40,,2388836.26,9555345.04,,,INTACTO,,,2022-08-16,,2022-08-16,2032-08-16,2037-08-16,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0401990207,"Rua Dr Mário Vicente, 1108",Ipiranga,ZM,BIR/tombado,municipal,Instituto Cristóvão Colombo / Seminário João Xxiii,,,,,,,,,INTACTO,,,2022-08-16,,2022-08-16,2032-08-16,2037-08-16,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0401990209,"Rua Dr Mário Vicente, 1108",Ipiranga,ZC,BIR/tombado,municipal,Instituto Cristóvão Colombo / Seminário João Xxiii,6996,4897.20,4897.20,,3301520.84,13206083.35,,,INTACTO,,,2022-08-16,,2022-08-16,2032-08-16,2037-08-16,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0401990210,"Rua Dr Mário Vicente, 1108",Ipiranga,ZC,BIR/tombado,municipal,Instituto Cristóvão Colombo / Seminário João Xxiii,2400,2160.00,2160.00,,1456196.40,5824785.60,,,INTACTO,,,2022-08-16,,2022-08-16,2032-08-16,2037-08-16,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0400560001,"Rua Bom Pastor, 825",Ipiranga,ZM,BIR/tombado,municipal,Residências à Rua Bom Pastor e Costa Aguiar / Edificações da Família Jafet,2365,2128.50,2128.50,,1806936.86,7227747.45,,,INTACTO,,,2012-04-05,,2012-04-05,2022-04-05,2027-04-05,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0400510004,"Rua Costa Aguiar, 1013",Ipiranga,ZM,BIR/tombado,municipal,Residências à Rua Bom Pastor e Costa Aguiar / Edificações da Família Jafet,2061,1854.90,1854.90,,1719520.12,6878080.49,,,INTACTO,,,2013-11-20,,2013-11-20,2023-11-20,2028-11-20,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0400500007,"Rua Bom Pastor, 801",Ipiranga,ZM,BIR/tombado,municipal,Residências à Rua Bom Pastor e Costa Aguiar / Edificações da Família Jafet,1088,1088.00,1088.00,,947609.92,3790439.68,,,INTACTO,,,2014-05-31,,2014-05-31,2024-05-31,2029-05-31,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0400960031,"Rua Moreira e Costa, 531, 555",Ipiranga,ZC,BIR/tombado,municipal,Colégio São Francisco Xavier,6800,4760.00,4760.00,,3977920.10,15911680.40,,,INTACTO,,,2018-07-11,,2018-07-11,2028-07-11,2033-07-11,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0400740039,"Rua Xavier Curado, 42",Ipiranga,ZEPAM,BIR/tombado,municipal,Conjunto de Imóveis No Bairro do Ipiranga,1725,172.50,172.50,,151871.16,607484.63,,,INTACTO,,,2019-06-12,,2019-06-12,2029-06-12,2034-06-12,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0350640005,"Rua Jorge Moreira, 62",Ipiranga,,BIR/tombado,municipal,Conjunto de Imóveis No Bairro do Ipiranga / Conjunto de Casas Geminadas,480,,,,,,,,INTACTO,,,2021-05-21,,2021-05-21,2031-05-21,2036-05-21,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0500080025,"Rua Labatut, 781",Ipiranga,ZM,BIR/tombado,municipal,Conjunto de Imóveis No Bairro do Ipiranga,3750,3375.00,3375.00,,2143530.00,8574120.00,,,INTACTO,,,2021-01-28,,2021-01-28,2031-01-28,2036-01-28,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0400880053,"Rua Cipriano Barata, 1962, 1964, 1986, 332, 340",Ipiranga,ZM,BIR/tombado,municipal,Conjunto de Imóveis No Bairro do Ipiranga,5307,3714.90,3714.90,,3274154.98,13096619.91,,,INTACTO,,,2024-11-13,,2024-11-13,2034-11-13,2039-11-13,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0100900001,"Alameda Jaú, 1061",Jardim Paulista,,BIR/tombado,municipal+estadual,Colégio Dante Alighieri / Edifícios Leonardo da Vinci e Colmeia e Pátio Existente Entre os Dois Prédios),19645,,,,,,,,INTACTO,,,2018-06-09,,2018-06-09,2028-06-09,2033-06-09,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0130740001,"Praça Nossa Senhora do Brasil, 512",Jardim Paulista,ZER-1,BIR/tombado,municipal,"Jardins: Paulista, Paulistano, América e Europa / Igreja Nossa Senhora do Brasil / Jardim América",1830,1830.00,1830.00,,4091271.53,16365086.10,,,INTACTO,,,2024-08-23,,2024-08-23,2034-08-23,2039-08-23,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0140230001,"Rua Honduras, 1300, 1400",Jardim Paulista,AC-1,BIR/tombado,municipal,"Jardins: Paulista, Paulistano, América e Europa/ Clube Atlético Paulistano: Ginásio de Esportes / Projeto Arquiteto Paulo Mendes da Rocha / Jardim América",43353,5202.36,5202.36,,8934376.99,35737507.97,,,INTACTO,,,2025-01-20,,2025-01-20,2035-01-20,2040-01-20,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0674730002,"Rua Michel Ouchana, 94, 194",Jaçanã,ZCa,BIR/tombado,municipal,Hospital São Luís Gonzaga / Irmandade da Santa Casa de Misericórdia de São Paulo,32900,6580.00,6580.00,,1640969.75,6563879.00,,,INTACTO,,,2019-06-18,,2019-06-18,2029-06-18,2034-06-18,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0674560032,"Avenida Luís Stamatis, 103, 130",Jaçanã,ZM,BIR/tombado,municipal,Asilo do Jaçanã / Hospital Geriátrico e de Convalescente Dom Pedro Ii,43645,8729.00,8729.00,,2212626.92,8850507.68,,,INTACTO,,,2019-09-11,,2019-09-11,2029-09-11,2034-09-11,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0230740001,"Rua Tito, 479",Lapa,ZM,BIR/tombado,municipal,Fábrica Companhia Melhoramentos / Imóveis Indicados Como Zepec Na Subprefeitura da Lapa,,,,,,,,,INTACTO,,,2016-06-18,,2016-06-18,2026-06-18,2031-06-18,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0050870017,"Avenida da Liberdade, 688, 692, 698, 702",Liberdade,ZEU,BIR/tombado,municipal,Eixo Liberdade-vergueiro / Igepac Liberdade,942,1884.00,1884.00,,4614806.19,18459224.76,,,INTACTO,,,2023-10-06,,2023-10-06,2033-10-06,2038-10-06,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0330390036,"Rua do Lavapés, 336, 342",Liberdade,ZC,BIR/tombado,municipal,Caminho Histórico Glória-lavapés / Igepac Liberdade 2,320,384.00,384.00,,345937.92,1383751.68,,,INTACTO,,,2020-06-06,,2020-06-06,2030-06-06,2035-06-06,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0330390038,"Rua do Lavapés, 350, 354",Liberdade,ZC,BIR/tombado,municipal,Caminho Histórico Glória-lavapés / Igepac Liberdade 2,320,384.00,384.00,,345937.92,1383751.68,,,INTACTO,,,2020-06-06,,2020-06-06,2030-06-06,2035-06-06,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0330400033,"Rua do Lavapés, 318, 320",Liberdade,ZM,BIR,,,2265,2038.50,2038.50,,1473779.44,5895117.77,,,INTACTO,,,2020-06-09,,2020-06-09,2030-06-09,2035-06-09,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0330210417,"Rua São Joaquim, 381",Liberdade,ZEU,BIR/tombado,municipal,Conjunto São Joaquim – Pirapitingui / Igepac Liberdade,,,,,,,,,INTACTO,,,2020-09-17,,2020-09-17,2030-09-17,2035-09-17,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412730016,"Rua Normandia, 91",Moema,ZCOR-2,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,263980.08,1055920.32,,,INTACTO,,,2015-07-01,,2015-07-01,2025-07-01,2030-07-01,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720031,"Rua Normandia, 38",Moema,ZEU,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,260541.45,1042165.80,,,INTACTO,,,2015-07-01,,2015-07-01,2025-07-01,2030-07-01,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720034,"Rua Normandia, 22",Moema,ZEU,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,260541.45,1042165.80,,,INTACTO,,,2015-07-01,,2015-07-01,2025-07-01,2030-07-01,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412730018,"Rua Normandia, 97",Moema,ZER-1,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,263980.08,1055920.32,,,INTACTO,,,2015-07-01,,2015-07-01,2025-07-01,2030-07-01,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720035,"Rua Normandia, 18",Moema,ZEU,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,260541.45,1042165.80,,,INTACTO,,,2015-07-01,,2015-07-01,2025-07-01,2030-07-01,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412730026,"Rua Normandia, 17",Moema,ZEU,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,263980.08,1055920.32,,,INTACTO,,,2015-07-01,,2015-07-01,2025-07-01,2030-07-01,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720022,"Rua Normandia, 90",Moema,ZCOR-2,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,260541.45,1042165.80,,,INTACTO,,,2015-07-03,,2015-07-03,2025-07-03,2030-07-03,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720023,"Rua Normandia, 86",Moema,ZCOR-2,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,260541.45,1042165.80,,,INTACTO,,,2015-07-03,,2015-07-03,2025-07-03,2030-07-03,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720036,"Rua Normandia, 12",Moema,ZEU,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,179,214.80,214.80,,358745.54,1434982.14,,,INTACTO,,,2015-07-03,,2015-07-03,2025-07-03,2030-07-03,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720026,"Rua Normandia, 66",Moema,ZCOR-2,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,260541.45,1042165.80,,,INTACTO,,,2015-07-03,,2015-07-03,2025-07-03,2030-07-03,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720027,"Rua Normandia, 60",Moema,ZCOR-2,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,260541.45,1042165.80,,,INTACTO,,,2015-07-03,,2015-07-03,2025-07-03,2030-07-03,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720024,"Rua Normandia, 76",Moema,ZCOR-2,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,208,249.60,249.60,,416866.32,1667465.28,,,INTACTO,,,2015-07-03,,2015-07-03,2025-07-03,2030-07-03,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720001,"Rua Gaivota, 1409",Moema,ZEU,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,179,214.80,214.80,,358745.54,1434982.14,,,INTACTO,,,2015-06-27,,2015-06-27,2025-06-27,2030-06-27,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720002,"Rua Gaivota, 1415",Moema,ZEU,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,260541.45,1042165.80,,,INTACTO,,,2015-06-27,,2015-06-27,2025-06-27,2030-06-27,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720003,"Rua Gaivota, 1419",Moema,ZEU,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,260541.45,1042165.80,,,INTACTO,,,2015-06-27,,2015-06-27,2025-06-27,2030-06-27,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
0412720004,"Rua Gaivota, 1423",Moema,ZEU,BIR/tombado,municipal,Casas a Rua Normandia e Rua Gaivota / Projeto Roberto Frade Monte / 1953,130,156.00,156.00,,260541.45,1042165.80,,,INTACTO,,,2015-06-27,,2015-06-27,2025-06-27,2030-06-27,SEM_ATESTADO,sim,(PENDENTE-ACESSO: e-SAJ/TJSP + SEI — processo em andamento),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)",IPTU 2026 + ZEPEC/DEUSO + Quadro 14 + FUNDURB (recortes oficiais)
