sql_receptor,endereco_receptor,distrito_receptor,metragem_compra_m2,area_cedida_equivalente_m2,valor_pecuniario_rs,n_certidao,ano_certidao,data_publicacao,sql_cedente_de_quem_comprou,uso_receptor,nome_comprador,fonte
0720700018,"R Conselheiro Moreira de Barros, 1148 a 1218",Santana,3296.25,3367.14,,002/03,2003,2003-04-15,0080210843,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0420110416,"R Afonso Celso, 171",Vila Mariana,3580,2696.31,,003/01 SEMPLA,2001,2001-01-01,0080530004,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0450450090,"Av Açocê, 562 / Al dos Anapurus, 500",Moema,1600,2657.56,,004/01 SEMPLA,2001,2001-01-01,0070500009,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0411500005,"Al dos Jurupis, 303 a 335",Moema,2566.71,2090.3000000000002,,003/03,2003,2003-05-20,0010820014,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0050440116,"R Conde de Sarzedas, 100",Sé,19027,19027,,001/03,2003,2003-02-25,0050440116,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0380190010,"R Apeninos, 429, 441, 451, 453 / R Gualaxos, 156, 166",Liberdade,1538,3117.78,,003/09,2009,2009-08-28,0330170013,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
1030254805,"Av Guido Caloi, s/n",Jardim São Luís,9687.56,3346.3,,005/09,2009,2009-12-08,0330170013,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0691640008,"R Nunes Garcia, 114, 122 / R Conselheiro Saraiva, 207, 217, 223, 229, 241, 249, 253",Santana,1666,1310.67,,002/10,2010,2010-03-18,0330170013,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0460110002,"R Visconde de Guaratiba, 301 / R Coronel Deraldo Jordão, 214, 218, 220, 228, 230, 234, 240",Cursino,1246.32,199.09,,001/08,2008,2008-02-12,0090190034,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
0290100160,"R Prof Rodolfo São Tiago, 75",Belém,13340.49,1481.45,,002/08,2008,2008-07-08,0090190034,(PENDENTE-ACESSO: IPTU_2026 completo — uso/zona do receptor),"(PENDENTE-ACESSO: canônicas sócios/empresas/holdings — Fase B, gate PD-7)","DEUSO/SMUL — lista de Certidões de Transferência de Potencial Construtivo emitidas (Dec. 57.536/2016 Art. 12º), consolidação Agosto/2025"
