hash_md5,canonico_id,dup_id,dup_status,motivo
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1sdWEODP2kMw5AZHz86P9hckBysiL7i-j,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1mIDoDCxn3u7W9ZbJNyMzTy--O4a-2VId,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,10_10_m0aRqTpEZOYYvL8cQTgCmCCshJY,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1VWDMVbDrotmUnB-_RQylKKfP6ARV5bQQ,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,17jewm5IpeGMr6n1nECWvbioGvLHPXZ8r,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1iDZ1_gWp191s1gPkmWRnds7RtnI6fF-8,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,19PYoUsNmsppLIBJwJByxX96IQyFhC3m0,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1OKxXmh5-uGKDII3McafwcwV3C4VMmm74,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1GM0ZzZHxZ93vcwA5ygcnP4oke-l0k1cI,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,10EZsQiR9Bhau-MOAZpMN_1yxqVct403c,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1yOPzCx8m-aMSRGHL31QfVSBHB88d1HLN,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1-at5Mmz0ztlQxyqOrgzyalEVmVgfp4qB,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1e5oIvaoDKn0SibfCHEpSE1kgfJcc-4am,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1TdKA4mDT4H976x7hQlF7uJZsO7H-U9Es,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,18hA6uejfmAZsthA26Udjy5jrVrt3NE52,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,19qYE-rX43kA7ZGapJthIxSiydChkcjsK,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,17enXtYVOLdxaWSr7icsS7m3E9CUZhTVP,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1P-gY6SB1Cm43cz5v3-52lKoQGpTeubvn,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1L7Rphc5FU53qnf2-Pqx6dC5k9uEPbHMz,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1n74XdX1nxnbT_Fyi83NtVfSdfxtBF0G9,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,17KR6W7hhqS3nUD79baMxO6f0MjxUfTEi,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,12Q9SmPl-Qe6NiNLxqdJwhBhpPyeDknsf,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1uAyLNmKuUkwL_QWlFuKZs_xRh-Z54qxe,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1bsGK2oOnRfqPrbuu3DedqBm8PyrR-vks,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1-G-UzkDH6Cc-4EeSu700M33QJkJG7VKW,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,128wh5SFO5Orem2Y-j0chcdi34OpJGB1j,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1syilzKHETZGALQaYLP-D9_3sX0t2tyHB,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1H4w4tUFOHCbqf66cRJv5bn1eKDm4Lr9K,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1nsa2UCrz1ovHQHF7duVXpOPnOFJ568jX,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1579ulMrrS-11MTa09SDDv25cfqmMbtxP,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1SdJDrkMzbdD9G_f7Qj1OlF74CdZ_laoe,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1Wyb4iCOpmRo-xiHaVCEFNe33GcN3PxGa,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1ZWyhj0yMoy9GMWyLXPZnE6CmWm3ex_Y9,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1qmEc9-zX8i4w2h_ZsytCuOxgXSLQoFJO,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1BMgJcQWuHsMm8HhBslvar17cZv7bcgP2,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1ngyMLmE4bWP-cD-qxct9MiI2RcW_amLz,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1SFqEyhLRYOP4szYfkIGNgIZk3HK_6MZc,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,15E66KeFoFh8D0xuTreq1AvxDovbYE65B,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,12B7OLTZY3K6NChQ3FYMHjEpqgHXm0USZ,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1Hxg3YrdhTZbMKZ_xujoLkQA9Ph1f7D9l,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1h4iZi96LST8biJ2Stwz8BWJYY5Fu6uig,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1ag9iPMY-o3pV7NnSwcCH1xj4K1Bg8VQD,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1GT6XFSFC_5kRhBKyYgO_HC_PTP7zJql1,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1TysWMS_9E3d1U-wSNpmqloUUmhRSknMA,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1tb7C_wDN0gUmpKsfB6bycOwin57rVwqM,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1Sll7KE-QKAH5f-UM2xRJ6aaKn0yvmPTl,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1nKmp9gFN9Tc3oM0xlVUfYGkXDwDznHrw,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1U8dsyHRzUMo1lsrcG89pG0FL7aE6Y2Cn,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1iVhM8LnKSoZwuiV1MXTfrGad_mq5x6kY,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1mmK_Gkh-sYrPz3jYqyMzmmxfYptr7ZMe,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1VIJzUsxJ4elh9ypdyShA0n0ADmK7IfJA,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1vMGIHNL1kd2TLXoaGLqcu8pOgXlh-xZF,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1YkR0bWqMFnVLvXaeewKPuuoo9r0_y4nJ,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1G1_bQdeVaUvzSfard_wW6uBJmZy5TUj8,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1xI4KkfhBV8Vu_3dhAcja3S8ITh09XbWr,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1LV_0IPE3-GttNX1bbotmbl1lDNxvGPDT,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1XuYeON374NXQ_0g8PBYT8Wz09eLbJF5E,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,15kVJEMEjfSf20xHi2b-dvCwHN5bzaLrt,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1J7SBx8hBFwZEga840Yq0PSsPzWwEvqFG,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,190EZ5kAGnHsiHMNyIYcxLhP_aeC9nztc,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1FPAlI-llKruMcWqXMZyJeHX-VZLq8BBG,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1Nq2P4psHo_ZUy3tzF2xxppOuSqZzer0a,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1LYMwUWDclz6H_bwlcOPjxG1-v6UIP1Lr,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1EwG1aOflt7friyPOMe25COnoflAc8NCM,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1mO-SgLXd_y_AouFdq3MuywXfTkRindse,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1K20aRm_g65ly6Feo7VBeT9LlORFWJGE_,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,17f7Vewipl3NuCMfSzA66qCEE6Q4xQx0i,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1xSSLz9QIV78GmnrJQAqtK2pL2vdvYYXT,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1c9uui2OhVNF_J2iYvlqrLmqOXnjQd1lH,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,14Rjrzh4uT9RraqY-afSSfiCrjrzj04V6,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1DVUkM8_odEo21ecHkSNuQtReyQXXSbVI,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1gsFDpwbdaZvr9KIYYdTtZclycvB0DlJ8,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,163rJYnymSkYTGT4mQbSTXVSHJJAFVWpz,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1tsplOU9ho4R-xxPnYu3THBuAiQAhCZai,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1J-zgaGc5D-OaY8SwWa_Wsmnf5djRhhn5,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1GwBoHJUKsixPrNP7vif8DV7qJJKzH5FA,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1Pe1znTs4FI-AoVEBKPV4FRzTapNybpdr,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,103wMss9sjzgoQob_3-sB66TjmrBq0rsW,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1Li4MT28Z7rSm1oyeWaIR-f84HmYccqfB,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1JTZDxTliouUMfJSi4HbC8NMnCBT24MUa,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1ZF4T5XuXj3_YHp124O2HBXYC50cNbGyL,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1tyIkQbBg0Ix2Wy47da7D8kYSPqU0LsD2,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1naUSHdv3iDpXqLPnxR3GTW0D8si-h5Eo,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1F2d9IbgBpDWFtI5pMtFl0xJcg8zI-Qkg,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1wW2BJu1M-j1tkDqrIGRtKpj02_-I1641,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1Xgt8bKsxGJ7Za5cv7Rjt_NczjI3fhxs9,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1gG3wWAIZsdDRTIN70HSweikLp4lUJ7RR,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1aEuf7Q9FILBSRuDgkSK5QQ7EffvTI9z8,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1M8L-n3P7mYoPSE1YsQR2HfvDtx3efnD4,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
ae3b3df9970b49b6523e608759bc957d,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,1dM3k3m6prSDGUaUgu2GiTbKiW8J1tWfA,moved,byte-idêntico a 1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN (OFICIAL)
4f91c9f5499d368ef40f893b1c7a6a60,1aU-7mwSaDNVpGQyjy8-rbV608evLfpln,1llyfMIQQDBsaEhrVHmN0RiCeUJwAokZM,moved,byte-idêntico a 1aU-7mwSaDNVpGQyjy8-rbV608evLfpln (OFICIAL)
35b18f4706ac683e6ea06f9523b3337c,1hK7XUSexcYWyCTFXYUp1do84UtQmUyIX,1SsXVQI8iMgbIqxJuyZSMj47S2qr2khvX,moved,byte-idêntico a 1hK7XUSexcYWyCTFXYUp1do84UtQmUyIX (OFICIAL)
35b18f4706ac683e6ea06f9523b3337c,1hK7XUSexcYWyCTFXYUp1do84UtQmUyIX,1C3p9fl9VCJO5c624ovJrXW2sXfSsYZDI,moved,byte-idêntico a 1hK7XUSexcYWyCTFXYUp1do84UtQmUyIX (OFICIAL)
8bc73c8a0cf323d9d960cf8d6426f92d,1O6cHvsqq-3HcOtwNfQ1OeMV0XPwqf6AB,1KLrg4eX-hafU8oBDQE_2tWdvbIkk58G5,moved,byte-idêntico a 1O6cHvsqq-3HcOtwNfQ1OeMV0XPwqf6AB (OFICIAL)
70866b37f6dd93930d08b8833d69f638,1G9F8xzLdXeG_Bigyw9VRnhErBkrM10x9,1jvqj63D7G8DF7feRZ5zS9XCEJWRDmcdS,moved,byte-idêntico a 1G9F8xzLdXeG_Bigyw9VRnhErBkrM10x9 (OFICIAL)
cbe188b9502254e2e62411d1772ed5c5,1Nv42J5Ksy4fbQsvkYJUATaBYy7VOMQ5p,1gUbP_Rb-SgkCMBa79sk79IqdAoJmit1B,moved,byte-idêntico a 1Nv42J5Ksy4fbQsvkYJUATaBYy7VOMQ5p (OFICIAL)
a8f8405475208348bdb449677f43bd63,1Rd6OBs92TavmZUkfU5VmoGDU55wq8q8V,1GcXblKpaLcpi8Pevq6W6qISgdYu4OdSP,moved,byte-idêntico a 1Rd6OBs92TavmZUkfU5VmoGDU55wq8q8V (OFICIAL)
