bucket,titulo,drive_id,tamanho
geo-shapefiles,Pedido de Reconhecimento de Complexo de Saúde por Particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,1cjBeEUDYRMEWTS6yKmPo4O0AVi0wJnfB,0.5 MB
geo-shapefiles,PLANTAS.pdf,1u2aLvVGM-xzoLhSs8RA_bY2ss8N6bbE1,1.4 MB
geo-shapefiles,Portal de Serviços e-SAJ.pdf,1_D6ONkTvbPshCxdcSezp8PhKxNNX92VU,0.1 MB
geo-shapefiles,Portal de Serviços e-SAJ2.pdf,1QQoWH8O3AAwMS8p7GxGFKMYySK-i-qrd,0.1 MB
geo-shapefiles,Portal de Serviços e-SAJ3.pdf,14z4do86ipEULjsYUMUp3qpmufgJQE2wy,0.1 MB
geo-shapefiles,Portal de Serviços e-SAJ5.pdf,14jkVUB4_uiXF9VJ0OO2A8V4RHJR8czo3,0.1 MB
geo-shapefiles,Portal de Serviços e-SAJ6.pdf,1C8sciB0TaLmgpbyEjR_UEYGoo5576U0-,0.1 MB
geo-shapefiles,Projeto de Intervenção Urbana apresentado por particular - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,1lxvi9Ss2vVfat1UJ6qn4ZBduVq5Nz76O,0.5 MB
geo-shapefiles,puliccompletaport_alt.pdf,1dKEYckBqmnsZlulx8RfyV4Laym_PUB1M,24.2 MB
geo-shapefiles,Quadro 1 – Conceitos e definições.pdf,1s-E2MuTualbhmP1ZvFqmsDySO6RNDZ0J,0.3 MB
geo-shapefiles,Quadro 3B - Composição da pontuação da Quota Ambiental.pdf,1VbpjUD882vUEJAFevaW6-YiXQKSTPaNg,0.7 MB
geo-shapefiles,Quadro 6 – Obras de drenagem urbana previstas.pdf,1S-3rIMC1JdeCqUMEciVs77G5mkV0ANcS,0.5 MB
geo-shapefiles,QUADROS.pdf,1Rhs1yxu0IFcCCl28giq84TXBU3_W_rFL,1.0 MB
geo-shapefiles,Re0716RegulamentacaoProcedimentosRegistroBensImateriaisPDF_1457716829.pdf,1NuYXYCCZQP57ZQelQKRRiKZE7Ia5zIdU,0.1 MB
geo-shapefiles,re1219aptconjuntovilasoperariasmigliaripdfve_1568922885.pdf,1Y28tvDDfTSZGorc3aZgXgNRuKTP96bQk,0.6 MB
geo-shapefiles,REPOSI~1.PDF,1dSLQ4ImiBjl9nAiVsEjUkBR0ROGUcPTE,0.2 MB
geo-shapefiles,Requerimento DEUSO(1).pdf,1AG-qnw8mPssdrzthvG5_E57P-eJMwWiZ,0.6 MB
geo-shapefiles,SIRGAS_SHP_benstombados.cpg,1-1l5WX_B4kJaTZZqs71Mc0Vrfq5_1TB6,0.0 MB
geo-shapefiles,SIRGAS_SHP_benstombados.dbf,14Y9Ma8JgLEPcmmEv2qsCjymsiSLBeAYw,41.6 MB
geo-shapefiles,SIRGAS_SHP_benstombados.shp,10CpweOGwQ0Ppzs0ijikIIOvfQNf8HhIz,2.5 MB
geo-shapefiles,SIRGAS_SHP_benstombados.shx,1J8hrYY_9-lmVP9oEHvZTklQ3WPKaZYfZ,0.1 MB
geo-shapefiles,SIRGAS_SHP_logradouronbl.cpg,1E-U2w2uuBUOUWrP_gQahCKJAKbo7MIY1,0.0 MB
geo-shapefiles,SIRGAS_SHP_logradouronbl.dbf,1Rzu5YrRgQO_eTKNBQ64vuk9lZcU3CPfL,76.8 MB
geo-shapefiles,SIRGAS_SHP_logradouronbl.shp,1wWIKVfwaH9cLQSwmIHNaP2PO0c2u76U7,30.8 MB
geo-shapefiles,SIRGAS_SHP_logradouronbl.shx,1ixG80yIdVSsLKTGbTE75YA5saQdGglCK,1.8 MB
geo-shapefiles,SIRGAS_SHP_LOTES_03_ANHANGUERA.shp,1Dho3YVtcF-9GfLCq1NV6xzOjs0TY3Yhc,2.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_04_ARICANDUVA.shp,1eqmZkgwtGTOQsxexVXqQdowL72Ww1wSe,3.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_05_ARTUR_ALVIM.shp,1cTaGrDX3iiTjSkW1aeMt5k7hl2DdBIuO,2.4 MB
geo-shapefiles,SIRGAS_SHP_LOTES_08_BELEM.shp,1znUgmc7AjUEF9x-T1Ck25nybicUy4AlF,2.6 MB
geo-shapefiles,SIRGAS_SHP_LOTES_09_BOM_RETIRO.shp,1wu2PspBOqqblopMKWjkbHAjOWwdRfAV8,1.6 MB
geo-shapefiles,SIRGAS_SHP_LOTES_10_BRAS.shp,1vUTWNmiC10Oy2mw120BpV_3IrnyKnmIY,1.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_11_BRASILANDIA.shp,1_fhh6pr8zNAp-59JFYpdfxEeITHk-DF2,8.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_12_BUTANTA.shp,1uxk6gDwJZMcuN6dYQa6qwFwyYQJB9pOt,3.8 MB
geo-shapefiles,SIRGAS_SHP_LOTES_13_CACHOEIRINHA.shp,1q_MopVRChIiuTBPiQ8LX6q-W_8o1m110,5.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_14_CAMBUCI.shp,1tm9E49OPkm8g2QRCEzMCGKeUG6S8RT7O,1.8 MB
geo-shapefiles,SIRGAS_SHP_LOTES_15_CAMPO_BELO.shp,1eIxui4FWFktdmxRIgmr39sN61ubME3fM,3.6 MB
geo-shapefiles,SIRGAS_SHP_LOTES_16_CAMPO_GRANDE.shp,1NBOU1pR67tvrj5ag5nucQAfjblznnMfS,3.3 MB
geo-shapefiles,SIRGAS_SHP_LOTES_17_CAMPO_LIMPO.shp,1dv6immLv5_7clJnDT97OWKdl6mvCXj4B,6.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_18_CANGAIBA.shp,1GwJ5wn--UkEn8yoSjBqhLWOylykXO-h4,4.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_19_CAPAO_REDONDO.shp,1m7SxgsU650EjWkkEYyXhgg1745n-N1ct,5.6 MB
geo-shapefiles,SIRGAS_SHP_LOTES_20_CARRAO.shp,1U-47Sz8vgTFp0dgpYy31ZgBvv_OU8wAD,4.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_21_CASA_VERDE.shp,13fjuZFPnw6OzEvMiPWr_Uj4q0YCK0acH,5.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_22_CIDADE_ADEMAR.shp,1LUBwTmjwKOa9T0_p9DC0jlsiLWLD67oD,6.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_23_CIDADE_DUTRA.shp,1_wCkmKMTPyTrmjxU9VUAmtR1A_5Xkypi,6.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_24_CIDADE_LIDER.shp,1D1VqYxDQu2VOcbAkjmueNWe7h6oSr5KE,4.3 MB
geo-shapefiles,SIRGAS_SHP_LOTES_25_CIDADE_TIRADENTES.shp,1Ur3CjoN_qITpyj8oW4xBza4GottRJNTQ,3.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_27_CURSINO.shp,1XZajobB1j3FN9_Rtr96SDESM0-vsQGxF,4.9 MB
geo-shapefiles,SIRGAS_SHP_LOTES_28_ERMELINO_MATARAZZO.shp,1_hV3grpRydqzV087zC0NuSO97EUtdQSr,3.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_29_FREGUESIA_DO_O.shp,1BJ1oWbRQtc4GPHyMDlVHwWXmaFSGTxG6,8.6 MB
geo-shapefiles,SIRGAS_SHP_LOTES_30_GRAJAU.shp,1EpKfftisR6QZ6RoewSvR7h6fjFGF08NN,6.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_31_GUAIANASES.shp,1o56Mk5R4SGBu1h1XZGx2WCeRv94mcIiX,2.7 MB
geo-shapefiles,SIRGAS_SHP_LOTES_32_MOEMA.shp,18x1aJpUe_k3rZr7CmpovRs2svHfFJcT3,2.6 MB
geo-shapefiles,SIRGAS_SHP_LOTES_33_IGUATEMI.shp,1ufY5vQz3hBUyF-QxcjpIFyqE0D9cD_yw,3.1 MB
geo-shapefiles,SIRGAS_SHP_LOTES_34_IPIRANGA.shp,11T6e0Gud3HmUu1zzhm3Pf01kSaiMuqtZ,4.7 MB
geo-shapefiles,SIRGAS_SHP_LOTES_35_ITAIM_BIBI.shp,1pOtPE16D8OoDZO4395lESk4nLkUiEiFv,4.1 MB
geo-shapefiles,SIRGAS_SHP_LOTES_36_ITAIM_PAULISTA.shp,1eKkqkKGVlz-atP9-MDujjHqgz6xclmn8,7.6 MB
geo-shapefiles,SIRGAS_SHP_LOTES_37_ITAQUERA.shp,1Is6lzAxye6vrfVYGA9jdslFuYAVzuBLm,5.3 MB
geo-shapefiles,SIRGAS_SHP_LOTES_38_JABAQUARA.shp,1a2Owysvx0nxGEJ2SZjWanwzSRgoD9lX9,6.8 MB
geo-shapefiles,SIRGAS_SHP_LOTES_39_JACANA.shp,1Db4RF_DdMsexyLqdf8qmcdqEG-yRBQ_H,4.1 MB
geo-shapefiles,SIRGAS_SHP_LOTES_40_JAGUARA.shp,1kX3WdgydTuYJI-g3-0FTu9o_P5V-1RS1,2.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_41_JAGUARE.shp,13ONyLnBl0iGzOKcuNGzWmyAoS8unfx2P,1.7 MB
geo-shapefiles,SIRGAS_SHP_LOTES_42_JARAGUA.shp,1YP97-hhPM7ddDeDhPiWUatdld8NCA0WD,5.6 MB
geo-shapefiles,SIRGAS_SHP_LOTES_43_JARDIM_ANGELA.cpg,11X9pA3X7B37e4Kz6mjpfjGi7FxsIlD8e,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_43_JARDIM_ANGELA.dbf,1knvhlt9cpzSwABEkAZ6gziyupxWFtTtN,0.4 MB
geo-shapefiles,SIRGAS_SHP_LOTES_43_JARDIM_ANGELA.shp,1v7DNdfxpdxlJ-kGdtp96ZSq9Cv05FmLD,6.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_43_JARDIM_ANGELA.shx,1rLFpEZc5KIrSV5j-jDiNRgN23Fl20nU8,0.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_44_JARDIM_HELENA.cpg,11rN6AzOLinEiBNtbnAkrG4_yUGWBdDQe,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_44_JARDIM_HELENA.shp,1vi2KWxW0RQ2rfcO4cl5a6tDwlflQsCre,3.3 MB
geo-shapefiles,SIRGAS_SHP_LOTES_45_JARDIM_PAULISTA.cpg,12JSu0C2my6N0GOBVu75CL6pSLEN6nx5z,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_45_JARDIM_PAULISTA.shp,18_XYaV249lWFHmZl9nxzSqQAbOuR7nYP,2.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_46_JARDIM_SAO_LUIS.shp,1pOwa2ZwlZ3RHCW61njCKgf68vzBtGJ7A,6.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_47_JOSE_BONIFACIO.shp,1wUkT1W2owfCISsdnbS3rmryuD7b_jSwJ,1.8 MB
geo-shapefiles,SIRGAS_SHP_LOTES_48_LAPA.shp,1fX_D-WtWWvNSIwWrGAJlwDHcAHZ-eKi2,4.7 MB
geo-shapefiles,SIRGAS_SHP_LOTES_49_LIBERDADE.shp,1bMRtLalYHHnUz1T7tY0gU2q5cG2BMlVR,1.8 MB
geo-shapefiles,SIRGAS_SHP_LOTES_50_LIMAO.shp,1LsQZBETL0ShdcYvvMejGQOcfRTj7AtDM,4.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_51_MANDAQUI.shp,11IJG_Lq5qCe4D8cjATxt46yKxz05QS6T,4.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_53_MOOCA.shp,1WkZX8jiY3YMRWLpxJjDg2gwGEpys60pU,3.6 MB
geo-shapefiles,SIRGAS_SHP_LOTES_54_MORUMBI.shp,1RaRhoUAVe2EkFRp35XFsDj9N8ZkQNktg,2.4 MB
geo-shapefiles,SIRGAS_SHP_LOTES_55_PARELHEIROS.shp,1Bv55bLkW3gTGAvqAU1BK0y9V1UtdrTnV,3.3 MB
geo-shapefiles,SIRGAS_SHP_LOTES_56_PARI.shp,1ie4TOdiq75hVclJB2Ui-GYwThZ_mwHib,1.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_57_PARQUE_DO_CARMO.cpg,1AM84aI9StYAUwr_dN6N8KE7s4TthyJh4,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_57_PARQUE_DO_CARMO.shp,1f7EhS-7wEfNH-dw8EI4SRJBL6yp35MXt,2.1 MB
geo-shapefiles,SIRGAS_SHP_LOTES_58_PEDREIRA.shp,1LmWChB25frsB8Q8nRi_lMzBcM2SC9R93,3.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_59_PENHA.cpg,1fJy9aEeNfI9ZK0OkRCmzCWWbGMABnCl1,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_59_PENHA.shp,1O7oNEVBy4IlRmlugybFszOWeV6-VNnlF,5.3 MB
geo-shapefiles,SIRGAS_SHP_LOTES_60_PERDIZES.cpg,1pZ5TWPULUVU6JfRBpaeKeOpqznCX2jtN,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_60_PERDIZES.shp,1AV69P69L2qIYoTm3UdJ53imUjbavA3ZW,3.8 MB
geo-shapefiles,SIRGAS_SHP_LOTES_61_PERUS.cpg,1cZa2f_HZWH0Dj2dFIPuE_YZPW0H1Ay96,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_61_PERUS.shp,1hlEMOur9rGAUCK_Qwjv3jvVUXU8XlyHn,2.9 MB
geo-shapefiles,SIRGAS_SHP_LOTES_62_PINHEIROS.cpg,1uGXS16lLvzlgJWpdyLcfG4HfZxR5Eig-,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_62_PINHEIROS.shp,1Z-_JRStOf9n9wYNWTWRtJlnnsqktg5tg,3.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_63_PIRITUBA.cpg,1qvP6opEpfvWLZQbG-VdGk5gAZJJf7F6v,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_63_PIRITUBA.shp,1PHPP3kF1rnEdktxxdk7L0tQ-CUUcdj59,9.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_64_PONTE_RASA.cpg,1tbVJvIZdPBinruXVRnH5S7R2OAcWPSiE,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_64_PONTE_RASA.shp,1wOh21k6MOj0ci8o1R7XcEYE9f2y8NFrx,3.4 MB
geo-shapefiles,SIRGAS_SHP_LOTES_65_RAPOSO_TAVARES.cpg,142Txax4yH5Y_Vx7p7K6T0u9G1ctlqGKt,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_65_RAPOSO_TAVARES.shp,12FA_ZikxJL0_qRiPPBvZmywVKQjJtZX1,3.1 MB
geo-shapefiles,SIRGAS_SHP_LOTES_66_REPUBLICA.cpg,1lY-iv2Ds6ycpG5DCAR3QK5evnIG6C-hv,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_67_RIO_PEQUENO.cpg,1KPANSI-3vrOPbmLDVpavFUJAF4p-NwtV,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_67_RIO_PEQUENO.shp,1xu9ODzhZvqdvQuQUUJdYelZDI6ONzRBv,4.9 MB
geo-shapefiles,SIRGAS_SHP_LOTES_68_SACOMA.cpg,18bkQFmS6oCGjcVR99iAsrFISW437pARe,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_68_SACOMA.shp,1PKyod6BF1FMXd6XjMpsGv_SJfNRzRrd2,7.4 MB
geo-shapefiles,SIRGAS_SHP_LOTES_69_SANTA_CECILIA.cpg,1cfOnZ3qmpDmjuQhquQLitUT85NDzQ4F-,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_69_SANTA_CECILIA.shp,1p5AWmJj8R_Ihcz0LaOOgmei9wE2YPzZU,1.4 MB
geo-shapefiles,SIRGAS_SHP_LOTES_70_SANTANA.cpg,1DqVy_YrIJ-MaK_NH8X8r5Ts8m1d3AHPN,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_70_SANTANA.shp,12QZYmijO9IM0JoV2t_JEU94krCad_2r7,6.1 MB
geo-shapefiles,SIRGAS_SHP_LOTES_71_SANTO_AMARO.cpg,1xvidK_pYLxL0zcsdc__qVq-YCccIe7HL,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_71_SANTO_AMARO.shp,1yJRyY4L_Fy6cUulOb91Lvun9agi6tK86,5.1 MB
geo-shapefiles,SIRGAS_SHP_LOTES_72_SAO_LUCAS.cpg,1faC3uBUqtf1NGdx0wvm7jhCsa98WdKqq,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_72_SAO_LUCAS.shp,1n_8uJ_2YO-52grXBqLJqrm3AFlDpPMsA,5.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_73_SAO_MATEUS.cpg,1hNEsLDeCM1JMUfmlefQhbzhVE4od2q4X,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_73_SAO_MATEUS.shp,145V1bSAnX0g70-n3EPmVtSGoG-eOqABR,4.8 MB
geo-shapefiles,SIRGAS_SHP_LOTES_74_SAO_MIGUEL.cpg,1QCD4RbojOSV1KY9DARFdh1u9_ZspBm6Z,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_74_SAO_MIGUEL.shp,1svGIZ--MdInwbmK41Z5PVdAmRbd_VTut,3.1 MB
geo-shapefiles,SIRGAS_SHP_LOTES_75_SAO_RAFAEL.cpg,1j7SXNgKGF6SV_K4g1gC7bQe8yu-az92s,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_75_SAO_RAFAEL.shp,1FMhH5HxinG25xrWf1oUVN09xIrlSQwDh,2.7 MB
geo-shapefiles,SIRGAS_SHP_LOTES_76_SAPOPEMBA.cpg,1xIPee6JRr_FcCMIHKyzdp-s9n4Vwdn4T,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_76_SAPOPEMBA.shp,16Y2m5he9ny16kpPcIPOWaCruhTUjH0RT,7.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_77_SAUDE.cpg,1WH8pm-8Rll-gENuAvCcAqb_FV5loPAio,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_77_SAUDE.shp,1bbqp9UId-K3ObeUEXaV6K-ach3mjvOxV,5.7 MB
geo-shapefiles,SIRGAS_SHP_LOTES_78_SE.cpg,1bukkA1yC1uvgpuE06XIy80ooSrLL7rDh,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_79_SOCORRO.cpg,1t_V0JXd2obS3LQn0JtF91lEZM4-9xW7d,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_79_SOCORRO.shp,18-L1FvZ9xK51X1Wib0LVc2PfQtos4BeU,1.9 MB
geo-shapefiles,SIRGAS_SHP_LOTES_80_TATUAPE.cpg,1zTbM-1npNoCt5xx-UQ4gscJRr2z4EtwN,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_80_TATUAPE.shp,1vZ8qH8LisMyMRH_J1ex5CRzaAeWQfl_l,4.4 MB
geo-shapefiles,SIRGAS_SHP_LOTES_81_TREMEMBE.cpg,1TT01AglMypnG_uIIYyT3wmoYpgy4Wj6K,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_81_TREMEMBE.shp,1Xo15K46ffuEct7JxqUb5LpmFJWEn8Nws,7.7 MB
geo-shapefiles,SIRGAS_SHP_LOTES_82_TUCURUVI.cpg,1tNyKu7_jvBiGuJVnjbPcuTb_OQ4RNqkw,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_82_TUCURUVI.shp,1TS6PCWtWDK_WRklEAoC-eXaA1gbRAxqO,6.4 MB
geo-shapefiles,SIRGAS_SHP_LOTES_83_VILA_ANDRADE.cpg,1FqzSYgJSvxMaF2U7GmmvrjZVdtA8eAFo,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_83_VILA_ANDRADE.shp,17IqAc-S6l3Nszqswk0A4iyvrsACYc-ec,1.7 MB
geo-shapefiles,SIRGAS_SHP_LOTES_84_VILA_CURUCA.cpg,1VNTq2wFxsdMr_1UTV3wlS9mBAvudqsR0,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_84_VILA_CURUCA.shp,1EprsZ5IYqlhZrDNO3O8zSpESLQRH9jki,4.8 MB
geo-shapefiles,SIRGAS_SHP_LOTES_85_VILA_FORMOSA.cpg,101IZhOOzGu8yWoaA273eFAL4FEsF9xgp,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_85_VILA_FORMOSA.shp,1a6oSTqVdEfT1G9TiQ8XH0HeoT8XwO4HP,4.7 MB
geo-shapefiles,SIRGAS_SHP_LOTES_86_VILA_GUILHERME.cpg,1z6_rUUaLWE2y26u3L7AfL06hGS4S2vz0,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_86_VILA_GUILHERME.shp,1mX_rZgWR0BqSUMvD-L0R4x9i72FE1e_L,3.8 MB
geo-shapefiles,SIRGAS_SHP_LOTES_87_VILA_JACUI.cpg,1AHFkXkEcOm7ZXherKPNzZNirVrtRBPdF,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_87_VILA_JACUI.shp,1fLlcs5iKd94XxK-eb-IhVGYEWxzR-EkZ,3.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_88_VILA_LEOPOLDINA.cpg,1D2gCtB7tgktMkArnCdndXCvo3ey2xtD-,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_88_VILA_LEOPOLDINA.shp,1uD5YJhqLtsMEzGIHEXOHJlgywcfm4rma,1.6 MB
geo-shapefiles,SIRGAS_SHP_LOTES_89_VILA_MARIA.cpg,1cnUxpN8PQtfUr7_f1QWIn0Bh0xe88V-y,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_89_VILA_MARIA.shp,1JRizcJ6cK0wueTvVY2sJp5OFKswdXXsQ,5.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_90_VILA_MARIANA.cpg,1CsTqoHKAxTXvunxlNxNBAd0OfaF0Zb4K,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_90_VILA_MARIANA.shp,1xCdKMS_NVb4zKUD1Gi60UMJ8xYU_l0v3,4.3 MB
geo-shapefiles,SIRGAS_SHP_LOTES_91_VILA_MATILDE.cpg,1BeLw8VxIGtdKgbM5vK2CrJZJPaQMwO_S,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_91_VILA_MATILDE.shp,1d6T4xqk9pJssMbSSTbruRoYWamAGHZd8,5.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_92_VILA_MEDEIROS.cpg,1bvTWNnM0i10uPcmzLmaVBYSIEjvar4n4,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_92_VILA_MEDEIROS.shp,19LeU-v7KhEzUqUIRfU_ag6lqZr12PfaY,6.2 MB
geo-shapefiles,SIRGAS_SHP_LOTES_93_VILA_PRUDENTE.cpg,1k7dWQnUiDP4SA-2b0cqaZH1xn_2lMZyz,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_93_VILA_PRUDENTE.shp,1_ub3QYvVL4evEAjcLshWaCulfqDx-KSC,4.4 MB
geo-shapefiles,SIRGAS_SHP_LOTES_94_VILA_SONIA.cpg,1XoLIjyMLOe6RjBnyp0_Hn6z0ukrc1he4,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_94_VILA_SONIA.shp,1XkB_2eW4u4KBAt4tKYwsWXcakco5AwbA,4.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_95_SAO_DOMINGOS.cpg,1UmiZxDGYHBXoVUMwu0fh5FvorFHZU0ZZ,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_95_SAO_DOMINGOS.shp,1J8WsRyenYmvZjIzty_7_BfP5bSt6_8Ki,5.5 MB
geo-shapefiles,SIRGAS_SHP_LOTES_96_LAJEADO.cpg,11ENoXVqE2vwLPnRV5WthJK9Acz6mXqMg,0.0 MB
geo-shapefiles,SIRGAS_SHP_LOTES_96_LAJEADO.shp,1xhpn8dIAH_CpJwiiOru39dw8nKX20XS3,3.8 MB
geo-shapefiles,SIRGAS_SHP_PLANO_DIRETOR_DRENAGEM.cpg,1NNgCwbalBxqbiajwAxASzPDjA2n_KNeB,0.0 MB
geo-shapefiles,SIRGAS_SHP_PLANO_DIRETOR_DRENAGEM.dbf,1Dpen8VAWRxx475IYP2GIRC9vRi94Fyxe,0.8 MB
geo-shapefiles,SIRGAS_SHP_PLANO_DIRETOR_DRENAGEM.prj,1hK7XUSexcYWyCTFXYUp1do84UtQmUyIX,0.0 MB
geo-shapefiles,SIRGAS_SHP_PLANO_DIRETOR_DRENAGEM.shp,1Zptlf7Wk-kaVMo_oygWJJw0TIngGh51P,0.2 MB
geo-shapefiles,SIRGAS_SHP_PLANO_DIRETOR_DRENAGEM.shx,1gjS1Z7ujF7rdq6Fksv_Eg1zBI7Dtd8lm,0.0 MB
geo-shapefiles,SIRGAS_SHP_quadraMDSF.cpg,17EK318mHaIqnV6zngNqsKWfHLsG7mOus,0.0 MB
geo-shapefiles,SIRGAS_SHP_quadraMDSF.dbf,1i9u5aP1opomn6yLh64Kk2NQEVjDIUckJ,22.9 MB
geo-shapefiles,SIRGAS_SHP_quadraMDSF.shp,1jQK8Xl5iXm_FlLmbd2sLtT9lTyfeMzcf,82.7 MB
geo-shapefiles,SIRGAS_SHP_quadraMDSF.shx,1fwPoaQUmB6wiYnV3KfWiRR_0e2idUbk1,0.5 MB
geo-shapefiles,SIRGAS_SHP_restricaomirantesantana_polygon.cpg,1bRFOwuRvftDmNxk9nLwkggCo0XXDSroN,0.0 MB
geo-shapefiles,SIRGAS_SHP_restricaomirantesantana_polygon.dbf,1aU-7mwSaDNVpGQyjy8-rbV608evLfpln,0.0 MB
geo-shapefiles,SIRGAS_SHP_restricaomirantesantana_polygon.shp,14XlL8QuHzLOMXCC4HhTOA-sWB78aSrmi,0.0 MB
geo-shapefiles,SIRGAS_SHP_restricaomirantesantana_polygon.shx,1GLfmJGkpRirjmW3piUTuZNMO6s_IzUtN,0.0 MB
geo-shapefiles,SIRGAS_SHP_setorfiscal.cpg,1KpeyXXyOwk1itnRe2VLZqtjKPqU43i0M,0.0 MB
geo-shapefiles,SIRGAS_SHP_setorfiscal.dbf,1yBrq0PLEexKnnvjmE4bgxBlIp7fcsKTE,0.0 MB
geo-shapefiles,SIRGAS_SHP_setorfiscal.shp,1vf06UAdDLi7aNzBnOGb_74c-PyzuOmYH,5.5 MB
geo-shapefiles,SIRGAS_SHP_setorfiscal.shx,1nYDvls-p1wf4VSTtarK82r3MoJ5G9yF7,0.0 MB
geo-shapefiles,Tabela VI - Tipos e padrões de construção - Lei 16768-2017.tgz,1PgtgfPMxPc_S7k4vIh4o-jsj0VaYkyNu,0.7 MB
geo-shapefiles,tabela_2025_Retificado_em_12-02-25.pdf,1lkzW2nPJsGS-55EfVlBQPLUArc7xdgFh,0.7 MB
geo-shapefiles,Transferência do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura.pdf,1Wyh9ZL0BZDhPqT5-RL0IH9Ok0eMGjcSy,0.5 MB
geo-shapefiles,Transferência do Direito de Construir - Secretaria Municipal de Urbanismo e Licenciamento - Prefeitura2.pdf,1qj-x3grT5O19SLvrQgCidkym2wM5onki,0.5 MB
