bp_nome,bp_setor,bp_quadra,bp_lote,bp_cond,bp_compres,bp_condeph,bp_iphan,bp_enderec,bp_link,bp_uso,bp_loteobs,bp_zepec,bp_tombant,bp_dia_mun,bp_ano_mun,bp_dia_est,bp_ano_est,bp_dia_uni,bp_ano_uni,bp_tipo,bp_tpcateg,bp_categor,bp_status,bp_distrit,bp_subpref,bp_proconp,bp_procond,bp_proipha,bp_obscomp
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,083,0097,00,não consta,Proc. SC 24.507/86,não consta,"R AURORA, 12, 16, 18 C/ R DO TRIUNFO, 35, 37, 39, 41, 43",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO (INCLUSÃO 2009),008,075,0034,00,não consta,Proc. SC 24.507/86,não consta,"R DOS GUSMÕES, 219, 221, 229, 231",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,093,0000,02,não consta,Proc. SC 24.507/86,não consta,"AV IPIRANGA, 1051, 1063, 1071, 1073, 1077, 1083 C/ AV RIO BRANCO, S/N",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,"0123 A 0235, 0237 A 0252",ZEPEC-,P,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,094,0041,00,não consta,Proc. SC 24.507/86,não consta,"R DOS TIMBIRAS, 97 C/ R DOS ANDRADAS, S/N",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO,008,076,0019,00,não consta,Proc. SC 24.507/86,não consta,"R DOS GUSMÕES, 129, 131",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO,008,075,0018,00,não consta,Proc. SC 24.507/86,não consta,"R DO TRIUNFO, 145, 147, 153",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO,008,093,0051,00,não consta,Proc. SC 24.507/86,não consta,"R SANTA IFIGÊNIA, 163, 169, 173",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
EDIFÍCIO FAROL / BAIRRO DE SANTA IFIGÊNIA / REVISÃO 2018,001,057,0024,00,não consta,Proc. SC 24.507/86 / REVISÃO 2018,não consta,"R DO SEMINÁRIO, 131, 135 C/ R CAPITÃO SALOMÃO, 24, 26",https://www.prefeitura.sp.gov.br/cidade/upload/doe201218pdf_1582225697.pdf,IMÓVEL,,ZEPEC-,,não consta,0,"20/12/2018, pág. 144",2018,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,Proc. SC 24.507/86,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,089,0008,00,não consta,Proc. SC 24.507/86,não consta,"R AURORA, 165, 171",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),001,026,0001,00,não consta,Proc. SC 24.507/86,não consta,"AV CÁSPER LÍBERO, 333 C/ PC ALFREDO ISSA, S/N",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO 2018,008,074,0015,00,não consta,Proc. SC 24.507/86 / REVISÃO 2018,não consta,"R VITÓRIA, 200, 204",https://www.prefeitura.sp.gov.br/cidade/upload/doe201218pdf_1582225697.pdf,IMÓVEL / CONJUNTO URBANO,,ZEPEC-,,não consta,0,"20/12/2018, pág. 144",2018,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,Proc. SC 24.507/86 / REVISÃO 2018,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),001,057,0000,01,não consta,Proc. SC 24.507/86,não consta,"R DO SEMINÁRIO, 197, 199, 201",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,"0126, 0129 A 0132, 0134 A 0148, 0150 A 0164, 0167 A 0170, 0172 A 0179, 0183 A 0184, 0216 A 0218, 0310 A 0313, 0314 A 0317",ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),001,053,0018,00,não consta,Proc. SC 24.507/86,não consta,"R SANTA IFIGÊNIA, 107, 113, 115 C/ AV IPIRANGA, 1152, 1156",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,089,0277,00,não consta,Proc. SC 24.507/86,não consta,"R AURORA, 135, 139, 143",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO,008,067,0010,00,não consta,Proc. SC 24.507/86,não consta,"R DO TRIUNFO, 285, 289",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO,008,065,0003,00,não consta,Proc. SC 24.507/86,não consta,"R SANTA IFIGÊNIA, 573, 577",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,P,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,088,0230,00,não consta,Proc. SC 24.507/86,não consta,"AV RIO BRANCO, 300",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,065,0019,00,não consta,Proc. SC 24.507/86,não consta,"AV RIO BRANCO, 658 C/ R GENERAL OSÓRIO, 313, 315, 317",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO,001,019,0004,00,não consta,Proc. SC 24.507/86,não consta,"AV CÁSPER LÍBERO, 447, 451, 455",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,P,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO,008,059,0002,00,não consta,Proc. SC 24.507/86,não consta,"R GENEREL OSÓRIO 160, 164, 172, 182",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,P,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),001,026,0005,00,não consta,Proc. SC 24.507/86,não consta,"AV CÁSPER LÍBERO, 371",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO (INCLUSÃO EM 2009),008,089,0015,00,não consta,Proc. SC 24.507/86,não consta,"R SANTA IFIGÊNIA, 276",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO (INCLUSÃO EM 2009),008,089,0017,00,não consta,Proc. SC 24.507/86,não consta,"R SANTA IFIGÊNIA, 264",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,088,0000,04,não consta,Proc. SC 24.507/86,não consta,"R AURORA, 291",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,"0128 A 0213, 0214 (c), 0222 A 0224, 0232 A 0265, 0268 A 0269",ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),001,027,0031,00,não consta,Proc. SC 24.507/86,não consta,"AV CÁSPER LÍBERO, 356 C/ AV SENADOR QUEIRÓS, 31, 51",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,083,0001,00,não consta,Proc. SC 24.507/86,não consta,"R DOS ANDRADAS, 212, 216, 218, 224, 230, 236 C/ R AURORA, 82, 88, 94, 100",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,089,0000,03,não consta,Proc. SC 24.507/86,não consta,"R DOS TIMBIRAS, 178 C/ R SANTA IFIGÊNIA, 244, 246",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,0181 A 0182,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,088,0016,00,não consta,Proc. SC 24.507/86,não consta,"R AURORA, 283",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
EDIFÍCIO SANTA NAZARETH / BAIRRO DE SANTA IFIGÊNIA / REVISÃO 2018,001,036,0004,00,não consta,Proc. SC 24.507/86 / REVISÃO 2018,não consta,"AV SENADOR QUEIRÓS, 86, 96 C/ R BRIGADEIRO TOBIAS, 407, 421",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2018%2fexecutivo%2520secao%2520i%2fdezembro%2f20%2fpag_0001_2480c81f05a9eb5d8f6e0b59a2eda1fa.pdf&pagina=1&data=20/12/2018&c,IMÓVEL,,ZEPEC-,P,não consta,0,"20/12/2018, pág. 144",2018,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,Proc. SC 24.507/86,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,094,0038,00,não consta,Proc. SC 24.507/86,não consta,"R DOS TIMBIRAS, 111",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,093,0061,00,não consta,Proc. SC 24.507/86,não consta,"R DOS TIMBIRAS, 257, 263",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,081,0000,02,não consta,Proc. SC 24.507/86,não consta,"R VITÓRIA, 379, 383, 387, 391, 395 C/ AV RIO BRANCO, 466, 484",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,0059 A 0166,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,073,0006,00,não consta,Proc. SC 24.507/86,não consta,"R VITÓRIA, 312, 316",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
HOTEL CENTER / BAIRRO DE SANTA IFIGÊNIA / REVISÃO 2018,001,045,0005,00,não consta,Proc. SC 24.507/86 / REVISÃO 2018,não consta,"R CORONEL BATISTA DA LUZ, 36, 44, 50",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2018%2fexecutivo%2520secao%2520i%2fdezembro%2f20%2fpag_0001_2480c81f05a9eb5d8f6e0b59a2eda1fa.pdf&pagina=1&data=20/12/2018&c,IMÓVEL,,ZEPEC-,P,não consta,0,"20/12/2018, pág. 144",2018,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,Proc. SC 24.507/86,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,094,0010,00,não consta,Proc. SC 24.507/86,não consta,"R DOS TIMBIRAS, 135, 143, 147, 149",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,088,0218,00,não consta,Proc. SC 24.507/86,não consta,"R DOS TIMBIRAS, 272",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,088,0219,00,não consta,Proc. SC 24.507/86,não consta,"R DOS TIMBIRAS, 270",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO,008,067,0071,00,não consta,Proc. SC 24.507/86,não consta,"R DO TRIUNFO, 241",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA (INSERIDO NA ÁREA DE ESTUDO),008,088,0226,00,não consta,Proc. SC 24.507/86,não consta,"AV RIO BRANCO C/ R AURORA, S/N",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT / ESTUDO,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO,008,067,0076,00,não consta,Proc. SC 24.507/86,não consta,"R DO TRIUNFO, 271",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,,ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
BAIRRO DE SANTA IFIGÊNIA / REVISÃO (ACRÉSCIMO 2009),008,067,0067,00,não consta,Proc. SC 24.507/86,não consta,"R DOS GUSMÕES, 202, 206",https://www.imprensaoficial.com.br/DO/BuscaDO2001Documento_11_4.aspx?link=%2f2009%2fexecutivo%2520secao%2520i%2fjulho%2f31%2fpag_0039_9V0JGKQTE3QCAeAA7IOVUIDOD4D.pdf&pagina=39&data=31/07/2009&caderno=,IMÓVEL,"0067, 0055 (c), 0043 (c)",ZEPEC-,,não consta,0,"22/03/1986, pág. 44; 31/07/2009, pág. 39 (revisão)",0,não consta,0,TA,,,APT,REPÚBLICA,SÉ,não consta,,não consta,
