sql,ano_arquivo,data,natureza,valor_transacao,valor_venal_ref
"00605104875","2007","2007-01-29","1.Compra e venda","67500.0",""
"00501705317","2007","2007-02-15","1.Compra e venda","13000.0",""
"00600708081","2007","2006-06-14","4.Arrematação (em leilão ou hasta públic","65820.62",""
"03703500239","2007","2007-01-29","1.Compra e venda","70000.0",""
"03703603501","2007","2007-02-25","1.Compra e venda","90000.0",""
"00602003113","2007","2007-01-30","1.Compra e venda","40000.0",""
"01303700530","2007","2007-01-31","1.Compra e venda","320000.0",""
"00700102140","2007","2007-01-26","1.Compra e venda","94000.0",""
"01006705740","2007","2007-02-20","1.Compra e venda","133163.12",""
"01006706828","2007","2007-02-20","1.Compra e venda","194082.41",""
"00501908668","2007","2007-02-28","1.Compra e venda","4200.0",""
"00501908358","2007","2007-02-28","1.Compra e venda","4200.0",""
"02103504623","2007","2007-01-30","1.Compra e venda","350000.0",""
"00907004271","2007","2007-01-31","1.Compra e venda","86500.0",""
"00600101231","2007","2007-01-29","1.Compra e venda","11500.0",""
"00905303814","2007","2007-01-31","1.Compra e venda","100000.0",""
"00905303751","2007","2007-01-31","1.Compra e venda","100000.0",""
"00600101231","2007","2007-01-29","2.Cessão de direitos relativos a comprom","11500.0",""
"00205902243","2007","2007-02-28","1.Compra e venda","7500.0",""
"01003703194","2007","2007-01-30","1.Compra e venda","75000.0",""
"00701304189","2007","2007-01-29","1.Compra e venda","45000.0",""
"00603205437","2007","2007-01-30","1.Compra e venda","16000.0",""
"03706406489","2007","2007-01-31","1.Compra e venda","100000.0",""
"00600803082","2007","2007-01-30","1.Compra e venda","33000.0",""
"00900802022","2007","2007-01-30","1.Compra e venda","37000.0",""
"00604002475","2007","2007-01-30","1.Compra e venda","0.01",""
"00604002475","2007","2007-01-30","2.Cessão de direitos relativos a comprom","25000.0",""
"00905109635","2007","2007-02-09","1.Compra e venda","10000.0",""
"01005009181","2007","2007-01-31","1.Compra e venda","59912.37","1.0"
"01005009181","2007","2007-01-31","2.Cessão de direitos relativos a comprom","54000.0","1.0"
"01006801553","2007","2007-01-31","1.Compra e venda","50000.0",""
"01006801545","2007","2007-01-31","1.Compra e venda","115000.0",""
"00102600546","2007","2007-02-20","1.Compra e venda","40000.0",""
"02005002291","2007","2007-01-31","2.Cessão de direitos relativos a comprom","0.01",""
"00904903052","2007","2007-01-30","1.Compra e venda","310000.0",""
"01301301991","2007","2007-01-31","1.Compra e venda","105000.0",""
"00604800061","2007","2007-01-31","1.Compra e venda","150000.0",""
"00901409324","2007","2007-01-31","1.Compra e venda","56000.0",""
"00606301501","2007","2007-01-31","1.Compra e venda","50000.0",""
"19601816861","2007","2007-01-31","1.Compra e venda","91000.0",""
"00501701427","2007","2007-01-31","1.Compra e venda","122000.0",""
"06115604631","2007","2007-01-31","1.Compra e venda","61544.16",""
"00602403790","2007","2007-01-31","1.Compra e venda","172980.03",""
"06115601746","2007","2007-01-31","1.Compra e venda","61544.16",""
"03304608656","2007","2007-02-28","1.Compra e venda","0.01",""
"03304608036","2007","2007-02-28","1.Compra e venda","0.01",""
"00501907361","2007","2007-01-31","1.Compra e venda","32000.0",""
"02005002291","2007","2007-01-31","2.Cessão de direitos relativos a comprom","0.01",""
"00501702954","2008","2007-12-12","1.Compra e venda","85000.0",""
"00501703918","2008","2007-12-12","1.Compra e venda","10000.0",""
"00507603362","2008","2007-12-10","1.Compra e venda","33000.0",""
"07015005948","2008","2007-12-11","1.Compra e venda","134000.0",""
"01300903015","2008","2007-12-27","33.Demais atos onerosos translativos","61230.0",""
"01300903015","2008","2007-12-28","33.Demais atos onerosos translativos","61230.0",""
"03304706267","2008","2007-12-28","1.Compra e venda","282000.0",""
"16203501211","2008","2007-12-28","1.Compra e venda","50050.0","7.0"
"00502300681","2008","2007-12-27","1.Compra e venda","40000.0",""
"00306102102","2008","2007-09-27","3.Adjudicação (vinculada a processo de e","22127.0",""
"03404602072","2008","2007-12-28","1.Compra e venda","175000.0",""
"01112301356","2008","2007-12-21","1.Compra e venda","350000.0",""
"00700102175","2008","2008-01-03","1.Compra e venda","87000.0",""
"01110102313","2008","2007-12-19","1.Compra e venda","32100.0",""
"00105804665","2008","2008-01-09","1.Compra e venda","25000.0",""
"04009100753","2008","2008-01-02","1.Compra e venda","40000.0",""
"06916308788","2008","2008-01-02","1.Compra e venda","195000.0",""
"00907001432","2008","2007-05-03","1.Compra e venda","60.0",""
"00604004427","2008","2007-07-25","1.Compra e venda","1148.28",""
"00604010494","2008","2007-07-25","1.Compra e venda","390.17",""
"02006701541","2008","2008-01-05","1.Compra e venda","135000.0",""
"06916307501","2008","2007-12-27","1.Compra e venda","120000.0",""
"02008000907","2008","2008-01-08","1.Compra e venda","335000.0",""
"01001302990","2008","2008-01-02","1.Compra e venda","9469.1",""
"00105000140","2008","2008-01-03","1.Compra e venda","890000.0",""
"00901801348","2008","2008-01-03","1.Compra e venda","322917.42",""
"00905109635","2008","2008-01-10","1.Compra e venda","23000.0",""
"00905105648","2008","2008-01-10","1.Compra e venda","143000.0",""
"00104907673","2008","2008-01-03","1.Compra e venda","40000.0",""
"00404802036","2008","2007-12-28","1.Compra e venda","96000.0",""
"02601500115","2008","2008-01-03","1.Compra e venda","110000.0",""
"01305903341","2008","2007-12-28","1.Compra e venda","225000.0",""
"03303500381","2008","2008-01-03","1.Compra e venda","265000.0",""
"00801501148","2008","2007-12-20","1.Compra e venda","70000.0",""
"00606424210","2008","2007-12-20","1.Compra e venda","65000.0",""
"01103600011","2008","2008-01-03","1.Compra e venda","423000.0",""
"03304610820","2008","2007-12-21","1.Compra e venda","180000.0",""
"03303904332","2008","2008-01-08","1.Compra e venda","100000.0",""
"00600804623","2008","2007-03-26","4.Arrematação (em leilão ou hasta públic","19770.0",""
"02107400628","2008","2008-01-05","1.Compra e venda","118050.0",""
"01001501128","2008","2008-01-08","1.Compra e venda","440000.0",""
"01302900358","2008","2007-12-31","33.Demais atos onerosos translativos","86647.79",""
"03604501407","2008","2007-12-31","33.Demais atos onerosos translativos","60000.0",""
"00905100115","2008","2007-12-31","33.Demais atos onerosos translativos","103000.0",""
"19601809693","2008","2007-12-26","1.Compra e venda","120000.0",""
"01513200674","2008","2008-01-10","1.Compra e venda","2900000.0",""
"01001501969","2008","2008-01-07","1.Compra e venda","320000.0",""
"02103505824","2008","2007-12-28","1.Compra e venda","350000.0",""
"00904202879","2008","2008-01-04","1.Compra e venda","52000.0",""
"00800900529","2008","2008-01-04","1.Compra e venda","70000.0",""
"00605315140","2008","2008-01-04","1.Compra e venda","55000.0",""
"00807800996","2008","2008-01-11","1.Compra e venda","107000.0",""
"02105300162","2008","2007-12-28","1.Compra e venda","170000.0",""
"03303602141","2008","2007-11-05","34.Demais sentenças judiciais","50000.0",""
"00104402751","2008","2007-12-28","1.Compra e venda","50000.0",""
"00901609269","2008","2008-01-10","1.Compra e venda","80000.0",""
"02005001988","2008","2008-01-07","1.Compra e venda","87000.0",""
"00902600461","2008","2007-12-28","1.Compra e venda","85000.0",""
"00601106768","2008","2008-01-07","1.Compra e venda","65000.0",""
"00105004057","2008","2007-12-21","5.Excesso de meação ou quinhão na partil","25124.5",""
"00705104974","2008","2007-12-21","5.Excesso de meação ou quinhão na partil","16240.5",""
"00602106672","2008","2007-09-24","4.Arrematação (em leilão ou hasta públic","11138.83",""
"01102500585","2008","2008-01-07","1.Compra e venda","290000.0",""
"00606409701","2008","2008-01-08","1.Compra e venda","80000.0",""
"00105804525","2008","2008-01-10","1.Compra e venda","24000.0",""
"00105804525","2008","2008-01-10","2.Cessão de direitos relativos a comprom","24000.0",""
"03302205651","2008","2008-01-10","1.Compra e venda","0.01",""
"01000902420","2008","2007-12-28","1.Compra e venda","265000.0",""
"00104801824","2008","2007-12-28","1.Compra e venda","45000.0",""
"02105306314","2008","2008-01-08","1.Compra e venda","140000.0",""
"02105309321","2008","2008-01-08","1.Compra e venda","20000.0",""
"00901901695","2008","2008-01-14","1.Compra e venda","133000.0",""
"01005001006","2008","2008-01-07","1.Compra e venda","110000.0",""
"00906406226","2008","2008-01-07","1.Compra e venda","62325.0",""
"00601202260","2008","2008-01-07","1.Compra e venda","60000.0",""
"00905502248","2008","2007-12-28","1.Compra e venda","73000.0",""
"00602502888","2008","2008-01-07","1.Compra e venda","45000.0",""
"01102502642","2008","2008-01-08","1.Compra e venda","390000.0",""
"00107504545","2008","2008-01-09","1.Compra e venda","520000.0",""
"00602003377","2008","2007-12-28","1.Compra e venda","42000.0",""
"00502405880","2008","2008-01-10","1.Compra e venda","24375.0",""
"00502406690","2008","2008-01-10","1.Compra e venda","13125.0",""
"02200604841","2008","2008-01-08","1.Compra e venda","126900.0",""
"00906902770","2008","2008-01-08","1.Compra e venda","225000.0",""
"00600805085","2008","2008-01-08","1.Compra e venda","84000.0",""
"02006402730","2008","2008-01-08","8.Cessão de direitos hereditários (ou su","47696.0",""
"01803100516","2008","2008-01-08","1.Compra e venda","80000.0",""
"00804502536","2008","2008-01-14","1.Compra e venda","71109.0",""
"00404802311","2008","2007-12-14","1.Compra e venda","624.0",""
"00804504271","2008","2008-01-14","1.Compra e venda","13891.0",""
"00501001182","2008","2008-01-08","1.Compra e venda","45000.0",""
"00501001190","2008","2008-01-08","1.Compra e venda","45000.0",""
"06916305789","2008","2007-12-28","1.Compra e venda","180000.0",""
"00404808514","2008","2008-01-09","1.Compra e venda","130000.0",""
"02107406278","2008","2008-01-02","1.Compra e venda","208092.56",""
"02107406863","2008","2008-01-02","1.Compra e venda","23121.4",""
"00806001208","2008","2008-01-08","1.Compra e venda","40000.0",""
"01305902572","2008","2008-01-12","1.Compra e venda","115000.0",""
"03304201025","2008","2007-11-13","5.Excesso de meação ou quinhão na partil","3834.18",""
"03800203685","2008","2008-01-09","2.Cessão de direitos relativos a comprom","98000.0",""
"00802300642","2008","2008-01-11","33.Demais atos onerosos translativos","34492.0",""
"00802300944","2008","2008-01-11","33.Demais atos onerosos translativos","34492.0",""
"19601813461","2008","2008-01-11","1.Compra e venda","112000.0",""
"00802300944","2008","2008-01-11","33.Demais atos onerosos translativos","172462.0",""
"00802300642","2008","2008-01-11","33.Demais atos onerosos translativos","172462.0",""
"00802300642","2008","2008-01-11","33.Demais atos onerosos translativos","106175.0",""
"00802300944","2008","2008-01-11","33.Demais atos onerosos translativos","106175.0",""
"00905303121","2008","2008-01-08","1.Compra e venda","89240.0",""
"00901601020","2008","2008-01-16","1.Compra e venda","60000.0",""
"00901601020","2008","2008-01-16","1.Compra e venda","30000.0",""
"00905100719","2008","2007-12-27","1.Compra e venda","171000.0",""
"00907000691","2008","2008-01-09","1.Compra e venda","230000.0",""
"01109202962","2008","2008-01-10","1.Compra e venda","80000.0",""
"00905109805","2008","2007-12-27","1.Compra e venda","19000.0",""
"00807804061","2008","2008-01-09","8.Cessão de direitos hereditários (ou su","17000.0",""
"01003002651","2008","2008-01-15","1.Compra e venda","90000.0",""
"01003002641","2008","2008-01-15","1.Compra e venda","90000.0",""
"03301407153","2008","2007-12-27","1.Compra e venda","108000.0",""
"03301408192","2008","2007-12-27","1.Compra e venda","22000.0",""
"01110000261","2008","2008-01-09","1.Compra e venda","20000.0",""
"00605301778","2008","2008-01-10","1.Compra e venda","40000.0",""
"00908002408","2008","2008-01-10","1.Compra e venda","210690.0",""
"00207401608","2008","2008-01-11","1.Compra e venda","33000.0",""
"01501403028","2008","2008-01-10","1.Compra e venda","165000.0",""
"00207401616","2008","2008-01-11","1.Compra e venda","33000.0",""
"02006904302","2008","2008-01-10","1.Compra e venda","325000.0",""
"06115604702","2008","2007-12-31","1.Compra e venda","118000.0",""
"01501405233","2008","2008-01-09","1.Compra e venda","1000000.0",""
"00906603943","2008","2008-01-17","1.Compra e venda","150000.0",""
"00906603633","2008","2008-01-17","1.Compra e venda","30000.0",""
"01110101740","2008","2008-01-10","1.Compra e venda","1200000.0",""
"07015000873","2008","2008-01-10","1.Compra e venda","90000.0",""
"00606405674","2008","2008-01-15","1.Compra e venda","100000.0",""
"00906502047","2008","2008-01-10","1.Compra e venda","130000.0",""
"00906503183","2008","2008-01-10","1.Compra e venda","20000.0",""
"07210802983","2008","2008-01-10","1.Compra e venda","130000.0",""
"00904402797","2008","2008-01-10","1.Compra e venda","120000.0",""
"03302313292","2008","2008-01-16","1.Compra e venda","150000.0",""
"03302315376","2008","2008-01-16","1.Compra e venda","20000.0","123.0"
"00501702814","2008","2008-01-16","1.Compra e venda","107000.0",""
"00501703330","2008","2008-01-16","1.Compra e venda","47000.0",""
"03103400888","2008","2008-01-16","1.Compra e venda","100000.0",""
"03103400896","2008","2008-01-16","1.Compra e venda","100000.0",""
"01000303950","2008","2008-01-10","1.Compra e venda","200000.0",""
"00600804194","2008","2008-01-11","1.Compra e venda","32000.0",""
"01001501586","2008","2008-01-10","1.Compra e venda","35000.0",""
"03404603419","2008","2008-01-10","1.Compra e venda","300000.0",""
"00506901327","2008","2008-01-11","1.Compra e venda","45000.0",""
"00601608372","2008","2008-01-15","1.Compra e venda","150000.0",""
"03703607408","2008","2008-01-10","1.Compra e venda","172600.0",""
"03703609354","2008","2008-01-10","1.Compra e venda","21200.0",""
"03703611014","2008","2008-01-10","1.Compra e venda","21200.0",""
"02008009505","2008","2008-01-11","1.Compra e venda","487000.0",""
"02200604416","2008","2008-01-11","1.Compra e venda","106899.49",""
"02008009556","2008","2008-01-11","1.Compra e venda","61500.0",""
"02008009572","2008","2008-01-11","1.Compra e venda","61500.0",""
"00606405704","2008","2008-01-11","1.Compra e venda","103000.0",""
"03302203942","2008","2008-01-11","1.Compra e venda","57500.0",""
"05426004129","2008","2008-01-15","15.Permuta por escritura pública","50000.0",""
"01000202471","2008","2008-01-11","1.Compra e venda","45000.0",""
"05426004110","2008","2008-01-15","1.Compra e venda","50000.0",""
"05426003475","2008","2008-01-15","15.Permuta por escritura pública","300000.0","1.0"
"00904804798","2008","2008-01-11","1.Compra e venda","35000000.0",""
"00601103874","2008","2008-01-11","1.Compra e venda","4000.0",""
"03300504201","2008","2008-01-10","1.Compra e venda","60000.0",""
"03300505224","2008","2008-01-10","1.Compra e venda","8000.0","2.0"
"00708501214","2008","2008-01-11","1.Compra e venda","270000.0",""
"00901421758","2008","2008-01-11","1.Compra e venda","128000.0",""
"00507621050","2008","2008-01-08","1.Compra e venda","43860.0",""
"00905108337","2008","2007-12-28","1.Compra e venda","60000.0",""
"00706100239","2008","2008-01-17","1.Compra e venda","36000.0",""
"03604502020","2008","2008-01-09","1.Compra e venda","40000.0",""
"02006304925","2008","2008-01-14","1.Compra e venda","140000.0",""
"00602406749","2008","2008-01-14","1.Compra e venda","23000.0",""
"00601210931","2008","2007-12-28","1.Compra e venda","43250.0",""
"07024201142","2008","2008-01-16","1.Compra e venda","550000.0",""
"02003505792","2008","2008-01-11","1.Compra e venda","120000.0",""
"00606415998","2008","2008-01-15","1.Compra e venda","38000.0",""
"00904901637","2008","2007-12-28","1.Compra e venda","255000.0",""
"05426003386","2008","2008-01-15","15.Permuta por escritura pública","300000.0","1.0"
"01006803319","2008","2008-01-14","1.Compra e venda","40000.0",""
"01006703829","2008","2008-01-17","1.Compra e venda","130182.78",""
"00705105377","2008","2008-01-14","1.Compra e venda","32000.0",""
"00102002290","2008","2008-01-14","1.Compra e venda","42000.0",""
"00605300291","2008","2008-01-21","1.Compra e venda","250000.0",""
"00701308370","2008","2008-01-14","1.Compra e venda","95000.0",""
"03302312504","2008","2008-01-14","1.Compra e venda","120000.0",""
"01303607905","2008","2008-01-10","1.Compra e venda","240000.0",""
"00507613937","2008","2008-01-15","1.Compra e venda","15662.4",""
"02009106156","2008","2008-01-18","1.Compra e venda","60000.0",""
"02009107640","2008","2008-01-18","1.Compra e venda","20000.0",""
"00107202743","2008","2007-12-19","1.Compra e venda","491.25",""
"02004102179","2008","2008-01-15","1.Compra e venda","40000.0",""
"03303600449","2008","2008-01-17","1.Compra e venda","160000.0",""
"01006701745","2008","2008-01-16","1.Compra e venda","143000.0",""
"02007903687","2008","2008-01-14","1.Compra e venda","310000.0",""
"01110102259","2008","2008-01-15","1.Compra e venda","590000.0",""
"00708700667","2008","2008-01-14","1.Compra e venda","184000.0",""
"02309300276","2008","2007-06-20","4.Arrematação (em leilão ou hasta públic","34896.5",""
"02309300268","2008","2007-06-06","4.Arrematação (em leilão ou hasta públic","38083.5",""
"01006701494","2008","2008-01-17","1.Compra e venda","36000.0",""
"01006701508","2008","2008-01-17","1.Compra e venda","36000.0",""
"00404804586","2008","2008-01-09","1.Compra e venda","105000.0",""
"00605303150","2008","2008-01-14","1.Compra e venda","45700.0",""
"00605303169","2008","2008-01-14","1.Compra e venda","24200.0",""
"03304702784","2008","2008-01-15","1.Compra e venda","69000.0",""
"01112300521","2008","2008-01-15","1.Compra e venda","180000.0",""
"01300910216","2008","2008-01-19","1.Compra e venda","88000.0",""
"03302307152","2008","2008-01-21","1.Compra e venda","80000.0",""
"04504401592","2008","2008-01-18","1.Compra e venda","61720.0",""
"04504401592","2008","2008-01-18","2.Cessão de direitos relativos a comprom","88000.0",""
"06115601509","2008","2008-01-10","1.Compra e venda","120000.0",""
"06916306300","2008","2008-01-15","1.Compra e venda","350000.0",""
"08956201315","2008","2008-01-21","1.Compra e venda","50000.0",""
"00905107888","2008","2008-01-16","1.Compra e venda","65000.0",""
"00902603566","2008","2008-01-15","1.Compra e venda","68000.0",""
"08737404733","2008","2008-01-15","1.Compra e venda","83915.96",""
"08737404733","2008","2008-01-15","2.Cessão de direitos relativos a comprom","85000.0",""
"08737404741","2008","2008-01-15","1.Compra e venda","83915.96",""
"08737404741","2008","2008-01-15","2.Cessão de direitos relativos a comprom","80000.0",""
"00905112458","2008","2008-01-22","1.Compra e venda","228007.6",""
"00604000669","2008","2008-01-15","15.Permuta por escritura pública","3810.0",""
"01112201017","2008","2008-01-15","1.Compra e venda","565000.0",""
"00705004171","2008","2007-12-21","1.Compra e venda","45000.0",""
"03302201664","2008","2008-01-15","1.Compra e venda","58000.0",""
"00503400564","2008","2008-01-15","1.Compra e venda","90000.0",""
"00404803598","2008","2008-01-21","1.Compra e venda","63300.0",""
"00800401921","2008","2008-01-15","1.Compra e venda","50000.0",""
"19601818757","2008","2008-01-07","1.Compra e venda","98000.0",""
"03800202281","2008","2008-01-22","15.Permuta por escritura pública","65845.65",""
"02109106166","2008","2008-01-15","1.Compra e venda","250000.0",""
"01110103239","2008","2008-01-21","1.Compra e venda","300000.0",""
"00901600520","2008","2008-01-15","1.Compra e venda","207500.0",""
"00905501500","2008","2007-12-28","1.Compra e venda","99000.0",""
"03800202281","2008","2008-01-22","1.Compra e venda","120105.49",""
"03300201357","2008","2008-01-08","1.Compra e venda","150000.0",""
"00905502094","2008","2007-12-28","1.Compra e venda","11000.0",""
"03302201427","2008","2008-01-15","1.Compra e venda","92000.0",""
"02003601724","2008","2008-01-18","1.Compra e venda","50000.0",""
"03300500109","2008","2008-01-15","1.Compra e venda","210000.0",""
"00905103734","2008","2008-01-22","1.Compra e venda","90000.0",""
"00905104536","2008","2008-01-22","1.Compra e venda","22500.0",""
"00807803588","2008","2008-01-18","1.Compra e venda","21000.0",""
"15519100550","2008","2008-01-16","1.Compra e venda","85000.0",""
"02003505156","2008","2008-01-16","1.Compra e venda","75000.0",""
"00102003920","2008","2008-01-18","1.Compra e venda","5000.0",""
"04202600029","2008","2008-01-16","1.Compra e venda","30000000.0",""
"00602401461","2008","2008-01-17","1.Compra e venda","50000.0",""
"00809400987","2008","2008-01-20","1.Compra e venda","18000.0",""
"08737400029","2008","2008-01-19","1.Compra e venda","3091421.64",""
"08737400029","2008","2008-01-19","1.Compra e venda","2112974.85",""
"00207400598","2008","2008-01-11","3.Adjudicação (vinculada a processo de e","18780.09",""
"08737400029","2008","2008-01-19","1.Compra e venda","2164285.36",""
"08737400029","2008","2008-01-19","1.Compra e venda","3086359.67",""
"08737400029","2008","2008-01-19","1.Compra e venda","2232922.04",""
"00700602003","2008","2008-01-16","1.Compra e venda","31200.0",""
"08737400029","2008","2008-01-19","1.Compra e venda","2232922.04",""
"08737400029","2008","2008-01-19","1.Compra e venda","3146929.94",""
"08737400029","2008","2008-01-19","1.Compra e venda","3146929.94",""
"08737404075","2008","2008-01-16","1.Compra e venda","94009.62",""
"08737400029","2008","2008-01-19","1.Compra e venda","1913544.28",""
"08737400029","2008","2008-01-19","1.Compra e venda","1913544.28",""
"08737400029","2008","2008-01-19","1.Compra e venda","1993027.66",""
"08737400029","2008","2008-01-19","1.Compra e venda","1993027.66",""
"08737400029","2008","2008-01-19","1.Compra e venda","1993027.66",""
"00705100480","2008","2008-01-18","1.Compra e venda","51000.0",""
"08737400029","2008","2008-01-19","1.Compra e venda","1993027.66",""
"08737400029","2008","2008-01-19","1.Compra e venda","1993027.66",""
"08737400029","2008","2008-01-19","1.Compra e venda","1993027.66",""
"01112306579","2008","2007-12-31","1.Compra e venda","440000.0",""
"00502101369","2008","2008-01-16","1.Compra e venda","35000.0",""
"00508701805","2008","2008-01-18","1.Compra e venda","32000.0",""
"00503900362","2008","2008-01-16","1.Compra e venda","16000.0",""
"07015004690","2008","2008-01-17","1.Compra e venda","70000.0",""
"06916306033","2008","2008-01-09","1.Compra e venda","345000.0",""
"07015004879","2008","2008-01-17","1.Compra e venda","10000.0",""
"04201202755","2008","2008-01-17","1.Compra e venda","140000.0",""
"04201202224","2008","2008-01-17","1.Compra e venda","35000.0",""
"08737902369","2008","2008-01-15","1.Compra e venda","850000.0",""
"00901805637","2008","2008-01-16","1.Compra e venda","60300.0",""
"03301408192","2008","2007-12-27","1.Compra e venda","329.28",""
"04009100753","2008","2008-01-02","1.Compra e venda","454.58",""
"03604501687","2008","2008-01-02","1.Compra e venda","165000.0",""
"00102302413","2008","2008-01-18","1.Compra e venda","27000.0",""
"01112302859","2008","2008-01-17","1.Compra e venda","331600.0",""
"00602407141","2008","2008-01-18","1.Compra e venda","27500.0",""
"01300300779","2008","2008-01-14","1.Compra e venda","190000.0",""
"02009416015","2008","2008-01-17","1.Compra e venda","190302.28",""
"00908006799","2008","2008-01-17","1.Compra e venda","163000.0",""
"03204301397","2008","2008-01-21","1.Compra e venda","100000.0",""
"00606803157","2008","2008-01-21","1.Compra e venda","6500.0",""
"00105803251","2008","2008-01-17","1.Compra e venda","10000.0",""
"00700201564","2008","2008-01-17","1.Compra e venda","65000.0",""
"04009000538","2008","2007-11-22","9.Cessão dos direitos do adjudicatário","61677.0",""
"00504807439","2008","2008-01-17","1.Compra e venda","55000.0",""
"04009001747","2008","2007-11-22","16.Remição","15323.0",""
"08302500291","2008","2008-01-17","33.Demais atos onerosos translativos","1394500.0",""
"00107300052","2008","2008-01-17","1.Compra e venda","675206.0",""
"00605301751","2008","2008-01-17","1.Compra e venda","80000.0",""
"01005006490","2008","2008-01-20","1.Compra e venda","59912.37","1.0"
"00602500893","2008","2008-01-17","1.Compra e venda","18500.0",""
"02200605862","2008","2008-01-17","1.Compra e venda","95000.0",""
"00503400297","2008","2008-01-21","1.Compra e venda","12500.0",""
"03800203820","2008","2008-01-24","1.Compra e venda","98899.43",""
"10413601561","2008","2008-01-18","1.Compra e venda","100000.0",""
"03300204143","2008","2008-01-18","1.Compra e venda","108000.0",""
"01805002643","2008","2008-01-17","1.Compra e venda","40000.0",""
"01006703853","2008","2008-01-18","1.Compra e venda","116320.0",""
"02001703708","2008","2008-01-17","1.Compra e venda","62000.0",""
"00801502421","2008","2008-01-18","1.Compra e venda","125000.0",""
"00504602799","2008","2008-01-11","1.Compra e venda","43000.0",""
"00504603361","2008","2008-01-11","1.Compra e venda","10000.0",""
"00108600084","2008","2008-01-17","12.Dação em pagamento por escritura públ","239591.92",""
"00802201563","2008","2008-01-18","1.Compra e venda","90000.0",""
"02006904310","2008","2008-01-22","1.Compra e venda","368000.0",""
"00606000747","2008","2008-01-17","1.Compra e venda","72000.0",""
"01003706711","2008","2008-01-24","1.Compra e venda","90000.0",""
"03301507298","2008","2008-01-18","1.Compra e venda","10000.0",""
"01501900668","2008","2008-01-18","1.Compra e venda","120000.0",""
"01006704043","2008","2008-01-18","1.Compra e venda","90000.0",""
"00404803172","2008","2008-01-18","1.Compra e venda","90000.0",""
"08956202826","2008","2008-01-21","1.Compra e venda","41000000.0",""
"19601809804","2008","2008-01-25","1.Compra e venda","88690.0",""
"00205901255","2008","2008-01-15","2.Cessão de direitos relativos a comprom","5000.0",""
"01003701175","2008","2008-01-18","1.Compra e venda","110000.0",""
"03604504112","2008","2007-12-28","1.Compra e venda","60000.0",""
"00906701252","2008","2008-01-18","1.Compra e venda","120000.0",""
"01300906855","2008","2008-01-16","1.Compra e venda","106375.0",""
"01300907460","2008","2008-01-16","1.Compra e venda","18625.0",""
"00901807192","2008","2008-01-18","1.Compra e venda","70000.0",""
"02003600248","2008","2008-01-18","1.Compra e venda","255000.0",""
"00903904306","2008","2008-01-21","1.Compra e venda","75000.0",""
"00105300896","2008","2008-01-15","1.Compra e venda","49000.0",""
"00908006081","2008","2008-01-21","1.Compra e venda","60000.0",""
"00901412902","2008","2008-01-19","1.Compra e venda","85000.0",""
"02200603746","2008","2008-01-10","1.Compra e venda","130000.0",""
"00105801501","2008","2008-01-18","1.Compra e venda","40000.0",""
"00501002278","2008","2008-01-24","1.Compra e venda","180000.0",""
"02006404881","2008","2008-01-18","1.Compra e venda","340000.0",""
"00501002286","2008","2008-01-24","1.Compra e venda","180000.0",""
"16203502005","2008","2008-01-18","1.Compra e venda","58000.0","11.0"
"02006201468","2008","2008-01-16","1.Compra e venda","200000.0",""
"02006204882","2008","2008-01-16","1.Compra e venda","20000.0",""
"03300504562","2008","2008-01-24","1.Compra e venda","75000.0",""
"03300505501","2008","2008-01-24","1.Compra e venda","15000.0","2.0"
"03809800260","2008","2008-01-25","1.Compra e venda","260000.0",""
"00606413936","2008","2008-01-18","1.Compra e venda","50000.0",""
"01102504750","2008","2008-01-21","1.Compra e venda","35000.0",""
"01102504343","2008","2008-01-21","1.Compra e venda","595000.0",""
"01102504831","2008","2008-01-21","1.Compra e venda","30000.0",""
"01102504866","2008","2008-01-21","1.Compra e venda","30000.0",""
"01102505080","2008","2008-01-21","1.Compra e venda","30000.0",""
"01102505137","2008","2008-01-21","1.Compra e venda","30000.0",""
"00502300681","2008","2007-12-27","1.Compra e venda","49.87",""
"00709102941","2008","2008-01-21","1.Compra e venda","38000.0",""
"00404805191","2008","2008-01-21","1.Compra e venda","50000.0",""
"02102103511","2008","2008-01-21","1.Compra e venda","350500.0",""
"02102103633","2008","2008-01-21","1.Compra e venda","41500.0",""
"02102103625","2008","2008-01-21","1.Compra e venda","41500.0",""
"02102103641","2008","2008-01-21","1.Compra e venda","41500.0",""
"03303708657","2008","2008-01-21","1.Compra e venda","108900.0",""
"03604508576","2008","2008-01-23","1.Compra e venda","187000.0",""
"01301305863","2008","2008-01-04","3.Adjudicação (vinculada a processo de e","128000.0",""
"03604511801","2008","2008-01-23","1.Compra e venda","48000.0",""
"00504000926","2008","2008-01-21","1.Compra e venda","29600.0",""
"02001701268","2008","2008-01-24","1.Compra e venda","290000.0",""
"02009406291","2008","2008-01-17","1.Compra e venda","266001.0",""
"06107500995","2008","2008-01-21","1.Compra e venda","66000.0",""
"01501405233","2008","2008-01-09","1.Compra e venda","642.0",""
"02005001880","2008","2008-01-22","1.Compra e venda","0.01",""
"16203500444","2008","2008-01-21","1.Compra e venda","70000.0",""
"01005000751","2008","2008-01-10","1.Compra e venda","190000.0",""
"00901418201","2008","2008-01-21","1.Compra e venda","100000.0","2.0"
"00705103293","2008","2008-01-24","1.Compra e venda","68700.0",""
"00606409254","2008","2008-01-22","1.Compra e venda","170000.0",""
"00604001150","2008","2008-01-21","1.Compra e venda","23000.0",""
